9 0 9	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
15 9 6	...P.....PTUB.AATUBYYYTU.CDOLL.CDO.. C96 P99 T98 B99 A99 Y97 O99 
15 6 9	.C.....C.PTUAA.PTU.YYYTUB.DOLLB.DO.. B97 P98 A99 Y99 O99 
15 9 6	...PTU...PTU.AA.TUBC.YYYBCDOLL..DO.. C97 P99 T99 U99 B98 A98 Y97 O99 
15 9 6	B..PTUB..PTU.AA.TU...YYY.CDOLL.CDO.. C96 P99 T99 U99 B99 A98 Y97 O99 
15 9 6	...PTU...PTUAA..TU.CYYY.BCDOLLB.DO.. C97 P99 T99 B97 U99 A97 Y98 O99 
15 9 6	...PTU...PTUBAA.TUBC.YYY.CDOLL..DO.. C97 P99 T99 U99 B99 A98 Y97 O99 
15 9 6	B..PTUB..PTU.AA.TU.CYYY..CDOLL..DO.. C97 P99 T99 B99 U99 A98 Y98 O99 
15 6 9	.C..TUBC.PTUBAAPTU...YYY..DOLL..DO.. P98 T99 U99 Y97 O99 
16 7 9	.C..T..C.PTUAA.PTU..YYYUB.DOLLB.DO.. B97 P98 T99 A99 Y98 O99 
16 10 6	..DPTU..DPTU..AATU.C.YYYBC.OLLB..O.. C97 D96 P99 T99 U99 A97 Y97 B97 O99 
16 10 6	..DPTU..DPTU..AATU...YYYBC.OLLBC.O.. C96 D96 P99 T99 U99 A97 Y97 B97 O99 
16 10 6	.CDPTUBCDPTUBAA.TU...YYY...OLL...O.. B94 P99 T99 U99 A98 Y97 O99 D96 
16 10 6	B..PTUB..PTU.AA.TU.CDYYY.CDOLL...O.. C97 P99 T99 U99 B99 A98 Y97 D99 O99 
16 10 6	..DPTU..DPTU.CAATU.C.YYYB..OLLB..O.. C98 D96 P99 T99 U99 A97 Y97 B97 O99 
16 10 6	..DPTU.CDPTU.CAATU...YYYB..OLLB..O.. C99 D96 P99 T99 U99 A97 Y97 B97 O99 
16 10 6	BCDPTUBCDPTU.AA.TU.YYY.....OLL...O.. B99 P99 T99 U99 A98 Y95 O99 D96 
16 10 6	B..PTUB..PTU.AA.TUYYY....CDOLL.CDO.. C96 P99 T99 B99 U99 A98 Y96 O99 
16 10 6	...PTUB..PTUBAA.TUYYYO...CDOLL.CD... C96 P99 T99 U99 A98 Y96 O98 
16 10 6	.CDPTUBCDPTUB.AATU...YYY...OLL...O.. B94 P99 T99 U99 A97 Y97 O99 D96 
16 10 6	...P..B..PTUBAA.TUYYYOTU.CDOLL.CD... C96 P99 T98 A98 Y96 O98 
16 10 6	...P.UB..PTUBAA.TUYYY.T..CDOLL.CDO.. C96 P99 T98 U99 A98 Y96 O99 
16 10 6	B..P..B..PTU.AA.TU.YYYTU.CDOLL.CDO.. C96 P99 T98 B99 A98 Y97 O99 
16 10 6	...P.....PTUBAA.TUBYYYTU.CDOLL.CDO.. C96 P99 T98 B99 A98 Y97 O99 
16 10 6	B..P..B..PTU.AA.TUYYY.TU.CDOLL.CDO.. C96 P99 T98 B99 A98 Y96 O99 
16 10 6	...P.UB..PTUBAA.TU.YYYT..CDOLL.CDO.. C96 P99 T98 U99 A98 Y97 O99 
16 10 6	...PTU...PTU.AA.TU.CDYYYBCDOLLB..O.. C97 P99 T99 U99 B97 A98 Y97 D99 O99 
16 10 6	...PTU...PTU.AA.TUBCDYYYBCDOLL...O.. C97 P99 T99 U99 B98 A98 Y97 D99 O99 
16 10 6	...P.....PTU.AA.TU.YYYTUBCDOLLBCDO.. C96 P99 T98 B97 A98 Y97 O99 
16 10 6	...PTU...PTUBAA.TUBCDYYY.CDOLL...O.. C97 P99 T99 U99 B99 A98 Y97 D99 O99 
16 10 6	...PTU.C.PTU.CAATUYYYO..B.DOLLB.D... C99 P99 T99 B97 U99 A99 Y96 O98 
16 10 6	.CDPTU.CDPTUAA..TUYYYO..B..OLLB..... B97 P99 T99 U99 A99 Y94 O98 D96 
16 7 9	.C.PT..C.PTU.AAOTUYYYO.UB.D.LLB.D... B97 P99 T99 Y98 O97 
16 10 6	...PTU...PTUAA..TUYYY...BCDOLLBCDO.. C96 P99 T99 B97 U99 A97 Y96 O99 
16 10 6	...P.U...PTU..AATU.YYYT.BCDOLLBCDO.. C96 P99 T98 B97 U99 A99 Y97 O99 
16 10 6	...PTU...PTUAA..TUBYYY..BCDOLL.CDO.. C96 P99 T99 B98 U99 A97 Y97 O99 
16 10 6	...PT....PTUAA..TUYYYO.UBCDOLLBCD... C96 P99 T99 B97 A97 Y96 O98 
16 10 6	B..PTUB..PTUAA..TUYYY....CDOLL.CDO.. C96 B99 P99 T99 U99 A97 Y96 O99 
16 10 6	B..PT.B..PTUAA..TUYYYO.U.CDOLL.CD... C96 B99 P99 T99 A97 Y96 O98 
16 10 6	B..P.UB..PTU..AATUYYY.T..CDOLL.CDO.. C96 B99 P99 T98 U99 A99 Y96 O99 
16 10 6	...PTU...PTUAA..TU.YYY..BCDOLLBCDO.. C96 P99 T99 B97 U99 A97 Y97 O99 
16 10 6	...P.....PTUAA..TUYYY.TUBCDOLLBCDO.. C96 P99 T98 B97 A97 Y96 O99 
16 10 6	B..PTUB..PTUAA..TU.YYY...CDOLL.CDO.. C96 B99 P99 T99 U99 A97 Y97 O99 
16 10 6	...PTU...PTU.AA.TUYYY...BCDOLLBCDO.. C96 P99 T99 B97 U99 A98 Y96 O99 
16 10 6	...P.U...PTU..AATUBYYYT.BCDOLL.CDO.. C96 P99 T98 B98 U99 A99 Y97 O99 
16 10 6	...P.....PTUAA..TU.YYYTUBCDOLLBCDO.. C96 P99 T98 B97 A97 Y97 O99 
16 7 9	.C.P.U.C.PTU.AAOTUYYYOT.B.D.LLB.D... B97 P99 U99 Y98 O97 
16 7 9	.C.....C.PTUAA.PTUYYY.TUB.DOLLB.DO.. B97 P98 A99 Y98 O99 
16 10 6	B..PTUB..PTU.AA.TU..DYYY.CDOLL.C.O.. C96 B99 P99 T99 U99 A98 Y97 O99 D99 
16 10 6	...PTU...PTUBAA.TUB.DYYY.CDOLL.C.O.. C96 P99 T99 U99 B99 A98 D99 Y97 O99 
16 10 6	B..P.UB..PTU..AATU.YYYT..CDOLL.CDO.. C96 B99 P99 T98 U99 A99 Y97 O99 
16 10 6	B..PTUB..PTUAA..TU..DYYY.CDOLL.C.O.. C96 B99 P99 T99 U99 A97 Y97 O99 D99 
16 7 9	.C.....C..TUAA.PTUYYYPTUB.DOLLB.DO.. B97 P97 A99 Y98 O99 
16 7 9	BC.PT.BC.PT..AAOTUYYYO.U..DLLU..D... B99 P99 T99 U97 O99 L99 
16 10 6	B..PTUB..PTUAA..TU.CDYYY.CDOLL...O.. C97 B99 P99 T99 U99 A97 Y97 O99 D99 
16 10 6	...P.UB..PTUB.AATUYYYOT..CDOLL.CD... C96 P99 T98 U99 A99 Y96 O98 
16 10 6	B.DPTUB.DPTUAA..TU.C.YYY.C.OLL...O.. C97 B99 P99 T99 U99 A97 Y97 O99 D96 
16 7 9	BC..TUBC.PTU.AAPTU..YYY...DOLL..DO.. B99 P98 T99 U99 Y98 O99 
16 7 9	.C..TU.C.PTUBAAPTUB.YYY...DOLL..DO.. B99 P98 T99 U99 Y98 O99 
16 10 6	...PTU...PTU.AA.TU..DYYYBCDOLLBC.O.. C96 P99 T99 U99 B97 A98 Y97 D99 O99 
16 10 6	...PTU...PTUAA..TUB.DYYYBCDOLL.C.O.. C96 P99 T99 U99 A97 B98 D99 Y97 O99 
16 10 6	...PTU...PTUAA..TUBCDYYYBCDOLL...O.. C97 P99 T99 U99 A97 B98 D99 Y97 O99 
16 10 6	.CDPTU.CDPTU.AA.TUB.YYY.B..OLL...O.. B98 P99 T99 U99 A98 Y96 O99 D96 
16 7 9	.C.....C.PTU.AAPTUYYYOTUB.DOLLB.D... B97 P98 Y98 O98 
16 10 6	.CDPTU.CDPTU..AATUBYYY..B..OLL...O.. B98 P99 T99 U99 A97 Y95 O99 D96 
16 10 6	...P.U...PTUB.AATUBYYYT..CDOLL.CDO.. C96 P99 T98 U99 B99 A99 Y95 O99 
16 7 9	.C..TU.C.PTU.AAPTUB.YYY.B.DOLL..DO.. B98 P98 T99 U99 Y98 O99 
16 10 6	..DPTU..DPTU..AATUBC.YYYBC.OLL...O.. C97 D96 P99 T99 U99 A97 B98 Y97 O99 
16 7 9	BC..T.BC.PTUAA.PTU.YYY.U..DOLL..DO.. B99 P98 T99 A99 Y99 O99 
16 10 6	.CDPTU.CDPTU..AATUB.YYY.B..OLL...O.. B98 P99 T99 U99 A97 Y96 O99 D96 
16 7 9	BC..TUBC..TUAA.PTUYYYP....DOLL..DO.. B99 P97 T99 U99 A99 O99 
16 10 6	..DPTU..DPTUAA..TU.C.YYYBC.OLLB..O.. C97 P99 T99 U99 B97 A97 Y97 D96 O99 
16 7 9	BC...UBC.PTUAA.PTU.YYYT...DOLL..DO.. B99 P98 U99 A99 Y99 O99 
16 7 9	.C..T..C.PTUAA.PTUB.YYYUB.DOLL..DO.. B98 P98 T99 A99 Y98 O99 
16 7 9	.C..TU.C.PTU.AAPTU...YYYB.DOLLB.DO.. B97 P98 T99 U99 Y97 O99 
16 7 9	.C..TU.C.PTU.AAPTU..YYY.B.DOLLB.DO.. B97 P98 T99 U99 Y98 O99 
16 7 9	.C..TU.C.PTU.AAPTUBYYY..B.DOLL..DO.. B98 P98 T99 U99 Y99 O99 
16 7 9	.C..TU.C.PTUBAAPTUBYYY....DOLL..DO.. B99 P98 T99 U99 Y99 O99 
16 7 9	.C..T..C.PTUAA.PTUBYYY.UB.DOLL..DO.. B98 P98 T99 A99 Y99 O99 
16 7 9	BC..TUBC.PTUAA.PTUYYY.....DOLL..DO.. B99 P98 T99 U99 A99 O99 
16 7 9	.C..TU.C.PTU.AAPTU.YYY..B.DOLLB.DO.. B97 P98 T99 U99 Y99 O99 
16 7 9	.C..T..C.PTUAA.PTU.YYY.UB.DOLLB.DO.. B97 P98 T99 A99 Y99 O99 
16 7 9	BC.PTUBC.PTU.AAOTUYYYO....DLL...D... B99 P99 T99 U95 O99 L99 
16 7 9	.C.P...C.PTUAA.OTUYYYOTUB.D.LLB.D... B97 P99 A99 Y98 O97 
16 7 9	.C..TUBC.PTUBAAPTU..DYYY..DOLL...O.. P98 T99 U99 Y97 O99 D99 
16 7 9	BC..TUBC.PTU.AAPTU...YYY..DOLL..DO.. B99 P98 T99 U99 Y97 O99 
16 7 9	.C...U.C.PTUAA.PTU.YYYT.B.DOLLB.DO.. B97 P98 U99 A99 Y99 O99 
16 7 9	BC.P.UBC.PTUAA.OTUYYYOT...DLL...D... B99 P99 U95 A99 O99 L99 
16 10 6	BCDPT.BCDPTUAA..TU..YYYU...OLL...O.. B99 P99 T99 U98 A99 Y96 O99 D96 
16 10 6	BCDPTUBCDPTU.AA.TU..YYY....OLL...O.. B99 P99 T99 U99 A98 Y96 O99 D96 
16 10 6	..DPTU..DPTUAA..TUBC.YYYBC.OLL...O.. C97 P99 T99 U99 A97 B98 Y97 D96 O99 
16 7 9	BC..TUBC.PTU.AAPTU.YYY....DOLL..DO.. B99 P98 T99 U99 Y99 O99 
16 10 6	BCDPTUBCDPTU..AATU..YYY....OLL...O.. B99 P99 T99 U99 A97 Y96 O99 D96 
16 10 6	...PTU...PTUAA..TU.CDYYYBCDOLLB..O.. C97 P99 T99 U99 B97 A97 Y97 D99 O99 
16 10 6	.CDPT..CDPTUAA..TU..YYYUB..OLLB..O.. B97 P99 T99 U98 A99 Y96 O99 D96 
16 10 6	B.DPTUBCDPTU.CAATU...YYY...OLL...O.. C99 B99 P99 T99 U99 A97 Y97 O99 D96 
16 10 6	B.DPTUB.DPTU.CAATU.C.YYY...OLL...O.. C98 B99 P99 T99 U99 A97 Y97 O99 D96 
16 10 6	BCDPTUBCDPTUAA..TUYYYO.....OLL...... B99 P99 T99 U99 A99 Y94 O98 D96 
16 7 9	BC.P..BC.PT.AA.OTUYYYOTU..DLLU..D... B99 P99 U97 A99 O99 L99 
16 10 6	BCDPTUBCDPTU.AA.TUYYY......OLL...O.. B99 P99 T99 U99 A98 Y94 O99 D96 
16 10 6	BCDPT.BCDPTUAA..TUYYY..U...OLL...O.. B99 P99 T99 U98 A99 Y94 O99 D96 
16 10 6	BCDP.UBCDPTUAA..TUYYY.T....OLL...O.. B99 P99 T98 U99 A99 Y94 O99 D96 
16 10 6	BCDPTUBCDPTU..AATU.YYY.....OLL...O.. B99 P99 T99 U99 A97 Y95 O99 D96 
16 10 6	BCDPT.BCDPTUAA..TU.YYY.U...OLL...O.. B99 P99 T99 U98 A99 Y95 O99 D96 
16 7 9	.C...U.C..TU.AAPTUYYYPT.B.DOLLB.DO.. B97 P97 U99 Y98 O99 
16 10 6	..DPTU..DPTU..AATUB..YYYBC.OLL.C.O.. C96 D96 P99 T99 U99 A97 B98 Y97 O99 
16 10 6	BCDP.UBCDPTUAA..TU.YYYT....OLL...O.. B99 P99 T98 U99 A99 Y95 O99 D96 
16 7 9	.C...U.C.PTU.AAPTUYYY.T.B.DOLLB.DO.. B97 P98 U99 Y98 O99 
16 10 6	..DPTU..DPTU.CAATUBC.YYYB..OLL...O.. C98 D96 P99 T99 U99 A97 B98 Y97 O99 
16 10 6	..DPTU..DPTUAA..TU...YYYBC.OLLBC.O.. C96 P99 T99 U99 B97 A97 Y97 D96 O99 
16 10 6	.CDPT..CDPTUAA..TUB.YYYUB..OLL...O.. B98 P99 T99 U98 A99 Y96 O99 D96 
16 10 6	..DPTU.CDPTU.CAATUB..YYYB..OLL...O.. C99 D96 P99 T99 U99 A97 B98 Y97 O99 
16 10 6	..DPTU..DPTUAA..TUB..YYYBC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y97 D96 O99 
16 10 6	...PTU...PTUAA..TU..DYYYBCDOLLBC.O.. C96 P99 T99 U99 B97 A97 Y97 D99 O99 
16 10 6	B.DPTUB.DPTU..AATU.C.YYY.C.OLL...O.. C97 B99 P99 T99 U99 A97 Y97 O99 D96 
16 7 9	.C.P...C.PTU.AAOTUYYYOTUB.DLL.B.D... B97 P99 Y98 O97 L99 
14 8 6	.C.P...C.PT..AAOT.YYYOTUB.DLLUB.D..U B97 P99 U98 Y98 O97 L99 
15 9 6	.C.PT..C.PT..AAOT.YYYO.UB.DLLUB.D..U B97 P99 T99 U98 Y98 O97 L99 
15 9 6	.C.P...C.PT.AA.OT.YYYOTUB.DLLUB.D..U B97 P99 U98 A99 Y98 O97 L99 
16 7 9	.C..T..C..TU.AAPTUYYYP.UB.DOLLB.DO.. B97 P97 T99 Y98 O99 
16 10 6	.C.PT..C.PT.AA.OT.YYYO.UB.DLLUB.D..U B97 P99 T99 U98 A99 Y98 O97 L99 
16 7 9	.C..TU.C.PTU.AAPTUB..YYYB.DOLL..DO.. B98 P98 T99 U99 Y97 O99 
16 7 9	.C..T..C.PTU.AAPTUYYY..UB.DOLLB.DO.. B97 P98 T99 Y98 O99 
16 10 6	.CDPTU.CDPTU.AA.TUBYYY..B..OLL...O.. B98 P99 T99 U99 A98 Y95 O99 D96 
16 10 6	...P.U...PTU..AATUYYY.T.BCDOLLBCDO.. C96 P99 T98 B97 U99 A99 Y96 O99 
16 10 6	B.DPTUB.DPTUAA..TU...YYY.C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y97 O99 D96 
16 10 6	.CDPT..CDPTUAA..TUBYYY.UB..OLL...O.. B98 P99 T99 U98 A99 Y95 O99 D96 
16 10 6	.CDP.U.CDPTUAA..TU.YYYT.B..OLLB..O.. B97 P99 T98 U99 A99 Y95 O99 D96 
16 10 6	.CDP.U.CDPTUAA..TUBYYYT.B..OLL...O.. B98 P99 T98 U99 A99 Y95 O99 D96 
16 10 6	B..P..B..PTUAA..TU.YYYTU.CDOLL.CDO.. C96 B99 P99 T98 A97 Y97 O99 
16 10 6	...P.....PTU.AA.TUYYY.TUBCDOLLBCDO.. C96 P99 T98 B97 A98 Y96 O99 
16 10 6	...PTU...PTU.AA.TUB.DYYYBCDOLL.C.O.. C96 P99 T99 U99 B98 A98 Y97 D99 O99 
16 10 6	.CDPT..CDPTUAA..TU.YYY.UB..OLLB..O.. B97 P99 T99 U98 A99 Y95 O99 D96 
16 10 6	B.DPTUB.DPTU..AATU...YYY.C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y97 O99 D96 
16 7 9	.C...U.C.PTUAA.PTUBYYYT.B.DOLL..DO.. B98 P98 U99 A99 Y99 O99 
16 7 9	BC..T.BC.PTUAA.PTU..YYYU..DOLL..DO.. B99 P98 T99 A99 Y98 O99 
16 7 9	.C..TU.C.PTUBAAPTUB..YYY..DOLL..DO.. B99 P98 T99 U99 Y97 O99 
16 10 6	B..P..B..PTUAA..TUYYY.TU.CDOLL.CDO.. C96 B99 P99 T98 A97 Y96 O99 
16 7 9	BC.PT.BC.PTU.AAOTUYYYO.U..DLL...D... B99 P99 T99 U96 O99 L99 
16 7 9	BC.P..BC.PTUAA.OTUYYYOTU..DLL...D... B99 P99 U96 A99 O99 L99 
16 10 6	B..PT.B..PTU.AA.TUYYYO.U.CDOLL.CD... C96 B99 P99 T99 A98 Y96 O98 
16 10 6	B..PTUB..PTU..AATUYYYO...CDOLL.CD... C96 B99 P99 T99 U99 A99 Y96 O98 
16 10 6	...PT....PTU.AA.TUYYYO.UBCDOLLBCD... C96 P99 T99 B97 A98 Y96 O98 
16 10 6	B..P..B..PTU..AATUYYYOTU.CDOLL.CD... C96 B99 P99 T98 A99 Y96 O98 
16 10 6	...PTU...PTU.AA.TUBYYY..BCDOLL.CDO.. C96 P99 T99 B98 U99 A98 Y97 O99 
16 10 6	B..PTUB..PTU.AA.TU.YYY...CDOLL.CDO.. C96 P99 T99 B99 U99 A98 Y97 O99 
16 10 6	...PTU...PTU..AATUYYYO..BCDOLLBCD... C96 P99 T99 B97 U99 A99 Y96 O98 
16 10 6	...P.....PTU..AATUYYYOTUBCDOLLBCD... C96 P99 T98 B97 A99 Y96 O98 
16 10 6	...PTU...PTU.AA.TU.YYY..BCDOLLBCDO.. C96 P99 T99 B97 U99 A98 Y97 O99 
16 10 6	...P.....PTUAA..TUBYYYTUBCDOLL.CDO.. C96 P99 T98 B98 A97 Y97 O99 
16 10 6	...PTU...PTUBAA.TUBYYY...CDOLL.CDO.. C96 P99 T99 B99 U99 A98 Y97 O99 
16 10 6	.CDPT..CDPTUAA..TUYYY..UB..OLLB..O.. B97 P99 T99 U98 A99 Y94 O99 D96 
16 10 6	BCDPTUBCDPTU..AATUYYY......OLL...O.. B99 P99 T99 U99 A97 Y94 O99 D96 
16 10 6	.CDP.U.CDPTUAA..TUYYY.T.B..OLLB..O.. B97 P99 T98 U99 A99 Y94 O99 D96 
16 10 6	...P.....PTU.AA.TUBYYYTUBCDOLL.CDO.. C96 P99 T98 B98 A98 Y97 O99 
16 10 6	.CDPTU.CDPTUBAA.TUB..YYY...OLL...O.. B95 P99 T99 U99 A98 Y97 O99 D96 
16 10 6	.CDPTU.CDPTU.AA.TU.YYY..B..OLLB..O.. B97 P99 T99 U99 A98 Y95 O99 D96 
16 10 6	.CDPTU.CDPTU.AA.TUYYY...B..OLLB..O.. B97 P99 T99 U99 A98 Y94 O99 D96 
16 10 6	.CDPTU.CDPTU.AA.TU..YYY.B..OLLB..O.. B97 P99 T99 U99 A98 Y96 O99 D96 
16 10 6	.CDPTU.CDPTU..AATUYYY...B..OLLB..O.. B97 P99 T99 U99 A97 Y94 O99 D96 
16 10 6	.CDPTU.CDPTUB.AATUB..YYY...OLL...O.. B95 P99 T99 U99 A97 Y97 O99 D96 
16 10 6	.CDPTU.CDPTU..AATU.YYY..B..OLLB..O.. B97 P99 T99 U99 A97 Y95 O99 D96 
16 10 6	.CDPTU.CDPTU..AATU..YYY.B..OLLB..O.. B97 P99 T99 U99 A97 Y96 O99 D96 
17 11 6	...P.U...PTU.AA.TU.YYYT.BCDOLLBCDO.. C96 P99 T98 B97 U99 A98 Y97 O99 
17 11 6	..DPTUB.DPTUB.AATU...YYY.C.OLL.C.O.. C96 D96 P99 T99 U99 A97 Y97 B94 O99 
17 11 6	.CDPTUBCDPTUBAA.TUYYY......OLL...O.. B94 P99 T99 U99 A98 Y94 O99 D96 
17 11 6	.CDPT..CDPTU.AA.TUB.YYYUB..OLL...O.. B98 P99 T99 U98 A98 Y96 O99 D96 
17 11 6	..DPTU..DPTUAA..TUB.YYY.BC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y96 D96 O99 
17 11 6	..DPTUBCDPTUBCAATU...YYY...OLL...O.. C99 D96 P99 T99 U99 A97 Y97 B94 O99 
17 11 6	BCDPT.BCDPTU.AA.TU.YYY.U...OLL...O.. B99 P99 T99 U98 A98 Y95 O99 D96 
17 11 6	B..P..B..PTU.AA.TUYYYOTU.CDOLL.CD... C96 P99 T98 B99 A98 Y96 O98 
17 11 6	B..P.UB..PTU.AA.TU.YYYT..CDOLL.CDO.. C96 P99 T98 B99 U99 A98 Y97 O99 
17 11 6	...P.U...PTUBAA.TUBYYYT..CDOLL.CDO.. C96 P99 T98 B99 U99 A98 Y97 O99 
17 11 6	...P.U...PTU.AA.TUBYYYT.BCDOLL.CDO.. C96 P99 T98 B98 U99 A98 Y97 O99 
17 8 9	.C.PT..C.PTU.AAOTUYYYO.UB.DLL.B.D... B97 P99 T99 Y98 O97 L99 
17 11 6	.CDPTU.CDPTU..AATUYYYO..B..OLLB..... B97 P99 T99 U99 A97 Y94 O98 D96 
17 11 6	...P.U...PTUAA..TU.YYYT.BCDOLLBCDO.. C96 P99 T98 B97 U99 A97 Y97 O99 
17 11 6	...P.U...PTUAA..TUBYYYT.BCDOLL.CDO.. C96 P99 T98 B98 U99 A97 Y97 O99 
17 11 6	B..P..B..PTUAA..TUYYYOTU.CDOLL.CD... C96 B99 P99 T98 A97 Y96 O98 
17 11 6	...P.....PTUAA..TUYYYOTUBCDOLLBCD... C96 P99 T98 B97 A97 Y96 O98 
17 8 9	.C..T..C.PTU.AAPTUYYYO.UB.DOLLB.D... B97 P98 T99 Y98 O98 
17 11 6	B..P.UB..PTU..AATUYYYOT..CDOLL.CD... C96 B99 P99 T98 U99 A99 Y96 O98 
17 8 9	.C..TU.C..TU.AAPTUYYYP..B.DOLLB.DO.. B97 P97 T99 U99 Y98 O99 
17 8 9	.C.P.U.C.PTU.AAOTUYYYOT.B.DLL.B.D... B97 P99 U99 Y98 O97 L99 
17 11 6	.CDPTU.CDPTUBAA.TUB.YYY....OLL...O.. B97 P99 T99 U99 A98 Y96 O99 D96 
17 8 9	.C..TU.C.PTU.AAPTUYYY...B.DOLLB.DO.. B97 P98 T99 U99 Y98 O99 
17 8 9	.C..TU.C.PTUAA.PTUBYYY..B.DOLL..DO.. B98 P98 T99 U99 A99 Y99 O99 
17 8 9	....T.B..PTUBAAPTU..YYYU.CDOLL.CDO.. P98 T99 A98 Y98 C96 O99 
17 8 9	....T.B..PTUBAAPTU.CYYYU.CDOLL..DO.. P98 T99 A98 C97 Y98 O99 
17 8 9	.C..T..C.PTUAA.PTUYYY..UB.DOLLB.DO.. B97 P98 T99 A99 Y98 O99 
17 8 9	.C.PTU.C.PTU.AAOTUYYYO..B.D.LLB.D... B97 P99 T99 U99 Y98 O97 
17 8 9	.C...U.C.PTUAA.PTUYYY.T.B.DOLLB.DO.. B97 P98 U99 A99 Y98 O99 
17 11 6	B.DPTUB.DPTU..AATUYYY....C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y94 O99 D96 
17 11 6	.CDP.U.CDPTU..AATUYYY.T.B..OLLB..O.. B97 P99 T98 U99 A97 Y94 O99 D96 
17 11 6	.CDP.U.CDPTU.AA.TUYYY.T.B..OLLB..O.. B97 P99 T98 U99 A98 Y94 O99 D96 
17 11 6	.CDPT..CDPTU.AA.TU.YYY.UB..OLLB..O.. B97 P99 T99 U98 A98 Y95 O99 D96 
17 11 6	.CDPT..CDPTU..AATU.YYY.UB..OLLB..O.. B97 P99 T99 U98 A97 Y95 O99 D96 
17 11 6	.CDP...CDPTUAA..TUYYY.TUB..OLLB..O.. B97 P99 T98 U98 A99 Y94 O99 D96 
17 11 6	.CDPT..CDPTU.AA.TUYYY..UB..OLLB..O.. B97 P99 T99 U98 A98 Y94 O99 D96 
17 8 9	.C.PTU.C.PTUAAD.TUB.DYYYB..OLL...O.. B98 P99 T99 U99 A99 Y97 O99 D98 
17 11 6	.CDP.U.CDPTU..AATU.YYYT.B..OLLB..O.. B97 P99 T98 U99 A97 Y95 O99 D96 
17 11 6	...P.....PTU.AA.TUYYYOTUBCDOLLBCD... C96 P99 T98 B97 A98 Y96 O98 
17 11 6	.CDP...CDPTUAA..TUBYYYTUB..OLL...O.. B98 P99 T98 U98 A99 Y95 O99 D96 
17 11 6	.CDP...CDPTUAA..TU.YYYTUB..OLLB..O.. B97 P99 T98 U98 A99 Y95 O99 D96 
17 11 6	.CDP.U.CDPTU.AA.TU.YYYT.B..OLLB..O.. B97 P99 T98 U99 A98 Y95 O99 D96 
17 11 6	..DPTUB.DPTUBCAATU.C.YYY...OLL...O.. C98 D96 P99 T99 U99 A97 Y97 B94 O99 
17 11 6	B.DPTUB.DPTUAA..TU.CYYY..C.OLL...O.. C97 B99 P99 T99 U99 A97 Y96 O99 D96 
17 11 6	B.DPTUB.DPTUAA..TU..YYY..C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y96 O99 D96 
17 11 6	B.DPTUB.DPTUAA..TUYYY....C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y94 O99 D96 
17 11 6	B.DPTUB.DPTUAA..TU.YYY...C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y95 O99 D96 
17 11 6	.CDP.U.CDPTU.AA.TUBYYYT.B..OLL...O.. B98 P99 T98 U99 A98 Y95 O99 D96 
17 11 6	.CDPT..CDPTU.AA.TUBYYY.UB..OLL...O.. B98 P99 T99 U98 A98 Y95 O99 D96 
17 11 6	B.DPTUB.DPTU.AA.TU...YYY.C.OLL.C.O.. C96 B99 P99 T99 U99 A96 Y97 O99 D96 
17 8 9	.C...U.C.PTU.AAPTUYYYOT.B.DOLLB.D... B97 P98 U99 Y98 O98 
17 8 9	.C..T..C..TUAA.PTUYYYP.UB.DOLLB.DO.. B97 P97 T99 A99 Y98 O99 
17 8 9	.C...U.C..TUAA.PTUYYYPT.B.DOLLB.DO.. B97 P97 U99 A99 Y98 O99 
17 8 9	.C..TU.C.PTUAA.PTUB..YYYB.DOLL..DO.. B98 P98 T99 U99 A99 Y97 O99 
17 8 9	BC..TUBC.PTUAA.PTU..YYY...DOLL..DO.. B99 P98 T99 U99 A99 Y98 O99 
17 11 6	B.DPTUB.DPTU.AA.TU.C.YYY.C.OLL...O.. C97 B99 P99 T99 U99 A96 Y97 O99 D96 
17 8 9	.C.P...C.PT..AAOTUYYYOTUB.DLLUB.D... B97 P99 U99 Y98 O97 L99 
17 11 6	BCDP..BCDPTUAA..TU.YYYTU...OLL...O.. B99 P99 T98 U98 A99 Y95 O99 D96 
17 11 6	..DPTU..DPTUAA..TU.YYY..BC.OLLBC.O.. C96 P99 T99 U99 B97 A97 Y95 D96 O99 
17 11 6	..DPTU..DPTU.AA.TUB..YYYBC.OLL.C.O.. C96 D96 P99 T99 U99 A96 B98 Y97 O99 
17 11 6	..DPTU..DPTUAA..TU..YYY.BC.OLLBC.O.. C96 P99 T99 U99 B97 A97 Y96 D96 O99 
17 8 9	.C..TU.C.PTUAA.PTU..YYY.B.DOLLB.DO.. B97 P98 T99 U99 A99 Y98 O99 
17 8 9	BC.PTUBCDPTUAAD.TU...YYY...OLL...O.. B99 P99 T99 U99 A99 Y97 O99 D97 
17 11 6	.CDP.U.CDPTU..AATUBYYYT.B..OLL...O.. B98 P99 T98 U99 A97 Y95 O99 D96 
