3 0 3	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
15 14 1	IIDCPOLLDCPO...AAOJ.B...J.BFFFJ..... I97 O98 L96 A97 D96 C97 P97 B97 F98 
15 11 4	...II.LLDCPOAADCPOJ....OJ.BFFFJ.B... D97 L96 O99 C98 P98 B98 F98 
15 13 2	II.CPOLLDCPOAAD..OJ.....J.BFFFJ.B... I97 O98 L96 D95 C97 P97 B98 F98 
15 14 1	IIDCPOLLDCPOJAA..OJ.....J.BFFF..B... I97 O98 L96 A99 D96 C97 P97 J99 B98 F98 
15 14 1	IIDCPOLLDCPO..BAAOJ.B...J..FFFJ..... I97 O98 L96 A97 D96 C97 P97 B96 F98 
15 12 3	.II.POLLDCPOAADC.OJ.....J.BFFFJ.B... I98 O98 L96 D97 C98 P97 B98 F98 
15 14 1	IIDCPOLLDCPOJ..AAOJ.....J.BFFF..B... I97 O98 L96 A97 D96 C97 P97 J99 B98 F98 
15 12 3	II..POLLD.POAADC.OJ..C..J.BFFFJ.B... I97 O98 L96 D95 C99 P97 B98 F98 
15 12 3	.II.P.LLDCPOAADC.OJ....OJ.BFFFJ.B... I98 L96 D97 O99 C98 P97 B98 F98 
15 13 2	IID.POLLD.POJAAC.OJ..C..J.BFFF..B... I97 O98 L96 A99 D96 C99 P97 J99 B98 F98 
15 12 3	.II.P.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I98 O97 L96 D97 C99 P97 B98 F98 
15 11 4	..II.O.LLCPOAADCPOJ.D...J.BFFFJ.B... I99 O98 L97 C98 P98 D98 B98 F98 
15 12 3	II.C..LLDC.OAAD.POJ.B.POJ.BFFFJ..... I97 L96 O99 D97 C97 P99 B97 F98 
15 13 2	IID.POLLD.PO.AAC.OJ.BC..J.BFFFJ..... I97 O98 L96 A99 D96 C99 P97 B97 F98 
15 13 2	.IICP.LLDCPOAAD..OJ....OJ.BFFFJ.B... I98 L96 D97 O99 C97 P97 B98 F98 
15 11 4	....IILLD.POAADCPOJ..C.OJ.BFFFJ.B... D97 I99 L96 O99 C99 P98 B98 F98 
15 13 2	IID.POLLDCPO.AAC.OJ.....J.BFFFJ.B... I97 O98 L96 A99 D96 C98 P97 B98 F98 
15 12 3	II.C.OLLDC.OAAD.POJ...P.J.BFFFJ.B... I97 O98 L96 D95 C97 P99 B98 F98 
15 11 4	II......LLPOAADCPOJ.DC.OJ.BFFFJ.B... I97 L98 P98 O99 D98 C99 B98 F98 
15 13 2	IIDC.OLLDCPOAA..POJ.B...J.BFFFJ..... I97 O98 L96 D96 C97 P98 B97 F98 
15 11 4	.II..O.LLCPOAADCPOJ.D...J.BFFFJ.B... I98 O98 L97 D98 C98 P98 B98 F98 
15 13 2	IID.POLLDCPOAA.C.OJ.B...J.BFFFJ..... I97 O98 L96 D96 C98 P97 B97 F98 
15 13 2	..DCIILLDC.O..AAPOJ.B.POJ.BFFFJ..... D96 I99 L96 O99 A98 C97 P99 B97 F98 
15 13 2	IIDC.OLLDCPO.AA.POJ.....J.BFFFJ.B... I97 O98 L96 A99 D96 C97 P98 B98 F98 
15 11 4	..DII.LLD..OAABCPOJ.BCPOJFFF..J..... D96 L96 O99 C99 P99 B96 F96 
15 11 4	.II...LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I98 L96 O99 D98 C98 P98 B98 F98 
15 11 4	....IILL.CPOAADCPOJ.D..OJ.BFFFJ.B... D98 I99 L96 O99 C98 P98 B98 F98 
15 13 2	..DCIILLDCPOAA..POJ.B..OJ.BFFFJ..... D96 I99 L96 O99 C97 P98 B97 F98 
15 11 4	..DII.LLD..OAABCPOJ.BCPOJ.FFF.J..... D96 L96 O99 C99 P99 B96 F97 
15 12 3	II..P.LLDCPOAADC.OJ....OJ.BFFFJ.B... I97 L96 O99 D97 C98 P97 B98 F98 
15 13 2	IIDC.OLLDC.OJAA.POJ...P.J.BFFF..B... I97 O98 L96 A99 D96 C97 P99 J99 B98 F98 
15 12 3	...CIILL.C.OAAD.POJ.D.POJ.BFFFJ.B... D94 C97 I99 L96 O99 P99 B98 F98 
15 12 3	..DII.LLD..OAABC.OJ.BC.OJFFFP.J...P. D96 L96 O99 C99 P97 B96 F96 
15 12 3	..DII.LLD..OAABC.OJ.BCPOJFFFP.J..... D96 L96 O99 C99 P98 B96 F96 
15 12 3	...CIILLDC.OAAD.POJ...POJ.BFFFJ.B... D95 C97 I99 L96 O99 P99 B98 F98 
15 13 2	..DCIILLDC.OJAA.POJ...POJ.BFFF..B... D96 I99 L96 O99 A99 C97 P99 J99 B98 F98 
15 13 2	..DCIILLDC.OJ.AAPOJ...POJ.BFFF..B... D96 I99 L96 O99 A98 C97 P99 J99 B98 F98 
15 11 4	.II..OLLDC.OAADCPOJ...P.J.BFFFJ.B... I98 O98 L96 D97 C98 P99 B98 F98 
15 13 2	..DCIILLDCPO.AA.POJ....OJ.BFFFJ.B... D96 I99 L96 O99 A99 C97 P98 B98 F98 
15 13 2	..DCIILLDC.O.AA.POJ.B.POJ.BFFFJ..... D96 I99 L96 O99 A99 C97 P99 B97 F98 
15 13 2	..DCIILLDCPO..AAPOJ....OJ.BFFFJ.B... D96 I99 L96 O99 A98 C97 P98 B98 F98 
15 12 3	.IIC..LLDCPOAAD.POJ....OJ.BFFFJ.B... I98 L96 O99 D97 C97 P98 B98 F98 
15 11 4	II...O.LLCPOAADCPOJ.D...J.BFFFJ.B... I97 O98 L97 D98 C98 P98 B98 F98 
15 11 4	.II..OLLD..OAADCPOJ.BCP.J.BFFFJ..... I98 O98 L96 D97 C99 P99 B97 F98 
15 12 3	..DIIOLLDC.OAA.CPOJ.B.P.J.BFFFJ..... D96 L96 O98 C98 P99 B97 F98 
15 12 3	IID..OLLDC.O.AACPOJ...P.J.BFFFJ.B... I97 O98 L96 A99 D96 C98 P99 B98 F98 
15 12 3	.IIC.OLLDC.OAAD.POJ...P.J.BFFFJ.B... I98 O98 L96 D97 C97 P99 B98 F98 
15 13 2	..DII.LLD...AABC..J.BCPOJFFFPOJ....O D96 L96 O97 C99 P98 B96 F96 
15 11 4	..DIIOLLD.POAABCPOJ.BC..J..FFFJ..... D96 O98 L96 C99 P98 B96 F98 
15 11 4	..DII.LLDC.OAABCPOJ.B.POJ..FFFJ..... D96 L96 O99 C98 P99 B96 F98 
15 11 4	..II.O.LLC.OAADCPOJ.D.P.J.BFFFJ.B... I97 O98 L97 D98 C98 P99 B98 F98 
15 12 3	..IIPOLLD.POAADC.OJ..C..J.BFFFJ.B... I97 O98 L96 D97 C99 P97 B98 F98 
15 12 3	.IIC.OLLDC.OAAD.POJ.B.P.J.BFFFJ..... I98 O98 L96 D97 C97 P99 B97 F98 
15 13 2	..DII.LLD...AABC..J.BC.OJFFFPOJ...PO D96 L96 O97 C99 P97 B96 F96 
15 12 3	..DIIOLLDCPOAA.CPOJ.B...J.BFFFJ..... D96 O98 L96 C98 P98 B97 F98 
15 11 4	..II....LLPOAADCPOJ.DC.OJ.BFFFJ.B... I99 O97 L98 P98 D98 C99 B98 F98 
15 12 3	..IIP.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I99 L96 O99 D97 C99 P97 B97 F98 
15 11 4	.II...LL.C.OAADCPOJ.D.POJ.BFFFJ.B... I98 L96 C98 O99 D98 P99 B98 F98 
15 12 3	IID..OLLDC.OAA.CPOJ.B.P.J.BFFFJ..... I97 O98 L96 D96 C98 P99 B97 F98 
15 11 4	..DIIOLLD..OAABCPOJ.BCP.J..FFFJ..... D96 L96 O98 C99 P99 B96 F98 
15 12 3	..DIIOLLDC.O.AACPOJ.B.P.J.BFFFJ..... D96 O98 L96 A99 C98 P99 B97 F98 
15 12 3	..DCIILLDC.OAAB.POJ.B.POJ..FFFJ..... D96 I99 L96 O99 C97 P99 B96 F98 
15 13 2	IIDCPOLLDCPOAAB..OJ.B...J..FFFJ..... I97 O98 L96 D96 C97 P97 B96 F98 
15 11 4	II...OLLDC.OAADCPOJ...P.J.BFFFJ.B... I97 O98 L96 D97 C98 P99 B98 F98 
15 14 1	IIDCP.LLDCPO.AA..OJ....OJ.BFFFJ.B... I97 O97 L96 A99 D96 C97 P97 B98 F98 
15 12 3	IID.....DLL.AABCP.J.BCPOJ.FFFOJ....O I97 L99 O97 D96 C99 P99 B96 F97 
15 12 3	..DII.LLD...AABCP.J.BCPOJ.FFFOJ....O D96 L96 O97 C99 P99 B96 F97 
15 11 4	....IILLD..OAADCPOJ..CPOJ.BFFFJ.B... D95 I99 L96 O99 C99 P99 B98 F98 
15 14 1	IIDCP.LLDCPO...AAOJ....OJ.BFFFJ.B... I97 O97 L96 A97 D96 C97 P97 B98 F98 
15 12 3	...CIILLDCPOAAD.POJ....OJ.BFFFJ.B... D97 I99 L96 O99 C97 P98 B98 F98 
15 11 4	....IILLD..OAADCPOJ.BCPOJ.BFFFJ..... D97 I99 L96 O99 C99 P99 B97 F98 
15 12 3	...CIILLDC.OAAD.POJ.B.POJ.BFFFJ..... D97 I99 L96 O99 C97 P99 B97 F98 
15 14 1	II.CPOLL.CPO..DAAOJ.D...J.BFFFJ.B... I97 O98 L96 A97 D94 C97 P97 B98 F98 
15 13 2	..DCIILLDCPOAA..POJ....OJ.BFFFJ.B... D96 I99 L96 O99 C97 P98 B98 F98 
15 11 4	II...OLLD..OAADCPOJ.BCP.J.BFFFJ..... I97 O98 L96 D97 C99 P99 B97 F98 
15 14 1	IIDCP.LLDCPOJ.AA.OJ....OJ.BFFF..B... I97 L96 O99 A98 D96 C97 P97 J99 B98 F98 
15 12 3	II..POLLDCPOAADC.OJ.....J.BFFFJ.B... I97 O98 L96 D97 C98 P97 B98 F98 
15 13 2	IIDC..LLDCPOAA..POJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C97 P98 B97 F98 
15 12 3	II.C.OLLDC.OAAD.POJ.B.P.J.BFFFJ..... I97 O98 L96 D97 C97 P99 B97 F98 
15 12 3	IID.POLLD.POAABC.OJ.BC..J..FFFJ..... I97 O98 L96 D96 C99 P97 B96 F98 
15 14 1	IIDCP.LLDCPOAA...OJ....OJ.BFFFJ.B... I97 L96 O99 D96 C97 P97 B96 F98 
15 11 4	.II..OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I98 O98 L96 C98 D98 P99 B98 F98 
15 13 2	IID.P.LLDCPOAA.C.OJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C98 P97 B97 F98 
15 13 2	IIDCP.LLDCPOAAB..OJ.B..OJ..FFFJ..... I97 L96 O99 D96 C97 P97 B96 F98 
15 13 2	II.CPOLLDCPOAAD..OJ.B...J.BFFFJ..... I97 O98 L96 D97 C97 P97 B97 F98 
15 12 3	..DII.LLD...AABCP.J.BCPOJFFF.OJ....O D96 L96 O97 C99 P99 B96 F96 
16 12 4	IID..OLLDC.OAABCPOJ.B.P.J..FFFJ..... I97 O98 L96 C98 D96 P99 B96 F98 
16 14 2	IIDC..LLDC.OJAA.POJ.B.POJ.BFFF...... I97 L96 O99 A99 D96 C97 P99 J99 B97 F98 
16 13 3	II..P.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C98 P97 B97 F98 
16 12 4	.II..OLLDCPOAADCPOJ.....J.BFFFJ.B... I98 O98 L96 D97 C98 P98 B98 F98 
16 13 3	IID.P.LLD.POAABC.OJ.BC.OJFFF..J..... I97 L96 O99 D96 C99 P97 B96 F96 
16 12 4	..II.OLLDCPOAADCPOJ.....J.BFFFJ.B... I99 O98 L96 D97 C98 P98 B98 F98 
16 13 3	..DIIOLLDC.OJAACPOJ.B.P.J.BFFF...... D96 O98 L96 A99 C98 P99 J99 B97 F98 
16 13 3	..DII.LLDC..AABCP.J.B.POJFFF.OJ....O D96 L96 O97 C98 P99 B96 F96 
16 13 3	..DII.LLD.P.AABCP.J.BC.OJFFF.OJ....O D96 L96 O97 C99 P98 B96 F96 
16 13 3	II.C...LLCPOAAD.POJ.D..OJ.BFFFJ.B... I97 O97 L97 D98 C97 P96 B98 F98 
16 12 4	IID...LLD..OAABCPOJ.BCPOJ.FFF.J..... I97 L96 O99 D96 C99 P99 B96 F97 
16 14 2	IID.P.LLD.PO.AAC.OJ..C.OJ.BFFFJ.B... I97 L96 O99 A99 D96 C95 P97 B98 F98 
16 13 3	IID..O..DLLO.AACPOJ..CP.J.BFFFJ.B... I97 O98 D98 L99 A99 C99 P99 J98 B98 F98 
16 14 2	IIDC..LLDC.OJ.AAPOJ.B.POJ.BFFF...... I97 L96 O99 A98 D96 C97 P99 J99 B97 F98 
16 14 2	IIDC..LLDCPOJAA.POJ....OJ.BFFF..B... I97 L96 O99 A99 D96 C97 P98 J99 B98 F98 
16 13 3	IID..OLLD.POJAACPOJ..C..J.BFFF..B... I97 O98 L96 A99 D96 C99 P98 J99 B98 F98 
16 14 2	IIDC..LLDCPOJ.AAPOJ....OJ.BFFF..B... I97 L96 O99 A98 D96 C97 P98 J99 B98 F98 
16 13 3	IID..OLLD..OJAACPOJ.BCP.J.BFFF...... I97 O98 L96 A99 D96 C99 P99 J99 B97 F98 
16 13 3	IID..OLLDC.OJAACPOJ...P.J.BFFF..B... I97 O98 L96 A99 D96 C98 P99 J99 B98 F98 
16 13 3	.IIC..LLDCPOAAD.POJ.B..OJ.BFFFJ..... I98 L96 O99 D97 C97 P98 B97 F98 
16 12 4	IID...LLD..OAABCPOJ.BCPOJFFF..J..... I97 L96 O99 D96 C99 P99 B96 F96 
16 14 2	IID.P.LLDCPO.AAC.OJ....OJ.BFFFJ.B... I97 L96 O99 A99 D96 C96 P97 B98 F98 
16 12 4	...IIOLLDCPOAADCPOJ.B...J.BFFFJ..... D97 O98 L96 C98 P98 B97 F98 
16 13 3	..DII.LLD.POJAACPOJ.BC.OJ.BFFF...... D96 L96 O99 A99 C99 P98 J99 B97 F98 
16 14 2	IID.P.LLD.PO.AAC.OJ.BC.OJ.BFFFJ..... I97 L96 O99 A99 D96 C99 P97 B97 F98 
16 13 3	.II.P.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I98 L96 D97 O99 C98 P97 B97 F98 
16 13 3	IID...LLD..OAABC.OJ.BCPOJFFFP.J..... I97 L96 O99 D96 C99 P98 B96 F96 
16 13 3	IID...LLD..OAABC.OJ.BC.OJFFFP.J...P. I97 L96 O99 D96 C99 P97 B96 F96 
16 13 3	IID.P.LLD.POAABC.OJ.BC.OJ.FFF.J..... I97 L96 O99 D96 C99 P97 B96 F97 
16 14 2	IIDCP.LLDCPOAAB..OJ.B..OJ..FFFJ..... I97 L96 O99 D96 C97 P97 B96 F98 
16 15 1	IIDCPOLLDCPOJ.AA.OJ.....J.BFFF..B... I97 O98 L96 A98 D96 C97 P97 J99 B98 F98 
16 13 3	IID...LLDCPOAA.CPOJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C98 P98 B97 F98 
16 15 1	IIDCPOLLDCPOJAA..OJ.B...J.BFFF...... I97 O98 L96 A99 D96 C97 P97 J99 B97 F98 
16 14 2	IID.POLLDCPO.AAC.OJ.B...J.BFFFJ..... I97 O98 L96 C98 A99 D96 P97 B97 F98 
16 14 2	IID.P.LLD.POAA.C.OJ.BC.OJ.BFFFJ..... I97 L96 O99 D96 C95 P97 B97 F98 
16 14 2	IIDC..LLDC.OAAB..OJ.B..OJFFFP.J...P. I97 L96 O99 D96 C97 P97 B96 F96 
16 14 2	IID.P.LLDCPOAA.C.OJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C96 P97 B97 F98 
16 13 3	..D.IILLD.PO.AACPOJ.BC.OJ.BFFFJ..... D96 I99 L96 O99 A99 C99 P98 B97 F98 
16 15 1	IIDCP.LLDCPOJAA..OJ.B..OJ.BFFF...... I97 L96 O99 A99 D96 C97 P97 J99 B97 F98 
16 13 3	..D.IILLDCPOAA.CPOJ.B..OJ.BFFFJ..... D96 I99 L96 O99 C98 P98 B97 F98 
16 15 1	IIDCP.LLDCPO..BAAOJ.B..OJ..FFFJ..... I97 L96 O99 A97 D96 C97 P97 B96 F98 
16 13 3	IID...LLD.PO.AACPOJ.BC.OJ.BFFFJ..... I97 L96 O99 A99 D96 C99 P98 B97 F98 
16 13 3	IID..OLLD.PO.AACPOJ.BC..J.BFFFJ..... I97 O98 L96 A99 D96 C99 P98 B97 F98 
16 12 4	..II..LLD.POAADCPOJ.BC.OJ.BFFFJ..... I99 L96 O99 D97 C99 P98 B97 F98 
16 13 3	IID..OLLDCPOAA.CPOJ.B...J.BFFFJ..... I97 O98 L96 D96 C98 P98 B97 F98 
16 13 3	..D.IILLDCPO.AACPOJ....OJ.BFFFJ.B... D96 I99 L96 O99 A99 C98 P98 B98 F98 
16 12 4	IID...LLDC.OAABCPOJ.B.POJ..FFFJ..... I97 L96 O99 D96 C98 P99 B96 F98 
16 15 1	IIDCPOLLDCPOJ.AA.OJ.B...J.BFFF...... I97 O98 L96 A98 D96 C97 P97 J99 B97 F98 
16 12 4	.II...LLDC.OAADCPOJ.B.POJ.BFFFJ..... I98 L96 D97 C98 O99 P99 B97 F98 
16 14 2	IIDC.OLLDCPOAA..POJ.B...J.BFFFJ..... I97 O98 L96 D96 C97 P96 B97 F98 
16 12 4	.II...LLDCPOAADCPOJ....OJ.BFFFJ.B... I98 L96 D97 C98 O99 P98 B98 F98 
16 14 2	IID.POLLDCPOAA.C.OJ.B...J.BFFFJ..... I97 O98 L96 D96 C96 P97 B97 F98 
16 15 1	IIDC..LLDC..AAB...J.B..OJFFFPOJ...PO I97 L96 O97 D96 C97 P97 B96 F96 
16 13 3	IID.P.LLDCPOAABC.OJ.B..OJ..FFFJ..... I97 L96 O99 D96 C98 P97 B96 F98 
16 14 2	IIDC.OLLDCPOJAA.POJ.....J.BFFF..B... I97 O98 L96 A99 D96 C97 P98 J99 B98 F98 
16 14 2	IIDC.OLLDCPO.AA.POJ.....J.BFFFJ.B... I97 O98 L96 A99 D96 C97 P96 B98 F98 
16 13 3	.IIC.OLLDCPOAAD.POJ.....J.BFFFJ.B... I98 O98 L96 D97 C97 P96 B98 F98 
16 14 2	IIDCP.LLDCPOAAB..OJ.B..OJ.FFF.J..... I97 L96 O99 D96 C97 P97 B96 F97 
16 14 2	IID.P.LLD.P.AABC..J.BC.OJ.FFFOJ....O I97 L96 O97 D96 C99 P97 B96 F97 
16 14 2	IID.P.LLD.POJAAC.OJ.BC.OJ.BFFF...... I97 L96 O99 A99 D96 C99 P97 J99 B97 F98 
16 14 2	IIDC.OLLDCPO.AA.POJ.B...J.BFFFJ..... I97 O98 L96 A99 D96 C97 P98 B97 F98 
16 12 4	II....LLDCPOAADCPOJ....OJ.BFFFJ.B... I97 L96 O99 D97 C98 P98 B98 F98 
16 15 1	IIDCP.LLDCP.AAB...J.B..OJ.FFFOJ....O I97 L96 O97 D96 C97 P97 B96 F97 
16 12 4	...IIOLLDC.OAADCPOJ.B.P.J.BFFFJ..... D97 L96 O98 C98 P99 B97 F98 
16 12 4	..II..LLDC.OAADCPOJ.B.POJ.BFFFJ..... I99 L96 O99 D97 C98 P99 B97 F98 
16 13 3	..DII.LLDCPO.AACPOJ.B..OJ.BFFFJ..... D96 L96 O99 A99 C98 P98 B97 F98 
16 12 4	...II.LLDCPOAADCPOJ....OJ.BFFFJ.B... D95 L96 C98 P98 O99 B98 F98 
16 12 4	....IILLDC.OAADCPOJ.B.POJ.BFFFJ..... D97 I99 L96 O99 C98 P99 B97 F98 
16 12 4	...II.LLD.POAADCPOJ.BC.OJ.BFFFJ..... D95 L96 P98 O99 C99 B97 F98 
16 13 3	II.C..LLDCPOAAD.POJ....OJ.BFFFJ.B... I97 L96 O99 D97 C97 P98 B98 F98 
16 12 4	IID.....DLL.AABCPOJ.BCPOJ.FFFOJ..... I97 L99 O98 D96 C99 P99 B96 F97 
16 13 3	IID..O..DLLOAABC.OJ.BCP.JFFFP.J..... I97 L99 O98 D96 C99 P98 B96 F96 
16 13 3	IID.....DLL.AABC.OJ.BCPOJFFFPOJ..... I97 L99 O98 D96 C99 P98 B96 F96 
16 13 3	..D.IILLDC.O.AACPOJ.B.POJ.BFFFJ..... D96 I99 L96 O99 A99 C98 P99 B97 F98 
16 13 3	IID..O..DLLOAABC.OJ.BC..JFFFP.J...P. I97 L99 O98 D96 C99 P97 B96 F96 
16 13 3	..D.IILLD.POJAACPOJ..C.OJ.BFFF..B... D96 I99 L96 O99 A99 C99 P98 J99 B98 F98 
16 12 4	....II.LLCPOAADCPOJ.D..OJ.BFFFJ.B... I95 L97 C98 P98 O99 D98 B98 F98 
16 13 3	..DIIOLLD.PO.AACPOJ.BC..J.BFFFJ..... D96 L96 O98 A99 C99 P98 B97 F98 
16 12 4	..II...LLCPOAADCPOJ.D..OJ.BFFFJ.B... I95 L97 C98 P98 O99 D98 B98 F98 
16 14 2	IID.....D.LLAABC..J.BCPOJFFFPOJ....O I97 L98 O97 D96 C99 P98 B96 F96 
16 13 3	..D.IILLDC.OJAACPOJ...POJ.BFFF..B... D96 I99 L96 O99 A99 C98 P99 J99 B98 F98 
16 13 3	..DII.LLDCPOJAACPOJ....OJ.BFFF..B... D96 L96 O99 A99 C98 P98 J99 B98 F98 
16 13 3	IID.....DLL.AABC.OJ.BC.OJFFFPOJ...P. I97 L99 O98 D96 C99 P97 B96 F96 
16 14 2	IID...LLD...AABC..J.BC.OJFFFPOJ...PO I97 L96 O97 D96 C99 P97 B96 F96 
16 15 1	IIDC....DCLLAAB...J.B.POJFFFPOJ....O I97 L98 O97 D96 C97 P98 B96 F96 
16 12 4	..DII.LLDCPOAABCPOJ.B..OJ..FFFJ..... D96 L96 O99 C98 P98 B96 F98 
16 14 2	IID.....D.LLAABC..J.BC.OJFFFPOJ...PO I97 L98 O97 D96 C99 P97 B96 F96 
16 14 2	IIDCP.LLDCPOAAB..OJ.B..OJFFF..J..... I97 L96 O99 D96 C97 P97 B96 F96 
16 12 4	....IILLDC.OAADCPOJ...POJ.BFFFJ.B... I95 L96 D97 C98 O99 P99 B98 F98 
16 14 2	IID...LLD...AABC..J.BCPOJFFFPOJ....O I97 L96 O97 D96 C99 P98 B96 F96 
16 13 3	IID...LLDCPO.AACPOJ....OJ.BFFFJ.B... I97 L96 O99 A99 D96 C98 P98 B98 F98 
16 15 1	IIDC....DCLLAAB...J.B..OJFFFPOJ...PO I97 L98 O97 D96 C97 P97 B96 F96 
16 15 1	IIDCP.LLDCP.AAB...J.B..OJFFF.OJ....O I97 L96 O97 D96 C97 P97 B96 F96 
16 12 4	II....LLD.POAADCPOJ..C.OJ.BFFFJ.B... I97 L96 O99 D95 C99 P98 B98 F98 
16 12 4	..DII.LLD.POAABCPOJ.BC.OJ.FFF.J..... D96 L96 O99 C99 P98 B96 F97 
16 12 4	II....LLD..OAADCPOJ.BCPOJ.BFFFJ..... I97 L96 O99 D95 C99 P99 B97 F98 
16 15 1	IIDC..LLDC..AAB...J.B.POJFFFPOJ....O I97 L96 O97 D96 C97 P98 B96 F96 
16 14 2	IIDC..LLDCPO.AA.POJ....OJ.BFFFJ.B... I97 L96 O99 A99 D96 C97 P98 B98 F98 
16 12 4	..II..LLD..OAADCPOJ.BCPOJ.BFFFJ..... I95 L96 O99 D97 C99 P99 B97 F98 
16 12 4	..II.OLLDC.OAADCPOJ.B.P.J.BFFFJ..... I99 O98 L96 D97 C98 P99 B97 F98 
16 13 3	II.C.OLLDCPOAAD.POJ.B...J.BFFFJ..... I97 O98 L96 D97 P98 C97 B97 F98 
16 13 3	IIDC..LLDCPOAAB.POJ.B..OJ..FFFJ..... I97 L96 O99 D96 C97 P98 B96 F98 
16 13 3	.II.POLLDCPOAADC.OJ.....J.BFFFJ.B... I98 O98 L96 D97 C96 P97 B98 F98 
16 13 3	IID...LLD.POJAACPOJ..C.OJ.BFFF..B... I97 L96 O99 A99 D96 C99 P98 J99 B98 F98 
16 13 3	..IIPOLLDCPOAADC.OJ.B...J.BFFFJ..... I99 O98 L96 D97 C98 P97 B97 F98 
16 14 2	IIDC..LLDCPO..AAPOJ....OJ.BFFFJ.B... I97 L96 O99 A98 D96 C97 P98 B98 F98 
16 13 3	IID...LLDC.OJAACPOJ...POJ.BFFF..B... I97 L96 O99 A99 D96 C98 P99 J99 B98 F98 
16 12 4	..D.IILLDC.OAABCPOJ.B.POJ..FFFJ..... D96 I99 L96 O99 C98 P99 B96 F98 
16 13 3	IID...LLD...AABCP.J.BCPOJFFF.OJ....O I97 L96 O97 D96 C99 P99 B96 F96 
16 12 4	..D.IILLD..OAABCPOJ.BCPOJFFF..J..... D96 I99 L96 O99 C99 P99 B96 F96 
16 12 4	..D.IILLD..OAABCPOJ.BCPOJ.FFF.J..... D96 I99 L96 O99 C99 P99 B96 F97 
16 13 3	..DIIOLLDCPOJAACPOJ.....J.BFFF..B... D96 O98 L96 A99 C98 P98 J99 B98 F98 
16 15 1	IIDCP.LLDCPOJ..AAOJ.B..OJ.BFFF...... I97 L96 O99 A97 D96 C97 P97 J99 B97 F98 
16 14 2	IIDC.OLLDC.OJAA.POJ.B.P.J.BFFF...... I97 O98 L96 A99 D96 C97 P99 J99 B97 F98 
16 13 3	IID.POLLD.POAABC.OJ.BC..JFFF..J..... I97 O98 L96 D96 C99 P97 B96 F96 
16 13 3	.IIC.OLLDCPOAAD.POJ.B...J.BFFFJ..... I98 O98 L96 D97 P98 C97 B97 F98 
16 14 2	IIDC..LLDC..AAB.P.J.B.POJFFF.OJ....O I97 L96 O97 D96 C97 P99 B96 F96 
16 13 3	IIDC.OLLDC.OAAB.POJ.B.P.JFFF..J..... I97 O98 L96 D96 C97 P99 B96 F96 
16 12 4	....IILLD.POAADCPOJ..C.OJ.BFFFJ.B... D95 I99 L96 P98 O99 C99 B98 F98 
16 13 3	..IIP.LLDCPOAADC.OJ....OJ.BFFFJ.B... I99 O97 L96 D97 C98 P97 B98 F98 
16 12 4	..II..LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I99 L96 O99 D98 C98 P96 B98 F98 
16 12 4	IID..OLLD..OAABCPOJ.BCP.J.FFF.J..... I97 O98 L96 D96 C99 P99 B96 F97 
16 14 2	IIDC.OLLDC.OAAB..OJ.B.P.JFFFP.J..... I97 O98 L96 D96 C97 P98 B96 F96 
16 12 4	IID...LLD.POAABCPOJ.BC.OJ..FFFJ..... I97 L96 O99 D96 C99 P98 B96 F98 
16 12 4	...II.LLDCPOAADCPOJ.B..OJ.BFFFJ..... D97 L96 O99 C98 P98 B97 F98 
16 15 1	II.CPOLLDCPO..DAAOJ.B...J.BFFFJ..... I97 O98 L96 A97 D95 C97 P97 B97 F98 
16 14 2	IIDC.OLLDC.OAAB..OJ.B...JFFFP.J...P. I97 O98 L96 D96 C97 P97 B96 F96 
16 12 4	IID..OLLD.POAABCPOJ.BC..J..FFFJ..... I97 O98 L96 D96 C99 P98 B96 F98 
16 15 1	IIDCPOLLDCPOJ..AAOJ.B...J.BFFF...... I97 O98 L96 A97 D96 C97 P97 J99 B97 F98 
16 13 3	.II.POLLDCPOAADC.OJ.B...J.BFFFJ..... I98 O98 L96 D97 C98 P97 B97 F98 
16 13 3	IIDC.OLLDC.OAAB.POJ.B.P.J.FFF.J..... I97 O98 L96 D96 C97 P99 B96 F97 
16 15 1	IIDCPOLLDCPO..BAAOJ.B...JFFF..J..... I97 O98 L96 A97 D96 C97 P97 B96 F96 
16 14 2	IID.POLLD.POJAAC.OJ.BC..J.BFFF...... I97 O98 L96 A99 D96 C99 P97 J99 B97 F98 
16 12 4	.II...LLD.POAADCPOJ..C.OJ.BFFFJ.B... I96 L96 D97 P98 O99 C99 B98 F98 
16 12 4	..DIIOLLD..OAABCPOJ.BCP.J.FFF.J..... D96 L96 O98 C99 P99 B96 F97 
