3 0 3	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
17 14 3	II.C...LLCPOAAD.POJ.D..OJ.BFFFJ.B... I97 O95 L97 D98 C97 P96 B98 F98 
17 14 3	IID.....DLL.AABC.OJ.BCPOJFFFPOJ..... I97 O94 D98 L99 C99 P98 B98 F96 
17 14 3	IID.....DLLOAABC.OJ.BCPOJFFFP.J..... I97 O95 D98 L99 C99 P98 B98 F96 
17 14 3	IID...LLD..OJAACPOJ..CPOJ.BFFF..B... I97 O95 L96 A99 D96 C99 P99 J99 B98 F98 
17 14 3	..D.IILLD...AABCP.J.BCPOJ.FFFOJ....O D96 I99 O93 L96 C99 P99 B96 F97 
17 15 2	..DCIILLDC..AAB.P.J.B.POJ.FFFOJ....O D96 I99 O93 L96 C97 P99 B96 F97 
17 14 3	IIDC.OLLDC.OAAB.POJ.B.P.J.FFF.J..... I97 O96 L96 D96 C97 P99 B96 F97 
17 14 3	..IIP.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I99 O95 L96 D97 C99 P97 B97 F98 
17 14 3	..DIIOLLDCPOJAACPOJ.....J.BFFF..B... D96 O96 L96 A99 C98 P98 J99 B98 F98 
17 14 3	.IIC..LLDC.OAAD.POJ.B.POJ.BFFFJ..... I98 O95 L96 D97 C97 P99 B97 F98 
17 14 3	.IIC.O.LLCPOAAD.POJ.D...J.BFFFJ.B... I96 O96 L97 D98 C97 P96 B98 F98 
17 14 3	IID.....D.LLAABCP.J.BCPOJ.FFFOJ....O I97 O93 D98 L98 C99 P99 B98 F97 
17 15 2	IIDC....DCLLAAB.P.J.B.POJ.FFFOJ....O I97 O93 D98 L98 C97 P99 B98 F97 
17 14 3	..IIPOLLDCPOAADC.OJ.B...J.BFFFJ..... I99 O96 L96 D97 C98 P97 B97 F98 
17 14 3	..DII.LLDC.OJAACPOJ...POJ.BFFF..B... D96 O95 L96 A99 C98 P99 J99 B98 F98 
17 14 3	..DII.LLDC..AABCP.J.B.POJ.FFFOJ....O D96 O93 L96 C98 P99 B96 F97 
17 14 3	..DII.LLDC.O.AACPOJ.B.POJ.BFFFJ..... D96 O95 L96 A99 C98 P99 B97 F98 
17 14 3	.II.PO.LLCPOAADC.OJ.D...J.BFFFJ.B... I96 O96 L97 D98 C96 P97 B98 F98 
17 14 3	IID.....DLLOJAACPOJ..CPOJ.BFFF..B... I97 O95 D98 L99 A99 C99 P99 J99 B98 F98 
17 14 3	..IIP.LLDCPOAADC.OJ....OJ.BFFFJ.B... I99 O95 L96 D97 C98 P97 B98 F98 
17 14 3	IID...J.DLLOJAACPOJ..CPO..BFFF..B... I97 O95 D98 L99 A99 C99 P99 J98 B98 F98 
17 14 3	..DIIOLLD.POJAACPOJ.BC..J.BFFF...... D96 O96 L96 A99 C99 P98 J99 B97 F98 
17 14 3	..DIIOLLDC.OJAACPOJ.B.P.J.BFFF...... D96 O96 L96 A99 C98 P99 J99 B97 F98 
17 14 3	..DII.LLDCPOAA.CPOJ.B..OJ.BFFFJ..... D96 O95 L96 C98 P98 B97 F98 
17 14 3	..DIIOLLDCPO.AACPOJ.B...J.BFFFJ..... D96 O96 L96 A99 C98 P98 B97 F98 
17 14 3	II..P.LLD.POAADC.OJ..C.OJ.BFFFJ.B... I97 O95 L96 D95 C99 P97 B98 F98 
17 14 3	...CIILLDC.OAAD.POJ...POJ.BFFFJ.B... D95 C97 I99 L96 O95 P99 B98 F98 
17 14 3	..IIP..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I95 O95 L97 D98 C98 P97 B98 F98 
17 14 3	..DCIILLDC.OAAB.POJ.B.POJ..FFFJ..... D96 I99 O95 L96 C97 P99 B96 F98 
17 14 3	..D.IILLD..OJAACPOJ..CPOJ.BFFF..B... D96 I99 O95 L96 A99 C99 P99 J99 B98 F98 
17 14 3	..D.IILLD.PO.AACPOJ..C.OJ.BFFFJ.B... D96 I99 O95 L96 A99 C99 P98 B98 F98 
17 14 3	..DII.LLD.POJAACPOJ..C.OJ.BFFF..B... D96 O95 L96 A99 C99 P98 J99 B98 F98 
17 14 3	..DII.LLD..OJAACPOJ.BCPOJ.BFFF...... D96 O95 L96 A99 C99 P99 J99 B97 F98 
17 14 3	IIDC.OLLDCPOAAB.POJ.B...J..FFFJ..... I97 O96 L96 D96 C97 P98 B96 F98 
17 14 3	IID...LLD..O.AACPOJ.BCPOJ.BFFFJ..... I97 O95 L96 A99 D96 C99 P99 B97 F98 
17 14 3	IIDC..LLDC.OAAB.POJ.B.POJ..FFFJ..... I97 O95 L96 D96 C97 P99 B96 F98 
17 14 3	IID..OLLD..OJAACPOJ.BCP.J.BFFF...... I97 O96 L96 A99 D96 C99 P99 J99 B97 F98 
17 14 3	..D.IILLD.POAA.CPOJ.BC.OJ.BFFFJ..... D96 I99 O95 L96 C99 P98 B97 F98 
17 14 3	..D.IILLD..O.AACPOJ.BCPOJ.BFFFJ..... D96 I99 O95 L96 A99 C99 P99 B97 F98 
17 14 3	..DII.LLD..OAABC.OJ.BC.OJFFFP.J...P. D96 O95 L96 C99 P97 B96 F96 
17 14 3	..DII.LLDCPO.AACPOJ....OJ.BFFFJ.B... D96 O95 L96 A99 C98 P98 B98 F98 
17 14 3	..DII.LLD...AABCP.J.BCPOJFFF.OJ....O D96 O93 L96 C99 P99 B96 F96 
17 14 3	..DII.LLD.PO.AACPOJ.BC.OJ.BFFFJ..... D96 O95 L96 A99 C99 P98 B97 F98 
17 14 3	..DII.LLD.P.AABCP.J.BC.OJ.FFFOJ....O D96 O93 L96 C99 P98 B96 F97 
17 14 3	..DII.LLD...AABC.OJ.BC.OJFFFPOJ...P. D96 O94 L96 C99 P97 B96 F96 
17 14 3	II..P..LLCPOAADC.OJ.D..OJ.BFFFJ.B... I97 O95 L97 D98 C96 P97 B98 F98 
17 14 3	II.C..LLDCPOAAD.POJ....OJ.BFFFJ.B... I97 L96 O95 D97 C97 P98 B98 F98 
17 14 3	..DIIOLLDC.OAABC.OJ.B...JFFFP.J...P. D96 O96 L96 C98 P97 B96 F96 
17 14 3	IID..OLLDCPOAA.CPOJ.....J.BFFFJ.B... I97 O96 L96 D96 C96 P98 B98 F98 
17 14 3	II.C.OLLDCPOAAD.POJ.....J.BFFFJ.B... I97 O96 L96 D95 C97 P98 B98 F98 
17 14 3	IIDC.OLLDC.OAAB.POJ.B.P.JFFF..J..... I97 O96 L96 D96 C97 P99 B96 F96 
17 15 2	IIDC..LLDC..AAB.P.J.B.POJFFF.OJ....O I97 O93 L96 D96 C97 P99 B96 F96 
17 16 1	IIDC..LLDC..AAB...J.B.POJFFFPOJ....O I97 O93 L96 D96 C97 P98 B96 F96 
17 16 1	IIDC..LLDC..AAB...J.B..OJFFFPOJ...PO I97 O93 L96 D96 C97 P97 B96 F96 
17 14 3	...CIILL.C.OAAD.POJ.D.POJ.BFFFJ.B... D94 C97 I99 L96 O95 P99 B98 F98 
17 14 3	IID..OLLDC.OAA.CPOJ.B.P.J.BFFFJ..... I97 O96 L96 D96 C96 P99 B97 F98 
17 14 3	IID.POLLD.POAABC.OJ.BC..J.FFF.J..... I97 O96 L96 D96 C99 P97 B96 F97 
17 14 3	IID.P.LLD.POAABC.OJ.BC.OJ..FFFJ..... I97 O95 L96 D96 C99 P97 B96 F98 
17 14 3	IID...LLDC.OAA.CPOJ...POJ.BFFFJ.B... I97 O95 L96 D96 C96 P99 B98 F98 
17 14 3	IID..OLLD.PO.AACPOJ..C..J.BFFFJ.B... I97 O96 L96 A99 D96 C99 P96 B98 F98 
17 14 3	IID..OLLDC.O.AACPOJ...P.J.BFFFJ.B... I97 O96 L96 A99 D96 C96 P99 B98 F98 
17 14 3	II.C.OLLDC.OAAD.POJ.B.P.J.BFFFJ..... I97 O96 L96 D95 C97 P99 B97 F98 
17 14 3	IID.POLLD.POAABC.OJ.BC..JFFF..J..... I97 O96 L96 D96 C99 P97 B96 F96 
17 15 2	IID.P.LLD.P.AABC..J.BC.OJFFF.OJ....O I97 O93 L96 D96 C99 P97 B96 F96 
17 14 3	II.C.OLL.CPOAAD.POJ.D...J.BFFFJ.B... I97 O96 L96 D98 C97 P96 B98 F98 
17 14 3	II.C..LLDC.OAAD.POJ...POJ.BFFFJ.B... I97 O95 L96 D95 C97 P99 B98 F98 
17 14 3	II..POLL.CPOAADC.OJ.D...J.BFFFJ.B... I97 O96 L96 D98 C96 P97 B98 F98 
17 14 3	II.C..LL.C.OAAD.POJ.D.POJ.BFFFJ.B... I97 O95 L96 D94 C97 P99 B98 F98 
17 14 3	..DIIOLLDC.OAABC.OJ.B.P.JFFFP.J..... D96 O96 L96 C98 P98 B96 F96 
17 14 3	IID...LLD.POAA.CPOJ..C.OJ.BFFFJ.B... I97 O95 L96 D96 C99 P96 B98 F98 
17 14 3	II..P.LL..POAADC.OJ.DC.OJ.BFFFJ.B... I97 O95 L96 D94 C99 P97 B98 F98 
17 14 3	.II.POLLD.POAADC.OJ..C..J.BFFFJ.B... I98 O96 L96 D97 C95 P97 B98 F98 
17 14 3	.II.POLLDCPOAADC.OJ.....J.BFFFJ.B... I98 O96 L96 D97 C96 P97 B98 F98 
17 14 3	.IIC.OLLDCPOAAD.POJ.....J.BFFFJ.B... I98 O96 L96 D97 C97 P96 B98 F98 
17 14 3	.IIC..LL.CPOAAD.POJ.D..OJ.BFFFJ.B... I98 O95 L96 D98 C97 P96 B98 F98 
17 14 3	.II.P.LL..POAADC.OJ.DC.OJ.BFFFJ.B... I98 O95 L96 D98 C95 P97 B98 F98 
17 14 3	.II.P.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I98 O95 L96 D98 C96 P97 B98 F98 
17 14 3	IID..OLLD.POAA.CPOJ.BC..J.BFFFJ..... I97 O96 L96 D96 C99 P96 B97 F98 
17 14 3	II..POLLD.POAADC.OJ.BC..J.BFFFJ..... I97 O96 L96 D95 C99 P97 B97 F98 
17 14 3	II..P.LL.CPOAADC.OJ.D..OJ.BFFFJ.B... I97 P97 L96 C98 O95 D98 B98 F98 
17 13 4	IID.....DLL.AABCPOJ.BCPOJFFF.OJ..... I97 O94 D98 L99 C99 P99 B98 F96 
17 13 4	..DII.LLD...AABCPOJ.BCPOJ.FFFOJ..... D96 O94 L96 C99 P99 B96 F97 
17 13 4	IID..OLLD..OAABCPOJ.BCP.J.FFF.J..... I97 O96 L96 D96 C99 P99 B96 F97 
17 14 3	IID...LLD...AABCP.J.BCPOJ.FFFOJ....O I97 O93 L96 D96 C99 P99 B96 F97 
17 13 4	.II...LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I98 L96 C98 P98 O95 D98 B98 F98 
17 13 4	..DIIOLLD.POAABCPOJ.BC..J.FFF.J..... D96 O96 L96 C99 P98 B96 F97 
17 13 4	..DII.LLD..OAABCPOJ.BCPOJ.FFF.J..... D96 O95 L96 C99 P99 B96 F97 
17 13 4	IID.....DLL.AABCPOJ.BCPOJ.FFFOJ..... I97 O94 D98 L99 C99 P99 B98 F97 
17 13 4	IID.....DLLOAABCPOJ.BCPOJ.FFF.J..... I97 O95 D98 L99 C99 P99 B98 F97 
17 13 4	II.....LLC.OAADCPOJ.D.POJ.BFFFJ.B... I97 O95 L97 D98 C96 P99 B98 F98 
17 13 4	IID.....DLLOAABCPOJ.BCPOJFFF..J..... I97 O95 D98 L99 C99 P99 B98 F96 
17 13 4	..DII.LLD..OAABCPOJ.BCPOJFFF..J..... D96 O95 L96 C99 P99 B96 F96 
17 13 4	..DIIOLLDC.OAABCPOJ.B.P.JFFF..J..... D96 O96 L96 C98 P99 B96 F96 
17 13 4	II....LL.CPOAADCPOJ.D..OJ.BFFFJ.B... I97 L96 C98 P98 O95 D98 B98 F98 
17 13 4	....IILL.CPOAADCPOJ.D..OJ.BFFFJ.B... D98 I99 O95 L96 C98 P98 B98 F98 
17 13 4	.II..OLLD.POAADCPOJ.BC..J.BFFFJ..... I98 O96 L96 P98 D97 C99 B97 F98 
17 13 4	..DIIOLLD.POAABCPOJ.BC..JFFF..J..... D96 O96 L96 C99 P98 B96 F96 
17 13 4	.II...LL.C.OAADCPOJ.D.POJ.BFFFJ.B... I98 O95 L96 D98 C96 P99 B98 F98 
17 13 4	..DIIOLLDC.OAABCPOJ.B.P.J.FFF.J..... D96 O96 L96 C98 P99 B96 F97 
17 13 4	..D.IILLD..OAABCPOJ.BCPOJ..FFFJ..... D96 I99 O95 L96 C99 P99 B96 F98 
17 13 4	II...O.LLCPOAADCPOJ.D...J.BFFFJ.B... I97 O96 L97 D98 C96 P98 B98 F98 
17 13 4	....IILLD..OAADCPOJ..CPOJ.BFFFJ.B... D95 I99 L96 O95 C99 P99 B98 F98 
17 13 4	II...OLLD.POAADCPOJ..C..J.BFFFJ.B... I97 O96 L96 D95 C99 P98 B98 F98 
17 13 4	II...OLLD..OAADCPOJ.BCP.J.BFFFJ..... I97 O96 L96 D95 C99 P99 B97 F98 
17 13 4	IID..OLLDC.OAABCPOJ.B.P.J..FFFJ..... I97 O96 L96 D96 C98 P99 B96 F98 
17 13 4	...II.LLD.POAADCPOJ..C.OJ.BFFFJ.B... D95 L96 P98 O95 C99 B98 F98 
17 13 4	IID..OLLD.POAABCPOJ.BC..J..FFFJ..... I97 O96 L96 D96 C99 P98 B96 F98 
17 13 4	...IIOLLDCPOAADCPOJ.....J.BFFFJ.B... D95 O96 L96 C98 P98 B98 F98 
17 13 4	...IIOLLD.POAADCPOJ.BC..J.BFFFJ..... D95 O96 L96 P98 C99 B97 F98 
17 13 4	.II..OLL.CPOAADCPOJ.D...J.BFFFJ.B... I98 O96 L96 D98 C96 P98 B98 F98 
17 13 4	..II..LLD..OAADCPOJ.BCPOJ.BFFFJ..... I99 O95 L96 D97 C99 P99 B97 F98 
17 13 4	...II.LLD..OAADCPOJ.BCPOJ.BFFFJ..... D95 L96 O95 C99 P99 B97 F98 
17 13 4	..II...LLCPOAADCPOJ.D..OJ.BFFFJ.B... I99 O95 L97 D98 C98 P98 B98 F98 
17 13 4	IID..OLLD..OAABCPOJ.BCP.JFFF..J..... I97 O96 L96 D96 C99 P99 B96 F96 
17 13 4	.II..OLLDC.OAADCPOJ...P.J.BFFFJ.B... I98 O96 L96 D97 C96 P99 B98 F98 
17 13 4	..II.OLL.CPOAADCPOJ.D...J.BFFFJ.B... I99 O96 L96 D98 C98 P96 B98 F98 
17 13 4	.II....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I98 L97 C98 P98 O95 D98 B98 F98 
17 13 4	..II..LLDC.OAADCPOJ...POJ.BFFFJ.B... I99 L96 O95 D97 C98 P99 B98 F98 
17 13 4	II....LLD.POAADCPOJ..C.OJ.BFFFJ.B... I97 L96 O95 D97 C99 P98 B98 F98 
17 13 4	II.....LLCPOAADCPOJ.D..OJ.BFFFJ.B... I97 L97 C98 P98 O95 D98 B98 F98 
17 13 4	..DII.LLD...AABCPOJ.BCPOJFFF.OJ..... D96 O94 L96 C99 P99 B96 F96 
17 13 4	.II...LLD.POAADCPOJ..C.OJ.BFFFJ.B... I98 L96 P98 O95 D97 C99 B98 F98 
17 13 4	II....LLDC.OAADCPOJ...POJ.BFFFJ.B... I97 L96 O95 D97 C98 P99 B98 F98 
17 13 4	.II...LLD..OAADCPOJ.BCPOJ.BFFFJ..... I98 L96 O95 D97 C99 P99 B97 F98 
17 13 4	.II..OLLDCPOAADCPOJ.....J.BFFFJ.B... I98 O96 L96 P98 D97 C98 B98 F98 
17 13 4	..II.OLLD.POAADCPOJ..C..J.BFFFJ.B... I99 O96 L96 D97 C99 P96 B98 F98 
17 13 4	..II.OLLDC.OAADCPOJ.B.P.J.BFFFJ..... I99 O96 L96 D97 C98 P99 B97 F98 
17 13 4	IID...LLD..OAABCPOJ.BCPOJ..FFFJ..... I97 O95 L96 D96 C99 P99 B96 F98 
17 13 4	...II.LLDC.OAADCPOJ...POJ.BFFFJ.B... D95 L96 C98 O95 P99 B98 F98 
17 13 4	..II..LL..POAADCPOJ.DC.OJ.BFFFJ.B... I99 O95 L96 D98 C99 P96 B98 F98 
17 13 4	.II.....LLPOAADCPOJ.DC.OJ.BFFFJ.B... I98 O95 L98 D98 C99 P96 B98 F98 
17 13 4	II...OLLDCPOAADCPOJ.....J.BFFFJ.B... I97 O96 L96 C98 P98 D97 B98 F98 
17 13 4	...IIOLLDC.OAADCPOJ.B.P.J.BFFFJ..... D95 O96 L96 C98 P99 B97 F98 
17 13 4	..DII.LLDC.OAABCPOJ.B.POJ..FFFJ..... D96 O95 L96 C98 P99 B96 F98 
17 13 4	II....LLD..OAADCPOJ..CPOJ.BFFFJ.B... I97 O95 L96 D95 C99 P99 B98 F98 
17 13 4	II...OLLDC.OAADCPOJ...P.J.BFFFJ.B... I97 O96 L96 D95 C98 P99 B98 F98 
17 13 4	II.....LL.POAADCPOJ.DC.OJ.BFFFJ.B... I97 O95 L97 D98 C99 P96 B98 F98 
17 13 4	..DIIOLLDCPOAABCPOJ.B...J..FFFJ..... D96 O96 L96 C98 P98 B96 F98 
17 13 4	..DII.LLD.POAABCPOJ.BC.OJ..FFFJ..... D96 O95 L96 C99 P98 B96 F98 
18 18 0	IIDCP.LLDCP...B.AAJ.B..OJFFF.OJ....O I97 O93 L96 A96 D96 C97 P97 B96 F96 
