0 0 0	VVBC....BCDEAABCDEHJ..F.HJNNF..KK.F. 
5 5 0	VVBCD...BCD.AABCFE.J..FEHJNNF.H...KK D99 E99 H99 F99 K97 
5 5 0	VVBCD...BCD.AABC.E....FEHJNNF.HJKKF. D99 E99 H99 J99 K99 
5 5 0	VVBCD...BCD.AABCFEH...FEHJNNF..JKK.. D99 E99 J99 F99 K99 
5 5 0	VVBCD...BCD.AABCFEH...FEHJNNF..J.KK. D99 E99 J99 F99 K98 
5 5 0	VVBCD...BCD.AABCFEH...FEHJNNF..J..KK D99 E99 J99 F99 K97 
5 5 0	VVBCD...BCD.AABCF..J..FEHJNNFEH.KK.. D99 E98 H99 F99 K99 
5 5 0	VVBCD...BCD.AABCF..J..FEHJNNFEH..KK. D99 E98 H99 F99 K98 
5 5 0	VVBCD...BCD.AABCF..J..FEHJNNFEH...KK D99 E98 H99 F99 K97 
5 5 0	VVBCD...BCD.AABC......FEHJNNFEHJKKF. D99 E98 H99 J99 K99 
5 5 0	VVBCD...BCD.AABCF.H...FEHJNNFE.JKK.. D99 E98 J99 F99 K99 
5 5 0	VVBCD...BCD.AABCF.H...FEHJNNFE.J.KK. D99 E98 J99 F99 K98 
5 5 0	VVBCD...BCD.AABCF.H...FEHJNNFE.J..KK D99 E98 J99 F99 K97 
5 5 0	VVBCD...BCD.AABCF..J..F.HJNNFEH.KK.E D99 E97 H99 F99 K99 
5 5 0	VVBCD...BCD.AABCF..J..F.HJNNFEH..KKE D99 E97 H99 F99 K98 
5 5 0	VVBCD...BCD.AABC......F.HJNNFEHJKKFE D99 E97 H99 J99 K99 
5 5 0	VVBCD...BCD.AABCF.H...F.HJNNFE.JKK.E D99 E97 J99 F99 K99 
5 5 0	VVBCD...BCD.AABCF.H...F.HJNNFE.J.KKE D99 E97 J99 F99 K98 
5 5 0	VVBCDE..BCDEAABCF..J..F.HJNNF.H.KK.. D99 E99 H99 F99 K99 
5 5 0	VVBCDE..BCDEAABCF..J..F.HJNNF.H..KK. D99 E99 H99 F99 K98 
5 5 0	VVBCDE..BCDEAABCF..J..F.HJNNF.H...KK D99 E99 H99 F99 K97 
5 5 0	VVBCDE..BCDEAABC......F.HJNNF.HJKKF. D99 E99 H99 J99 K99 
5 5 0	VVBCDE..BCDEAABCF.H...F.HJNNF..JKK.. D99 E99 J99 F99 K99 
5 5 0	VVBCDE..BCDEAABCF.H...F.HJNNF..J.KK. D99 E99 J99 F99 K98 
5 5 0	VVBCDE..BCDEAABCF.H...F.HJNNF..J..KK D99 E99 J99 F99 K97 
5 5 0	VVBCD...BCDEAABCFE....F.HJNNF.HJKK.. D99 H99 J99 F99 K99 
5 5 0	VVBCD...BCDEAABCFE....F.HJNNF.HJ.KK. D99 H99 J99 F99 K98 
5 5 0	VVBCD...BCDEAABCFE....F.HJNNF.HJ..KK D99 H99 J99 F99 K97 
6 6 0	.VV.D...BCD.AABC.E.JBCFEHJNNF.HKK.F. V99 B99 C99 D99 E99 H99 
6 6 0	.VV.D...BCD.AABCFEHJBCFEHJNNF..KK... V99 B99 C99 D99 E99 F99 
6 6 0	.VV.D...BCD.AABC.EHJBCFEHJNNF.KK..F. V99 B99 C99 D99 E99 K99 
6 6 0	.VV.D...BCD.AABC.EHJBCFEHJNNF...KKF. V99 B99 C99 D99 E99 K99 
6 6 0	.VV.D...BCD.AABC...JBCFEHJNNFEHKK.F. V99 B99 C99 D99 E98 H99 
6 6 0	.VV.D...BCD.AABCF.HJBCFEHJNNFE.KK... V99 B99 C99 D99 E98 F99 
6 6 0	.VV.D...BCD.AABC..HJBCFEHJNNFEKK..F. V99 B99 C99 D99 E98 K99 
6 6 0	.VV.D...BCD.AABC..HJBCFEHJNNFE..KKF. V99 B99 C99 D99 E98 K99 
6 6 0	.VV.D...BCD.AABC...JBCF.HJNNFEHKK.FE V99 B99 C99 D99 E97 H99 
6 6 0	.VV.D...BCD.AABCF.HJBCF.HJNNFE.KK..E V99 B99 C99 D99 E97 F99 
6 6 0	.VV.D...BCD.AABC..HJBCF.HJNNFEKK..FE V99 B99 C99 D99 E97 K99 
6 6 0	.VV.D...BCD.AABC..HJBCF.HJNNFE..KKFE V99 B99 C99 D99 E97 K99 
6 6 0	.VV.DE..BCDEAABC...JBCF.HJNNF.HKK.F. V99 B99 C99 D99 E99 H99 
6 6 0	.VV.DE..BCDEAABCF.HJBCF.HJNNF..KK... V99 B99 C99 D99 E99 F99 
6 6 0	.VV.DE..BCDEAABC..HJBCF.HJNNF.KK..F. V99 B99 C99 D99 E99 K99 
6 6 0	.VV.DE..BCDEAABC..HJBCF.HJNNF...KKF. V99 B99 C99 D99 E99 K99 
6 6 0	.VV.D...BCDEAABCFE.JBCF.HJNNF.HKK... V99 B99 C99 D99 H99 F99 
6 6 0	.VV.D...BCDEAABC.E.JBCF.HJNNF.H.KKF. V99 B99 C99 D99 H99 K99 
6 6 0	.VV.D...BCDEAABCFEHJBCF.HJNNF.KK.... V99 B99 C99 D99 F99 K99 
6 6 0	.VV.D...BCDEAABCFEHJBCF.HJNNF...KK.. V99 B99 C99 D99 F99 K99 
6 6 0	.VV.D...BCDEAABCFEHJBCF.HJNNF....KK. V99 B99 C99 D99 F99 K98 
6 6 0	.VV.D...BCDEAABCFEHJBCF.HJNNF.....KK V99 B99 C99 D99 F99 K97 
6 6 0	.VV.D...BCDEAABC.EH.BCF.HJNNF..JKKF. V99 B99 C99 D99 J99 K99 
6 6 0	.VV.....BCD.AABCDE.JBCFEHJNNF.H.KKF. V99 B99 C99 E99 H99 K99 
6 6 0	.VV.....BCD.AABCDEH.BCFEHJNNF..JKKF. V99 B99 C99 E99 J99 K99 
6 6 0	.VV.....BCD.AABCD..JBCFEHJNNFEH.KKF. V99 B99 C99 E98 H99 K99 
6 6 0	.VV.....BCD.AABCD.H.BCFEHJNNFE.JKKF. V99 B99 C99 E98 J99 K99 
6 6 0	.VV.....BCD.AABCD..JBCF.HJNNFEH.KKFE V99 B99 C99 E97 H99 K99 
6 6 0	.VV.....BCD.AABCD.H.BCF.HJNNFE.JKKFE V99 B99 C99 E97 J99 K99 
6 6 0	.VV..E..BCDEAABCD..JBCF.HJNNF.H.KKF. V99 B99 C99 E99 H99 K99 
6 6 0	.VV..E..BCDEAABCD.H.BCF.HJNNF..JKKF. V99 B99 C99 E99 J99 K99 
6 6 0	.VV.....BCDEAABCDE..BCF.HJNNF.HJKKF. V99 B99 C99 H99 J99 K99 
6 6 0	.VVCD...BCD.AABCFE.JB.FEHJNNF.HKK... V99 B99 D99 E99 H99 F99 
6 6 0	.VVCD...BCD.AABC.E.JB.FEHJNNF.H.KKF. V99 B99 D99 E99 H99 K99 
6 6 0	.VVCD...BCD.AABCFEHJB.FEHJNNF.KK.... V99 B99 D99 E99 F99 K99 
6 6 0	.VVCD...BCD.AABCFEHJB.FEHJNNF...KK.. V99 B99 D99 E99 F99 K99 
6 6 0	.VVCD...BCD.AABCFEHJB.FEHJNNF....KK. V99 B99 D99 E99 F99 K98 
6 6 0	.VVCD...BCD.AABCFEHJB.FEHJNNF.....KK V99 B99 D99 E99 F99 K97 
6 6 0	.VVCD...BCD.AABC.EH.B.FEHJNNF..JKKF. V99 B99 D99 E99 J99 K99 
6 6 0	.VVCD...BCD.AABCF..JB.FEHJNNFEHKK... V99 B99 D99 E98 H99 F99 
6 6 0	.VVCD...BCD.AABC...JB.FEHJNNFEH.KKF. V99 B99 D99 E98 H99 K99 
6 6 0	.VVCD...BCD.AABCF.HJB.FEHJNNFEKK.... V99 B99 D99 E98 F99 K99 
6 6 0	.VVCD...BCD.AABCF.HJB.FEHJNNFE..KK.. V99 B99 D99 E98 F99 K99 
6 6 0	.VVCD...BCD.AABCF.HJB.FEHJNNFE...KK. V99 B99 D99 E98 F99 K98 
6 6 0	.VVCD...BCD.AABCF.HJB.FEHJNNFE....KK V99 B99 D99 E98 F99 K97 
6 6 0	.VVCD...BCD.AABC..H.B.FEHJNNFE.JKKF. V99 B99 D99 E98 J99 K99 
6 6 0	.VVCD...BCD.AABCF..JB.F.HJNNFEHKK..E V99 B99 D99 E97 H99 F99 
6 6 0	.VVCD...BCD.AABC...JB.F.HJNNFEH.KKFE V99 B99 D99 E97 H99 K99 
6 6 0	.VVCD...BCD.AABCF.HJB.F.HJNNFEKK...E V99 B99 D99 E97 F99 K99 
6 6 0	.VVCD...BCD.AABCF.HJB.F.HJNNFE..KK.E V99 B99 D99 E97 F99 K99 
6 6 0	.VVCD...BCD.AABCF.HJB.F.HJNNFE...KKE V99 B99 D99 E97 F99 K98 
6 6 0	.VVCD...BCD.AABC..H.B.F.HJNNFE.JKKFE V99 B99 D99 E97 J99 K99 
6 6 0	.VVCDE..BCDEAABCF..JB.F.HJNNF.HKK... V99 B99 D99 E99 H99 F99 
6 6 0	.VVCDE..BCDEAABC...JB.F.HJNNF.H.KKF. V99 B99 D99 E99 H99 K99 
6 6 0	.VVCDE..BCDEAABCF.HJB.F.HJNNF.KK.... V99 B99 D99 E99 F99 K99 
6 6 0	.VVCDE..BCDEAABCF.HJB.F.HJNNF...KK.. V99 B99 D99 E99 F99 K99 
6 6 0	.VVCDE..BCDEAABCF.HJB.F.HJNNF....KK. V99 B99 D99 E99 F99 K98 
6 6 0	.VVCDE..BCDEAABCF.HJB.F.HJNNF.....KK V99 B99 D99 E99 F99 K97 
6 6 0	.VVCDE..BCDEAABC..H.B.F.HJNNF..JKKF. V99 B99 D99 E99 J99 K99 
6 6 0	.VVCD...BCDEAABCFE.JB.F.HJNNF.H.KK.. V99 B99 D99 H99 F99 K99 
6 6 0	.VVCD...BCDEAABCFE.JB.F.HJNNF.H..KK. V99 B99 D99 H99 F99 K98 
6 6 0	.VVCD...BCDEAABCFE.JB.F.HJNNF.H...KK V99 B99 D99 H99 F99 K97 
6 6 0	.VVCD...BCDEAABC.E..B.F.HJNNF.HJKKF. V99 B99 D99 H99 J99 K99 
6 6 0	.VVCD...BCDEAABCFEH.B.F.HJNNF..JKK.. V99 B99 D99 J99 F99 K99 
6 6 0	.VVCD...BCDEAABCFEH.B.F.HJNNF..J.KK. V99 B99 D99 J99 F99 K98 
6 6 0	.VVCD...BCDEAABCFEH.B.F.HJNNF..J..KK V99 B99 D99 J99 F99 K97 
6 6 0	.VVC....BCD.AABCDE..B.FEHJNNF.HJKKF. V99 B99 E99 H99 J99 K99 
6 6 0	.VVC....BCD.AABCD...B.FEHJNNFEHJKKF. V99 B99 E98 H99 J99 K99 
6 6 0	.VVC....BCD.AABCD...B.F.HJNNFEHJKKFE V99 B99 E97 H99 J99 K99 
6 6 0	.VVC.E..BCDEAABCD...B.F.HJNNF.HJKKF. V99 B99 E99 H99 J99 K99 
6 6 0	..VVD...BCD.AABC.E.JBCFEHJNNF.HKK.F. V98 B99 C99 D99 E99 H99 
6 6 0	..VVD...BCD.AABCFEHJBCFEHJNNF..KK... V98 B99 C99 D99 E99 F99 
6 6 0	..VVD...BCD.AABC.EHJBCFEHJNNF.KK..F. V98 B99 C99 D99 E99 K99 
6 6 0	..VVD...BCD.AABC.EHJBCFEHJNNF...KKF. V98 B99 C99 D99 E99 K99 
6 6 0	..VVD...BCD.AABC...JBCFEHJNNFEHKK.F. V98 B99 C99 D99 E98 H99 
6 6 0	..VVD...BCD.AABCF.HJBCFEHJNNFE.KK... V98 B99 C99 D99 E98 F99 
6 6 0	..VVD...BCD.AABC..HJBCFEHJNNFEKK..F. V98 B99 C99 D99 E98 K99 
6 6 0	..VVD...BCD.AABC..HJBCFEHJNNFE..KKF. V98 B99 C99 D99 E98 K99 
6 6 0	..VVD...BCD.AABC...JBCF.HJNNFEHKK.FE V98 B99 C99 D99 E97 H99 
6 6 0	..VVD...BCD.AABCF.HJBCF.HJNNFE.KK..E V98 B99 C99 D99 E97 F99 
6 6 0	..VVD...BCD.AABC..HJBCF.HJNNFEKK..FE V98 B99 C99 D99 E97 K99 
6 6 0	..VVD...BCD.AABC..HJBCF.HJNNFE..KKFE V98 B99 C99 D99 E97 K99 
6 6 0	..VVDE..BCDEAABC...JBCF.HJNNF.HKK.F. V98 B99 C99 D99 E99 H99 
6 6 0	..VVDE..BCDEAABCF.HJBCF.HJNNF..KK... V98 B99 C99 D99 E99 F99 
6 6 0	..VVDE..BCDEAABC..HJBCF.HJNNF.KK..F. V98 B99 C99 D99 E99 K99 
6 6 0	..VVDE..BCDEAABC..HJBCF.HJNNF...KKF. V98 B99 C99 D99 E99 K99 
6 6 0	..VVD...BCDEAABCFE.JBCF.HJNNF.HKK... V98 B99 C99 D99 H99 F99 
6 6 0	..VVD...BCDEAABC.E.JBCF.HJNNF.H.KKF. V98 B99 C99 D99 H99 K99 
6 6 0	..VVD...BCDEAABCFEHJBCF.HJNNF.KK.... V98 B99 C99 D99 F99 K99 
6 6 0	..VVD...BCDEAABCFEHJBCF.HJNNF...KK.. V98 B99 C99 D99 F99 K99 
6 6 0	..VVD...BCDEAABCFEHJBCF.HJNNF....KK. V98 B99 C99 D99 F99 K98 
6 6 0	..VVD...BCDEAABCFEHJBCF.HJNNF.....KK V98 B99 C99 D99 F99 K97 
6 6 0	..VVD...BCDEAABC.EH.BCF.HJNNF..JKKF. V98 B99 C99 D99 J99 K99 
6 6 0	..VV....BCD.AABCDE.JBCFEHJNNF.H.KKF. V98 B99 C99 E99 H99 K99 
6 6 0	..VV....BCD.AABCDEH.BCFEHJNNF..JKKF. V98 B99 C99 E99 J99 K99 
6 6 0	..VV....BCD.AABCD..JBCFEHJNNFEH.KKF. V98 B99 C99 E98 H99 K99 
6 6 0	..VV....BCD.AABCD.H.BCFEHJNNFE.JKKF. V98 B99 C99 E98 J99 K99 
6 6 0	..VV....BCD.AABCD..JBCF.HJNNFEH.KKFE V98 B99 C99 E97 H99 K99 
6 6 0	..VV....BCD.AABCD.H.BCF.HJNNFE.JKKFE V98 B99 C99 E97 J99 K99 
6 6 0	..VV.E..BCDEAABCD..JBCF.HJNNF.H.KKF. V98 B99 C99 E99 H99 K99 
6 6 0	..VV.E..BCDEAABCD.H.BCF.HJNNF..JKKF. V98 B99 C99 E99 J99 K99 
6 6 0	..VV....BCDEAABCDE..BCF.HJNNF.HJKKF. V98 B99 C99 H99 J99 K99 
6 6 0	..BVV...BCD.AABCDE.J.CFEHJNNF.HKK.F. V97 B98 C99 E99 H99 
6 6 0	..BVV...BCD.AABCDEHJ.CFEHJNNF.KK..F. V97 B98 C99 E99 K99 
6 6 0	..BVV...BCD.AABCDEHJ.CFEHJNNF...KKF. V97 B98 C99 E99 K99 
6 6 0	..BVV...BCD.AABCD..J.CFEHJNNFEHKK.F. V97 B98 C99 E98 H99 
6 6 0	..BVV...BCD.AABCD.HJ.CFEHJNNFEKK..F. V97 B98 C99 E98 K99 
6 6 0	..BVV...BCD.AABCD.HJ.CFEHJNNFE..KKF. V97 B98 C99 E98 K99 
6 6 0	..BVV...BCD.AABCD..J.CF.HJNNFEHKK.FE V97 B98 C99 E97 H99 
6 6 0	..BVV...BCD.AABCD.HJ.CF.HJNNFEKK..FE V97 B98 C99 E97 K99 
6 6 0	..BVV...BCD.AABCD.HJ.CF.HJNNFE..KKFE V97 B98 C99 E97 K99 
6 6 0	..BVVE..BCDEAABCD..J.CF.HJNNF.HKK.F. V97 B98 C99 E99 H99 
6 6 0	..BVVE..BCDEAABCD.HJ.CF.HJNNF.KK..F. V97 B98 C99 E99 K99 
6 6 0	..BVVE..BCDEAABCD.HJ.CF.HJNNF...KKF. V97 B98 C99 E99 K99 
6 6 0	..BVV...BCDEAABCDE.J.CF.HJNNF.H.KKF. V97 B98 C99 H99 K99 
6 6 0	..BVV...BCDEAABCDEH..CF.HJNNF..JKKF. V97 B98 C99 J99 K99 
6 6 0	...VV...BCD.AABCDE.JBCFEHJNNF.H.KKF. V97 B99 C99 E99 H99 K99 
6 6 0	...VV...BCD.AABCDEH.BCFEHJNNF..JKKF. V97 B99 C99 E99 J99 K99 
6 6 0	...VV...BCD.AABCD..JBCFEHJNNFEH.KKF. V97 B99 C99 E98 H99 K99 
6 6 0	...VV...BCD.AABCD.H.BCFEHJNNFE.JKKF. V97 B99 C99 E98 J99 K99 
6 6 0	...VV...BCD.AABCD..JBCF.HJNNFEH.KKFE V97 B99 C99 E97 H99 K99 
6 6 0	...VV...BCD.AABCD.H.BCF.HJNNFE.JKKFE V97 B99 C99 E97 J99 K99 
6 6 0	...VVE..BCDEAABCD..JBCF.HJNNF.H.KKF. V97 B99 C99 E99 H99 K99 
6 6 0	...VVE..BCDEAABCD.H.BCF.HJNNF..JKKF. V97 B99 C99 E99 J99 K99 
6 6 0	...VV...BCDEAABCDE..BCF.HJNNF.HJKKF. V97 B99 C99 H99 J99 K99 
6 6 0	..BCVV..BCD.AABCDEHJ..FEHJNNF..KK.F. V96 B98 C98 E99 
6 6 0	..BCVV..BCD.AABCD.HJ..FEHJNNFE.KK.F. V96 B98 C98 E98 
6 6 0	..BCVV..BCD.AABCD.HJ..F.HJNNFE.KK.FE V96 B98 C98 E97 
6 6 0	..BCVV..BCDEAABCDE.J..F.HJNNF.HKK.F. V96 B98 C98 H99 
6 6 0	..BCVV..BCDEAABCDEHJ..F.HJNNF.KK..F. V96 B98 C98 K99 
6 6 0	..BCVV..BCDEAABCDEHJ..F.HJNNF...KKF. V96 B98 C98 K99 
6 6 0	..B.VV..BCD.AABCDE.J.CFEHJNNF.HKK.F. V96 B98 C99 E99 H99 
6 6 0	..B.VV..BCD.AABCDEHJ.CFEHJNNF.KK..F. V96 B98 C99 E99 K99 
6 6 0	..B.VV..BCD.AABCDEHJ.CFEHJNNF...KKF. V96 B98 C99 E99 K99 
6 6 0	..B.VV..BCD.AABCD..J.CFEHJNNFEHKK.F. V96 B98 C99 E98 H99 
6 6 0	..B.VV..BCD.AABCD.HJ.CFEHJNNFEKK..F. V96 B98 C99 E98 K99 
6 6 0	..B.VV..BCD.AABCD.HJ.CFEHJNNFE..KKF. V96 B98 C99 E98 K99 
6 6 0	..B.VV..BCD.AABCD..J.CF.HJNNFEHKK.FE V96 B98 C99 E97 H99 
6 6 0	..B.VV..BCD.AABCD.HJ.CF.HJNNFEKK..FE V96 B98 C99 E97 K99 
6 6 0	..B.VV..BCD.AABCD.HJ.CF.HJNNFE..KKFE V96 B98 C99 E97 K99 
6 6 0	..B.VV..BCDEAABCDE.J.CF.HJNNF.H.KKF. V96 B98 C99 H99 K99 
6 6 0	..B.VV..BCDEAABCDEH..CF.HJNNF..JKKF. V96 B98 C99 J99 K99 
6 6 0	...CVV..BCD.AABCDE.JB.FEHJNNF.HKK.F. V96 B99 C98 E99 H99 
6 6 0	...CVV..BCD.AABCDEHJB.FEHJNNF.KK..F. V96 B99 C98 E99 K99 
6 6 0	...CVV..BCD.AABCDEHJB.FEHJNNF...KKF. V96 B99 C98 E99 K99 
6 6 0	...CVV..BCD.AABCD..JB.FEHJNNFEHKK.F. V96 B99 C98 E98 H99 
6 6 0	...CVV..BCD.AABCD.HJB.FEHJNNFEKK..F. V96 B99 C98 E98 K99 
6 6 0	...CVV..BCD.AABCD.HJB.FEHJNNFE..KKF. V96 B99 C98 E98 K99 
6 6 0	...CVV..BCD.AABCD..JB.F.HJNNFEHKK.FE V96 B99 C98 E97 H99 
6 6 0	...CVV..BCD.AABCD.HJB.F.HJNNFEKK..FE V96 B99 C98 E97 K99 
6 6 0	...CVV..BCD.AABCD.HJB.F.HJNNFE..KKFE V96 B99 C98 E97 K99 
6 6 0	...CVV..BCDEAABCDE.JB.F.HJNNF.H.KKF. V96 B99 C98 H99 K99 
6 6 0	...CVV..BCDEAABCDEH.B.F.HJNNF..JKKF. V96 B99 C98 J99 K99 
6 6 0	....VV..BCD.AABCDE.JBCFEHJNNF.H.KKF. V96 B99 C99 E99 H99 K99 
6 6 0	....VV..BCD.AABCDEH.BCFEHJNNF..JKKF. V96 B99 C99 E99 J99 K99 
6 6 0	....VV..BCD.AABCD..JBCFEHJNNFEH.KKF. V96 B99 C99 E98 H99 K99 
6 6 0	....VV..BCD.AABCD.H.BCFEHJNNFE.JKKF. V96 B99 C99 E98 J99 K99 
6 6 0	....VV..BCD.AABCD..JBCF.HJNNFEH.KKFE V96 B99 C99 E97 H99 K99 
6 6 0	....VV..BCD.AABCD.H.BCF.HJNNFE.JKKFE V96 B99 C99 E97 J99 K99 
6 6 0	....VV..BCDEAABCDE..BCF.HJNNF.HJKKF. V96 B99 C99 H99 J99 K99 
6 6 0	VV..D...BCD.AABCFE.JBCFEHJNNF.HKK... B99 C99 D99 E99 H99 F99 
6 6 0	VV..D...BCD.AABC.E.JBCFEHJNNF.H.KKF. B99 C99 D99 E99 H99 K99 
6 6 0	VV..D...BCD.AABCFEHJBCFEHJNNF.KK.... B99 C99 D99 E99 F99 K99 
6 6 0	VV..D...BCD.AABCFEHJBCFEHJNNF...KK.. B99 C99 D99 E99 F99 K99 
6 6 0	VV..D...BCD.AABCFEHJBCFEHJNNF....KK. B99 C99 D99 E99 F99 K98 
6 6 0	VV..D...BCD.AABCFEHJBCFEHJNNF.....KK B99 C99 D99 E99 F99 K97 
6 6 0	VV..D...BCD.AABC.EH.BCFEHJNNF..JKKF. B99 C99 D99 E99 J99 K99 
6 6 0	VV..D...BCD.AABCF..JBCFEHJNNFEHKK... B99 C99 D99 E98 H99 F99 
6 6 0	VV..D...BCD.AABC...JBCFEHJNNFEH.KKF. B99 C99 D99 E98 H99 K99 
6 6 0	VV..D...BCD.AABCF.HJBCFEHJNNFEKK.... B99 C99 D99 E98 F99 K99 
6 6 0	VV..D...BCD.AABCF.HJBCFEHJNNFE..KK.. B99 C99 D99 E98 F99 K99 
6 6 0	VV..D...BCD.AABCF.HJBCFEHJNNFE...KK. B99 C99 D99 E98 F99 K98 
6 6 0	VV..D...BCD.AABCF.HJBCFEHJNNFE....KK B99 C99 D99 E98 F99 K97 
6 6 0	VV..D...BCD.AABC..H.BCFEHJNNFE.JKKF. B99 C99 D99 E98 J99 K99 
6 6 0	VV..D...BCD.AABCF..JBCF.HJNNFEHKK..E B99 C99 D99 E97 H99 F99 
6 6 0	VV..D...BCD.AABC...JBCF.HJNNFEH.KKFE B99 C99 D99 E97 H99 K99 
6 6 0	VV..D...BCD.AABCF.HJBCF.HJNNFEKK...E B99 C99 D99 E97 F99 K99 
6 6 0	VV..D...BCD.AABCF.HJBCF.HJNNFE..KK.E B99 C99 D99 E97 F99 K99 
6 6 0	VV..D...BCD.AABCF.HJBCF.HJNNFE...KKE B99 C99 D99 E97 F99 K98 
6 6 0	VV..D...BCD.AABC..H.BCF.HJNNFE.JKKFE B99 C99 D99 E97 J99 K99 
6 6 0	VV..DE..BCDEAABCF..JBCF.HJNNF.HKK... B99 C99 D99 E99 H99 F99 
6 6 0	VV..DE..BCDEAABC...JBCF.HJNNF.H.KKF. B99 C99 D99 E99 H99 K99 
6 6 0	VV..DE..BCDEAABCF.HJBCF.HJNNF.KK.... B99 C99 D99 E99 F99 K99 
6 6 0	VV..DE..BCDEAABCF.HJBCF.HJNNF...KK.. B99 C99 D99 E99 F99 K99 
6 6 0	VV..DE..BCDEAABCF.HJBCF.HJNNF....KK. B99 C99 D99 E99 F99 K98 
6 6 0	VV..DE..BCDEAABCF.HJBCF.HJNNF.....KK B99 C99 D99 E99 F99 K97 
6 6 0	VV..DE..BCDEAABC..H.BCF.HJNNF..JKKF. B99 C99 D99 E99 J99 K99 
6 6 0	VV..D...BCDEAABCFE.JBCF.HJNNF.H.KK.. B99 C99 D99 H99 F99 K99 
6 6 0	VV..D...BCDEAABCFE.JBCF.HJNNF.H..KK. B99 C99 D99 H99 F99 K98 
6 6 0	VV..D...BCDEAABCFE.JBCF.HJNNF.H...KK B99 C99 D99 H99 F99 K97 
6 6 0	VV..D...BCDEAABC.E..BCF.HJNNF.HJKKF. B99 C99 D99 H99 J99 K99 
6 6 0	VV..D...BCDEAABCFEH.BCF.HJNNF..JKK.. B99 C99 D99 J99 F99 K99 
6 6 0	VV..D...BCDEAABCFEH.BCF.HJNNF..J.KK. B99 C99 D99 J99 F99 K98 
6 6 0	VV..D...BCDEAABCFEH.BCF.HJNNF..J..KK B99 C99 D99 J99 F99 K97 
6 6 0	VV......BCD.AABCDE..BCFEHJNNF.HJKKF. B99 C99 E99 H99 J99 K99 
6 6 0	VV......BCD.AABCD...BCFEHJNNFEHJKKF. B99 C99 E98 H99 J99 K99 
6 6 0	VV......BCD.AABCD...BCF.HJNNFEHJKKFE B99 C99 E97 H99 J99 K99 
6 6 0	VV...E..BCDEAABCD...BCF.HJNNF.HJKKF. B99 C99 E99 H99 J99 K99 
6 6 0	VV.CD...BCD.AABCFE.JB.FEHJNNF.H.KK.. B99 D99 E99 H99 F99 K99 
6 6 0	VV.CD...BCD.AABCFE.JB.FEHJNNF.H..KK. B99 D99 E99 H99 F99 K98 
6 6 0	VV.CD...BCD.AABCFE.JB.FEHJNNF.H...KK B99 D99 E99 H99 F99 K97 
6 6 0	VV.CD...BCD.AABC.E..B.FEHJNNF.HJKKF. B99 D99 E99 H99 J99 K99 
6 6 0	VV.CD...BCD.AABCFEH.B.FEHJNNF..JKK.. B99 D99 E99 J99 F99 K99 
6 6 0	VV.CD...BCD.AABCFEH.B.FEHJNNF..J.KK. B99 D99 E99 J99 F99 K98 
6 6 0	VV.CD...BCD.AABCFEH.B.FEHJNNF..J..KK B99 D99 E99 J99 F99 K97 
6 6 0	VV.CD...BCD.AABCF..JB.FEHJNNFEH.KK.. B99 D99 E98 H99 F99 K99 
6 6 0	VV.CD...BCD.AABCF..JB.FEHJNNFEH..KK. B99 D99 E98 H99 F99 K98 
6 6 0	VV.CD...BCD.AABCF..JB.FEHJNNFEH...KK B99 D99 E98 H99 F99 K97 
6 6 0	VV.CD...BCD.AABC....B.FEHJNNFEHJKKF. B99 D99 E98 H99 J99 K99 
6 6 0	VV.CD...BCD.AABCF.H.B.FEHJNNFE.JKK.. B99 D99 E98 J99 F99 K99 
6 6 0	VV.CD...BCD.AABCF.H.B.FEHJNNFE.J.KK. B99 D99 E98 J99 F99 K98 
6 6 0	VV.CD...BCD.AABCF.H.B.FEHJNNFE.J..KK B99 D99 E98 J99 F99 K97 
6 6 0	VV.CD...BCD.AABCF..JB.F.HJNNFEH.KK.E B99 D99 E97 H99 F99 K99 
6 6 0	VV.CD...BCD.AABCF..JB.F.HJNNFEH..KKE B99 D99 E97 H99 F99 K98 
6 6 0	VV.CD...BCD.AABC....B.F.HJNNFEHJKKFE B99 D99 E97 H99 J99 K99 
6 6 0	VV.CD...BCD.AABCF.H.B.F.HJNNFE.JKK.E B99 D99 E97 J99 F99 K99 
6 6 0	VV.CD...BCD.AABCF.H.B.F.HJNNFE.J.KKE B99 D99 E97 J99 F99 K98 
6 6 0	VV.CDE..BCDEAABCF..JB.F.HJNNF.H.KK.. B99 D99 E99 H99 F99 K99 
6 6 0	VV.CDE..BCDEAABCF..JB.F.HJNNF.H..KK. B99 D99 E99 H99 F99 K98 
6 6 0	VV.CDE..BCDEAABCF..JB.F.HJNNF.H...KK B99 D99 E99 H99 F99 K97 
6 6 0	VV.CDE..BCDEAABC....B.F.HJNNF.HJKKF. B99 D99 E99 H99 J99 K99 
6 6 0	VV.CDE..BCDEAABCF.H.B.F.HJNNF..JKK.. B99 D99 E99 J99 F99 K99 
6 6 0	VV.CDE..BCDEAABCF.H.B.F.HJNNF..J.KK. B99 D99 E99 J99 F99 K98 
6 6 0	VV.CDE..BCDEAABCF.H.B.F.HJNNF..J..KK B99 D99 E99 J99 F99 K97 
6 6 0	VV.CD...BCDEAABCFE..B.F.HJNNF.HJKK.. B99 D99 H99 J99 F99 K99 
6 6 0	VV.CD...BCDEAABCFE..B.F.HJNNF.HJ.KK. B99 D99 H99 J99 F99 K98 
