3 0 3	.CCBBBHH.FL..AAFLY...FLYG.DUU.G.DEE. C99 
8 5 3	.CCBBBGHHFL.GAAFLY..DFLY..D.UU.EE... H99 G97 D99 U99 E98 
8 5 3	.CCBBB.HHFL..AAFLYG.DFLYG.D.UU.EE... H99 G99 D99 U99 E98 
8 5 3	.CCBBB.HHFLY.AAFLY..DFL.G.D.UUGEE... H99 Y99 D99 U99 E98 
8 5 3	.CCBBBHH.F..AADFL...DFLYG.UULYG..EE. L99 A99 Y99 D98 U99 
8 5 3	CC.BBBHH.FL.AADFL...DFLYG.UU.YG..EE. C99 A99 D98 Y99 U99 
8 6 2	.CCBBBHH.F..AADF....DFLYG.UULYG.EEL. L98 A99 Y99 D98 U99 E99 
8 5 3	.CCBBB.HHFL.AA.FLY..DFLYG.D.UUGEE... H99 A99 D99 U99 E98 
8 5 3	CC.BBB.HHFL..AAFLY..DFLYG.D.UUGEE... C99 H99 D99 U99 E98 
8 5 3	.CCBBB.HHFL.AADFL...DFLYG.UU.YG..EE. H99 A99 Y99 D98 U99 
8 6 2	CCBBBYGHHFLYGAAFL....FL...DUU...D.EE C99 B99 H99 Y98 G97 E99 
8 5 3	.CCBBB.HHFLYAA.FLY..DFL.G.DUU.G..EE. H99 A99 Y95 D99 
8 5 3	.CCBBBHH.F..AADFL...DFLYGUU.LYG..EE. L99 A99 Y99 D98 U98 
8 6 2	CCBBBY.HHFLYAA.FL....FL.G.DUU.G.D.EE C99 B99 H99 A99 Y98 E99 
8 5 3	.CCBBBHH..LYGAAFLYG.DFL...DFUU...EE. F99 Y99 G98 D99 U99 
8 4 4	.CCBBBHHDFLYAADFLY...FL.G..UU.G...EE A99 Y99 D97 E99 
8 6 2	CCBBBY.HHFLY.AAFL.G..FL.G.DUU...D.EE C99 B99 H99 Y98 G99 E99 
8 6 2	CCBBBYHH.FLYAA.FL.G..FL.G.D.UU..DEE. C99 B99 A99 Y98 G99 U99 
8 6 2	CCBBBY.HHFLYGAAFL.G..FL...DUU...D.EE C99 B99 H99 Y98 G98 E99 
8 6 2	CCBBBYHH.FLY.AAFL...DFL.G.D.UUGEE... C99 B99 Y98 D99 U99 E98 
8 5 3	GCCBBBGHHFL.AA.FLY..DFLY..DUU.....EE H99 A99 G96 D99 E99 
8 5 3	CC.BBBHH.FL.GAAFLYG..FLY..DUU.EED... C99 G98 D98 E97 
8 5 3	CC.BBB.HHFL.GAAFLYG.DFLY..DUU.EE.... C99 H99 G98 D99 E97 
8 4 4	CC.BBBHHDFL.AADFLY...FLYGUU...G..EE. C99 A99 D97 U98 
8 5 3	GCCBBBGHHFLYAA.FLY...FL...DUU...D.EE H99 A99 Y99 G96 E99 
8 6 2	CCBBBY.HHFLYGAAFL.G..FL...D.UU..DEE. C99 B99 H99 Y98 G98 U99 
8 5 3	CCDBBBHHDFL..AAFLY...FLYG..UU.G.EE.. C99 A98 D96 E99 
8 5 3	.CCBBBHH..LY.AAFLY..DFL.G.DFUUGEE... F99 Y99 D99 U99 E98 
8 5 3	GCCBBBGHHFLY.AAFLY...FL...DUU...D.EE H99 Y97 G96 E99 
8 5 3	.CCBBBHH..L.AA.FLY..DFLYG.DFUUGEE... F99 A99 D99 U99 E98 
8 6 2	CCBBBY.HHFLYGAAFL.G.DFL...DUU....EE. C99 B99 H99 Y98 G98 D99 
8 5 3	.CCBBB..HHL..AAFLY..DFLYG.DFUUGEE... H98 F99 D99 U99 E98 
8 5 3	.CCBBBHH.FLYAA.FLY..DFL.G.DUU.G...EE A99 Y97 D99 E99 
8 5 3	.CCBBB.HH.L..AAFLY..DFLYG.DFUUGEE... H99 F99 D99 U99 E98 
8 5 3	CC.BBBHH..L..AAFLY..DFLYG.DFUUGEE... C99 F99 D99 U99 E98 
8 5 3	CC.BBB.HHFL.GAAFLYG.DFLY..DUU..EE... C99 H99 G98 D99 E98 
8 5 3	CCDBBBHHDFL.AA.FLY...FLYGUU...G...EE C99 A99 D96 U98 E99 
8 4 4	GCCBBBGHHFL.AADFLY..DFLY...UU....EE. H99 A99 G96 D98 
8 5 3	CCBBB.HH.FL.AA.FLYG..FLYG.DUU...D.EE C99 B99 A99 G99 E99 
8 6 2	CCBBBYHH.FLYGAAFL.G.DFL...DUU.....EE C99 B99 Y98 G98 D99 E99 
8 6 2	CCBBBYHH.FLY.AAFL.G.DFL.G.DUU.....EE C99 B99 Y98 G99 D99 E99 
8 6 2	.CCBBBGHHFL.GAAFL....FL...DUUYEED..Y H99 Y98 G97 D98 E97 
8 5 3	CCDBBBHHDFL.AA.FLY...FLYGUU...GEE... C99 A99 D96 U98 E98 
8 6 2	CCBBBYHH.FLYAA.FL...DFL.G.DUU.G...EE C99 B99 A99 Y98 D99 E99 
8 6 2	CCDBBBHHD.L.AA..LY...FLYGUUF..GEEF.. C99 F98 A99 D96 U98 E98 
8 6 2	CCBBBY.HHFLY.AAFL...DFL.G.DUU.G...EE C99 B99 H99 Y98 D99 E99 
8 7 1	CCDBBBHHD...AA...Y...FLYGUUFL.GEEFL. C99 F98 L98 A99 D96 U98 E98 
8 7 1	CCDBBBHHD.L.AA..L....FLYGUUF.YGEEF.. C99 F98 A99 Y99 D96 U98 E98 
8 7 1	CCDBBBHHD.L.AA..L....FL.GUUF.YGEEF.Y C99 F98 A99 Y98 D96 U98 E98 
8 8 0	CCDBBBHHD...AA.......FLYGUUFLYGEEFL. C99 F98 L98 A99 Y99 D96 U98 E98 
8 8 0	CCDBBBHHD...AA.......FL.GUUFLYGEEFLY C99 F98 L98 A99 Y98 D96 U98 E98 
8 5 3	.CCBBBHH.FL.AADFL...DFL.GUU..YGEE..Y A99 Y98 D98 U98 E98 
8 6 2	CC.BBBHH.FL.GAAFL.G..FL...DUUYEED..Y C99 G98 D98 Y98 E97 
8 6 2	CCBBB.HH.FL.GAAFL.G.DFL...DUUYEE...Y C99 B99 G98 D99 Y98 E97 
8 5 3	CC.BBB.HHFLYGAAFLYG..FL...D.UU..DEE. C99 H99 Y99 G98 U99 
8 5 3	CC.BBBHH.FL..AAFLYG.DFLYG.D.UU..EE.. C99 D99 G99 U99 E99 
8 5 3	.CCBBBHH.FLY.AAFLYG.DFL.G.D.UUEE.... Y99 G99 D99 U99 E97 
8 5 3	.CCBBBGHHFLYGAAFLY..DFL...D.UU...EE. H99 Y99 G97 D99 U99 
8 5 3	.CCBBBHH.FL.AA.FLYG.DFLYG.D.UUEE.... A99 G99 D99 U99 E97 
8 5 3	.CCBBBHH..L..AAFLYG.DFLYG.DFUUEE.... F99 G99 D99 U99 E97 
8 5 3	.CCBBB.HH.LYGAAFLYG..FL...DFUU..DEE. H99 F99 Y99 G98 U99 
8 5 3	GCCBBBGHHFL.AA.FLY..DFLY..DUU..EE... H99 A99 G96 D99 E98 
8 5 3	.CCBBB.HHFL..AAFLYG.DFLYG.D.UUEE.... H99 G99 D99 U99 E97 
8 5 3	CC.BBBHH.FL..AAFLYG.DFLYG.D.UUEE.... C99 G99 D99 U99 E97 
8 6 2	.CCBBB.HHFL.GAAFL.G..FL...DUUYEED..Y H99 Y98 G98 D98 E97 
8 6 2	GCCBBBGHHFL.AA.FL...DFL...DUUYEE...Y H99 A99 Y98 G96 D99 E97 
8 5 3	CC.BBBHH.FLY.AAFLYG.DFL.G.D.UU...EE. C99 Y99 D99 G99 U99 
8 5 3	CCBBB.HH.FL..AAFLYG.DFLYG.D.UU...EE. C99 B99 D99 G99 U99 
8 6 2	CC.BBB.HHFL.GAAFL.G.DFL...DUUYEE...Y C99 H99 G98 D99 Y98 E97 
8 5 3	CCBBB.HH.FLY.AAFLYG..FL.G.DUU...D.EE C99 B99 Y99 G99 E99 
8 6 2	.CCBBB.HHFL.AA.FL.G.DFLYG.DUUY..EE.. H99 A99 Y99 G99 D99 E99 
8 4 4	.CCBBBHHDFL.AADFLY...FLYGUU...GEE... A99 D97 U98 E98 
8 4 4	.CCBBBHHDFL.AADFLY...FLYG.UU..GEE... A99 D97 U99 E98 
8 5 3	CC.BBBHH.FL.AA.FLYG.DFLYG.D.UU...EE. C99 A99 D99 G99 U99 
8 6 2	.CCBBBHH..L..AA.LYG..FLYG.DFUUEEDF.. F98 G99 D98 U99 E97 
8 4 4	.CCBBBHHDFL.AADFLYG..FLYG..UU..EE... A99 G99 D97 E98 
8 4 4	.CCBBBHHDFLYAADFLY...FL.G..UU.GEE... A99 Y99 D97 E98 
8 6 2	GCCBBBGHHFL..AAFL....FL...DUUYEED..Y H99 Y98 G96 D98 E97 
8 4 4	CC.BBBHHDFL.AADFLY...FLYG..UU.GEE... C99 D97 A99 E98 
8 5 3	CCDBBBHHDFL.AA.FLY...FLYG...UUGEE... C99 A99 D96 U99 E98 
8 5 3	CCDBBBHHDFL..AAFLY...FLYG..UU.GEE... C99 A98 D96 E98 
8 6 2	CC.BBBHH.FL.AA.FL.G.DFL.G.DUUY..EE.Y C99 A99 G99 D99 Y98 E99 
8 5 3	CCDBBBHHDFL.AA.FLYG..FLYG..UU..EE... C99 A99 G99 D96 E98 
8 5 3	.CCBBB.HH.L.AA.FLY..DFLYG.DFUUG..EE. H99 F99 A99 D99 U99 
8 5 3	CC.BBBHH..L..AAFLYG.DFLYG.DFUU...EE. C99 F99 D99 G99 U99 
8 6 2	GCCBBBGHHFL.AA.FL...DFLY..DUUY....EE H99 A99 Y99 G96 D99 E99 
8 5 3	CCBBB.HH.FLY.AAFLY...FL.G.D.UUG.D.EE C99 B99 Y99 U99 E99 
8 6 2	.CCBBBHH.FL.AA.FL.G..FLYG.DUUYEED... A99 Y99 G99 D98 E97 
8 5 3	GCCBBBGHHFL..AAFLY..DFLY..D.UUEE.... H99 G96 D99 U99 E97 
8 5 3	CCBBB.HH.FL.AA.FLY...FLYG.D.UUG.D.EE C99 B99 A99 U99 E99 
8 5 3	CCBBB.HH..L..AAFLY...FLYG.DFUUG.D.EE C99 B99 F99 U99 E99 
8 5 3	.CCBBB.HH.L..AAFLY..DFLYG.DFUUG.EE.. H99 F99 D99 U99 E99 
8 5 3	CCBBB..HHFL..AAFLY...FLYG.D.UUG.D.EE C99 B99 H99 U99 E99 
8 5 3	CC.BBBHH.FL.AA.FLYG.DFLYG.DUU.....EE C99 A99 G99 D99 E99 
8 5 3	CCBBB.HH.FL..AAFLYG.DFLYG.DUU.....EE C99 B99 G99 D99 E99 
8 5 3	.CCBBB.HHFLYAA.FLY..DFL.G.D.UUG..EE. H99 A99 Y99 D99 U99 
8 5 3	CC.BBBHH.FLY.AAFLYG..FL.G.D.UU..D.EE C99 Y99 G99 U99 E99 
8 5 3	.CCBBBHH.FL.AADFL...DFL.G.UU.YG.EE.Y A99 Y98 D98 U99 E99 
8 5 3	CC.BBBHH.FL.AA.FLYG..FLYG.D.UU..D.EE C99 A99 G99 U99 E99 
8 5 3	CC.BBBHH..L..AAFLYG..FLYG.DFUU..D.EE C99 F99 G99 U99 E99 
8 5 3	.CCBBBGHHFL.GAAFLY..DFLY..D.UUEE.... H99 G97 D99 U99 E97 
8 6 2	CC.BBB.HHFL..AAFL.G.DFLYG.DUUYEE.... C99 H99 G99 D99 Y99 E97 
8 5 3	CCBBB.HH.FL..AAFLYG..FLYG.D.UU..D.EE C99 B99 G99 U99 E99 
8 5 3	.CCBBB.HH.LY.AAFLYG..FL.G.DFUU..DEE. H99 F99 Y99 G99 U99 
8 5 3	.CCBBB.HH.L.GAAFLYG.DFLY..DFUU...EE. H99 F99 G98 D99 U99 
8 5 3	.CCBBB.HHFLYAA.FLYG..FL.G.D.UU..DEE. H99 A99 Y99 G99 U99 
8 5 3	.CCBBB.HH.L.AA.FLYG..FLYG.DFUU..DEE. H99 F99 A99 G99 U99 
8 6 2	CC.BBBHH.FL.AA.FL.G.DFLYG.DUUYEE.... C99 A99 G99 D99 Y99 E97 
8 5 3	.CCBBBHH..L..AAFLYG.DFLYG.DFUU..EE.. F99 G99 D99 U99 E99 
8 5 3	.CCBBBHH..LYAA.FLY..DFL.G.DFUUG..EE. F99 A99 Y99 D99 U99 
8 5 3	CCDBBBHHDFLYAA.FLY...FL.G..UU.G.EE.. C99 A99 Y99 D96 E99 
8 5 3	CC.BBB.HHFL.AA.FLY..DFLYG.D.UUG..EE. C99 H99 A99 D99 U99 
8 5 3	.CCBBBHH.FL.AA.FLYG..FLYG.DUU.EED... A99 G99 D98 E97 
8 5 3	CC.BBB.HHFL.AA.FLYG..FLYG.D.UU..DEE. C99 H99 A99 G99 U99 
8 5 3	CC.BBB.HHFLYAA.FLY...FL.G.D.UUG.DEE. C99 H99 A99 Y99 U99 
8 5 3	.CCBBB..HHL.GAAFLYG.DFLY..DFUU...EE. H98 F99 G98 D99 U99 
8 5 3	.CCBBBHH..LY.AAFLYG.DFL.G.DFUU...EE. F99 Y99 G99 D99 U99 
8 5 3	CCBBB..HHFL.AA.FLY...FLYG.D.UUG.DEE. C99 B99 H99 A99 U99 
8 6 2	.CCBBB.HHFL.AA.FL.G.DFL.G.DUUY.EE..Y H99 A99 Y98 G99 D99 E98 
8 5 3	CC.BBBHH..L.GAAFLYG.DFLY..DFUU...EE. C99 G98 F99 D99 U99 
8 6 2	CC.BBB.HHFL.AA.FL...DFL.G.DUUYGEE..Y C99 H99 A99 D99 Y98 E98 
8 5 3	.CCBBB..HHLY.AAFLY..DFL.G.DFUUG..EE. H98 F99 Y99 D99 U99 
8 5 3	.CCBBBHH..L.AA.FLYG.DFLYG.DFUU...EE. F99 A99 G99 D99 U99 
8 5 3	.CCBBB..HHL..AAFLYG.DFLYG.DFUU...EE. H98 F99 G99 D99 U99 
8 5 3	.CCBBB.HHFL.AA.FLYG.DFLYG.DUU..EE... H99 A99 G99 D99 E98 
8 4 4	CC.BBBHHDFL.AADFLYG..FLYG..UU....EE. C99 A99 G99 D97 
8 5 3	.CCBBB.HHFL.AA.FLYG.DFLYG.DUU...EE.. H99 A99 G99 D99 E99 
8 5 3	.CCBBB.HHFL.AA.FLYG.DFLYG.D.UU...EE. H99 A99 G99 D99 U99 
8 4 4	CC.BBBHH.FL.AADFLYG.DFLYG..UU....EE. C99 A99 G99 D98 
8 5 3	.CCBBB.HHFLYAA.FLYG.DFL.G.DUU....EE. H99 A99 Y99 G99 D99 
8 5 3	GCCBBBG.HHL..AAFLY..DFLY..DFUU...EE. H98 F99 G96 D99 U99 
8 5 3	CC.BBB.HHFL.AA.FLYG.DFLYG.DUU....EE. C99 H99 A99 G99 D99 
8 5 3	.CCBBB.HHFL.GAAFLYG.DFLY..D.UU....EE H99 G98 D99 U99 E99 
8 5 3	CCDBBBHHDFL.AA.FLYG..FLYG..UU...EE.. C99 A99 G99 D96 E99 
8 6 2	.CCBBBHH.F..AADF....DFL.GUU.LYG.EELY L98 A99 Y98 D98 U98 E99 
8 6 2	.CCBBB.HHFL.AA.FL.G.DFL.G.DUUY..EE.Y H99 A99 Y98 G99 D99 E99 
8 5 3	CCBBB.HH.FL.AADFL...DFLYG..UUYG..EE. C99 B99 A99 Y99 D98 
8 5 3	CC.BBB.HHFL.AA.FLYG..FLYG.DUU...D.EE C99 H99 A99 G99 E99 
8 5 3	.CCBBB..HHL.AA.FLY..DFLYG.DFUUG..EE. H98 F99 A99 D99 U99 
8 6 2	CCDBBBHHDFL.AA.FL....FLYGUU..YG.EE.. C99 A99 Y99 D96 U98 E99 
8 6 2	CCDBBBHHDFL.AA.FL....FLYG.UU.YGEE... C99 A99 Y99 D96 U99 E98 
8 5 3	CC.BBBGHHFL.GAAFLY..DFLY..D.UU...EE. C99 G97 H99 D99 U99 
8 6 2	CCBBBYHH..LYAA.FL....FL.G.DFUUG.DEE. C99 B99 F99 A99 Y98 U99 
8 5 3	.CCBBBHHDFL.AADFL....FLYG.UU.YGEE... A99 Y99 D97 U99 E98 
8 5 3	CCDBBBHHDFL..AAFLYG..FLYG..UU....EE. C99 A98 G99 D96 
8 5 3	.CCBBBHHDFL.AADFL....FLYG.UU.YG.EE.. A99 Y99 D97 U99 E99 
8 5 3	.CCBBBHHDFL.AADFL.G..FLYG.UU.Y...EE. A99 Y99 G99 D97 U99 
8 6 2	CCDBBBHHDFL.AA.FL....FLYGUU..YGEE... C99 A99 Y99 D96 U98 E98 
8 5 3	.CCBBBHHDF..AADFL....FLYG.UULYG..EE. L99 A99 Y99 D97 U99 
8 5 3	CC.BBBHHDFL.AADFL....FLYG.UU.YG..EE. C99 D97 A99 Y99 U99 
8 5 3	CC.BBBHHDFL.AADFL.G..FLYG..UUY...EE. C99 A99 Y99 G99 D97 
8 5 3	CC.BBBHH.FLYGAAFLYG..FL...D.UU..D.EE C99 G98 Y99 U99 E99 
8 6 2	CCDBBBHHDFL.AA.FL....FLYG.UU.YG.EE.. C99 A99 Y99 D96 U99 E99 
8 6 2	CCDBBBHHDFL..AAFL....FLYG..UUYG.EE.. C99 A98 Y99 D96 E99 
8 5 3	CC.BBBHH..L.GAAFLYG..FLY..DFUU..D.EE C99 F99 G98 U99 E99 
8 5 3	CCBBB.HHDFL.AADFL....FLYG..UUYG..EE. C99 B99 A99 Y99 D97 
8 5 3	CC.BBB.HHFL.GAAFLYG..FLY..D.UU..D.EE C99 H99 G98 U99 E99 
8 5 3	CCBBB.HH.FL.GAAFLYG..FLY..D.UU..D.EE C99 B99 G98 U99 E99 
8 6 2	.CCBBB.HHFL.AA.FL.G.DFLYG.DUUY....EE H99 A99 Y99 G99 D99 E99 
8 5 3	.CCBBBHH.FLY.AAFLYG.DFL.G.D.UU.EE... Y99 G99 D99 U99 E98 
8 5 3	CC.BBBHH.FL..AAFLYG..FLYG.DUU.EED... C99 G99 D98 E97 
8 6 2	CC.BBBHH.FL.AA.FL.G.DFLYG.DUUY....EE C99 A99 G99 D99 Y99 E99 
8 5 3	CC.BBB.HHFLY.AAFLYG..FL.G.DUU...D.EE C99 H99 Y99 G99 E99 
8 6 2	CCDBBBHHDFL.AA.FL.G..FLYG..UUY..EE.. C99 A99 Y99 G99 D96 E99 
8 6 2	CC.BBB.HHFL.GAAFL.G.DFL...DUUY..EE.Y C99 H99 D99 G98 Y98 E99 
8 6 2	CC.BBB.HHFL..AAFL.G.DFL.G.DUUY..EE.Y C99 H99 D99 G99 Y98 E99 
8 6 2	CCDBBBHHDFL.AA.FL.G..FLYG..UUY.EE... C99 A99 Y99 G99 D96 E98 
8 6 2	CC.BBB.HHFL.AA.FL...DFL.G.DUUYG.EE.Y C99 H99 A99 D99 Y98 E99 
8 5 3	.CCBBBHHDFL.AADFL.G..FL.GUU..Y...EEY A99 Y98 G99 D97 U98 
8 6 2	CCDBBBHHDF..AA.F.Y...FLYGUU.L.G.EEL. C99 L98 A99 D96 U98 E99 
8 5 3	.CCBBBHH.FLYAA.FLYG.DFL.G.D.UU...EE. A99 Y99 G99 D99 U99 
8 7 1	CCDBBBHHDF..AA.F.....FL.GUU.LYG.EELY C99 L98 A99 Y98 D96 U98 E99 
8 6 2	CC.BBB.HHFL.GAAFL.G.DFLY..DUUY..EE.. C99 H99 Y99 G98 D99 E99 
8 6 2	CCDBBBHHDFL..AAFL....FLYG..UUYGEE... C99 A98 Y99 D96 E98 
8 6 2	CC.BBB.HHFL..AAFL.G.DFLYG.DUUY..EE.. C99 H99 Y99 G99 D99 E99 
8 6 2	CCBBB..HHFL..AAFL...DFLYG.DUUYG.EE.. C99 B99 H99 Y99 D99 E99 
8 5 3	.CCBBB..HHL..AAFLY..DFLYG.DFUUG.EE.. H98 F99 D99 U99 E99 
8 5 3	.CCBBB.HHFL.AA.FLYG.DFLYG.DUU.....EE H99 A99 G99 D99 E99 
8 5 3	.CCBBB.HHFL.AADFL.G.DFLYG..UUY...EE. H99 A99 Y99 G99 D98 
8 5 3	CC.BBBHH.FL.AA.FLYG.DFLYG.DUU.EE.... C99 A99 G99 D99 E97 
8 5 3	.CCBBBGHH.L.GAAFLY..DFLY..DFUU...EE. H99 F99 G97 D99 U99 
8 6 2	CC.BBB.HHFL.AA.FL...DFLYG.DUUYG.EE.. C99 H99 A99 Y99 D99 E99 
8 5 3	.CCBBBHHDFL.AADFL.G..FL.G.UU.Y...EEY A99 Y98 G99 D97 U99 
8 6 2	CCBBB.HH.FL.AA.FL...DFLYG.DUUYG.EE.. C99 B99 A99 Y99 D99 E99 
8 5 3	.CCBBBGHH.LYGAAFLY...FL...DFUU..DEE. H99 F99 Y99 G97 U99 
8 5 3	CC.BBB.HHFL.GAAFLYG.DFLY..D.UU...EE. C99 H99 G98 D99 U99 
8 5 3	.CCBBBHH.FLYAA.FLY..DFL.G.D.UUG.EE.. A99 Y99 D99 U99 E99 
8 5 3	.CCBBB.HH.LY.AAFLY..DFL.G.DFUUG..EE. H99 F99 Y99 D99 U99 
8 5 3	.CCBBBHH..L.AA.FLY..DFLYG.DFUUG.EE.. F99 A99 D99 U99 E99 
8 5 3	GCCBBBGHHFL.AADFL...DFL....UUY...EEY H99 A99 Y98 G96 D98 
8 5 3	.CCBBB.HHFL.AA.FLY..DFLYG.D.UUG.EE.. H99 A99 D99 U99 E99 
8 5 3	CC.BBBGHHFL.GAAFLY..DFLY..DUU.EE.... C99 G97 H99 D99 E97 
8 5 3	CC.BBBHH.FL.AA.FLY..DFLYG.D.UUG.EE.. C99 A99 D99 U99 E99 
8 5 3	CCDBBBHHDFLYAA.FLY...FL.G...UUG..EE. C99 A99 Y99 D96 U99 
8 6 2	CCBBB.HH.FL.GAAFL.G.DFL...DUUY.EE..Y C99 B99 G98 D99 Y98 E98 
8 5 3	.CCBBBGHHFL.GAAFLY...FLY..DUU.EED... H99 G97 D98 E97 
8 6 2	CCBBB..HHFL..AAFL...DFL.G.DUUYG.EE.Y C99 B99 H99 D99 Y98 E99 
8 6 2	CCBBB.GHHFL.GAAFL...DFL...DUUY...EEY C99 B99 H99 G97 D99 Y98 
8 5 3	CC.BBB.HHFL..AAFLYG.DFLYG.D.UU...EE. C99 H99 G99 D99 U99 
8 5 3	CC.BBBHH.FLYAA.FLYG..FL.G.D.UU..DEE. C99 A99 Y99 G99 U99 
8 6 2	CCBBB..HHFL.GAAFL.G.DFL...DUUY...EEY C99 B99 H99 G98 D99 Y98 
8 5 3	GCCBBBGHH.LY.AAFLY...FL...DFUU..DEE. H99 F99 Y99 G96 U99 
8 5 3	CC.BBB.HH.L..AAFLY..DFLYG.DFUUG..EE. C99 H99 F99 D99 U99 
8 5 3	CC.BBBGHH.L.GAAFLY...FLY..DFUU..DEE. C99 H99 F99 G97 U99 
8 5 3	CC.BBB.HH.L.GAAFLYG..FLY..DFUU..DEE. C99 H99 F99 G98 U99 
8 5 3	CCDBBBHHDFL.AA.FLYG..FLYG...UU...EE. C99 A99 G99 D96 U99 
8 5 3	CC.BBB.HH.L..AAFLYG..FLYG.DFUU..DEE. C99 H99 F99 G99 U99 
8 5 3	CC.BBB.HH.LY.AAFLY...FL.G.DFUUG.DEE. C99 H99 F99 Y99 U99 
8 5 3	CCBBB..HH.L..AAFLY...FLYG.DFUUG.DEE. C99 B99 H99 F99 U99 
8 5 3	.CCBBBHH..LYAA.FLYG..FL.G.DFUU..DEE. F99 A99 Y99 G99 U99 
8 5 3	.CCBBB..HHLYGAAFLYG..FL...DFUU..DEE. H98 F99 Y99 G98 U99 
8 5 3	CC.BBB..HHL..AAFLY..DFLYG.DFUUG..EE. C99 H98 F99 D99 U99 
8 5 3	CC.BBBG.HHL.GAAFLY...FLY..DFUU..DEE. C99 H98 F99 G97 U99 
8 5 3	CCBBB.HH.FL..AAFLYG.DFLYG.DUU.EE.... C99 B99 G99 D99 E97 
8 5 3	CC.BBB..HHL.GAAFLYG..FLY..DFUU..DEE. C99 H98 F99 G98 U99 
8 5 3	CC.BBB..HHL..AAFLYG..FLYG.DFUU..DEE. C99 H98 F99 G99 U99 
8 5 3	.CCBBB..HHLY.AAFLYG..FL.G.DFUU..DEE. H98 F99 Y99 G99 U99 
8 5 3	.CCBBBHH.FL.AADFL.G.DFL.G.UU.Y...EEY A99 Y98 G99 D98 U99 
8 5 3	.CCBBB..HHLYAA.FLY...FL.G.DFUUG.DEE. H98 F99 A99 Y99 U99 
8 5 3	.CCBBB.HH.LYAA.FLY...FL.G.DFUUG.DEE. H99 F99 A99 Y99 U99 
8 5 3	CC.BBB..HHLY.AAFLY...FL.G.DFUUG.DEE. C99 H98 F99 Y99 U99 
8 5 3	CCBBB...HHL..AAFLY...FLYG.DFUUG.DEE. C99 B99 H98 F99 U99 
8 5 3	CCDBBBHHDFL..AAFLY...FLYG...UUG..EE. C99 A98 D96 U99 
8 6 2	CCBBB.HH.FL.AA.FL...DFL.G.DUUYG.EE.Y C99 B99 A99 D99 Y98 E99 
8 6 2	CCBBB..HHFL.AA.FL...DFL.G.DUUYG..EEY C99 B99 H99 A99 D99 Y98 
8 5 3	.CCBBBHH.F..AADFL...DFL.G.UULYG..EEY L99 A99 Y98 D98 U99 
8 6 2	.CCBBBGHHFL.GAAFL....FLY..DUUYEED... H99 Y99 G97 D98 E97 
8 7 1	CCBBBYHH..LY.AA.L...DFL.G.DFUUGEEF.. C99 B99 Y98 D99 F98 U99 E98 
8 6 2	CC.BBBGHHFL.GAAFL...DFLY..DUUYEE.... C99 G97 H99 D99 Y99 E97 
8 5 3	CCDBBBHHD.L.AA.FLY...FLYG..FUUG..EE. C99 A99 F99 D96 U99 
8 4 4	.CCBBBHHDFL.AADFLY...FLYGUU...G.EE.. A99 D97 U98 E99 
8 5 3	GCCBBBG.HHLY.AAFLY...FL...DFUU..DEE. H98 F99 Y99 G96 U99 
8 4 4	.CCBBBHHDFL.AADFLY...FLYG.UU..G.EE.. A99 D97 U99 E99 
8 5 3	CC.BBBHH..L.AA.FLY..DFLYG.DFUUG..EE. C99 A99 F99 D99 U99 
8 5 3	.CCBBBHHDF..AADF.Y...FLYG.UUL.G.EEL. L98 A99 D97 U99 E99 
8 5 3	CC.BBBGHHFLYGAAFLY...FL...D.UU..DEE. C99 G97 H99 Y99 U99 
8 6 2	.CCBBBHHDF..AADF.....FL.G.UULYG.EELY L98 A99 Y98 D97 U99 E99 
8 5 3	CC.BBBHH..L.AA.FLYG..FLYG.DFUU..DEE. C99 A99 F99 G99 U99 
8 4 4	.CCBBBHHDF..AADFLY...FLYGUU.L.G..EE. L99 A99 D97 U98 
8 4 4	.CCBBBHHD.L.AADFLY...FLYGUUF..G..EE. F99 A99 D97 U98 
8 5 3	CC.BBBHH..LYAA.FLY...FL.G.DFUUG.DEE. C99 A99 F99 Y99 U99 
8 5 3	CC.BBB..HHL.AA.FLY...FLYG.DFUUG.DEE. C99 H98 A99 F99 U99 
8 4 4	.CCBBBHHDF..AADFLY...FLYG.UUL.G..EE. L99 A99 D97 U99 
8 5 3	CC.BBB.HH.L.AA.FLY...FLYG.DFUUG.DEE. C99 H99 A99 F99 U99 
8 4 4	.CCBBBHHDFL.AADFLYG..FLYG...UU...EE. A99 G99 D97 U99 
8 5 3	CCBBB.HH..L.AA.FLY...FLYG.DFUUG.DEE. C99 B99 A99 F99 U99 
8 6 2	.CCBBBHH..LYGAA.LYG.DFL...DFUU...FEE F98 Y99 G98 D99 U99 E99 
8 5 3	GCCBBBGHHFLY.AAFLY..DFL...D.UU...EE. H99 Y99 G96 D99 U99 
8 6 2	.CCBBB.HHFL..AAFL.G..FLYG.DUUYEED... H99 Y99 G99 D98 E97 
8 6 2	CC.BBBHH..L.GAA.LYG.DFLY..DFUU.EEF.. C99 D99 F98 G98 U99 E98 
8 6 2	.CCBBBHH..L.G.AALYG.DFLY..DFUU...FEE F98 A99 G98 D99 U99 E99 
8 6 2	.CCBBB..HHL.GAA.LYG.DFLY..DFUU...FEE H98 F98 G98 D99 U99 E99 
8 6 2	.CCBBB.HH.L.GAA.LYG.DFLY..DFUU...FEE H99 F98 G98 D99 U99 E99 
