9 0 9	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
14 8 6	.B.C.E.B.CDEAA..DEHHH.D.S.VG..S.VGWW S97 C99 E99 A99 H98 G99 W99 
14 8 6	.B.CDE.B.CDEAA..DE.HHH..S.VG..S.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
14 8 6	...C.E.B.CDE.BAADE.HHHD.S.VG..S.VGWW B99 C99 E99 A99 H99 S97 G99 W99 
14 8 6	...CD.S..CDESAA.DE..HHHE.BVG...BVGWW B96 C99 D99 A98 H98 G99 W99 
14 8 6	.B.C.E.B.CDE..AADEHHH.D.S.VG..S.VGWW S97 C99 E99 A99 H98 G99 W99 
14 8 6	.B.C...B.CDE..AADEHHHGDES.VG..S.V.WW S97 C99 A99 H98 G98 W99 
14 8 6	...CDES..CDES.AADE..HHH..BVG...BVGWW B96 C99 D99 E99 A99 H98 G99 W99 
14 8 6	...CD....CDE..AADE..HHHESBVG..SBVGWW B96 C99 D99 S97 A99 H98 G99 W99 
14 5 9	SB....SB.CD..AACDEHHHGDE..VG.E..V.WW S99 C98 E99 W99 
14 8 6	...CD....CDE..AADES.HHHESBVG...BVGWW B96 C99 D99 S98 A99 H98 G99 W99 
14 8 6	.B.C.E.B.CDE.AA.DEHHHGD.S.VG..S.V.WW S97 C99 E99 H98 G98 W99 
14 8 6	.B.CD..B.CDE.AA.DEHHHG.ES.VG..S.V.WW S97 C99 D99 H98 G98 W99 
14 8 6	.B.C...B.CD..AA.DEHHHGDES.VG.ES.V.WW S97 C99 E99 H98 G98 W99 
14 5 9	SB....SB.CDEAA.CDEHHHGDE..VG....V.WW S99 C98 A99 W99 
14 8 6	.B.C...B.C.E.AA.DEHHHGDES.VGD.S.V.WW S97 C99 D99 H98 G98 W99 
14 8 6	.B.CDE.B.CDE.AA.DE..VHHHS.VG..S..GWW S97 C99 D99 E99 H97 G99 V99 W99 
14 8 6	SB.CDESB.CDE.AA.DE..VHHH..VG.....GWW S99 C99 D99 E99 H97 G99 V99 W99 
14 8 6	...CD....CDES.AADESBHHHE.BVG....VGWW B97 C99 D99 S99 A99 H98 G99 W99 
14 8 6	.B.CDE.B.CDES.AADES.HHH...VG....VGWW S99 C99 D99 E99 A99 H98 G99 W99 
14 8 6	.B.CDE.B.CDE.AA.DES.VHHHS.VG.....GWW S98 C99 D99 E99 H97 G99 V99 W99 
14 8 6	.B.CDE.B.CDESAA.DES.VHHH..VG.....GWW S99 C99 D99 E99 H97 G99 V99 W99 
14 8 6	...CD....CDE..AADESBHHHESBVG....VGWW B97 C99 D99 S98 A99 H98 G99 W99 
14 8 6	...CD....CDES.AADES.HHHE.BVG...BVGWW B96 C99 D99 S99 A99 H98 G99 W99 
14 5 9	SB...ESB.CDE.AACDEHHHGD...VG....V.WW S99 C98 E99 W99 
14 8 6	...CD....CDESBAADESBHHHE..VG....VGWW B98 C99 D99 S99 A99 H98 G99 W99 
14 8 6	...CD..B.CDESBAADES.HHHE..VG....VGWW B99 C99 D99 S99 A99 H98 G99 W99 
14 8 6	.B.CD..B.CD...AADES.HHHES.VG.E..VGWW S98 C99 D99 E99 A99 H98 G99 W99 
14 8 6	.B.C.E.B.C.EAA..DESHHHD.S.VGD...VGWW S98 C99 D99 E99 A99 H99 G99 W99 
14 8 6	.B.CD..B.CD.S.AADES.HHHE..VG.E..VGWW S99 C99 D99 E99 A99 H98 G99 W99 
14 8 6	SB.CD.SB.CD...AADE..HHHE..VG.E..VGWW S99 C99 D99 E99 A99 H98 G99 W99 
14 8 6	...CD.S..CD.S.AADE..HHHE.BVG.E.BVGWW B96 C99 D99 A99 E99 H98 G99 W99 
14 8 6	...CD.S..CD.S.AADE.BHHHE.BVG.E..VGWW B97 C99 D99 A99 E99 H98 G99 W99 
14 8 6	...CD.S..CD.SBAADE.BHHHE..VG.E..VGWW B98 C99 D99 A99 E99 H98 G99 W99 
14 8 6	...C...B.C.E.BAADE.HHHDES.VGD.S.VGWW B99 C99 A99 D99 H99 S97 G99 W99 
14 8 6	...CD.SB.CD.SBAADE..HHHE..VG.E..VGWW B99 C99 D99 A99 E99 H98 G99 W99 
14 8 6	.B.CD..B.CD...AADE.HHH.ES.VG.ES.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
14 8 6	...C...B.CDE.BAADEHHH.DES.VG..S.VGWW B99 C99 A99 H98 S97 G99 W99 
14 8 6	.B.CD..B.CD...AADESHHH.ES.VG.E..VGWW S98 C99 D99 E99 A99 H99 G99 W99 
14 8 6	.B.CD..B.CD.S.AADESHHH.E..VG.E..VGWW S99 C99 D99 E99 A99 H99 G99 W99 
14 8 6	...CD.SB.CD.SBAADE.HHH.E..VG.E..VGWW B99 C99 D99 A99 E99 H99 G99 W99 
14 8 6	.B.C...B.C..AA..DESHHHDES.VGDE..VGWW S98 C99 D99 E99 A99 H99 G99 W99 
14 8 6	.B.C...B.C....AADE.HHHDES.VGDES.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
14 8 6	...CD....CDE..AADE.BHHHESBVG..S.VGWW B97 C99 D99 S97 A99 H98 G99 W99 
14 8 6	.B.C...B.C..AA..DE.HHHDES.VGDES.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
14 8 6	S..C.ESB.CDE.BAADE.HHHD...VG....VGWW B99 S99 C99 E99 A99 H99 G99 W99 
14 8 6	SB.CDESB.CDEAA..DE.HHH....VG....VGWW S99 C99 D99 E99 A99 H99 G99 W99 
14 8 6	...CD..B.CDE.BAADES.HHHES.VG....VGWW B99 C99 D99 S98 A99 H98 G99 W99 
14 8 6	SB.C..SB.C..AA..DE.HHHDE..VGDE..VGWW S99 C99 D99 E99 A99 H99 G99 W99 
14 8 6	...CDESB.CDESBAADE..HHH...VG....VGWW B99 C99 D99 E99 A99 H98 G99 W99 
14 8 6	...CD..B.CDE.BAADE..HHHES.VG..S.VGWW B99 C99 D99 S97 A99 H98 G99 W99 
14 8 6	...CDESB.CDESBAADE.HHH....VG....VGWW B99 C99 D99 E99 A99 H99 G99 W99 
14 8 6	...CD.S..CDESAA.DE.BHHHE.BVG....VGWW B97 C99 D99 A98 H98 G99 W99 
14 8 6	S..CDESB.CDE.BAADEHHH.....VG....VGWW B99 C99 D99 E99 S99 A99 G99 W99 
14 5 9	.B.CD.SB.CD.SAAGDEHHHG.E..V..E..V.WW C99 D99 E99 G99 W99 
14 8 6	...CD....CDE.BAADESBHHHES.VG....VGWW B98 C99 D99 A99 S98 H98 G99 W99 
14 8 6	.B.CD..B.CD.AA..DES.HHHES.VG.E..VGWW S98 C99 D99 E99 A99 H98 G99 W99 
14 5 9	.B....SB..D.SAACDEHHHCDE..VG.E..VGWW C97 E99 G99 W99 
14 8 6	.B.CDE.B.CDEAA..DES.HHH.S.VG....VGWW S98 C99 D99 E99 A99 H98 G99 W99 
14 5 9	.B....SB.CD.SAACDEHHH.DE..VG.E..VGWW C98 E99 G99 W99 
14 8 6	...CD....CDE.BAADE.BHHHES.VG..S.VGWW B98 C99 D99 A99 H98 S97 G99 W99 
14 8 6	SB.CDESB.CDEAA..DE..HHH...VG....VGWW S99 C99 D99 E99 A99 H98 G99 W99 
14 5 9	.B..D.SB..DESAACDEHHHC.E..VG....VGWW C97 D99 G99 W99 
14 5 9	.B.C..SB.C..SAAGDEHHHGDE..V.DE..VWW. C99 D99 E97 G99 
14 8 6	.B.CDE.B.CDEAA..DES..HHHS.VG....VGWW S98 C99 D99 E99 A99 H97 G99 W99 
14 5 9	.B..D.SB.CD.SAACDEHHHG.E..VG.E..V.WW C98 D99 E99 W99 
14 5 9	.B.CDESB.CDESAAGDEHHHG....V.....VWW. C99 D99 E95 G99 
14 5 9	SB....SB.CD..AACDEHHHGDE..VG.E..VWW. S99 C98 E97 
15 9 6	S..C..SB.C...BAADE.HHHDE..VGDE..VGWW B99 S99 C99 D99 E99 A99 H99 G99 W99 
15 6 9	SB....SB.C...AACDEHHHGDE..VGDE..VWW. S99 C98 D99 E97 
15 9 6	...CDESB.CDESBAADE..VHHH..VG.....GWW B99 C99 D99 E99 A99 H97 G99 V99 W99 
15 9 6	...C.E.B.C.ESBAADESHHHD...VGD...VGWW B99 C99 E99 S99 A99 D99 H99 G99 W99 
15 9 6	...CDE...CDE..AADESBHHH.SBVG....VGWW B97 C99 D99 E99 S98 A99 H98 G99 W99 
15 6 9	SB..D.SB..DE.AACDEHHHC.E..VG....VGWW S99 C97 D99 G99 W99 
15 9 6	...CDES..CDESAA.DE.BHHH..BVG....VGWW B97 C99 D99 E99 A98 H98 G99 W99 
15 6 9	.B..D.SB.CDESAACDE.HHH.E..VG....VGWW C98 D99 H99 G99 W99 
15 9 6	S..C.ESB.C.E.BAADE.HHHD...VGD...VGWW B99 S99 C99 D99 E99 A99 H99 G99 W99 
15 6 9	.B..D.SB.CD.SAACDEHHH..E..VG.E..VGWW C98 D99 E99 G99 W99 
15 9 6	S..CDES..CDE..AADE.BHHH..BVG....VGWW B97 C99 D99 E99 S99 A99 H98 G99 W99 
15 9 6	...CDES..CDES.AADE..VHHH.BVG...B.GWW B96 C99 D99 E99 A99 H97 V99 G99 W99 
15 9 6	S..CDESB.CDE.BAADE.HHH....VG....VGWW B99 S99 C99 D99 E99 A99 H99 G99 W99 
15 9 6	S..CD.SB.CD..BAADE.HHH.E..VG.E..VGWW B99 S99 C99 D99 E99 A99 H99 G99 W99 
15 9 6	.B.C...B.C...AA.DEHHHGDES.VGDES.V.WW S97 C99 D99 E99 H98 G98 W99 
15 9 6	.B.C...B.C....AADEHHH.DES.VGDES.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
15 9 6	...C...B.C..SBAADESHHHDE..VGDE..VGWW B99 C99 S99 A99 D99 E99 H99 G99 W99 
15 9 6	...C...B.C...BAADE.HHHDES.VGDES.VGWW B99 C99 D99 A99 E99 H99 S97 G99 W99 
15 9 6	...C...B.C...BAADESHHHDES.VGDE..VGWW B99 C99 A99 D99 E99 S98 H99 G99 W99 
15 9 6	...C...B.CD..BAADEHHH.DES.VG.ES.VGWW B99 C99 A99 E99 H98 S97 G99 W99 
15 9 6	S..CD.SB.CD..BAADE..HHHE..VG.E..VGWW B99 S99 C99 D99 E99 A99 H98 G99 W99 
15 9 6	...CDE.B.CDESBAADESHHH....VG....VGWW B99 C99 D99 E99 S99 A99 H99 G99 W99 
15 9 6	...C.E.B.C.E.BAADESHHHD.S.VGD...VGWW B99 C99 E99 A99 D99 S98 H99 G99 W99 
15 9 6	...CD..B.CD.SBAADESHHH.E..VG.E..VGWW B99 C99 S99 D99 A99 E99 H99 G99 W99 
15 9 6	...CD..B.CD..BAADE.HHH.ES.VG.ES.VGWW B99 C99 D99 A99 E99 H99 S97 G99 W99 
15 9 6	.B.CD..B.CD...AADEHHH..ES.VG.ES.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
15 9 6	S..CDES..CDE.BAADE.B.HHH..VG....VGWW B98 S99 C99 D99 E99 A99 H97 G99 W99 
15 9 6	SB.CDESB.CDE..AADE..VHHH..VG.....GWW S99 C99 D99 E99 A99 H97 G99 V99 W99 
15 9 6	.B.C...B.CD...AADEHHHGDES.VG.ES.V.WW S97 C99 E99 A99 H98 G98 W99 
15 9 6	...CD..B.CD..BAADESHHH.ES.VG.E..VGWW B99 C99 S98 D99 A99 E99 H99 G99 W99 
15 9 6	S..CDES..CDE..AADE.B.HHH.BVG....VGWW B97 S99 C99 D99 E99 A99 H97 G99 W99 
15 9 6	S..CDES..CDE..AADE..HHH..BVG...BVGWW B96 S99 C99 D99 E99 A99 H98 G99 W99 
15 9 6	S..CDESB.CDE.BAADE..HHH...VG....VGWW B99 S99 C99 D99 E99 A99 H98 G99 W99 
15 9 6	...CD.S..CD.SAA.DE..HHHE.BVG.E.BVGWW B96 C99 D99 E99 A98 H98 G99 W99 
15 9 6	...CDE.B.CDE.BAADESHHH..S.VG....VGWW B99 C99 D99 E99 A99 S98 H99 G99 W99 
15 9 6	...CD....CDE.AA.DES.HHHESBVG...BVGWW B96 C99 D99 S98 A98 H98 G99 W99 
15 9 6	S..CDES..CDE.BAADE.BHHH...VG....VGWW B98 S99 C99 D99 E99 A99 H98 G99 W99 
15 9 6	...C...B.C.E.BAADEHHH.DES.VGD.S.VGWW B99 C99 A99 D99 H98 S97 G99 W99 
15 6 9	SB.C.ESB.C.E.AAGDEHHHGD...V.D...V.WW S99 C99 D99 E99 G99 W99 
15 6 9	.B....SB.CD.SAACDE.HHHDE..VG.E..VGWW C98 E99 H99 G99 W99 
15 6 9	SB....SB.CD..AACDEHHH.DE..VG.E..VGWW S99 C98 E99 G99 W99 
15 9 6	...CDES..CDES.AADE.HHH...BVG...BVGWW B96 C99 D99 E99 A99 H95 G99 W99 
15 9 6	...CDE...CDE..AADE...HHHSBVG..SBVGWW B96 C99 D99 E99 S97 A99 H97 G99 W99 
15 9 6	...CD.S..CDESAA.DEHHH..E.BVG...BVGWW B96 C99 D99 A98 H96 G99 W99 
15 9 6	...CDE...CDE..AADE.BHHH.SBVG..S.VGWW B97 C99 D99 E99 S97 A99 H98 G99 W99 
15 6 9	SB...ESB.CDE.AACDEHHH.D...VG....VGWW S99 C98 E99 G99 W99 
15 9 6	...C..S..CDES.AADEHHH.DE.BVG...BVGWW B96 C99 D98 A99 H96 G99 W99 
15 6 9	.B....SB....SAACDEHHHCDE..VGDE..VGWW C97 D99 E99 G99 W99 
15 6 9	.B....SB.C..SAACDEHHH.DE..VGDE..VGWW C98 D99 E99 G99 W99 
15 6 9	SB....SB..D..AACDEHHHCDE..VG.E..VGWW S99 C97 E99 G99 W99 
15 9 6	...CDES..CDES.AADEHHH....BVG...BVGWW B96 C99 D99 E99 A99 H94 G99 W99 
15 6 9	.B...ESB...ESAACDEHHHCD...VGD...VGWW C97 D99 E99 G99 W99 
15 6 9	.B...ESB.C.ESAACDEHHH.D...VGD...VGWW C98 D99 E99 G99 W99 
15 9 6	.B.C.E.B.C.E.AA.DEHHHGD.S.VGD.S.V.WW S97 C99 D99 E99 H98 G98 W99 
15 6 9	SB....SB..DEAA.CDEHHHCDE..VG....VGWW S99 C97 A99 G99 W99 
15 6 9	SB....SB.CDEAA.CDEHHH.DE..VG....VGWW S99 C98 A99 G99 W99 
15 6 9	SB...ESB.C.E.AACDEHHHGD...VGD...V.WW S99 C98 D99 E99 W99 
15 9 6	...CDES..CDESAA.DE...HHH.BVG...BVGWW B96 C99 D99 E99 A98 H97 G99 W99 
15 9 6	.B.C.E.B.C.E..AADEHHH.D.S.VGD.S.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
15 9 6	S..CDES..CDE..AADE...HHH.BVG...BVGWW B96 C99 D99 E99 S99 A99 H97 G99 W99 
15 6 9	SB.C..SB.C.E.AAGDEHHHGDE..V.D...VWW. S99 C99 D99 E96 G99 
15 9 6	...CDE...CDE..AADE.B.HHHSBVG..S.VGWW B97 C99 D99 E99 A99 H97 S97 G99 W99 
15 9 6	.B.CDE.B.CDE.AA.DEHHHG..S.VG..S.V.WW S97 C99 D99 E99 H98 G98 W99 
15 6 9	SB....SB...E.AACDEHHHCDE..VGD...VGWW S99 C97 D99 G99 W99 
15 9 6	...CDE...CDE.BAADESB.HHHS.VG....VGWW B98 C99 D99 E99 A99 S98 H97 G99 W99 
15 6 9	SB....SB.C.E.AACDEHHH.DE..VGD...VGWW S99 C98 D99 G99 W99 
15 6 9	SB....SB.CDE.AACDE.HHHDE..VG....VGWW S99 C98 H99 G99 W99 
15 6 9	.B...ESB.CDESAACDE.HHHD...VG....VGWW C98 E99 H99 G99 W99 
15 6 9	SB....SB.C.EAA.CDEHHHGDE..VGD...V.WW S99 C98 D99 A99 W99 
15 9 6	.B.CDE.B.CDEAA..DE..VHHHS.VG..S..GWW S97 C99 D99 E99 A99 H97 G99 V99 W99 
15 6 9	SB.C..SB.CD.AA.GDEHHHGDE..V..E..VWW. S99 C99 E97 A99 G99 
15 9 6	.B.CDE.B.CDE..AADEHHH...S.VG..S.VGWW S97 C99 D99 E99 A99 H96 G99 W99 
15 9 6	SB.CDESB.CDEAA..DE..VHHH..VG.....GWW S99 C99 D99 E99 A99 H97 G99 V99 W99 
15 6 9	SB..D.SB.CDE.AACDEHHH..E..VG....VGWW S99 C98 D99 G99 W99 
15 6 9	SB.CD.SB.CD..AAGDEHHHG.E..V..E..V.WW S99 C99 D99 E99 G99 W99 
15 9 6	...CD..B.CD..BAADE..HHHES.VG.ES.VGWW B99 C99 D99 A99 E99 H98 S97 G99 W99 
15 9 6	...CDE...CDES.AADES..HHH.BVG...BVGWW B96 C99 D99 E99 S99 A99 H97 G99 W99 
15 9 6	...CDE...CDE.BAADE.BHHH.S.VG..S.VGWW B98 C99 D99 E99 A99 H98 S97 G99 W99 
15 9 6	...CDE...CDE..AADE..HHH.SBVG..SBVGWW B96 C99 D99 E99 A99 H98 S97 G99 W99 
15 9 6	.B.CDE.B.CDEAA..DEHHH...S.VG..S.VGWW S97 C99 D99 E99 A99 H96 G99 W99 
15 9 6	...CDE.B.CDE.BAADE..HHH.S.VG..S.VGWW B99 C99 D99 E99 A99 H98 S97 G99 W99 
15 9 6	...CDE...CDESBAADESB.HHH..VG....VGWW B98 C99 D99 E99 S99 A99 H97 G99 W99 
15 6 9	SB..D.SB.CDEAA.CDEHHHG.E..VG....V.WW S99 C98 D99 A99 W99 
15 9 6	.B.C...B.CD.AA..DEHHHGDES.VG.ES.V.WW S97 C99 E99 A99 H98 G98 W99 
15 9 6	S..CD.S..CDEAA..DE.BHHHE.BVG....VGWW B97 S99 C99 D99 A97 H98 G99 W99 
15 9 6	.B.CD..B.CDEAA..DEHHHG.ES.VG..S.V.WW S97 C99 D99 A99 H98 G98 W99 
15 9 6	.B.C...B.C.EAA..DEHHHGDES.VGD.S.V.WW S97 C99 D99 A99 H98 G98 W99 
15 6 9	SB....SB.C...AACDEHHHGDE..VGDE..V.WW S99 C98 D99 E99 W99 
15 9 6	...CDE...CDE..AADES..HHHSBVG...BVGWW B96 C99 D99 E99 S98 A99 H97 G99 W99 
15 9 6	...CD....CD..BAADE.BHHHES.VG.ES.VGWW B98 C99 D99 A99 E99 H98 S97 G99 W99 
15 9 6	S..CD.S..CD...AADE.BHHHE.BVG.E..VGWW B97 S99 C99 D99 E99 A99 H98 G99 W99 
15 9 6	...CDES..CDES.AADE.BVHHH.BVG.....GWW B97 C99 D99 E99 A99 V99 H97 G99 W99 
15 9 6	.B.CDE.B.CDES.AADES.VHHH..VG.....GWW S99 C99 D99 E99 A99 H97 G99 V99 W99 
15 6 9	SB...ESB..DE.AACDEHHHCD...VG....VGWW S99 C97 E99 G99 W99 
15 9 6	...CD....CD...AADE.BHHHESBVG.ES.VGWW B97 C99 D99 A99 E99 H98 S97 G99 W99 
15 9 6	...CDES..CDESBAADE.BVHHH..VG.....GWW B98 C99 D99 E99 A99 V99 H97 G99 W99 
15 9 6	...CD....CD...AADE..HHHESBVG.ESBVGWW B96 C99 D99 A99 E99 H98 S97 G99 W99 
15 6 9	SB...ESB.CDEAA.CDEHHHGD...VG....V.WW S99 C98 E99 A99 W99 
15 6 9	SB....SB.CD.AA.CDEHHHGDE..VG.E..V.WW S99 C98 E99 A99 W99 
15 6 9	SB..DESB.CDE.AACDEHHHG....VG....V.WW S99 C98 D99 E99 W99 
15 9 6	...CDE...CDE.BAADESBHHH.S.VG....VGWW B98 C99 D99 E99 A99 S98 H98 G99 W99 
15 9 6	...CDE.B.CDE.BAADES.HHH.S.VG....VGWW B99 C99 D99 E99 A99 S98 H98 G99 W99 
15 6 9	.B..D.SB.CDESAACDE..HHHE..VG....VGWW C98 D99 H98 G99 W99 
15 9 6	.B.CD..B.CD.AA..DEHHH..ES.VG.ES.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
15 12 3	...CD..B.CD..BAAD.HHHG.ES.VG.ES.VWWE B99 C99 D99 A99 H98 G98 E98 S97 W98 
15 6 9	SB..D.SB.CD..AACDEHHHG.E..VG.E..V.WW S99 C98 D99 E99 W99 
15 12 3	...C...B.C...BAAD.HHHGDES.VGDES.VWWE B99 C99 D99 A99 H98 G98 E98 S97 W98 
15 9 6	.B.CD..B.CD..AA.DEHHHG.ES.VG.ES.V.WW S97 C99 D99 E99 H98 G98 W99 
15 6 9	.B....SB.C.ESAACDE.HHHDE..VGD...VGWW C98 D99 H99 G99 W99 
15 9 6	...CDE...CDES.AADESBHHH..BVG....VGWW B97 C99 D99 E99 S99 A99 H98 G99 W99 
15 6 9	SB.C..SB.C...AAGDEHHHGDE..V.DE..VWW. S99 C99 D99 E97 G99 
15 6 9	SB.CD.SB.CDEAA.GDEHHHG.E..V.....V.WW S99 C99 D99 A99 G99 W99 
15 9 6	SBVCDESBVCDEAA..DE...HHH...G.....GWW S99 C99 D99 E99 A99 H97 G99 V96 W99 
15 9 6	...CD....CD...AADES.HHHESBVG.E.BVGWW B96 C99 D99 S98 E99 A99 H98 G99 W99 
15 6 9	.B..D.SB..D.SAACDEHHHC.E..VG.E..VGWW C97 D99 E99 G99 W99 
15 9 6	S..CD.S..CDE..AADEHHH..E.BVG...BVGWW B96 S99 C99 D99 A99 H96 G99 W99 
15 6 9	SB.C..SB.CD.AA.GDEHHHGDE..V..E..V.WW S99 C99 E99 A99 G99 W99 
15 9 6	S..CDESB.CDE.BAADE...HHH..VG....VGWW B99 C99 D99 E99 S99 A99 H97 G99 W99 
15 6 9	.B..DESB..DESAACDEHHHC....VG....VGWW C97 D99 E99 G99 W99 
15 9 6	...CDE...CDE..AADES.HHH.SBVG...BVGWW B96 C99 D99 E99 A99 S98 H98 G99 W99 
15 6 9	.B..DESB.CDESAACDEHHH.....VG....VGWW C98 D99 E99 G99 W99 
15 9 6	.B.C...B.C..AA..DEHHH.DES.VGDES.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
15 9 6	...C.E.B.C.E.BAADE.HHHD.S.VGD.S.VGWW B99 C99 S97 D99 E99 A99 H99 G99 W99 
15 6 9	SB.C..SB.CDEAA.GDEHHHGDE..V.....VWW. S99 C99 E96 A99 G99 
15 9 6	.B.C...B.CDE..AADEHHHGDES.VG..S.VWW. S97 C99 A99 H98 G98 W98 
15 9 6	.B.C...B.CDEAA..DEHHHGDES.VG..S.VWW. S97 C99 A99 H98 G98 W98 
15 9 6	.B.C.E.B.CDE.AA.DEHHHGD.S.VG..S.VWW. S97 C99 E99 H98 G98 W98 
15 6 9	SB.C..SB.C.EAA.GDEHHHGDE..V.D...V.WW S99 C99 D99 A99 G99 W99 
15 9 6	.B.CDE.B.CDE..AADES.VHHHS.VG.....GWW S98 C99 D99 E99 A99 H97 G99 V99 W99 
15 9 6	.B.C...B.CD..AA.DEHHHGDES.VG.ES.VWW. S97 C99 E99 H98 G98 W98 
15 9 6	.B.CDE.B.CDE..AADE..VHHHS.VG..S..GWW S97 C99 D99 E99 A99 H97 G99 V99 W99 
15 9 6	.B.CD..B.CDE.AA.DEHHHG.ES.VG..S.VWW. S97 C99 D99 H98 G98 W98 
15 9 6	.B.C...B.C.E.AA.DEHHHGDES.VGD.S.VWW. S97 C99 D99 H98 G98 W98 
15 9 6	S..CD.S..CD..BAADE.BHHHE..VG.E..VGWW B98 S99 C99 D99 E99 A99 H98 G99 W99 
15 9 6	S..CD.S..CDE.AA.DE.BHHHE.BVG....VGWW B97 S99 C99 D99 A98 H98 G99 W99 
15 9 6	...CDE...CDES.AADESB.HHH.BVG....VGWW B97 C99 D99 E99 S99 A99 H97 G99 W99 
15 9 6	S..CD.S..CDE..AADE.HHH.E.BVG...BVGWW B96 S99 C99 D99 A99 H97 G99 W99 
15 9 6	S..CD.S..CDEAA..DE..HHHE.BVG...BVGWW B96 S99 C99 D99 A97 H98 G99 W99 
15 9 6	S..CD.S..CDE.AA.DE..HHHE.BVG...BVGWW B96 S99 C99 D99 A98 H98 G99 W99 
15 9 6	.B.C.E.B.CDEAA..DEHHHGD.S.VG..S.V.WW S97 C99 E99 A99 H98 G98 W99 
15 9 6	S..CD.S..CD...AADE..HHHE.BVG.E.BVGWW B96 S99 C99 D99 E99 A99 H98 G99 W99 
15 9 6	...CDE.B.CDE.BAADE...HHHS.VG..S.VGWW B99 C99 D99 E99 S97 A99 H97 G99 W99 
15 9 6	...CDE.B.CDE.BAADES..HHHS.VG....VGWW B99 C99 D99 E99 S98 A99 H97 G99 W99 
15 9 6	...CDE.B.CDESBAADES..HHH..VG....VGWW B99 C99 D99 E99 S99 A99 H97 G99 W99 
15 9 6	.BVCDE.BVCDEAA..DE...HHHS..G..S..GWW S97 C99 D99 E99 A99 H97 G99 V96 W99 
15 9 6	...CDE...CDE..AADESB.HHHSBVG....VGWW B97 C99 D99 E99 A99 S98 H97 G99 W99 
15 9 6	...CDE.B.CDE.BAADE.HHH..S.VG..S.VGWW B99 C99 D99 E99 A99 H99 S97 G99 W99 
15 6 9	SB.C..SB.C...AAGDEHHHGDE..V.DE..V.WW S99 C99 D99 E99 G99 W99 
15 9 6	...CDE...CDESBAADESBHHH...VG....VGWW B98 C99 D99 E99 S99 A99 H98 G99 W99 
15 9 6	...CDE...CDE.BAADE.B.HHHS.VG..S.VGWW B98 C99 D99 E99 A99 H97 S97 G99 W99 
15 9 6	...CDES..CDESAA.DE.B.HHH.BVG....VGWW B97 C99 D99 E99 A98 H97 G99 W99 
15 9 6	.B.C...B.C.E..AADEHHHGDES.VGD.S.V.WW S97 C99 D99 A99 H98 G98 W99 
15 6 9	SB...ESB.CDEAA.CDEHHHGD...VG....VWW. S99 C98 E95 A99 
15 9 6	.B.CD..B.CDE..AADEHHHG.ES.VG..S.V.WW S97 C99 D99 A99 H98 G98 W99 
15 9 6	...CD..B.CDE.BAADEHHH..ES.VG..S.VGWW B99 C99 D99 A99 H98 S97 G99 W99 
15 9 6	.B.C.E.B.C.EAA..DEHHH.D.S.VGD.S.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
15 6 9	.B.....B.CDE.AACDESHHHDES.VG....VGWW S98 C98 H99 G99 W99 
15 9 6	...CD.S..CDESAA.DE.HHH.E.BVG...BVGWW B96 C99 D99 A98 H97 G99 W99 
15 6 9	SB.CD.SB.CDE.AAGDEHHHG.E..V.....VWW. S99 C99 D99 E96 G99 
15 9 6	...CD.S..CDES.AADEHHHG.E.BVG...BV.WW B96 C99 D99 A99 H96 G98 W99 
15 9 6	...C.E.B.CDE.BAADEHHH.D.S.VG..S.VGWW B99 C99 E99 A99 H98 S97 G99 W99 
15 9 6	...C...B.CDE.BAADEHHHGDES.VG..S.V.WW B99 C99 A99 H98 G98 S97 W99 
15 9 6	...CDES..CDESAA.DE..HHH..BVG...BVGWW B96 C99 D99 E99 A98 H98 G99 W99 
15 9 6	.B.C.E.B.CDE..AADEHHHGD.S.VG..S.V.WW S97 C99 E99 A99 H98 G98 W99 
15 9 6	...CDE...CDES.AADES.HHH..BVG...BVGWW B96 C99 D99 S99 E99 A99 H98 G99 W99 
15 9 6	...CD....CDEAA..DES.HHHESBVG...BVGWW B96 C99 D99 S98 A97 H98 G99 W99 
15 9 6	...CD....CDE..AADEHHH..ESBVG..SBVGWW B96 C99 D99 S97 A99 H96 G99 W99 
15 9 6	...CD....CDEAA..DE..HHHESBVG..SBVGWW B96 C99 D99 S97 A97 H98 G99 W99 
15 6 9	SB.C.ESB.CDEAA.GDEHHHGD...V.....VWW. S99 C99 E95 A99 G99 
15 9 6	...CD....CD.S.AADES.HHHE.BVG.E.BVGWW B96 C99 D99 E99 S99 A99 H98 G99 W99 
15 9 6	...CD....CDESAA.DESBHHHE.BVG....VGWW B97 C99 D99 S99 A98 H98 G99 W99 
15 9 6	...CD....CDEAA..DESBHHHESBVG....VGWW B97 C99 D99 S98 A97 H98 G99 W99 
