0 0 0	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
13 13 0	BCDPT.BCDPT..AAOTUYYYO.U...LLU...... B99 P99 T99 U97 A98 Y94 O97 D96 L99 
13 13 0	BCDPT.BCDPT..AAOT.YYYO.U...LLU.....U B99 P99 T99 U96 A98 Y94 O97 D96 L99 
13 13 0	BCDP.UBCDP.U.AAOTUYYYOT...LLT....... B99 P99 T97 U99 A98 Y94 O97 D96 L98 
13 13 0	BCDP.UBCDP.U.AAO.UYYYOT...LLT.....T. B99 P99 T96 U99 A98 Y94 O97 D96 L98 
13 13 0	BCDPT.BCDPT..AAOTUYYYO.U..LL.U...... B99 P99 T99 U97 A98 Y94 O97 D96 L98 
13 13 0	BCDPT.BCDPT..AAOT.YYYO.U..LL.U.....U B99 P99 T99 U96 A98 Y94 O97 D96 L98 
13 13 0	BCDP.UBCDP.U.AAOTUYYYOT..LL.T....... B99 P99 T97 U99 A98 Y94 O97 D96 L97 
13 13 0	BCDP.UBCDP.U.AAO.UYYYOT..LL.T.....T. B99 P99 T96 U99 A98 Y94 O97 D96 L97 
13 13 0	BCDPT.BCDPT..AAOTUYYYO.U.LL..U...... B99 P99 T99 U97 A98 Y94 O97 D96 L97 
13 13 0	BCDPT.BCDPT..AAOT.YYYO.U.LL..U.....U B99 P99 T99 U96 A98 Y94 O97 D96 L97 
13 13 0	BCDPTUBCDPTU.AA.TUYYYO...LLO........ B99 P99 T99 U99 A98 Y94 O96 D96 L97 
13 13 0	BCDPTUBCDPTU.AA.TUYYY....LLO.....O.. B99 P99 T99 U99 A98 Y94 O95 D96 L97 
13 13 0	BCDP.UBCDP.U.AAOTUYYYOT.LL..T....... B99 P99 T97 U99 A98 Y94 O97 D96 L96 
13 13 0	BCDP.UBCDP.U.AAO.UYYYOT.LL..T.....T. B99 P99 T96 U99 A98 Y94 O97 D96 L96 
13 13 0	BCDPT.BCDPT..AAOTUYYYO.ULL...U...... B99 P99 T99 U97 A98 Y94 O97 D96 L96 
13 13 0	BCDPT.BCDPT..AAOT.YYYO.ULL...U.....U B99 P99 T99 U96 A98 Y94 O97 D96 L96 
13 13 0	BCDPTUBCDPTU.AA.TUYYYO..LL.O........ B99 P99 T99 U99 A98 Y94 O96 D96 L96 
13 13 0	BCDPTUBCDPTU.AA.TUYYY...LL.O.....O.. B99 P99 T99 U99 A98 Y94 O95 D96 L96 
13 13 0	..DPT.BCDPTUBCAATU..YYYU...OLL...O.. C99 D96 P99 T99 U98 B98 A97 Y96 O99 
13 13 0	..DP.UBCDPTUBCAATU.YYYT....OLL...O.. C99 D96 P99 T98 U99 B98 A97 Y95 O99 
13 13 0	..DPT.BCDPTUBCAATU.YYY.U...OLL...O.. C99 D96 P99 T99 U98 B98 A97 Y95 O99 
13 13 0	..DP.UBCDPTUBCAATUYYY.T....OLL...O.. C99 D96 P99 T98 U99 B98 A97 Y94 O99 
13 13 0	..DPT.BCDPTUBCAATUYYY..U...OLL...O.. C99 D96 P99 T99 U98 B98 A97 Y94 O99 
13 13 0	..DPTUBCDPTUBCAATUYYYO.....OLL...... C99 D96 P99 T99 U99 B98 A97 Y94 O98 
13 13 0	..DPT.B.DPTUBCAATU.CYYYU...OLL...O.. C98 D96 P99 T99 U98 B98 A97 Y96 O99 
13 13 0	..D.TUB.DPTUBAAPTU.C.YYY.C.OLL...O.. C97 D96 P98 T99 U99 B98 A96 Y97 O99 
13 13 0	..DPTUB.DPTUBAA.TU.CYYY..C.OLL...O.. C97 D96 P99 T99 U99 B98 A96 Y96 O99 
13 13 0	..DPT.B.DPTUB.AATU.CYYYU.C.OLL...O.. C97 D96 P99 T99 U98 B98 A97 Y96 O99 
13 13 0	..D.TUB.DPTUBAAPTU...YYY.C.OLL.C.O.. C96 D96 P98 T99 U99 B98 A96 Y97 O99 
13 13 0	..DPTUB.DPTUBAA.TU..YYY..C.OLL.C.O.. C96 D96 P99 T99 U99 B98 A96 Y96 O99 
13 13 0	..DPTUB.DPTUBAA.TU.YYY...C.OLL.C.O.. C96 D96 P99 T99 U99 B98 A96 Y95 O99 
13 13 0	..DPTUB.DPTUBAA.TUYYY....C.OLL.C.O.. C96 D96 P99 T99 U99 B98 A96 Y94 O99 
13 13 0	..DPT.B.DPTUB.AATU..YYYU.C.OLL.C.O.. C96 D96 P99 T99 U98 B98 A97 Y96 O99 
13 13 0	..DP.UB.DPTUB.AATU.YYYT..C.OLL.C.O.. C96 D96 P99 T98 U99 B98 A97 Y95 O99 
13 13 0	..DPT.B.DPTUB.AATU.YYY.U.C.OLL.C.O.. C96 D96 P99 T99 U98 B98 A97 Y95 O99 
13 13 0	..DP.UB.DPTUB.AATUYYY.T..C.OLL.C.O.. C96 D96 P99 T98 U99 B98 A97 Y94 O99 
13 13 0	..DPT.B.DPTUB.AATUYYY..U.C.OLL.C.O.. C96 D96 P99 T99 U98 B98 A97 Y94 O99 
13 13 0	..DPTUB.DPTUB.AATUYYYO...C.OLL.C.... C96 D96 P99 T99 U99 B98 A97 Y94 O98 
13 13 0	.CDP..BCDPTUB.AATU.YYYTU...OLL...O.. B98 D96 P99 T98 U98 A97 Y95 O99 
13 13 0	.CDP..BCDPTUB.AATUYYY.TU...OLL...O.. B98 D96 P99 T98 U98 A97 Y94 O99 
13 13 0	.CDP.UBCDPTUB.AATUYYYOT....OLL...... B98 D96 P99 T98 U99 A97 Y94 O98 
13 13 0	.CDPT.BCDPTUB.AATUYYYO.U...OLL...... B98 D96 P99 T99 U98 A97 Y94 O98 
13 13 0	..DPT..CDPTUBCAATUB.YYYU...OLL...O.. C99 D96 P99 T99 U98 B97 A97 Y96 O99 
13 13 0	..DP.U.CDPTUBCAATUBYYYT....OLL...O.. C99 D96 P99 T98 U99 B97 A97 Y95 O99 
13 13 0	..DPT..CDPTUBCAATUBYYY.U...OLL...O.. C99 D96 P99 T99 U98 B97 A97 Y95 O99 
13 13 0	..DPT...DPTUBCAATUBCYYYU...OLL...O.. C98 D96 P99 T99 U98 B97 A97 Y96 O99 
13 13 0	..D.TU..DPTUBAAPTUBC.YYY.C.OLL...O.. C97 D96 P98 T99 U99 B97 A96 Y97 O99 
13 13 0	..DPTU..DPTUBAA.TUBCYYY..C.OLL...O.. C97 D96 P99 T99 U99 B97 A96 Y96 O99 
13 13 0	..DPT...DPTUB.AATUBCYYYU.C.OLL...O.. C97 D96 P99 T99 U98 B97 A97 Y96 O99 
13 13 0	..D.TU..DPTUBAAPTUB..YYY.C.OLL.C.O.. C96 D96 P98 T99 U99 B97 A96 Y97 O99 
13 13 0	..DPTU..DPTUBAA.TUB.YYY..C.OLL.C.O.. C96 D96 P99 T99 U99 B97 A96 Y96 O99 
13 13 0	..DPTU..DPTUBAA.TUBYYY...C.OLL.C.O.. C96 D96 P99 T99 U99 B97 A96 Y95 O99 
13 13 0	..DPT...DPTUB.AATUB.YYYU.C.OLL.C.O.. C96 D96 P99 T99 U98 B97 A97 Y96 O99 
13 13 0	..DP.U..DPTUB.AATUBYYYT..C.OLL.C.O.. C96 D96 P99 T98 U99 B97 A97 Y95 O99 
13 13 0	..DPT...DPTUB.AATUBYYY.U.C.OLL.C.O.. C96 D96 P99 T99 U98 B97 A97 Y95 O99 
13 13 0	.CDP...CDPTUB.AATUBYYYTU...OLL...O.. B97 D96 P99 T98 U98 A97 Y95 O99 
13 13 0	B.DP..BCDPTU.CAATU.YYYTU...OLL...O.. C99 B99 P99 T98 U98 A97 Y95 O99 D96 
13 13 0	B.DP..BCDPTU.CAATUYYY.TU...OLL...O.. C99 B99 P99 T98 U98 A97 Y94 O99 D96 
13 13 0	B.DP.UBCDPTU.CAATUYYYOT....OLL...... C99 B99 P99 T98 U99 A97 Y94 O98 D96 
13 13 0	B.DPT.BCDPTU.CAATUYYYO.U...OLL...... C99 B99 P99 T99 U98 A97 Y94 O98 D96 
13 13 0	B.D.TUB.DPTU.AAPTU.CYYY..C.OLL...O.. C97 B99 P98 T99 U99 A96 Y96 O99 D96 
13 13 0	B.DPT.B.DPTU.AA.TU.CYYYU.C.OLL...O.. C97 B99 P99 T99 U98 A96 Y96 O99 D96 
13 13 0	B.D.TUB.DPTU.AAPTU..YYY..C.OLL.C.O.. C96 B99 P98 T99 U99 A96 Y96 O99 D96 
13 13 0	B.D.TUB.DPTU.AAPTU.YYY...C.OLL.C.O.. C96 B99 P98 T99 U99 A96 Y95 O99 D96 
13 13 0	B.D.TUB.DPTU.AAPTUYYY....C.OLL.C.O.. C96 B99 P98 T99 U99 A96 Y94 O99 D96 
13 13 0	B.DPT.B.DPTU.AA.TU..YYYU.C.OLL.C.O.. C96 B99 P99 T99 U98 A96 Y96 O99 D96 
13 13 0	B.DP.UB.DPTU.AA.TU.YYYT..C.OLL.C.O.. C96 B99 P99 T98 U99 A96 Y95 O99 D96 
13 13 0	B.DPT.B.DPTU.AA.TU.YYY.U.C.OLL.C.O.. C96 B99 P99 T99 U98 A96 Y95 O99 D96 
13 13 0	B.D.TUB.D.TU.AAPTUYYYP...C.OLL.C.O.. C96 B99 P97 T99 U99 A96 Y94 O99 D96 
13 13 0	B.DP.UB.DPTU.AA.TUYYY.T..C.OLL.C.O.. C96 B99 P99 T98 U99 A96 Y94 O99 D96 
13 13 0	B.DPT.B.DPTU.AA.TUYYY..U.C.OLL.C.O.. C96 B99 P99 T99 U98 A96 Y94 O99 D96 
13 13 0	B.DPTUB.DPTU.AA.TUYYYO...C.OLL.C.... C96 B99 P99 T99 U99 A96 Y94 O98 D96 
13 13 0	B.DPTUB.DPTU.AAOTUYYYO...C..LL.C.... C96 B99 P99 T99 U99 A96 Y94 O97 D96 
13 13 0	B.DP..B.DPTU..AATU.YYYTU.C.OLL.C.O.. C96 B99 P99 T98 U98 A97 Y95 O99 D96 
13 13 0	B.DP..B.DPTU..AATUYYY.TU.C.OLL.C.O.. C96 B99 P99 T98 U98 A97 Y94 O99 D96 
13 13 0	B.DP.UB.DPTU..AATUYYYOT..C.OLL.C.... C96 B99 P99 T98 U99 A97 Y94 O98 D96 
13 13 0	B.DPT.B.DPTU..AATUYYYO.U.C.OLL.C.... C96 B99 P99 T99 U98 A97 Y94 O98 D96 
13 13 0	BCDP..BCDPTU..AATUYYYOTU...OLL...... B99 P99 T98 U98 A97 Y94 O98 D96 
13 13 0	BCDP..BCDPTUAA.OTUYYYOTU...LL....... B99 P99 T98 U98 A99 Y94 O97 D96 L99 
13 13 0	BCDP..BCDPTUAA.OTUYYYOTU..LL........ B99 P99 T98 U98 A99 Y94 O97 D96 L98 
13 13 0	BCDP..BCDPTUAA.OTUYYYOTU.LL......... B99 P99 T98 U98 A99 Y94 O97 D96 L97 
13 13 0	BCDP..BCDPTUAA.OTUYYYOTULL.......... B99 P99 T98 U98 A99 Y94 O97 D96 L96 
13 13 0	BCDP..BCDPT.AA.OTUYYYOTU...LLU...... B99 P99 T98 U97 A99 Y94 O97 D96 L99 
13 13 0	BCDP..BCDPT.AA.OT.YYYOTU...LLU.....U B99 P99 T98 U96 A99 Y94 O97 D96 L99 
13 13 0	BCDP..BCDPT.AA.OTUYYYOTU..LL.U...... B99 P99 T98 U97 A99 Y94 O97 D96 L98 
13 13 0	BCDP..BCDPT.AA.OT.YYYOTU..LL.U.....U B99 P99 T98 U96 A99 Y94 O97 D96 L98 
13 13 0	BCDP..BCDPT.AA.OTUYYYOTU.LL..U...... B99 P99 T98 U97 A99 Y94 O97 D96 L97 
13 13 0	BCDP..BCDPT.AA.OT.YYYOTU.LL..U.....U B99 P99 T98 U96 A99 Y94 O97 D96 L97 
13 13 0	BCDP.UBCDPTUAA..TUYYYOT..LLO........ B99 P99 T98 U99 A99 Y94 O96 D96 L97 
13 13 0	BCDP.UBCDPTUAA..TUYYY.T..LLO.....O.. B99 P99 T98 U99 A99 Y94 O95 D96 L97 
13 13 0	BCDP..BCDPT.AA.OTUYYYOTULL...U...... B99 P99 T98 U97 A99 Y94 O97 D96 L96 
13 13 0	BCDP..BCDPT.AA.OT.YYYOTULL...U.....U B99 P99 T98 U96 A99 Y94 O97 D96 L96 
13 13 0	BCDP.UBCDPTUAA..TUYYYOT.LL.O........ B99 P99 T98 U99 A99 Y94 O96 D96 L96 
13 13 0	BCDP.UBCDPTUAA..TUYYY.T.LL.O.....O.. B99 P99 T98 U99 A99 Y94 O95 D96 L96 
13 13 0	BCDP..BCDP.UAA.OTUYYYOTU..LLT....... B99 P99 T97 U98 A99 Y94 O97 D96 L98 
13 13 0	BCDP..BCDP.UAA.O.UYYYOTU..LLT.....T. B99 P99 T96 U98 A99 Y94 O97 D96 L98 
13 13 0	BCDP..BCDP.UAA.OTUYYYOTU.LL.T....... B99 P99 T97 U98 A99 Y94 O97 D96 L97 
13 13 0	BCDP..BCDP.UAA.O.UYYYOTU.LL.T.....T. B99 P99 T96 U98 A99 Y94 O97 D96 L97 
13 13 0	BCDPT.BCDPTUAA..TUYYYO.U.LLO........ B99 P99 T99 U98 A99 Y94 O96 D96 L97 
13 13 0	BCDPT.BCDPTUAA..TUYYY..U.LLO.....O.. B99 P99 T99 U98 A99 Y94 O95 D96 L97 
13 13 0	BCDP..BCDP.UAA.OTUYYYOTULL..T....... B99 P99 T97 U98 A99 Y94 O97 D96 L96 
13 13 0	BCDP..BCDP.UAA.O.UYYYOTULL..T.....T. B99 P99 T96 U98 A99 Y94 O97 D96 L96 
13 13 0	BCDPT.BCDPTUAA..TUYYYO.ULL.O........ B99 P99 T99 U98 A99 Y94 O96 D96 L96 
13 13 0	BCDPT.BCDPTUAA..TUYYY..ULL.O.....O.. B99 P99 T99 U98 A99 Y94 O95 D96 L96 
13 13 0	BCDP..BCDP..AA.OTUYYYOTU..LLTU...... B99 P99 T97 U97 A99 Y94 O97 D96 L98 
13 13 0	BCDP..BCDP..AA.OT.YYYOTU..LLTU.....U B99 P99 T97 U96 A99 Y94 O97 D96 L98 
13 13 0	BCDP..BCDP..AA.O.UYYYOTU..LLTU....T. B99 P99 T96 U97 A99 Y94 O97 D96 L98 
13 13 0	BCDP..BCDP..AA.O..YYYOTU..LLTU....TU B99 P99 T96 U96 A99 Y94 O97 D96 L98 
13 13 0	BCDP..BCDP..AA.OTUYYYOTU.LL.TU...... B99 P99 T97 U97 A99 Y94 O97 D96 L97 
13 13 0	BCDP..BCDP..AA.OT.YYYOTU.LL.TU.....U B99 P99 T97 U96 A99 Y94 O97 D96 L97 
13 13 0	BCDP.UBCDP.UAA..TUYYYOT..LLOT....... B99 P99 T97 U99 A99 Y94 O96 D96 L97 
13 13 0	BCDP.UBCDP.UAA..TUYYY.T..LLOT....O.. B99 P99 T97 U99 A99 Y94 O95 D96 L97 
13 13 0	BCDP..BCDP..AA.O.UYYYOTU.LL.TU....T. B99 P99 T96 U97 A99 Y94 O97 D96 L97 
13 13 0	BCDP..BCDP..AA.O..YYYOTU.LL.TU....TU B99 P99 T96 U96 A99 Y94 O97 D96 L97 
13 13 0	BCDP.UBCDP.UAA...UYYYOT..LLOT.....T. B99 P99 T96 U99 A99 Y94 O96 D96 L97 
13 13 0	BCDP.UBCDP.UAA...UYYY.T..LLOT....OT. B99 P99 T96 U99 A99 Y94 O95 D96 L97 
13 13 0	BCDPT.BCDPT.AA..TUYYYO.U.LLO.U...... B99 P99 T99 U97 A99 Y94 O96 D96 L97 
13 13 0	BCDPT.BCDPT.AA..TUYYY..U.LLO.U...O.. B99 P99 T99 U97 A99 Y94 O95 D96 L97 
13 13 0	BCDPT.BCDPT.AA..T.YYYO.U.LLO.U.....U B99 P99 T99 U96 A99 Y94 O96 D96 L97 
13 13 0	BCDPT.BCDPT.AA..T.YYY..U.LLO.U...O.U B99 P99 T99 U96 A99 Y94 O95 D96 L97 
13 13 0	BCD.TUBCDPTUAA.PTUYYYO...LLO........ B99 P98 T99 U99 A99 Y94 O96 D96 L97 
13 13 0	BCDPTUBCDPTU..AATUYYYO...LLO........ B99 P99 T99 U99 A97 Y94 O96 D96 L97 
13 13 0	BCD.TUBCDPTUAA.PTUYYY....LLO.....O.. B99 P98 T99 U99 A99 Y94 O95 D96 L97 
13 13 0	BCD.TUBCD.TUAA.PTUYYYP...LLO.....O.. B99 P97 T99 U99 A99 Y94 O95 D96 L97 
13 13 0	BCDPTUBCDPTU..AATUYYY....LLO.....O.. B99 P99 T99 U99 A97 Y94 O95 D96 L97 
13 13 0	BCDPTUBCDPTUAA..TU.YYY...LLO.....O.. B99 P99 T99 U99 A99 Y93 O95 D96 L97 
13 13 0	BCDPTUBCDPTUAA..TU..YYY..LLO.....O.. B99 P99 T99 U99 A99 Y92 O95 D96 L97 
13 13 0	BCDPTUBCDPTUAA..TU...YYY.LLO.....O.. B99 P99 T99 U99 A99 Y91 O95 D96 L97 
13 13 0	BCDP..BCDP..AA.OTUYYYOTULL..TU...... B99 P99 T97 U97 A99 Y94 O97 D96 L96 
13 13 0	BCDP..BCDP..AA.OT.YYYOTULL..TU.....U B99 P99 T97 U96 A99 Y94 O97 D96 L96 
13 13 0	BCDP.UBCDP.UAA..TUYYYOT.LL.OT....... B99 P99 T97 U99 A99 Y94 O96 D96 L96 
13 13 0	BCDP.UBCDP.UAA..TUYYY.T.LL.OT....O.. B99 P99 T97 U99 A99 Y94 O95 D96 L96 
13 13 0	BCDP..BCDP..AA.O.UYYYOTULL..TU....T. B99 P99 T96 U97 A99 Y94 O97 D96 L96 
13 13 0	BCDP..BCDP..AA.O..YYYOTULL..TU....TU B99 P99 T96 U96 A99 Y94 O97 D96 L96 
13 13 0	BCDP.UBCDP.UAA...UYYYOT.LL.OT.....T. B99 P99 T96 U99 A99 Y94 O96 D96 L96 
13 13 0	BCDP.UBCDP.UAA...UYYY.T.LL.OT....OT. B99 P99 T96 U99 A99 Y94 O95 D96 L96 
13 13 0	BCDPT.BCDPT.AA..TUYYYO.ULL.O.U...... B99 P99 T99 U97 A99 Y94 O96 D96 L96 
13 13 0	BCDPT.BCDPT.AA..TUYYY..ULL.O.U...O.. B99 P99 T99 U97 A99 Y94 O95 D96 L96 
13 13 0	BCDPT.BCDPT.AA..T.YYYO.ULL.O.U.....U B99 P99 T99 U96 A99 Y94 O96 D96 L96 
13 13 0	BCDPT.BCDPT.AA..T.YYY..ULL.O.U...O.U B99 P99 T99 U96 A99 Y94 O95 D96 L96 
13 13 0	BCD.TUBCDPTUAA.PTUYYYO..LL.O........ B99 P98 T99 U99 A99 Y94 O96 D96 L96 
13 13 0	BCDPTUBCDPTU..AATUYYYO..LL.O........ B99 P99 T99 U99 A97 Y94 O96 D96 L96 
13 13 0	BCD.TUBCDPTUAA.PTUYYY...LL.O.....O.. B99 P98 T99 U99 A99 Y94 O95 D96 L96 
13 13 0	BCD.TUBCD.TUAA.PTUYYYP..LL.O.....O.. B99 P97 T99 U99 A99 Y94 O95 D96 L96 
13 13 0	BCDPTUBCDPTU..AATUYYY...LL.O.....O.. B99 P99 T99 U99 A97 Y94 O95 D96 L96 
13 13 0	BCDPTUBCDPTUAA..TU.YYY..LL.O.....O.. B99 P99 T99 U99 A99 Y93 O95 D96 L96 
13 13 0	BCDPTUBCDPTUAA..TU..YYY.LL.O.....O.. B99 P99 T99 U99 A99 Y92 O95 D96 L96 
13 13 0	BCDPTUBCDPTUAA..TU...YYYLL.O.....O.. B99 P99 T99 U99 A99 Y91 O95 D96 L96 
13 13 0	B....UB..PTU.AAPTUYYYOT..CDOLL.CD... C96 B99 P98 T98 U99 A98 Y96 O98 
13 13 0	B..P.UB..PTU.AAOTUYYYOT..CDLL..CD... C96 B99 P99 T98 U99 A98 Y96 O97 L99 
13 13 0	B....UB..PTUAA.PTUYYYOT..CDOLL.CD... C96 B99 P98 T98 U99 A97 Y96 O98 
13 13 0	B..P.UB..PTUAA.OTUYYYOT..CDLL..CD... C96 B99 P99 T98 U99 A97 Y96 O97 L99 
13 13 0	B...T.B.DPTUAADPTU.CYYYU.C.OLL...O.. C97 B99 P98 T99 U98 A97 Y96 O99 D97 
13 13 0	B.D.T.B.DPTUAA.PTU.CYYYU.C.OLL...O.. C97 B99 P98 T99 U98 A97 Y96 O99 D96 
13 13 0	B...T.B.DPTUAADPTU..YYYU.C.OLL.C.O.. C96 B99 P98 T99 U98 A97 Y96 O99 D97 
13 13 0	B....UB.DPTUAADPTU.YYYT..C.OLL.C.O.. C96 B99 P98 T98 U99 A97 Y95 O99 D97 
13 13 0	B...T.B.DPTUAADPTU.YYY.U.C.OLL.C.O.. C96 B99 P98 T99 U98 A97 Y95 O99 D97 
13 13 0	B....UB.DPTUAADPTUYYY.T..C.OLL.C.O.. C96 B99 P98 T98 U99 A97 Y94 O99 D97 
13 13 0	B...T.B.DPTUAADPTUYYY..U.C.OLL.C.O.. C96 B99 P98 T99 U98 A97 Y94 O99 D97 
13 13 0	B...TUB.DPTUAADPTUYYYO...C.OLL.C.... C96 B99 P98 T99 U99 A97 Y94 O98 D97 
13 13 0	B.D.T.B.DPTUAA.PTU..YYYU.C.OLL.C.O.. C96 B99 P98 T99 U98 A97 Y96 O99 D96 
13 13 0	B.D..UB.DPTUAA.PTU.YYYT..C.OLL.C.O.. C96 B99 P98 T98 U99 A97 Y95 O99 D96 
13 13 0	B.D.T.B.DPTUAA.PTU.YYY.U.C.OLL.C.O.. C96 B99 P98 T99 U98 A97 Y95 O99 D96 
13 13 0	B.D..UB.DPTUAA.PTUYYY.T..C.OLL.C.O.. C96 B99 P98 T98 U99 A97 Y94 O99 D96 
13 13 0	B.D.T.B.DPTUAA.PTUYYY..U.C.OLL.C.O.. C96 B99 P98 T99 U98 A97 Y94 O99 D96 
13 13 0	B.D.TUB.DPTUAA.PTUYYYO...C.OLL.C.... C96 B99 P98 T99 U99 A97 Y94 O98 D96 
13 13 0	B..P..B.DPTUAAD.TU.YYYTU.C.OLL.C.O.. C96 B99 P99 T98 U98 A97 Y95 O99 D97 
13 13 0	B....UB.D.TUAADPTUYYYPT..C.OLL.C.O.. C96 B99 P97 T98 U99 A97 Y94 O99 D97 
13 13 0	B...T.B.D.TUAADPTUYYYP.U.C.OLL.C.O.. C96 B99 P97 T99 U98 A97 Y94 O99 D97 
13 13 0	B..P..B.DPTUAAD.TUYYY.TU.C.OLL.C.O.. C96 B99 P99 T98 U98 A97 Y94 O99 D97 
13 13 0	B..P.UB.DPTUAAD.TUYYYOT..C.OLL.C.... C96 B99 P99 T98 U99 A97 Y94 O98 D97 
13 13 0	B..P.UB.DPTUAADOTUYYYOT..C..LL.C.... C96 B99 P99 T98 U99 A97 Y94 O97 D97 
13 13 0	B..PT.B.DPTUAAD.TUYYYO.U.C.OLL.C.... C96 B99 P99 T99 U98 A97 Y94 O98 D97 
13 13 0	B..PT.B.DPTUAADOTUYYYO.U.C..LL.C.... C96 B99 P99 T99 U98 A97 Y94 O97 D97 
13 13 0	B..PTUB.DPTUAADOTUYYYO...C.LL..C.... C96 B99 P99 T99 U99 A97 Y94 O97 D97 L99 
13 13 0	B..PTUB.DPTUAADOTUYYYO...CLL...C.... C96 B99 P99 T99 U99 A97 Y94 O97 D97 L98 
13 13 0	B.DP..B.DPTUAA..TU.YYYTU.C.OLL.C.O.. C96 B99 P99 T98 U98 A97 Y95 O99 D96 
13 13 0	B.D..UB.D.TUAA.PTUYYYPT..C.OLL.C.O.. C96 B99 P97 T98 U99 A97 Y94 O99 D96 
13 13 0	B.D.T.B.D.TUAA.PTUYYYP.U.C.OLL.C.O.. C96 B99 P97 T99 U98 A97 Y94 O99 D96 
13 13 0	B.DP..B.DPTUAA..TUYYY.TU.C.OLL.C.O.. C96 B99 P99 T98 U98 A97 Y94 O99 D96 
13 13 0	B.DP.UB.DPTUAA..TUYYYOT..C.OLL.C.... C96 B99 P99 T98 U99 A97 Y94 O98 D96 
13 13 0	B.DP.UB.DPTUAA.OTUYYYOT..C..LL.C.... C96 B99 P99 T98 U99 A97 Y94 O97 D96 
13 13 0	B.DPT.B.DPTUAA..TUYYYO.U.C.OLL.C.... C96 B99 P99 T99 U98 A97 Y94 O98 D96 
13 13 0	B.DPT.B.DPTUAA.OTUYYYO.U.C..LL.C.... C96 B99 P99 T99 U98 A97 Y94 O97 D96 
13 13 0	B.DPTUB.DPTUAA.OTUYYYO...C.LL..C.... C96 B99 P99 T99 U99 A97 Y94 O97 D96 L99 
13 13 0	B.DPTUB.DPTUAA.OTUYYYO...CLL...C.... C96 B99 P99 T99 U99 A97 Y94 O97 D96 L98 
13 13 0	B..P..B..PT..AAOTUYYYOTU.CDLLU.CD... C96 B99 P99 T98 U99 A98 Y96 O97 L99 
13 13 0	B..P..B..PT..AAOT.YYYOTU.CDLLU.CD..U C96 B99 P99 T98 U98 A98 Y96 O97 L99 
13 13 0	B..P..B..PT.AA.OTUYYYOTU.CDLLU.CD... C96 B99 P99 T98 U99 A97 Y96 O97 L99 
13 13 0	B..P..B..PT.AA.OT.YYYOTU.CDLLU.CD..U C96 B99 P99 T98 U98 A97 Y96 O97 L99 
13 13 0	.CD...BCD.TUBAAPTUYYYPTU...OLL...O.. B98 D96 T98 U98 P99 A98 Y94 O99 
13 13 0	.CD...BCDPTUBAAPTUYYYOTU...OLL...... B98 D96 T98 U98 A98 Y94 O98 
13 13 0	.....U...PTU.AAPTUYYYOT.BCDOLLBCD... T98 U99 P98 A98 Y96 B97 C96 O98 
13 13 0	...P.U...PTU.AAOTUYYYOT.BCDLL.BCD... C96 P99 T98 U99 B97 A98 Y96 O97 L99 
13 13 0	.....U...PTUAA.PTUYYYOT.BCDOLLBCD... T98 U99 P98 A97 Y96 B97 C96 O98 
13 13 0	...P.U...PTUAA.OTUYYYOT.BCDLL.BCD... C96 P99 T98 U99 B97 A97 Y96 O97 L99 
13 13 0	....T...DPTUAADPTUBCYYYUBC.OLL...O.. P98 T99 U98 A97 B98 C97 Y96 D97 O99 
13 13 0	..D.TU..DPTU.AAPTUBCYYY.BC.OLL...O.. P98 T99 U99 A96 B98 C97 Y96 D96 O99 
13 13 0	..D.T...DPTUAA.PTUBCYYYUBC.OLL...O.. P98 T99 U98 A97 B98 C97 Y96 D96 O99 
13 13 0	..DPT...DPTU.AA.TUBCYYYUBC.OLL...O.. C97 P99 T99 U98 B98 A96 Y96 D96 O99 
13 13 0	....T...DPTUAADPTU.CYYYUBC.OLLB..O.. P98 T99 U98 A97 C97 Y96 B97 D97 O99 
13 13 0	..D.TU..DPTU.AAPTU.CYYY.BC.OLLB..O.. P98 T99 U99 A96 C97 Y96 B97 D96 O99 
13 13 0	..D.T...DPTUAA.PTU.CYYYUBC.OLLB..O.. P98 T99 U98 A97 C97 Y96 B97 D96 O99 
13 13 0	..DPT...DPTU.AA.TU.CYYYUBC.OLLB..O.. C97 P99 T99 U98 B97 A96 Y96 D96 O99 
13 13 0	....T...DPTUAADPTUB.YYYUBC.OLL.C.O.. P98 T99 U98 A97 B98 Y96 C96 D97 O99 
13 13 0	.....U..DPTUAADPTUBYYYT.BC.OLL.C.O.. T98 U99 D97 P98 A97 B98 Y95 C96 O99 
13 13 0	....T...DPTUAADPTUBYYY.UBC.OLL.C.O.. P98 T99 U98 A97 B98 Y95 C96 D97 O99 
13 13 0	..D.TU..DPTU.AAPTUB.YYY.BC.OLL.C.O.. P98 T99 U99 A96 B98 Y96 C96 D96 O99 
13 13 0	..D.TU..DPTU.AAPTUBYYY..BC.OLL.C.O.. P98 T99 U99 A96 B98 Y95 C96 D96 O99 
13 13 0	..D.T...DPTUAA.PTUB.YYYUBC.OLL.C.O.. P98 T99 U98 A97 B98 Y96 C96 D96 O99 
13 13 0	..D..U..DPTUAA.PTUBYYYT.BC.OLL.C.O.. P98 T98 U99 A97 B98 Y95 C96 D96 O99 
13 13 0	..D.T...DPTUAA.PTUBYYY.UBC.OLL.C.O.. P98 T99 U98 A97 B98 Y95 C96 D96 O99 
