3 0 3	.C....BC.PTUBAAPTUYYYOTU..DOLL..D... 
11 9 2	...PTU...PTU.AA.TU...YYYBCDOLLBCDO.. C96 P99 T99 U99 A98 Y97 B97 O99 
11 9 2	B..PT.B..PTUAA..TU.YYY.U.CDOLL.CDO.. C96 B99 P99 T99 A97 Y97 O99 
11 9 2	...PT..C.PTU.CAATUYYYO.UB.DOLLB.D... C99 P99 T99 A99 Y98 O98 B97 
11 9 2	...P.....PTU..AATUYYY.TUBCDOLLBCDO.. C96 P99 T98 A99 Y96 B97 O99 
11 9 2	...PTU...PTUAA..TU...YYYBCDOLLBCDO.. C96 P99 T99 U99 A97 Y97 B97 O99 
11 9 2	B..PTUB..PTU..AATU.YYY...CDOLL.CDO.. C96 B99 P99 T99 U99 A99 Y97 O99 
11 9 2	B..PT.B..PTUAA..TUYYY..U.CDOLL.CDO.. C96 B99 P99 T99 A97 Y96 O99 
11 9 2	B..PTUB..PTU..AATUYYY....CDOLL.CDO.. C96 B99 P99 T99 U99 A99 Y96 O99 
11 9 2	...PTU...PTUB.AATUBYYY...CDOLL.CDO.. C96 P99 T99 U99 B99 A99 Y97 O99 
11 9 2	...P..B..PTUBAA.TUYYY.TU.CDOLL.CDO.. C96 P99 T98 A98 Y96 O99 
11 9 2	BCDPTUBCDPTUAA..TUYYY......OLL...O.. B99 P99 T99 U99 A99 Y94 O99 D96 
11 9 2	...PTUB..PTUB.AATUYYYO...CDOLL.CD... C96 P99 T99 U99 A99 Y94 O98 
11 9 2	...PTU...PTU.AA.TU..YYY.BCDOLLBCDO.. C96 P99 T99 U99 A98 Y98 B97 O99 
11 9 2	...P.UB..PTUB.AATUYYY.T..CDOLL.CDO.. C96 P99 T98 U99 A99 Y94 O99 
11 9 2	...PTU...PTUAA..TU..YYY.BCDOLLBCDO.. C96 P99 T99 U99 A97 Y98 B97 O99 
11 9 2	...PT....PTUBAA.TUBYYY.U.CDOLL.CDO.. C96 P99 T99 B99 A98 Y97 O99 
11 9 2	...P.UB..PTUB.AATU.YYYT..CDOLL.CDO.. C96 P99 T98 U99 A99 Y97 O99 
11 9 2	B..P..B..PTU..AATU.YYYTU.CDOLL.CDO.. C96 P99 T98 B99 A99 Y97 O99 
11 9 2	...PTUB..PTUBAA.TUYYY....CDOLL.CDO.. C96 P99 T99 U99 A98 Y94 O99 
11 9 2	B..PTUB..PTU.AA.TU.C.YYY.CDOLL..DO.. C97 P99 T99 U99 B99 A98 Y97 O99 
11 9 2	...PTU...PTU.AA.TUB..YYYBCDOLL.CDO.. C96 P99 T99 U99 B98 A98 Y97 O99 
11 9 2	...PT....PTUAA..TUBYYY.UBCDOLL.CDO.. C96 P99 T99 A97 B98 Y97 O99 
11 9 2	...P.....PTU..AATU.YYYTUBCDOLLBCDO.. C96 P99 T98 B97 A99 Y97 O99 
11 9 2	...P.....PTU..AATUBYYYTUBCDOLL.CDO.. C96 P99 T98 B98 A99 Y97 O99 
11 9 2	...PT....PTUAA..TUYYY..UBCDOLLBCDO.. C96 P99 T99 A97 Y96 B97 O99 
11 9 2	.CDPTU.CDPTUAA..TUYYY...B..OLLB..O.. B97 P99 T99 U99 A99 Y94 O99 D96 
11 9 2	.CDPTU.CDPTUAA..TUB.YYY.B..OLL...O.. B98 P99 T99 U99 A99 Y96 O99 D96 
11 9 2	...PTUB..PTUBAA.TU.YYY...CDOLL.CDO.. C96 P99 T99 U99 A98 Y97 O99 
11 9 2	.CDPTU.CDPTUAA..TUBYYY..B..OLL...O.. B98 P99 T99 U99 A99 Y95 O99 D96 
11 9 2	B..P..B..PTU..AATUYYY.TU.CDOLL.CDO.. C96 B99 P99 T98 A99 Y96 O99 
11 9 2	.C.PT..C.PT..AAOT.YYYO.UB.DLLUB.D..U B97 P99 T99 U98 Y98 O97 L99 
11 9 2	.CDPTU.CDPTU..AATUB..YYYB..OLL...O.. B98 P99 T99 U99 A97 Y97 O99 D96 
11 9 2	...PTU...PTUBCAATUBCDYYY..DOLL...O.. C98 P99 T99 U99 B99 A99 D99 Y97 O99 
11 9 2	...PTU...PTUB.AATUB.DYYY.CDOLL.C.O.. C96 P99 T99 U99 B99 A99 D99 Y97 O99 
11 9 2	.CDPTU.CDPTU.AA.TUB..YYYB..OLL...O.. B98 P99 T99 U99 A98 Y97 O99 D96 
11 9 2	...PTU...PTUB.AATUBCDYYY.CDOLL...O.. C97 P99 T99 U99 B99 A99 D99 Y97 O99 
11 9 2	.CDPTU.CDPTUAA..TU..YYY.B..OLLB..O.. B97 P99 T99 U99 A99 Y96 O99 D96 
11 9 2	.CDPTU.CDPTU..AATU...YYYB..OLLB..O.. B97 P99 T99 U99 A97 Y97 O99 D96 
11 9 2	.CDPTU.CDPTU.AA.TU...YYYB..OLLB..O.. B97 P99 T99 U99 A98 Y97 O99 D96 
11 9 2	...P.....PTUB.AATUBYYYTU.CDOLL.CDO.. C96 P99 T98 B99 A99 Y97 O99 
11 9 2	...PTU...PTUBAA.TUB.YYY..CDOLL.CDO.. C96 P99 T99 U99 B99 A98 Y98 O99 
11 9 2	...P..B..PTUB.AATUYYYOTU.CDOLL.CD... C96 P99 T98 A99 Y96 O98 
11 9 2	B..PTUB..PTUAA..TU..YYY..CDOLL.CDO.. C96 B99 P99 T99 U99 A97 Y98 O99 
11 9 2	...PTU.C.PTU.CAATUYYY...B.DOLLB.DO.. C99 P99 T99 U99 A99 Y94 B97 O99 
11 9 2	...PT.B..PTUBAA.TUYYYO.U.CDOLL.CD... C96 P99 T99 A98 Y96 O98 
11 9 2	...PTU...PTU.CAATU.CDYYYB.DOLLB..O.. C98 P99 T99 U99 A99 D99 Y97 B97 O99 
11 9 2	...PTU.C.PTU.CAATU..DYYYB.DOLLB..O.. C99 P99 T99 U99 A99 D99 Y97 B97 O99 
11 9 2	...PT....PTU..AATUYYYO.UBCDOLLBCD... C96 P99 T99 A99 Y96 B97 O98 
11 9 2	B..PT.B..PTU.AA.TU.YYY.U.CDOLL.CDO.. C96 B99 P99 T99 A98 Y97 O99 
11 9 2	B..PTUB..PTU.AA.TU..YYY..CDOLL.CDO.. C96 B99 P99 T99 U99 A98 Y98 O99 
11 9 2	.CDPTU.CDPTUAA..TU.YYY..B..OLLB..O.. B97 P99 T99 U99 A99 Y95 O99 D96 
11 9 2	...PTU...PTUAA..TUB.YYY.BCDOLL.CDO.. C96 P99 T99 U99 A97 B98 Y98 O99 
11 9 2	...PTU...PTU.AA.TUB.YYY.BCDOLL.CDO.. C96 P99 T99 U99 A98 B98 Y98 O99 
11 9 2	...PTU...PTU.AA.TU.CYYY.BCDOLLB.DO.. C97 P99 T99 U99 B97 A98 Y98 O99 
11 9 2	...PTU...PTU..AATUBCDYYYBCDOLL...O.. C97 P99 T99 U99 A99 B98 D99 Y97 O99 
11 9 2	...PTU...PTUBAA.TUBC.YYY.CDOLL..DO.. C97 P99 T99 U99 B99 A98 Y97 O99 
11 9 2	...PTU...PTU.CAATUBCDYYYB.DOLL...O.. C98 P99 T99 U99 A99 B98 D99 Y97 O99 
11 9 2	...PT....PTU.AA.TU.YYY.UBCDOLLBCDO.. C96 P99 T99 B97 A98 Y97 O99 
11 9 2	...PTU.C.PTU.CAATUB.DYYYB.DOLL...O.. C99 P99 T99 U99 A99 B98 D99 Y97 O99 
11 9 2	B..PTUB..PTU.AA.TU.CYYY..CDOLL..DO.. C97 P99 T99 U99 B99 A98 Y98 O99 
11 9 2	BCDPTUBCDPTUAA..TU.YYY.....OLL...O.. B99 P99 T99 U99 A99 Y95 O99 D96 
11 9 2	...PTU...PTU.AA.TUBC.YYYBCDOLL..DO.. C97 P99 T99 U99 B98 A98 Y97 O99 
11 9 2	BCDPTUBCDPTUAA..TU..YYY....OLL...O.. B99 P99 T99 U99 A99 Y96 O99 D96 
11 9 2	BCDPTUBCDPTU..AATU...YYY...OLL...O.. B99 P99 T99 U99 A97 Y97 O99 D96 
11 9 2	BCDPTUBCDPTU.AA.TU...YYY...OLL...O.. B99 P99 T99 U99 A98 Y97 O99 D96 
11 9 2	B..PTUB..PTU.AA.TU...YYY.CDOLL.CDO.. C96 P99 T99 U99 B99 A98 Y97 O99 
11 9 2	B..PTUB..PTUAA..TU.C.YYY.CDOLL..DO.. C97 P99 T99 U99 B99 A97 Y97 O99 
11 9 2	...PTU...PTUAA..TUB..YYYBCDOLL.CDO.. C96 P99 T99 U99 B98 A97 Y97 O99 
11 9 2	B..PTUB..PTUAA..TU...YYY.CDOLL.CDO.. C96 P99 T99 U99 B99 A97 Y97 O99 
11 9 2	...PT....PTUAA..TU.YYY.UBCDOLLBCDO.. C96 P99 T99 A97 Y97 B97 O99 
11 9 2	...PTU...PTUAA..TUBC.YYYBCDOLL..DO.. C97 P99 T99 U99 B98 A97 Y97 O99 
11 9 2	...PT....PTU.AA.TUBYYY.UBCDOLL.CDO.. C96 P99 T99 B98 A98 Y97 O99 
11 9 2	...PTU...PTUBAA.TUB..YYY.CDOLL.CDO.. C96 P99 T99 U99 B99 A98 Y97 O99 
11 8 3	.C.PT..C.PTUAA.OTUYYYO.UB.D.LLB.D... B97 P99 T99 A99 Y96 O97 
11 8 3	.CD.TU.CDPTUAA.PTUB.YYY.B..OLL...O.. B98 T99 U99 A99 Y96 O99 D96 
11 8 3	.CD.TU.CDPTUAA.PTU.YYY..B..OLLB..O.. B97 T99 U99 A99 Y95 O99 D96 
11 8 3	BC.PTUBCDPTUAAD.TU...YYY...OLL...O.. B99 P99 T99 U99 A99 Y97 O99 D97 
11 8 3	BC.PTUBC.PTUAAD.TU..DYYY...OLL...O.. B99 P99 T99 U99 A99 Y97 O99 D98 
11 8 3	.C.P.U.C.PTUAA.OTUYYYOT.B.D.LLB.D... B97 P99 U99 A99 Y98 O97 
11 8 3	.C.PTU.C.PTU.AAOTUYYYO..B.D.LLB.D... B97 P99 T99 U99 Y96 O97 
11 8 3	BC.PTUBC.PTUAA.OTUYYYO....DLL...D... B99 P99 T99 U95 A99 O99 L99 
11 8 3	.C..T..C..TUAA.PTUYYYP.UB.DOLLB.DO.. B97 P97 T99 A99 Y96 O99 
11 8 3	.C..TU.C..TU.AAPTUYYYP..B.DOLLB.DO.. B97 P97 T99 U99 Y96 O99 
11 8 3	....T.B..PTUBAAPTU.CYYYU.CDOLL..DO.. P98 T99 A98 C97 Y98 O99 
11 8 3	.C...U.C..TUAA.PTUYYYPT.B.DOLLB.DO.. B97 P97 U99 A99 Y98 O99 
11 8 3	.C..TU.C.PTUAA.PTUYYYO..B.DOLLB.D... B97 T99 U99 A99 Y96 O98 
11 8 3	.C.PT..C.PTU.AAOTUYYYO.UB.DLL.B.D... B97 P99 T99 Y96 O97 L99 
11 8 3	BC.PT.BC.PT.AA.OTUYYYO.U..DLLU..D... B99 P99 T99 U97 A99 O99 L99 
11 8 3	.C.PTU.C.PTUAAD.TUB.DYYYB..OLL...O.. B98 P99 T99 U99 A99 Y97 O99 D98 
11 8 3	.CD.TU.CDPTUAA.PTUBYYY..B..OLL...O.. B98 T99 U99 A99 Y95 O99 D96 
11 8 3	....T.B..PTUBAAPTU..YYYU.CDOLL.CDO.. P98 T99 A98 Y98 C96 O99 
11 8 3	.CD.TU.CDPTU.AAPTU...YYYB..OLLB..O.. B97 T99 U99 A98 Y97 O99 D96 
11 8 3	.C.PTU.C.PTUAAD.TU..DYYYB..OLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D98 
11 8 3	.C.PTU.CDPTUAAD.TUB..YYYB..OLL...O.. B98 P99 T99 U99 A99 Y97 O99 D97 
11 8 3	.CD.TU.CDPTUAA.PTU..YYY.B..OLLB..O.. B97 T99 U99 A99 Y96 O99 D96 
11 8 3	.CD.TU.CDPTUAA.PTUYYY...B..OLLB..O.. B97 T99 U99 A99 Y94 O99 D96 
11 8 3	.C.P...C.PT..AAOTUYYYOTUB.DLLUB.D... B97 P99 U99 Y98 O97 L99 
11 8 3	.CD.TU.CDPTU.AAPTUB..YYYB..OLL...O.. B98 T99 U99 A98 Y97 O99 D96 
11 8 3	BCD.TUBCDPTUAA.PTU..YYY....OLL...O.. B99 T99 U99 A99 Y96 O99 D96 
11 8 3	.C.P.U.C.PTU.AAOTUYYYOT.B.DLL.B.D... B97 P99 U99 Y98 O97 L99 
11 8 3	BCD.TUBCDPTU.AAPTU...YYY...OLL...O.. B99 T99 U99 A98 Y97 O99 D96 
11 8 3	.C.P...C.PTUAA.OTUYYYOTUB.DLL.B.D... B97 P99 A99 Y98 O97 L99 
11 8 3	BCD.TUBCDPTUAA.PTUYYY......OLL...O.. B99 T99 U99 A99 Y94 O99 D96 
11 8 3	BCD.TUBCDPTUAA.PTU.YYY.....OLL...O.. B99 T99 U99 A99 Y95 O99 D96 
11 8 3	.C.PTU.CDPTUAAD.TU...YYYB..OLLB..O.. B97 P99 T99 U99 A99 Y97 O99 D97 
11 7 4	.C..TU.C.PTUAADPTU..DYYYB..OLLB..O.. B97 T99 U99 A99 Y97 O99 D98 
11 7 4	.C..TU.CDPTUAADPTU...YYYB..OLLB..O.. B97 T99 U99 A99 Y97 O99 D97 
11 7 4	.C..TU.C.PTUAADPTUB.DYYYB..OLL...O.. B98 T99 U99 A99 Y97 O99 D98 
11 7 4	.C..TU.CDPTUAADPTUB..YYYB..OLL...O.. B98 T99 U99 A99 Y97 O99 D97 
11 7 4	BC..TUBC.PTUAADPTU..DYYY...OLL...O.. B99 T99 U99 A99 Y97 O99 D98 
11 7 4	BC..TUBCDPTUAADPTU...YYY...OLL...O.. B99 T99 U99 A99 Y97 O99 D97 
12 10 2	...PTU...PTUAA..TUB.DYYYBCDOLL.C.O.. C96 P99 T99 U99 A97 B98 D99 Y97 O99 
12 10 2	..DPTU..DPTUAA..TUB..YYYBC.OLL.C.O.. C96 P99 T99 U99 B98 A97 Y97 D96 O99 
12 10 2	...PTU...PTUAA..TUBYYY..BCDOLL.CDO.. C96 P99 T99 U99 A97 B98 Y97 O99 
12 10 2	B.DPTUB.DPTUAA..TU.C.YYY.C.OLL...O.. C97 P99 T99 U99 B99 A97 Y97 D96 O99 
12 10 2	B.DPTUB.DPTU..AATU.C.YYY.C.OLL...O.. C97 B99 P99 T99 U99 A97 Y97 O99 D96 
12 10 2	BCDPTUBCDPTU..AATU..YYY....OLL...O.. B99 P99 T99 U99 A97 Y96 O99 D96 
12 10 2	B.DPTUB.DPTU.CAATU.C.YYY...OLL...O.. C98 B99 P99 T99 U99 A97 Y97 O99 D96 
12 10 2	B.DPTUBCDPTU.CAATU...YYY...OLL...O.. C99 B99 P99 T99 U99 A97 Y97 O99 D96 
12 10 2	...P.UB..PTUBAA.TU.YYYT..CDOLL.CDO.. C96 P99 T98 U99 A98 Y97 O99 
12 10 2	..DPTU..DPTU..AATU...YYYBC.OLLBC.O.. C96 D96 P99 T99 U99 A97 Y97 B97 O99 
12 10 2	BCDPTUBCDPTU.AA.TU..YYY....OLL...O.. B99 P99 T99 U99 A98 Y96 O99 D96 
12 10 2	BCDPT.BCDPTUAA..TU..YYYU...OLL...O.. B99 P99 T99 U98 A99 Y96 O99 D96 
12 10 2	B..PT.B..PTUAA..TUYYYO.U.CDOLL.CD... C96 B99 P99 T99 A97 Y96 O98 
12 10 2	BCDPTUBCDPTU.AA.TU.YYY.....OLL...O.. B99 P99 T99 U99 A98 Y95 O99 D96 
12 10 2	..DPTU..DPTU..AATUB..YYYBC.OLL.C.O.. C96 D96 P99 T99 U99 A97 B98 Y97 O99 
12 10 2	.CDPTUBCDPTUB.AATU...YYY...OLL...O.. B96 P99 T99 U99 A97 Y97 O99 D96 
12 10 2	BCDPT.BCDPTUAA..TU.YYY.U...OLL...O.. B99 P99 T99 U98 A99 Y95 O99 D96 
12 10 2	BCDP.UBCDPTUAA..TU.YYYT....OLL...O.. B99 P99 T98 U99 A99 Y95 O99 D96 
12 10 2	.CDPTU.CDPTUB.AATUB..YYY...OLL...O.. B97 P99 T99 U99 A97 Y97 O99 D96 
12 10 2	...PTU...PTU.AA.TU..DYYYBCDOLLBC.O.. C96 P99 T99 U99 A98 D99 Y97 B97 O99 
12 10 2	...PTU...PTUAA..TU.CDYYYBCDOLLB..O.. C97 P99 T99 U99 A97 D99 Y97 B97 O99 
12 10 2	..DPTU..DPTU..AATUBC.YYYBC.OLL...O.. C97 D96 P99 T99 U99 A97 B98 Y97 O99 
12 10 2	..DPTU..DPTU.CAATUBC.YYYB..OLL...O.. C98 D96 P99 T99 U99 A97 B98 Y97 O99 
12 10 2	...PTU...PTUAA..TU..DYYYBCDOLLBC.O.. C96 P99 T99 U99 A97 D99 Y97 B97 O99 
12 10 2	..DPTU.CDPTU.CAATUB..YYYB..OLL...O.. C99 D96 P99 T99 U99 A97 B98 Y97 O99 
12 10 2	B..PTUB..PTUAA..TU..DYYY.CDOLL.C.O.. C96 P99 T99 U99 B99 A97 Y97 D99 O99 
12 10 2	...PTU...PTUAA..TUYYY...BCDOLLBCDO.. C96 P99 T99 U99 A97 Y94 B97 O99 
12 10 2	..DPTU..DPTUAA..TU.C.YYYBC.OLLB..O.. C97 P99 T99 U99 A97 Y97 B97 D96 O99 
12 10 2	.CDPT..CDPTUAA..TUBYYY.UB..OLL...O.. B98 P99 T99 U98 A99 Y95 O99 D96 
12 10 2	.CDP.U.CDPTUAA..TUBYYYT.B..OLL...O.. B98 P99 T98 U99 A99 Y95 O99 D96 
12 10 2	B..PTUB..PTU.AA.TU..DYYY.CDOLL.C.O.. C96 P99 T99 U99 B99 A98 Y97 D99 O99 
12 10 2	.CDPTU.CDPTU.AA.TUB.YYY.B..OLL...O.. B98 P99 T99 U99 A98 Y96 O99 D96 
12 10 2	...PTU.C.PTU.CAATUYYYO..B.DOLLB.D... C99 P99 T99 U99 A99 Y94 O98 B97 
12 10 2	.CDPT..CDPTUAA..TUB.YYYUB..OLL...O.. B98 P99 T99 U98 A99 Y96 O99 D96 
12 10 2	...PTU...PTU..AATUYYYO..BCDOLLBCD... C96 P99 T99 U99 A99 Y94 B97 O98 
12 10 2	.CDPTU.CDPTUAA..TUYYYO..B..OLLB..... B97 P99 T99 U99 A99 Y94 O98 D96 
12 10 2	.CDPTU.CDPTU..AATUYYY...B..OLLB..O.. B97 P99 T99 U99 A97 Y94 O99 D96 
12 10 2	B..PTUB..PTU.AA.TU.CDYYY.CDOLL...O.. C97 P99 T99 U99 B99 A98 Y97 D99 O99 
12 10 2	.CDPT..CDPTUAA..TUYYY..UB..OLLB..O.. B97 P99 T99 U98 A99 Y94 O99 D96 
12 10 2	.CDPTU.CDPTU.AA.TUYYY...B..OLLB..O.. B97 P99 T99 U99 A98 Y94 O99 D96 
12 10 2	.CDP.U.CDPTUAA..TUYYY.T.B..OLLB..O.. B97 P99 T98 U99 A99 Y94 O99 D96 
12 10 2	...PT....PTUAA..TUYYYO.UBCDOLLBCD... C96 P99 T99 A97 Y96 B97 O98 
12 10 2	BCDPT.BCDPTUAA..TUYYY..U...OLL...O.. B99 P99 T99 U98 A99 Y94 O99 D96 
12 10 2	BCDPTUBCDPTU..AATUYYY......OLL...O.. B99 P99 T99 U99 A97 Y94 O99 D96 
12 10 2	BCDPTUBCDPTU.AA.TUYYY......OLL...O.. B99 P99 T99 U99 A98 Y94 O99 D96 
12 10 2	B..PTUB..PTUAA..TU.CDYYY.CDOLL...O.. C97 P99 T99 U99 B99 A97 Y97 D99 O99 
12 10 2	BCDP.UBCDPTUAA..TUYYY.T....OLL...O.. B99 P99 T98 U99 A99 Y94 O99 D96 
12 10 2	...P..B..PTUBAA.TUYYYOTU.CDOLL.CD... C96 P99 T98 A98 Y96 O98 
12 10 2	B..PTUB..PTU.AA.TU.YYY...CDOLL.CDO.. C96 B99 P99 T99 U99 A98 Y97 O99 
12 10 2	...P.UB..PTUBAA.TUYYY.T..CDOLL.CDO.. C96 P99 T98 U99 A98 Y96 O99 
12 10 2	B..P.UB..PTU..AATUYYY.T..CDOLL.CDO.. C96 B99 P99 T98 U99 A99 Y96 O99 
12 10 2	...P.U...PTUB.AATUBYYYT..CDOLL.CDO.. C96 P99 T98 U99 B99 A99 Y97 O99 
12 10 2	...PTU...PTU.AA.TUBCDYYYBCDOLL...O.. C97 P99 T99 U99 B98 A98 Y97 D99 O99 
12 10 2	B..P..B..PTUAA..TUYYY.TU.CDOLL.CDO.. C96 B99 P99 T98 A97 Y96 O99 
12 10 2	B..PTUB..PTUAA..TUYYY....CDOLL.CDO.. C96 B99 P99 T99 U99 A97 Y96 O99 
12 10 2	...PTU...PTUAA..TU.YYY..BCDOLLBCDO.. C96 P99 T99 U99 A97 Y95 B97 O99 
12 10 2	..DPTU..DPTUAA..TU...YYYBC.OLLBC.O.. C96 P99 T99 U99 A97 Y97 B97 D96 O99 
12 10 2	B..P.UB..PTU..AATU.YYYT..CDOLL.CDO.. C96 B99 P99 T98 U99 A99 Y97 O99 
12 10 2	B..PTUB..PTUAA..TU.YYY...CDOLL.CDO.. C96 B99 P99 T99 U99 A97 Y97 O99 
12 10 2	...PT....PTU.AA.TUYYYO.UBCDOLLBCD... C96 P99 T99 A98 Y96 B97 O98 
12 10 2	...P.....PTUAA..TUYYY.TUBCDOLLBCDO.. C96 P99 T98 A97 Y96 B97 O99 
12 10 2	...P.....PTU..AATUYYYOTUBCDOLLBCD... C96 P99 T98 A99 Y96 B97 O98 
12 10 2	...P.....PTU.AA.TUYYY.TUBCDOLLBCDO.. C96 P99 T98 A98 Y96 B97 O99 
12 10 2	B..P..B..PTUAA..TU.YYYTU.CDOLL.CDO.. C96 B99 P99 T98 A97 Y97 O99 
12 10 2	...PTU...PTU.AA.TU.YYY..BCDOLLBCDO.. C96 P99 T99 U99 A98 Y95 B97 O99 
12 10 2	.CDPTU.CDPTU..AATUBYYY..B..OLL...O.. B98 P99 T99 U99 A97 Y95 O99 D96 
12 10 2	...P.U...PTU..AATU.YYYT.BCDOLLBCDO.. C96 P99 T98 U99 A99 Y95 B97 O99 
12 10 2	...P.UB..PTUB.AATUYYYOT..CDOLL.CD... C96 P99 T98 U99 A99 Y94 O98 
12 10 2	...PTU...PTUBAA.TUBCDYYY.CDOLL...O.. C97 P99 T99 U99 B99 A98 Y97 D99 O99 
12 10 2	...PTU...PTU.AA.TUYYY...BCDOLLBCDO.. C96 P99 T99 U99 A98 Y94 B97 O99 
12 10 2	...PTU...PTUBAA.TUB.DYYY.CDOLL.C.O.. C96 P99 T99 U99 B99 A98 Y97 D99 O99 
12 10 2	...P.U...PTU..AATUYYY.T.BCDOLLBCDO.. C96 P99 T98 U99 A99 Y94 B97 O99 
12 10 2	...PTU...PTU.AA.TU.CDYYYBCDOLLB..O.. C97 P99 T99 U99 A98 D99 Y97 B97 O99 
12 10 2	...PTU...PTUBAA.TUBYYY...CDOLL.CDO.. C96 P99 T99 U99 B99 A98 Y97 O99 
12 10 2	B..PTUB..PTU.AA.TUYYY....CDOLL.CDO.. C96 B99 P99 T99 U99 A98 Y96 O99 
12 10 2	...PTUB..PTUBAA.TUYYYO...CDOLL.CD... C96 P99 T99 U99 A98 Y94 O98 
12 10 2	B..P..B..PTU.AA.TUYYY.TU.CDOLL.CDO.. C96 B99 P99 T98 A98 Y96 O99 
12 10 2	...PTU...PTU.AA.TUBYYY..BCDOLL.CDO.. C96 P99 T99 U99 A98 B98 Y97 O99 
12 10 2	...P.U...PTU..AATUBYYYT.BCDOLL.CDO.. C96 P99 T98 U99 A99 B98 Y97 O99 
12 10 2	.C.PT..C.PT.AA.OT.YYYO.UB.DLLUB.D..U B97 P99 T99 U98 A99 Y98 O97 L99 
12 10 2	B..PT.B..PTU.AA.TUYYYO.U.CDOLL.CD... C96 B99 P99 T99 A98 Y96 O98 
12 10 2	BCDPTUBCDPTUAA..TUYYYO.....OLL...... B99 P99 T99 U99 A99 Y94 O98 D96 
12 10 2	B..PTUB..PTU..AATUYYYO...CDOLL.CD... C96 B99 P99 T99 U99 A99 Y96 O98 
12 10 2	B..P..B..PTU..AATUYYYOTU.CDOLL.CD... C96 B99 P99 T98 A99 Y96 O98 
12 10 2	B..P..B..PTU.AA.TU.YYYTU.CDOLL.CDO.. C96 P99 T98 B99 A98 Y97 O99 
12 10 2	...P.....PTU.AA.TU.YYYTUBCDOLLBCDO.. C96 P99 T98 B97 A98 Y97 O99 
12 10 2	...P.....PTUAA..TUBYYYTUBCDOLL.CDO.. C96 P99 T98 A97 B98 Y97 O99 
12 10 2	.CDPTU.CDPTU..AATUB.YYY.B..OLL...O.. B98 P99 T99 U99 A97 Y96 O99 D96 
12 10 2	...P.....PTU.AA.TUBYYYTUBCDOLL.CDO.. C96 P99 T98 B98 A98 Y97 O99 
12 10 2	...P.....PTUBAA.TUBYYYTU.CDOLL.CDO.. C96 P99 T98 B99 A98 Y97 O99 
12 10 2	...PTU...PTU.AA.TUB.DYYYBCDOLL.C.O.. C96 P99 T99 U99 A98 B98 D99 Y97 O99 
12 10 2	...P.....PTUAA..TU.YYYTUBCDOLLBCDO.. C96 P99 T98 B97 A97 Y97 O99 
12 10 2	.CDPTU.CDPTU..AATU.YYY..B..OLLB..O.. B97 P99 T99 U99 A97 Y95 O99 D96 
12 10 2	.CDPTU.CDPTU.AA.TUBYYY..B..OLL...O.. B98 P99 T99 U99 A98 Y95 O99 D96 
12 10 2	.CDPTUBCDPTUBAA.TU...YYY...OLL...O.. B96 P99 T99 U99 A98 Y97 O99 D96 
12 10 2	.CDPTU.CDPTUBAA.TUB..YYY...OLL...O.. B97 P99 T99 U99 A98 Y97 O99 D96 
12 10 2	.CDPTU.CDPTU..AATU..YYY.B..OLLB..O.. B97 P99 T99 U99 A97 Y96 O99 D96 
12 10 2	.CDPTU.CDPTU.AA.TU.YYY..B..OLLB..O.. B97 P99 T99 U99 A98 Y95 O99 D96 
12 10 2	.CDPT..CDPTUAA..TU..YYYUB..OLLB..O.. B97 P99 T99 U98 A99 Y96 O99 D96 
12 10 2	..DPTU..DPTU..AATU.C.YYYBC.OLLB..O.. C97 D96 P99 T99 U99 A97 Y97 B97 O99 
12 10 2	..DPTU..DPTU.CAATU.C.YYYB..OLLB..O.. C98 D96 P99 T99 U99 A97 Y97 B97 O99 
12 10 2	.CDPTU.CDPTU.AA.TU..YYY.B..OLLB..O.. B97 P99 T99 U99 A98 Y96 O99 D96 
12 10 2	..DPTU.CDPTU.CAATU...YYYB..OLLB..O.. C99 D96 P99 T99 U99 A97 Y97 B97 O99 
12 10 2	.CDPT..CDPTUAA..TU.YYY.UB..OLLB..O.. B97 P99 T99 U98 A99 Y95 O99 D96 
12 10 2	...PTU...PTUAA..TUBCDYYYBCDOLL...O.. C97 P99 T99 U99 A97 B98 D99 Y97 O99 
12 10 2	B.DPTUB.DPTUAA..TU...YYY.C.OLL.C.O.. C96 P99 T99 U99 B99 A97 Y97 D96 O99 
12 10 2	.CDP.U.CDPTUAA..TU.YYYT.B..OLLB..O.. B97 P99 T98 U99 A99 Y95 O99 D96 
12 10 2	BCDPTUBCDPTU..AATU.YYY.....OLL...O.. B99 P99 T99 U99 A97 Y95 O99 D96 
12 10 2	B.DPTUB.DPTU..AATU...YYY.C.OLL.C.O.. C96 B99 P99 T99 U99 A97 Y97 O99 D96 
12 10 2	..DPTU..DPTUAA..TUBC.YYYBC.OLL...O.. C97 P99 T99 U99 B98 A97 Y97 D96 O99 
12 9 3	.C.PT..C.PTUAA.OTUYYYO.UB.DLL.B.D... B97 P99 T99 A99 Y96 O97 L99 
12 9 3	.CD.TU.CDPTUBAAPTUB..YYY...OLL...O.. B95 T99 U99 A98 Y97 O99 D96 
12 9 3	.CD.TU.CDPTU.AAPTU.YYY..B..OLLB..O.. B97 T99 U99 A98 Y95 O99 D96 
12 9 3	.CD.TU.CDPTU.AAPTU..YYY.B..OLLB..O.. B97 T99 U99 A98 Y96 O99 D96 
