0 0 0	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
12 12 0	IIDC..LLDCPOAA..POJ....OJ.BFFFJ.B... I97 L96 O99 D96 C97 P98 B98 F98 
12 12 0	IIDCP.LLDCPOAA...OJ....OJ.BFFFJ.B... I97 L96 O99 D96 C97 P97 B98 F98 
12 12 0	IIDC..LLDC.OAA..POJ.B.POJ.BFFFJ..... I97 L96 O99 D96 C97 P99 B97 F98 
12 12 0	IIDC..LLDC.OAAB.POJ.B.POJ..FFFJ..... I97 L96 O99 D96 C97 P99 B96 F98 
12 12 0	IID...LLD.POAA.CPOJ.BC.OJ.BFFFJ..... I97 L96 O99 D96 C99 P98 B97 F98 
12 12 0	IID...LLD.POAABCPOJ.BC.OJ..FFFJ..... I97 L96 O99 D96 C99 P98 B96 F98 
12 12 0	IID.P.LLD.POAA.C.OJ.BC.OJ.BFFFJ..... I97 L96 O99 D96 C99 P97 B97 F98 
12 12 0	IID.P.LLD.POAABC.OJ.BC.OJ..FFFJ..... I97 L96 O99 D96 C99 P97 B96 F98 
12 12 0	IID...LLD..OAABCPOJ.BCPOJ.FFF.J..... I97 L96 O99 D96 C99 P99 B96 F97 
12 12 0	IID...LLD..OAABCPOJ.BCPOJFFF..J..... I97 L96 O99 D96 C99 P99 B96 F96 
12 12 0	...II.LLDCPOAADCPOJ.B..OJ.BFFFJ..... D97 L96 O99 C98 P98 B97 F98 
12 12 0	..DII.LLDCPO.AACPOJ....OJ.BFFFJ.B... D96 L96 O99 A99 C98 P98 B98 F98 
12 12 0	..DII.LLDC.OJAACPOJ...POJ.BFFF..B... D96 L96 O99 A99 C98 P99 J99 B98 F98 
12 12 0	..DII.LLDC.O.AACPOJ.B.POJ.BFFFJ..... D96 L96 O99 A99 C98 P99 B97 F98 
12 12 0	..DII.LLD.POJAACPOJ..C.OJ.BFFF..B... D96 L96 O99 A99 C99 P98 J99 B98 F98 
12 12 0	..DII.LLD.PO.AACPOJ.BC.OJ.BFFFJ..... D96 L96 O99 A99 C99 P98 B97 F98 
12 12 0	..DII.LLD..OJAACPOJ.BCPOJ.BFFF...... D96 L96 O99 A99 C99 P99 J99 B97 F98 
12 12 0	..DII.LLDCPOAA.CPOJ.B..OJ.BFFFJ..... D96 L96 O99 C98 P98 B97 F98 
12 12 0	..DII.LLDCPOAABCPOJ.B..OJ..FFFJ..... D96 L96 O99 C98 P98 B96 F98 
12 12 0	..DII.LLDC.OAABCPOJ.B.POJ.FFF.J..... D96 L96 O99 C98 P99 B96 F97 
12 12 0	..DII.LLDC.OAABCPOJ.B.POJFFF..J..... D96 L96 O99 C98 P99 B96 F96 
12 12 0	..DII.LLD.POAABCPOJ.BC.OJ.FFF.J..... D96 L96 O99 C99 P98 B96 F97 
12 12 0	..DII.LLD.POAABCPOJ.BC.OJFFF..J..... D96 L96 O99 C99 P98 B96 F96 
12 12 0	..DII.LLD...AABCPOJ.BCPOJ.FFFOJ..... D96 L96 O98 C99 P99 B96 F97 
12 12 0	..DII.LLD...AABCP.J.BCPOJ.FFFOJ....O D96 L96 O97 C99 P99 B96 F97 
12 12 0	..DII.LLD...AABCPOJ.BCPOJFFF.OJ..... D96 L96 O98 C99 P99 B96 F96 
12 12 0	..DII.LLD...AABCP.J.BCPOJFFF.OJ....O D96 L96 O97 C99 P99 B96 F96 
12 12 0	..DII.LLD..OAABC.OJ.BCPOJFFFP.J..... D96 L96 O99 C99 P98 B96 F96 
12 12 0	..DII.LLD..OAABC.OJ.BC.OJFFFP.J...P. D96 L96 O99 C99 P97 B96 F96 
12 12 0	IID..O..DLLOAABC.OJ.BCP.JFFFP.J..... I97 O98 D98 L99 C99 P98 B98 F96 
12 12 0	IID..O..DLLOAABC.OJ.BC..JFFFP.J...P. I97 O98 D98 L99 C99 P97 B98 F96 
12 12 0	..II.OLLDCPOAADCPOJ.....J.BFFFJ.B... I99 O98 L96 D97 C98 P98 B98 F98 
12 12 0	..IIPOLLDCPOAADC.OJ.....J.BFFFJ.B... I99 O98 L96 D97 C98 P97 B98 F98 
12 12 0	..II.OLLDC.OAADCPOJ.B.P.J.BFFFJ..... I99 O98 L96 D97 C98 P99 B97 F98 
12 12 0	..II.OLLD.POAADCPOJ.BC..J.BFFFJ..... I99 O98 L96 D97 C99 P98 B97 F98 
12 12 0	..IIPOLLD.POAADC.OJ.BC..J.BFFFJ..... I99 O98 L96 D97 C99 P97 B97 F98 
12 12 0	.II..OLLDCPOAADCPOJ.....J.BFFFJ.B... I98 O98 L96 D97 C98 P98 B98 F98 
12 12 0	.II.POLLDCPOAADC.OJ.....J.BFFFJ.B... I98 O98 L96 D97 C98 P97 B98 F98 
12 12 0	.II..OLLDC.OAADCPOJ.B.P.J.BFFFJ..... I98 O98 L96 D97 C98 P99 B97 F98 
12 12 0	.IIC.OLLDCPOAAD.POJ.....J.BFFFJ.B... I98 O98 L96 D97 C97 P98 B98 F98 
12 12 0	.IICPOLLDCPOAAD..OJ.....J.BFFFJ.B... I98 O98 L96 D97 C97 P97 B98 F98 
12 12 0	.IIC.OLLDC.OAAD.POJ.B.P.J.BFFFJ..... I98 O98 L96 D97 C97 P99 B97 F98 
12 12 0	.II..OLLD.POAADCPOJ.BC..J.BFFFJ..... I98 O98 L96 D97 C99 P98 B97 F98 
12 12 0	.II.POLLD.POAADC.OJ.BC..J.BFFFJ..... I98 O98 L96 D97 C99 P97 B97 F98 
12 12 0	II...OLLDCPOAADCPOJ.....J.BFFFJ.B... I97 O98 L96 D97 C98 P98 B98 F98 
12 12 0	II..POLLDCPOAADC.OJ.....J.BFFFJ.B... I97 O98 L96 D97 C98 P97 B98 F98 
12 12 0	II...OLLDC.OAADCPOJ.B.P.J.BFFFJ..... I97 O98 L96 D97 C98 P99 B97 F98 
12 12 0	II.C.OLLDCPOAAD.POJ.....J.BFFFJ.B... I97 O98 L96 D97 C97 P98 B98 F98 
12 12 0	II.CPOLLDCPOAAD..OJ.....J.BFFFJ.B... I97 O98 L96 D97 C97 P97 B98 F98 
12 12 0	II.C.OLLDC.OAAD.POJ.B.P.J.BFFFJ..... I97 O98 L96 D97 C97 P99 B97 F98 
12 12 0	II...OLLD.POAADCPOJ.BC..J.BFFFJ..... I97 O98 L96 D97 C99 P98 B97 F98 
12 12 0	II..POLLD.POAADC.OJ.BC..J.BFFFJ..... I97 O98 L96 D97 C99 P97 B97 F98 
12 12 0	IID..OLLDC.O.AACPOJ...P.J.BFFFJ.B... I97 O98 L96 A99 D96 C98 P99 B98 F98 
12 12 0	IIDC.OLLDC.O.AA.POJ...P.J.BFFFJ.B... I97 O98 L96 A99 D96 C97 P99 B98 F98 
12 12 0	IID..OLLD.PO.AACPOJ..C..J.BFFFJ.B... I97 O98 L96 A99 D96 C99 P98 B98 F98 
12 12 0	IID.POLLD.PO.AAC.OJ..C..J.BFFFJ.B... I97 O98 L96 A99 D96 C99 P97 B98 F98 
12 12 0	IID..OLLD..OJAACPOJ..CP.J.BFFF..B... I97 O98 L96 A99 D96 C99 P99 J99 B98 F98 
12 12 0	IID..OLLD..O.AACPOJ.BCP.J.BFFFJ..... I97 O98 L96 A99 D96 C99 P99 B97 F98 
12 12 0	IID..OLLDCPOAA.CPOJ.....J.BFFFJ.B... I97 O98 L96 D96 C98 P98 B98 F98 
12 12 0	IID.POLLDCPOAA.C.OJ.....J.BFFFJ.B... I97 O98 L96 D96 C98 P97 B98 F98 
12 12 0	IID..OLLDC.OAA.CPOJ.B.P.J.BFFFJ..... I97 O98 L96 D96 C98 P99 B97 F98 
12 12 0	IID..OLLDC.OAABCPOJ.B.P.J..FFFJ..... I97 O98 L96 D96 C98 P99 B96 F98 
12 12 0	IIDC.OLLDC.O..AAPOJ...P.J.BFFFJ.B... I97 O98 L96 A98 D96 C97 P99 B98 F98 
12 12 0	IIDC.OLLDCPOAA..POJ.....J.BFFFJ.B... I97 O98 L96 D96 C97 P98 B98 F98 
12 12 0	IIDCPOLLDCPOAA...OJ.....J.BFFFJ.B... I97 O98 L96 D96 C97 P97 B98 F98 
12 12 0	IIDC.OLLDC.OAA..POJ.B.P.J.BFFFJ..... I97 O98 L96 D96 C97 P99 B97 F98 
12 12 0	IIDC.OLLDC.OAAB.POJ.B.P.J..FFFJ..... I97 O98 L96 D96 C97 P99 B96 F98 
12 12 0	IID..OLLD.POAA.CPOJ.BC..J.BFFFJ..... I97 O98 L96 D96 C99 P98 B97 F98 
12 12 0	IID..OLLD.POAABCPOJ.BC..J..FFFJ..... I97 O98 L96 D96 C99 P98 B96 F98 
12 12 0	IID.POLLD.POAA.C.OJ.BC..J.BFFFJ..... I97 O98 L96 D96 C99 P97 B97 F98 
12 12 0	IID.POLLD.POAABC.OJ.BC..J..FFFJ..... I97 O98 L96 D96 C99 P97 B96 F98 
12 12 0	IID..OLLD..OAABCPOJ.BCP.J.FFF.J..... I97 O98 L96 D96 C99 P99 B96 F97 
12 12 0	IID..OLLD..OAABCPOJ.BCP.JFFF..J..... I97 O98 L96 D96 C99 P99 B96 F96 
12 12 0	...IIOLLDCPOAADCPOJ.B...J.BFFFJ..... D97 O98 L96 C98 P98 B97 F98 
12 12 0	..DIIOLLDCPO.AACPOJ.....J.BFFFJ.B... D96 O98 L96 A99 C98 P98 B98 F98 
12 12 0	..DIIOLLDC.OJAACPOJ...P.J.BFFF..B... D96 O98 L96 A99 C98 P99 J99 B98 F98 
12 12 0	..DIIOLLDC.O.AACPOJ.B.P.J.BFFFJ..... D96 O98 L96 A99 C98 P99 B97 F98 
12 12 0	..DIIOLLD.POJAACPOJ..C..J.BFFF..B... D96 O98 L96 A99 C99 P98 J99 B98 F98 
12 12 0	..DIIOLLD.PO.AACPOJ.BC..J.BFFFJ..... D96 O98 L96 A99 C99 P98 B97 F98 
12 12 0	..DIIOLLD..OJAACPOJ.BCP.J.BFFF...... D96 O98 L96 A99 C99 P99 J99 B97 F98 
12 12 0	..DIIOLLDCPOAA.CPOJ.B...J.BFFFJ..... D96 O98 L96 C98 P98 B97 F98 
12 12 0	..DIIOLLDCPOAABCPOJ.B...J..FFFJ..... D96 O98 L96 C98 P98 B96 F98 
12 12 0	..DIIOLLDC.OAABCPOJ.B.P.J.FFF.J..... D96 O98 L96 C98 P99 B96 F97 
12 12 0	..DIIOLLDC.OAABCPOJ.B.P.JFFF..J..... D96 O98 L96 C98 P99 B96 F96 
12 12 0	..DIIOLLD.POAABCPOJ.BC..J.FFF.J..... D96 O98 L96 C99 P98 B96 F97 
12 12 0	..DIIOLLD.POAABCPOJ.BC..JFFF..J..... D96 O98 L96 C99 P98 B96 F96 
12 12 0	..DIIOLLD..OAABC.OJ.BCP.JFFFP.J..... D96 O98 L96 C99 P98 B96 F96 
12 12 0	..DIIOLLD..OAABC.OJ.BC..JFFFP.J...P. D96 O98 L96 C99 P97 B96 F96 
13 13 0	....IILLDCPOAADCPOJ.B..OJ.BFFFJ..... D97 I99 L96 O99 C98 P98 B97 F98 
13 13 0	...CIILLDCPOAAD.POJ.B..OJ.BFFFJ..... D97 I99 L96 O99 C97 P98 B97 F98 
13 13 0	..D.IILLDCPO.AACPOJ....OJ.BFFFJ.B... D96 I99 L96 O99 A99 C98 P98 B98 F98 
13 13 0	..D.IILLDC.OJAACPOJ...POJ.BFFF..B... D96 I99 L96 O99 A99 C98 P99 J99 B98 F98 
13 13 0	..D.IILLDC.O.AACPOJ.B.POJ.BFFFJ..... D96 I99 L96 O99 A99 C98 P99 B97 F98 
13 13 0	..DCIILLDCPO.AA.POJ....OJ.BFFFJ.B... D96 I99 L96 O99 A99 C97 P98 B98 F98 
13 13 0	..DCIILLDC.OJAA.POJ...POJ.BFFF..B... D96 I99 L96 O99 A99 C97 P99 J99 B98 F98 
13 13 0	..DCIILLDC.O.AA.POJ.B.POJ.BFFFJ..... D96 I99 L96 O99 A99 C97 P99 B97 F98 
13 13 0	..D.IILLD.POJAACPOJ..C.OJ.BFFF..B... D96 I99 L96 O99 A99 C99 P98 J99 B98 F98 
13 13 0	..D.IILLD.PO.AACPOJ.BC.OJ.BFFFJ..... D96 I99 L96 O99 A99 C99 P98 B97 F98 
13 13 0	..D.IILLD..OJAACPOJ.BCPOJ.BFFF...... D96 I99 L96 O99 A99 C99 P99 J99 B97 F98 
13 13 0	..D.IILLDCPOAA.CPOJ.B..OJ.BFFFJ..... D96 I99 L96 O99 C98 P98 B97 F98 
13 13 0	..D.IILLDCPOAABCPOJ.B..OJ..FFFJ..... D96 I99 L96 O99 C98 P98 B96 F98 
13 13 0	..D.IILLDC.OAABCPOJ.B.POJ.FFF.J..... D96 I99 L96 O99 C98 P99 B96 F97 
13 13 0	..D.IILLDC.OAABCPOJ.B.POJFFF..J..... D96 I99 L96 O99 C98 P99 B96 F96 
13 13 0	..DCIILLDCPO..AAPOJ....OJ.BFFFJ.B... D96 I99 L96 O99 A98 C97 P98 B98 F98 
13 13 0	..DCIILLDC.OJ.AAPOJ...POJ.BFFF..B... D96 I99 L96 O99 A98 C97 P99 J99 B98 F98 
13 13 0	..DCIILLDC.O..AAPOJ.B.POJ.BFFFJ..... D96 I99 L96 O99 A98 C97 P99 B97 F98 
13 13 0	..DCIILLDCPOAA..POJ.B..OJ.BFFFJ..... D96 I99 L96 O99 C97 P98 B97 F98 
13 13 0	..DCIILLDCPOAAB.POJ.B..OJ..FFFJ..... D96 I99 L96 O99 C97 P98 B96 F98 
13 13 0	..DCIILLDC.OAAB.POJ.B.POJ.FFF.J..... D96 I99 L96 O99 C97 P99 B96 F97 
13 13 0	..DCIILLDC.OAAB.POJ.B.POJFFF..J..... D96 I99 L96 O99 C97 P99 B96 F96 
13 13 0	..D.IILLD.POAABCPOJ.BC.OJ.FFF.J..... D96 I99 L96 O99 C99 P98 B96 F97 
13 13 0	..D.IILLD.POAABCPOJ.BC.OJFFF..J..... D96 I99 L96 O99 C99 P98 B96 F96 
13 13 0	..D.IILLD...AABCPOJ.BCPOJ.FFFOJ..... D96 I99 L96 O98 C99 P99 B96 F97 
13 13 0	..D.IILLD...AABCP.J.BCPOJ.FFFOJ....O D96 I99 L96 O97 C99 P99 B96 F97 
13 13 0	..D.IILLD...AABCPOJ.BCPOJFFF.OJ..... D96 I99 L96 O98 C99 P99 B96 F96 
13 13 0	..D.IILLD...AABCP.J.BCPOJFFF.OJ....O D96 I99 L96 O97 C99 P99 B96 F96 
13 13 0	..D.IILLD..OAABC.OJ.BCPOJFFFP.J..... D96 I99 L96 O99 C99 P98 B96 F96 
13 13 0	..D.IILLD..OAABC.OJ.BC.OJFFFP.J...P. D96 I99 L96 O99 C99 P97 B96 F96 
13 13 0	IID.....D.LLAABCPOJ.BCPOJ.FFFOJ..... I97 D98 L98 O98 C99 P99 B98 F97 
13 13 0	IID.....D.LLAABCP.J.BCPOJ.FFFOJ....O I97 D98 L98 O97 C99 P99 B98 F97 
13 13 0	IID.....D.LLAABCPOJ.BCPOJFFF.OJ..... I97 D98 L98 O98 C99 P99 B98 F96 
13 13 0	IID.....DLL.AABC.OJ.BCPOJFFFPOJ..... I97 D98 L99 O98 C99 P98 B98 F96 
13 13 0	IID.....DLL.AABC.OJ.BC.OJFFFPOJ...P. I97 D98 L99 O98 C99 P97 B98 F96 
13 13 0	IID.....D.LLAABCP.J.BCPOJFFF.OJ....O I97 D98 L98 O97 C99 P99 B98 F96 
13 13 0	IID.....DLL.AABC..J.BCPOJFFFPOJ....O I97 D98 L99 O97 C99 P98 B98 F96 
13 13 0	IID.....DLL.AABC..J.BC.OJFFFPOJ...PO I97 D98 L99 O97 C99 P97 B98 F96 
13 13 0	..II..LLDCPOAADCPOJ.B..OJ.BFFFJ..... I99 L96 O99 D97 C98 P98 B97 F98 
13 13 0	..IIP.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I99 L96 O99 D97 C98 P97 B97 F98 
13 13 0	.II...LLDCPOAADCPOJ.B..OJ.BFFFJ..... I98 L96 O99 D97 C98 P98 B97 F98 
13 13 0	.II.P.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I98 L96 O99 D97 C98 P97 B97 F98 
13 13 0	.IIC..LLDCPOAAD.POJ.B..OJ.BFFFJ..... I98 L96 O99 D97 C97 P98 B97 F98 
13 13 0	.IICP.LLDCPOAAD..OJ.B..OJ.BFFFJ..... I98 L96 O99 D97 C97 P97 B97 F98 
13 13 0	II....LLDCPOAADCPOJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C98 P98 B97 F98 
13 13 0	II..P.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C98 P97 B97 F98 
13 13 0	II.C..LLDCPOAAD.POJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C97 P98 B97 F98 
13 13 0	II.CP.LLDCPOAAD..OJ.B..OJ.BFFFJ..... I97 L96 O99 D97 C97 P97 B97 F98 
13 13 0	IID...LLDCPO.AACPOJ....OJ.BFFFJ.B... I97 L96 O99 A99 D96 C98 P98 B98 F98 
13 13 0	IID.P.LLDCPO.AAC.OJ....OJ.BFFFJ.B... I97 L96 O99 A99 D96 C98 P97 B98 F98 
13 13 0	IID...LLDC.OJAACPOJ...POJ.BFFF..B... I97 L96 O99 A99 D96 C98 P99 J99 B98 F98 
13 13 0	IID...LLDC.O.AACPOJ.B.POJ.BFFFJ..... I97 L96 O99 A99 D96 C98 P99 B97 F98 
13 13 0	IIDC..LLDCPO.AA.POJ....OJ.BFFFJ.B... I97 L96 O99 A99 D96 C97 P98 B98 F98 
13 13 0	IIDCP.LLDCPO.AA..OJ....OJ.BFFFJ.B... I97 L96 O99 A99 D96 C97 P97 B98 F98 
13 13 0	IIDC..LLDC.OJAA.POJ...POJ.BFFF..B... I97 L96 O99 A99 D96 C97 P99 J99 B98 F98 
13 13 0	IIDC..LLDC.O.AA.POJ.B.POJ.BFFFJ..... I97 L96 O99 A99 D96 C97 P99 B97 F98 
13 13 0	IID...LLD.POJAACPOJ..C.OJ.BFFF..B... I97 L96 O99 A99 D96 C99 P98 J99 B98 F98 
13 13 0	IID...LLD.PO.AACPOJ.BC.OJ.BFFFJ..... I97 L96 O99 A99 D96 C99 P98 B97 F98 
13 13 0	IID.P.LLD.POJAAC.OJ..C.OJ.BFFF..B... I97 L96 O99 A99 D96 C99 P97 J99 B98 F98 
13 13 0	IID.P.LLD.PO.AAC.OJ.BC.OJ.BFFFJ..... I97 L96 O99 A99 D96 C99 P97 B97 F98 
13 13 0	IID...LLD..OJAACPOJ.BCPOJ.BFFF...... I97 L96 O99 A99 D96 C99 P99 J99 B97 F98 
13 13 0	IID...LLDCPOAA.CPOJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C98 P98 B97 F98 
13 13 0	IID...LLDCPOAABCPOJ.B..OJ..FFFJ..... I97 L96 O99 D96 C98 P98 B96 F98 
13 13 0	IID.P.LLDCPOAA.C.OJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C98 P97 B97 F98 
13 13 0	IID.P.LLDCPOAABC.OJ.B..OJ..FFFJ..... I97 L96 O99 D96 C98 P97 B96 F98 
13 13 0	IID...LLDC.OAABCPOJ.B.POJ.FFF.J..... I97 L96 O99 D96 C98 P99 B96 F97 
13 13 0	IID...LLDC.OAABCPOJ.B.POJFFF..J..... I97 L96 O99 D96 C98 P99 B96 F96 
13 13 0	IIDC..LLDCPO..AAPOJ....OJ.BFFFJ.B... I97 L96 O99 A98 D96 C97 P98 B98 F98 
13 13 0	IIDCP.LLDCPO..AA.OJ....OJ.BFFFJ.B... I97 L96 O99 A98 D96 C97 P97 B98 F98 
13 13 0	IIDC..LLDC.OJ.AAPOJ...POJ.BFFF..B... I97 L96 O99 A98 D96 C97 P99 J99 B98 F98 
13 13 0	IIDC..LLDC.O..AAPOJ.B.POJ.BFFFJ..... I97 L96 O99 A98 D96 C97 P99 B97 F98 
13 13 0	IIDC..LLDCPOAA..POJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C97 P98 B97 F98 
13 13 0	IIDC..LLDCPOAAB.POJ.B..OJ..FFFJ..... I97 L96 O99 D96 C97 P98 B96 F98 
13 13 0	IIDCP.LLDCPO...AAOJ....OJ.BFFFJ.B... I97 L96 O99 A97 D96 C97 P97 B98 F98 
13 13 0	IIDCP.LLDCPOAA...OJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C97 P97 B97 F98 
13 13 0	IIDCP.LLDCPOAAB..OJ.B..OJ..FFFJ..... I97 L96 O99 D96 C97 P97 B96 F98 
13 13 0	IIDC..LLDC.OAAB.POJ.B.POJ.FFF.J..... I97 L96 O99 D96 C97 P99 B96 F97 
13 13 0	IIDC..LLDC.OAAB.POJ.B.POJFFF..J..... I97 L96 O99 D96 C97 P99 B96 F96 
13 13 0	IID...LLD.POAABCPOJ.BC.OJ.FFF.J..... I97 L96 O99 D96 C99 P98 B96 F97 
13 13 0	IID...LLD.POAABCPOJ.BC.OJFFF..J..... I97 L96 O99 D96 C99 P98 B96 F96 
13 13 0	IID.P.LLD.POAABC.OJ.BC.OJ.FFF.J..... I97 L96 O99 D96 C99 P97 B96 F97 
13 13 0	IID.P.LLD.POAABC.OJ.BC.OJFFF..J..... I97 L96 O99 D96 C99 P97 B96 F96 
13 13 0	IID...LLD...AABCPOJ.BCPOJ.FFFOJ..... I97 L96 O98 D96 C99 P99 B96 F97 
13 13 0	IID...LLD...AABCP.J.BCPOJ.FFFOJ....O I97 L96 O97 D96 C99 P99 B96 F97 
13 13 0	IID...LLD...AABCPOJ.BCPOJFFF.OJ..... I97 L96 O98 D96 C99 P99 B96 F96 
13 13 0	IID...LLD...AABCP.J.BCPOJFFF.OJ....O I97 L96 O97 D96 C99 P99 B96 F96 
13 13 0	IID...LLD..OAABC.OJ.BCPOJFFFP.J..... I97 L96 O99 D96 C99 P98 B96 F96 
13 13 0	IID...LLD..OAABC.OJ.BC.OJFFFP.J...P. I97 L96 O99 D96 C99 P97 B96 F96 
13 13 0	..DII.LLDCPOJAACPOJ....OJ.BFFF..B... D96 L96 O99 A99 C98 P98 J99 B98 F98 
13 13 0	..DII.LLDCPO.AACPOJ.B..OJ.BFFFJ..... D96 L96 O99 A99 C98 P98 B97 F98 
13 13 0	..DII.LLDC.OJAACPOJ.B.POJ.BFFF...... D96 L96 O99 A99 C98 P99 J99 B97 F98 
13 13 0	..DII.LLD.POJAACPOJ.BC.OJ.BFFF...... D96 L96 O99 A99 C99 P98 J99 B97 F98 
13 13 0	..DII.LLDCPOAABCPOJ.B..OJ.FFF.J..... D96 L96 O99 C98 P98 B96 F97 
13 13 0	..DII.LLDCPOAABCPOJ.B..OJFFF..J..... D96 L96 O99 C98 P98 B96 F96 
13 13 0	..DII.LLDC..AABCPOJ.B.POJ.FFFOJ..... D96 L96 O98 C98 P99 B96 F97 
13 13 0	..DII.LLDC..AABCP.J.B.POJ.FFFOJ....O D96 L96 O97 C98 P99 B96 F97 
13 13 0	..DII.LLDC..AABCPOJ.B.POJFFF.OJ..... D96 L96 O98 C98 P99 B96 F96 
13 13 0	..DII.LLDC..AABCP.J.B.POJFFF.OJ....O D96 L96 O97 C98 P99 B96 F96 
13 13 0	..DII.LLDC.OAABC.OJ.B.POJFFFP.J..... D96 L96 O99 C98 P98 B96 F96 
13 13 0	..DII.LLDC.OAABC.OJ.B..OJFFFP.J...P. D96 L96 O99 C98 P97 B96 F96 
13 13 0	..DII.LLD.P.AABCPOJ.BC.OJ.FFFOJ..... D96 L96 O98 C99 P98 B96 F97 
13 13 0	..DII.LLD.P.AABCP.J.BC.OJ.FFFOJ....O D96 L96 O97 C99 P98 B96 F97 
13 13 0	..DII.LLD.P.AABCPOJ.BC.OJFFF.OJ..... D96 L96 O98 C99 P98 B96 F96 
13 13 0	..DII.LLD.P.AABCP.J.BC.OJFFF.OJ....O D96 L96 O97 C99 P98 B96 F96 
13 13 0	..DII.LLD...AABC.OJ.BCPOJFFFPOJ..... D96 L96 O98 C99 P98 B96 F96 
13 13 0	..DII.LLD...AABC.OJ.BC.OJFFFPOJ...P. D96 L96 O98 C99 P97 B96 F96 
13 13 0	..DII.LLD...AABC..J.BCPOJFFFPOJ....O D96 L96 O97 C99 P98 B96 F96 
13 13 0	..DII.LLD...AABC..J.BC.OJFFFPOJ...PO D96 L96 O97 C99 P97 B96 F96 
13 13 0	..II.OLLDCPOAADCPOJ.B...J.BFFFJ..... I99 O98 L96 D97 C98 P98 B97 F98 
13 13 0	..IIPOLLDCPOAADC.OJ.B...J.BFFFJ..... I99 O98 L96 D97 C98 P97 B97 F98 
13 13 0	.II..OLLDCPOAADCPOJ.B...J.BFFFJ..... I98 O98 L96 D97 C98 P98 B97 F98 
13 13 0	.II.POLLDCPOAADC.OJ.B...J.BFFFJ..... I98 O98 L96 D97 C98 P97 B97 F98 
13 13 0	.IIC.OLLDCPOAAD.POJ.B...J.BFFFJ..... I98 O98 L96 D97 C97 P98 B97 F98 
13 13 0	.IICPOLLDCPOAAD..OJ.B...J.BFFFJ..... I98 O98 L96 D97 C97 P97 B97 F98 
13 13 0	II...OLLDCPOAADCPOJ.B...J.BFFFJ..... I97 O98 L96 D97 C98 P98 B97 F98 
13 13 0	II..POLLDCPOAADC.OJ.B...J.BFFFJ..... I97 O98 L96 D97 C98 P97 B97 F98 
13 13 0	II.C.OLLDCPOAAD.POJ.B...J.BFFFJ..... I97 O98 L96 D97 C97 P98 B97 F98 
13 13 0	II.CPOLLDCPOAAD..OJ.B...J.BFFFJ..... I97 O98 L96 D97 C97 P97 B97 F98 
13 13 0	IID..OLLDCPO.AACPOJ.....J.BFFFJ.B... I97 O98 L96 A99 D96 C98 P98 B98 F98 
13 13 0	IID.POLLDCPO.AAC.OJ.....J.BFFFJ.B... I97 O98 L96 A99 D96 C98 P97 B98 F98 
13 13 0	IID..OLLDC.OJAACPOJ...P.J.BFFF..B... I97 O98 L96 A99 D96 C98 P99 J99 B98 F98 
13 13 0	IID..OLLDC.O.AACPOJ.B.P.J.BFFFJ..... I97 O98 L96 A99 D96 C98 P99 B97 F98 
13 13 0	IIDC.OLLDCPO.AA.POJ.....J.BFFFJ.B... I97 O98 L96 A99 D96 C97 P98 B98 F98 
13 13 0	IIDCPOLLDCPO.AA..OJ.....J.BFFFJ.B... I97 O98 L96 A99 D96 C97 P97 B98 F98 
13 13 0	IIDC.OLLDC.OJAA.POJ...P.J.BFFF..B... I97 O98 L96 A99 D96 C97 P99 J99 B98 F98 
13 13 0	IIDC.OLLDC.O.AA.POJ.B.P.J.BFFFJ..... I97 O98 L96 A99 D96 C97 P99 B97 F98 
13 13 0	IID..OLLD.POJAACPOJ..C..J.BFFF..B... I97 O98 L96 A99 D96 C99 P98 J99 B98 F98 
13 13 0	IID..OLLD.PO.AACPOJ.BC..J.BFFFJ..... I97 O98 L96 A99 D96 C99 P98 B97 F98 
13 13 0	IID.POLLD.POJAAC.OJ..C..J.BFFF..B... I97 O98 L96 A99 D96 C99 P97 J99 B98 F98 
13 13 0	IID.POLLD.PO.AAC.OJ.BC..J.BFFFJ..... I97 O98 L96 A99 D96 C99 P97 B97 F98 
13 13 0	IID..OLLD..OJAACPOJ.BCP.J.BFFF...... I97 O98 L96 A99 D96 C99 P99 J99 B97 F98 
13 13 0	IID..OLLDCPOAA.CPOJ.B...J.BFFFJ..... I97 O98 L96 D96 C98 P98 B97 F98 
13 13 0	IID..OLLDCPOAABCPOJ.B...J..FFFJ..... I97 O98 L96 D96 C98 P98 B96 F98 
13 13 0	IID.POLLDCPOAA.C.OJ.B...J.BFFFJ..... I97 O98 L96 D96 C98 P97 B97 F98 
13 13 0	IID.POLLDCPOAABC.OJ.B...J..FFFJ..... I97 O98 L96 D96 C98 P97 B96 F98 
13 13 0	IID..OLLDC.OAABCPOJ.B.P.J.FFF.J..... I97 O98 L96 D96 C98 P99 B96 F97 
