7 0 7	VVBC....BCDEAABCDEHJ..F.HJNNFI.KK.FI 
12 5 7	VVB.....BCDEAABCDEH..CF.HJNNFI.JKKFI C99 J99 I98 K99 
12 6 6	VV.CDE..BCDEAABCF.HJB.FIHJNNFI..KK.. B99 D99 E99 F99 I99 K99 
12 6 6	.VV.D...BCDEAABC.EHJBCFIHJNNFIKK..F. V99 B99 C99 D99 I99 K99 
12 6 6	.VV.D...BCDEAABC.E.JBCFIHJNNFIHKK.F. V99 B99 C99 D99 H99 I99 
12 5 7	VVBCD...BCDEAABCFEH...F.HJNNFI.J.KKI D99 J99 F99 K96 
12 4 8	VVB..E..BCDEAABCDIHJ.CFIHJNNF..KK.F. C99 E99 I98 
12 6 6	..VV.E..BCDEAABCD.H.BCF.HJNNFI.JKKFI V98 B99 C99 E99 J99 K99 
12 6 6	VVBCDE..BCDEAABCF.H...FIHJNNFI.JKK.. D99 E99 J99 F99 I99 K99 
12 6 6	VVBCDE..BCDEAABCF.....F.HJNNFIHJKK.I D99 E99 H99 J99 F99 K99 
12 6 6	VVBCDE..BCDEAABCF.H...F.HJNNFI.J.KKI D99 E99 J99 F99 K96 
12 5 7	VVBCD...BCDEAABCFE....F.HJNNFIHJKK.I D99 H99 J99 F99 K99 
12 6 6	VV.C.E..BCDEAABCD.HJB.FIHJNNFIKK..F. B99 D98 E99 I99 K99 
12 5 7	.VVCD...BCDEAABCFEHJB.F.HJNNFIKK...I V99 B99 D99 F99 K99 
12 8 4	VV..DE..BCDEAABC....BCFIHJNNFIHJKKF. B99 C99 D99 E99 H99 J99 I99 K99 
12 6 6	VVB.D...BCD.AABC.EH..CFEHJNNFI.JKKFI C99 D99 E97 J99 K99 
12 4 8	VVBC.E..BCDEAABCDIH...FIHJNNF..JKKF. E99 J99 I98 K99 
12 4 8	VVBC....BCD.AABCDE.J..FEHJNNFIH.KKFI E97 H99 K99 
12 7 5	VVB.D...BCDEAABC.EH..CF.HJNNFI.JKKFI C99 D99 E96 J99 K99 
12 4 8	VVBCD...BCDEAABCFEHJ..FIHJNNFI..KK.. D99 F99 I99 K99 
12 5 7	VV..D...BCDEAABCFEHJBCF.HJNNFI..KK.I B99 C99 D99 F99 K99 
12 6 6	..VVD...BCD.AABC.EHJBCFEHJNNFI..KKFI V98 B99 C99 D99 E99 K99 
12 6 6	VVBCDE..BCDEAABCF.H...FIHJNNFI.J..KK D99 E99 J99 F99 I99 K97 
12 4 8	VVBC....BCD.AABCDE....FEHJNNFIHJKKFI E99 H99 J99 K99 
12 6 6	VVBCDE..BCDEAABCF..J..FIHJNNFIH...KK D99 E99 H99 F99 I99 K97 
12 6 6	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI....KK C99 D99 E99 F99 I99 K97 
12 4 8	VVBC....BCD.AABCDEH...FEHJNNFI.JKKFI E97 J99 K99 
12 5 7	..VV....BCDEAABCDE.JBCF.HJNNFIHKK.FI V98 B99 C99 H99 
12 7 5	..VVD...BCDEAABC.E..BCF.HJNNFIHJKKFI V98 B99 C99 D99 H99 J99 K99 
12 5 7	VVBC....BCDEAABCDEH...F.HJNNFI.JKKFI E96 J99 K99 
12 7 5	.VV.D...BCDEAABC.E.JBCF.HJNNFIHKK.FI V99 B99 C99 D99 H99 K98 
12 6 6	VV..D...BCD.AABC.EHJBCFEHJNNFI..KKFI B99 C99 D99 E97 K99 
12 7 5	.VV.D...BCDEAABC.E..BCF.HJNNFIHJKKFI V99 B99 C99 D99 H99 J99 K99 
12 6 6	VV...E..BCDEAABCD.HJBCF.HJNNFI..KKFI B99 C99 D98 E99 K99 
12 8 4	.VV.DE..BCDEAABC....BCF.HJNNFIHJKKFI V99 B99 C99 D99 E99 H99 J99 K99 
12 6 6	.VVCDE..BCDEAABCF..JB.F.HJNNFIHKK..I V99 B99 D99 E99 H99 F99 
12 6 6	.VVCDE..BCDEAABCF.HJB.F.HJNNFI..KK.I V99 B99 D99 E99 F99 K99 
12 6 6	..VVD...BCD.AABC.EHJBCFEHJNNFI.KK.FI V98 B99 C99 D99 E99 
13 7 6	.VVCD...BCD.AABC.E..B.FEHJNNFIHJKKFI V99 B99 D99 E99 H99 J99 K99 
13 7 6	VV..D...BCDEAABC.EHJBCFIHJNNFI..KKF. B99 C99 D99 H98 I99 K99 
13 7 6	.VV..E..BCDEAABCD.H.BCFIHJNNFI.JKKF. V99 B99 C99 E99 J99 I99 K99 
13 7 6	VV...E..BCDEAABCD...BCFIHJNNFIHJKKF. B99 C99 E99 H99 J99 I99 K99 
13 7 6	.VVCDE..BCDEAABCF.HJB.F.HJNNFI.KK..I V99 B99 D99 E99 F99 K98 
13 7 6	..VVDE..BCDEAABCF.HJBCF.HJNNFI...KKI V98 B99 C99 D99 E99 F99 K98 
13 7 6	.VVCDE..BCDEAABCF.HJB.FIHJNNFI....KK V99 B99 D99 E99 F99 I99 K97 
13 5 8	VV......BCDEAABCDE.JBCFIHJNNFIH.KKF. B99 C99 H99 I99 K99 
13 5 8	....VV..BCDEAABCDEHJBCF.HJNNFI..KKFI V96 B99 C99 K97 
13 7 6	.VV.DE..BCDEAABC.IHJBCFIHJNNF..KK.F. V99 B99 C99 D99 E99 I98 
13 7 6	.VVC.E..BCDEAABCD..JB.F.HJNNFIH.KKFI V99 B99 E99 H99 I98 K99 
13 5 8	VVBC....BCDEAABCDE.J..FIHJNNFIH.KKF. B98 H99 I99 K99 
13 7 6	...VVE..BCDEAABCD..JBCF.HJNNFIH.KKFI V97 B99 C99 E99 H99 K97 
13 6 7	.VVCD...BCDEAABCFE.JB.F.HJNNFIH..KKI V99 B99 D99 H99 F99 K98 
13 7 6	...VVE..BCDEAABCD..JBCFIHJNNFIH.KKF. V97 B99 C99 E99 H99 I99 K99 
13 5 8	VV.CD...BCD.AABCFEHJB.FEHJNNFI...KKI B99 D99 E99 F99 K98 
13 5 8	VVBC....BCDEAABCDE....FIHJNNFIHJKKF. H99 J99 I99 K97 
13 6 7	.VV.D...BCDEAABCFEHJBCF.HJNNFI...KKI V99 B99 C99 D99 F99 K98 
13 7 6	VV..DE..BCDEAABCF..JBCF.HJNNFIH..KKI B99 C99 D99 E99 H99 F99 K98 
13 7 6	.VVCDE..BCDEAABC.IH.B.FIHJNNF..JKKF. V99 B99 D99 E99 J99 I98 K99 
13 5 8	VV......BCD.AABCDE.JBCFEHJNNFIH.KKFI B99 C99 E99 H99 K99 
13 5 8	....VV..BCDEAABCDE.JBCF.HJNNFIH.KKFI V96 B99 C99 H99 K99 
13 5 8	.VVC....BCD.AABCDE.JB.FEHJNNFIH.KKFI V99 B99 E99 H99 K99 
13 5 8	....VV..BCDEAABCDEHJBCF.HJNNFI.KK.FI V96 B99 C99 K98 
13 7 6	VV..D...BCD.AABC.E.JBCFEHJNNFIHKK.FI V98 D99 B99 C99 E99 H99 
13 5 8	VV.CDE..BCDEAABCFIHJB.FIHJNNF..KK... B99 D99 E99 F99 I98 
13 5 8	VV.CD...BCD.AABCFE.JB.FEHJNNFIHKK..I B99 D99 E99 H99 F99 
13 7 6	...VVE..BCDEAABCD..JBCF.HJNNFIHKK.FI V97 B99 C99 E99 H99 K98 
13 5 8	VVB.D...BCD.AABCFEHJ.CFEHJNNFI...KKI C99 D99 E99 F99 K98 
13 6 7	..BVV...BCDEAABCDEHJ.CF.HJNNFI.KK.FI V97 B98 C99 K98 
13 7 6	VVBCDE..BCDEAABCF..J..FIHJNNFIHKK... B98 D99 E99 H99 F99 I99 
13 7 6	VV.CDE..BCDEAABCF..JB.FIHJNNFIH...KK B99 D99 E99 H99 F99 I99 K97 
13 5 8	VVBCD...BCD.AABCFEHJ..FEHJNNFI.KK..I C98 D99 E99 F99 
13 7 6	VV.CDE..BCDEAABCF..JB.FIHJNNFIH..KK. B99 D99 E99 H99 F99 I99 K98 
13 7 6	VV.CDE..BCDEAABCF..JB.FIHJNNFIH.KK.. B99 D99 E99 H99 F99 I99 K99 
13 7 6	...VVE..BCDEAABCD...BCF.HJNNFIHJKKFI V97 B99 C99 E99 H99 J99 K99 
13 7 6	..VV.E..BCDEAABCD..JBCF.HJNNFIH.KKFI V98 B99 C99 E99 H99 K99 
13 7 6	.VVCDE..BCDEAABCF..JB.F.HJNNFIH..KKI V99 B99 D99 E99 H99 F99 K98 
13 7 6	.VVCDE..BCDEAABCF.HJB.FIHJNNFI...KK. V99 B99 D99 E99 F99 I99 K98 
13 5 8	VVBCD...BCD.AABCFEH...FEHJNNFI.JKK.I D99 E99 J99 F99 K99 
13 7 6	.VVCDE..BCDEAABCF.H.B.F.HJNNFI.J.KKI V99 B99 D99 E99 J99 F99 K98 
13 6 7	VV..D...BCDEAABCFEHJBCF.HJNNFI.KK..I B99 C99 D99 F99 K98 
13 6 7	.VVCD...BCDEAABCFEHJB.F.HJNNFI.KK..I V99 B99 D99 F99 K98 
13 7 6	VV..DE..BCDEAABCF.HJBCFIHJNNFI...KK. B99 C99 D99 E99 F99 I99 K98 
13 5 8	VVBCD...BCDEAABCFE.J..FIHJNNFIH...KK D99 H99 F99 I99 K97 
13 6 7	..VV....BCDEAABCDEHJBCF.HJNNFI..KKFI V98 B99 C99 D98 K99 
13 7 6	..BVVE..BCDEAABCD.HJ.CFIHJNNFI..KKF. V97 B98 C99 E99 I99 K99 
13 5 8	VV..D...BCDEAABCFEHJBCFIHJNNFI.KK... B99 C99 D99 F99 I99 
13 5 8	VVBCD...BCDEAABCFE.J..FIHJNNFIH..KK. D99 H99 F99 I99 K98 
13 6 7	.VV.....BCDEAABCDEHJBCF.HJNNFI..KKFI V99 B99 C99 D98 K99 
13 5 8	....VV..BCDEAABCDE.JBCFIHJNNFIHKK.F. V96 B99 C99 H99 I99 
13 5 8	....VV..BCDEAABCDEHJBCFIHJNNFI..KKF. V96 B99 C99 I99 K99 
13 5 8	...VV...BCDEAABCDE.JBCFIHJNNFIHKK.F. V97 B99 C99 H99 I99 
13 7 6	VV..DE..BCDEAABCF..JBCFIHJNNFIHKK... B99 C99 D99 E99 H99 F99 I99 
13 7 6	.VVCDE..BCDEAABCF..JB.FIHJNNFIHKK... V99 B99 D99 E99 H99 F99 I99 
13 5 8	VV......BCDEAABCDEH.BCFIHJNNFI.JKKF. B99 C99 J99 I99 K99 
12 6 6	VV...E..BCDEAABCD.H.BCFIHJNNFI.JKKF. B99 C99 E99 J99 I99 K99 
13 5 8	VV.C.E..BCDEAABCDI.JB.FIHJNNF.HKK.F. B99 E99 H99 I98 
13 7 6	.VVCD...BCDEAABC.E.JB.FIHJNNFIH.KKF. V99 B99 D99 H99 I99 K97 
13 7 6	VV.CDE..BCDEAABCF.H.B.FIHJNNFI.J..KK B99 D99 E99 J99 F99 I99 K97 
13 5 8	VV.CD...BCDEAABCFEHJB.FIHJNNFIKK.... B99 D99 F99 I99 K99 
12 6 6	VV.CDE..BCDEAABCF.HJB.FIHJNNFIKK.... B99 D99 E99 F99 I99 K99 
13 5 8	VVBCDE..BCDEAABCFIHJ..FIHJNNF.....KK D99 E99 F99 I98 K97 
13 5 8	VV.CD...BCD.AABCFEHJB.FEHJNNFIKK...I B99 D99 E99 F99 K99 
13 7 6	..BVVE..BCDEAABCD.HJ.CFIHJNNFIKK..F. V97 B98 C99 E99 I99 K99 
13 5 8	..VV....BCDEAABCDEHJBCFIHJNNFI..KKF. V98 B99 C99 I99 K99 
12 6 6	..VVD...BCDEAABC.EHJBCFIHJNNFI..KKF. V98 B99 C99 D99 I99 K99 
13 7 6	.VV.D...BCD.AABC.EH.BCFEHJNNFI.JKKFI V99 B99 C99 D99 E99 J99 K99 
13 7 6	VV...E..BCDEAABCD.HJBCFIHJNNFIKK..F. V94 E99 B99 C99 I99 K99 
13 5 8	..B.VV..BCDEAABCDEHJ.CFIHJNNFI.KK.F. V96 B98 C99 I99 
13 5 8	...CVV..BCDEAABCDEHJB.FIHJNNFI.KK.F. V96 B99 C98 I99 
13 5 8	VVB.D...BCDEAABCFEHJ.CFIHJNNFIKK.... C99 D99 F99 I99 K99 
13 7 6	...VVE..BCDEAABCD.H.BCFIHJNNFI.JKKF. V97 B99 C99 E99 J99 I99 K99 
13 5 8	VVB.DE..BCDEAABCFIHJ.CFIHJNNF..KK... C99 D99 E99 F99 I98 
12 6 6	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI.KK... C99 D99 E99 F99 I97 
13 7 6	.VV.D...BCDEAABC.EH.BCFIHJNNFI.JKKF. V99 B99 C99 D99 J99 I99 K99 
13 7 6	..VVDE..BCDEAABCF.HJBCF.HJNNFI..KK.I V98 B99 C99 D99 E99 F99 K99 
13 7 6	..VV.E..BCDEAABCD.HJBCF.HJNNFI..KKFI V98 B99 C99 D98 E99 K99 
13 5 8	VVBCD...BCDEAABCFEH...FIHJNNFI.J..KK D99 J99 F99 I99 K97 
13 5 8	VV......BCD.AABCDEHJBCFEHJNNFI.KK.FI B99 C99 E99 K98 
12 6 6	VV..D...BCD.AABC.EHJBCFEHJNNFI.KK.FI B99 C99 D99 E99 K98 
13 5 8	....VV..BCD.AABCDEHJBCFEHJNNFIKK..FI V96 B99 C99 E99 K99 
13 7 6	.VV.DE..BCDEAABC.I.JBCFIHJNNF.HKK.F. V99 B99 C99 D99 E99 H99 I98 
13 7 6	.VV..E..BCDEAABCD...BCF.HJNNFIHJKKFI V99 B99 C99 E99 H99 J99 K99 
13 7 6	.VV..E..BCDEAABCD.HJBCF.HJNNFIKK..FI V99 B99 C99 E99 K97 
13 7 6	..VVD...BCDEAABC.EH.BCFIHJNNFI.JKKF. V98 B99 C99 D99 J99 I99 K99 
13 5 8	VVB.D...BCDEAABCFEHJ.CFIHJNNFI....KK C99 D99 F99 I99 K97 
13 5 8	.VV..E..BCDEAABCDIHJBCFIHJNNF..KK.F. V99 B99 C99 E99 I98 
13 5 8	VVBCD...BCDEAABCFEH...FIHJNNFI.JKK.. D99 J99 F99 I99 K99 
13 7 6	VVB.DE..BCDEAABCF.HJ.CFIHJNNFI.KK... B98 C99 D99 E99 F99 I99 
13 5 8	VV.CD...BCDEAABCFEHJB.FIHJNNFI....KK B99 D99 F99 I99 K97 
13 5 8	VV.C.E..BCDEAABCDIH.B.FIHJNNF..JKKF. B99 E99 J99 I98 K99 
13 5 8	.VV.....BCD.AABCDE.JBCFEHJNNFIHKK.FI V99 B99 C99 E99 H99 
13 7 6	.VVCDE..BCDEAABCF..JB.F.HJNNFIH.KK.I V99 B99 D99 E99 H99 F99 K99 
13 7 6	VVB.DE..BCDEAABCF....CF.HJNNFIHJKK.I C99 D99 E99 H99 J99 F99 K99 
13 5 8	.VVC....BCDEAABCDE.JB.FIHJNNFIH.KKF. V99 B99 H99 I99 K99 
13 7 6	VVB.D...BCD.AABC.E...CFEHJNNFIHJKKFI C99 D99 E97 H99 J99 K99 
13 7 6	VVB..E..BCDEAABCD....CF.HJNNFIHJKKFI C99 D98 E99 H99 J99 K99 
13 5 8	..VV....BCD.AABCDEHJBCFEHJNNFIKK..FI V98 B99 C99 E99 K99 
13 5 8	..VV....BCDEAABCDEHJBCFIHJNNFIKK..F. V98 B99 C99 I99 K99 
13 5 8	VV.C....BCD.AABCDE.JB.FEHJNNFIHKK.FI B99 D98 E99 H99 
13 5 8	VVB.D...BCD.AABCFEHJ.CFEHJNNFIKK...I C99 D99 E99 F99 K99 
13 5 8	VVB.D...BCDEAABCFE.J.CFIHJNNFIHKK... C99 D99 H99 F99 I99 
13 6 7	VVB.D...BCDEAABCFEHJ.CF.HJNNFI.KK..I C99 D99 E96 F99 
13 7 6	VVB.DE..BCDEAABCF.H..CFIHJNNFI.J.KK. C99 D99 E99 J99 F99 I99 K98 
13 7 6	.VV.D...BCD.AABC.EHJBCFEHJNNFI..KKFI V99 B99 C99 D99 E97 K99 
13 5 8	VVB.....BCD.AABCDEHJ.CFEHJNNFI.KK.FI C99 E97 I98 
13 5 8	...VV...BCD.AABCDEHJBCFEHJNNFIKK..FI V97 B99 C99 E99 K99 
12 6 6	...VVE..BCDEAABCD.HJBCF.HJNNFIKK..FI V97 B99 C99 E97 K99 
13 7 6	.VV.D...BCD.AABC.EHJBCFEHJNNFIKK..FI V99 B99 C99 D99 E97 K99 
13 7 6	VVB.DE..BCDEAABCF..J.CFIHJNNFIH.KK.. C99 D99 E99 H99 F99 I99 K99 
13 7 6	.VV..E..BCDEAABCD.HJBCF.HJNNFI..KKFI V99 B99 C99 D98 E99 K99 
13 7 6	VVBCDE..BCDEAABCF.H...F.HJNNFI.J.KKI C98 D99 E99 J99 F99 K98 
13 7 6	..VVD...BCD.AABC.E.JBCFEHJNNFIH.KKFI V98 B99 C99 D99 E99 H99 K99 
13 5 8	VV..D...BCD.AABCFEHJBCFEHJNNFI.KK..I B99 C99 D99 E99 F99 
13 6 7	..BVV...BCDEAABCDEHJ.CF.HJNNFI..KKFI V97 B98 C99 K97 
13 7 6	.VVCDE..BCDEAABCF.HJB.FIHJNNFIKK.... V99 B99 D99 E99 F99 I99 K99 
13 7 6	VV..DE..BCDEAABC.IHJBCFIHJNNF..KK.F. B99 C99 D99 E99 I98 K98 
13 5 8	VV.CD...BCDEAABCFEHJB.FIHJNNFI..KK.. B99 D99 F99 I99 K99 
13 7 6	VVB.D...BCDEAABC.EH..CFIHJNNFI.JKKF. C99 D99 E98 J99 I99 K99 
13 7 6	VVB..E..BCDEAABCD.H..CFIHJNNFI.JKKF. C99 D98 E99 J99 I99 K99 
13 7 6	.VVC.E..BCDEAABCD.HJB.FIHJNNFIKK..F. V99 B99 D98 E99 I99 K99 
13 7 6	VVB.DE..BCDEAABCF.H..CFIHJNNFI.JKK.. C99 D99 E99 J99 F99 I99 K99 
13 7 6	VV.CDE..BCDEAABCF..JB.FIHJNNFIH.KK.. B99 D99 E99 H99 F99 I99 K99 
13 5 8	VV......BCD.AABCDEHJBCFEHJNNFI..KKFI B99 C99 E99 K97 
13 7 6	VV.CDE..BCDEAABC.I..B.FIHJNNF.HJKKF. B99 D99 E99 H99 J99 I98 K99 
13 5 8	VV...E..BCDEAABCDIHJBCFIHJNNF..KK.F. B99 C99 E99 I98 
13 5 8	VV.C....BCDEAABCDE.JB.FIHJNNFIHKK.F. B99 D98 H99 I99 
13 5 8	VVB.....BCD.AABCDE...CFEHJNNFIHJKKFI C99 E99 H99 J99 K99 
13 7 6	.VV.D...BCDEAABC.EHJBCFIHJNNFI.KK.F. V99 B99 C99 D99 E98 I99 
13 7 6	.VV.DE..BCDEAABC.IHJBCFIHJNNF.KK..F. V99 B99 C99 D99 E99 I98 K99 
13 7 6	.VV..E..BCDEAABCD.HJBCFIHJNNFI.KK.F. V99 B99 C99 D98 E99 I99 
13 7 6	..VVDE..BCDEAABC.IHJBCFIHJNNF.KK..F. V98 B99 C99 D99 E99 I98 K99 
13 7 6	..VV.E..BCDEAABCD.HJBCFIHJNNFIKK..F. V98 B99 C99 E99 I99 K97 
13 5 8	VV......BCD.AABCDEHJBCFEHJNNFIKK..FI B99 C99 E97 K99 
13 5 8	VV...E..BCDEAABCDIHJBCFIHJNNF.KK..F. B99 C99 E99 I98 K99 
13 7 6	VV..DE..BCDEAABCF.HJBCFIHJNNFIKK.... B99 C99 D99 E99 F99 I99 K99 
13 5 8	VV...E..BCDEAABCDI.JBCFIHJNNF.HKK.F. B99 C99 E99 H99 I98 
13 7 6	VV.CD...BCDEAABC.EHJB.FIHJNNFI..KKF. B99 D99 E98 I99 K97 
13 6 7	VV.CD...BCDEAABCFE.JB.F.HJNNFIHKK..I B99 D99 E98 H99 F99 
13 5 8	VVB.D...BCD.AABCFEHJ.CFEHJNNFI..KK.I C99 D99 E99 F99 K99 
13 6 7	.VVCD...BCDEAABCFE.JB.F.HJNNFIH.KK.I V99 B99 D99 H99 F99 K99 
13 7 6	..VV.E..BCDEAABCD.H.BCFIHJNNFI.JKKF. V98 B99 C99 E99 J99 I99 K99 
13 5 8	....VV..BCD.AABCDEHJBCFEHJNNFI..KKFI V96 B99 C99 E99 K99 
13 6 7	.VVC....BCDEAABCDE.JB.F.HJNNFIH.KKFI V99 B99 D98 H99 K99 
13 5 8	.VVC....BCD.AABCDEHJB.FEHJNNFI.KK.FI V99 B99 D98 E99 
13 5 8	VV......BCD.AABCDEH.BCFEHJNNFI.JKKFI B99 C99 E99 J99 K99 
13 5 8	VVBCD...BCD.AABCFE.J..FEHJNNFIHKK..I D99 E97 H99 F99 
13 5 8	.VV.....BCD.AABCDEHJBCFEHJNNFI..KKFI V99 B99 C99 E99 K99 
13 6 7	VV.CD...BCDEAABCFE..B.F.HJNNFIHJKK.I B99 D99 H99 J99 F99 K99 
13 5 8	.VVCD...BCDEAABCFEHJB.FIHJNNFI.KK... V99 B99 D99 F99 I99 
13 5 8	VVBCD...BCDEAABCFE.J..FIHJNNFIH.KK.. D99 H99 F99 I99 K99 
13 5 8	VV......BCD.AABCDEH.BCFEHJNNFI.JKKFI B99 C99 E99 J99 K99 
13 7 6	VV.CDE..BCDEAABCF...B.F.HJNNFIHJKK.I B99 D99 E99 H99 J99 F99 K99 
13 5 8	...VV...BCD.AABCDEHJBCFEHJNNFI..KKFI V97 B99 C99 E99 K99 
13 7 6	VV.CD...BCD.AABC.E..B.FEHJNNFIHJKKFI B99 D99 E97 H99 J99 K99 
13 7 6	VV.C.E..BCDEAABCD...B.F.HJNNFIHJKKFI B99 D98 E99 H99 J99 K99 
13 6 7	VV..D...BCDEAABCFE.JBCF.HJNNFIH.KK.I B99 C99 D99 H99 F99 K99 
13 5 8	VVBCDE..BCDEAABCFIHJ..FIHJNNF.KK.... D99 E99 F99 I98 K99 
13 5 8	.VV.....BCDEAABCDEHJBCFIHJNNFIKK..F. V99 B99 C99 I99 K99 
12 6 6	.VV..E..BCDEAABCD.HJBCFIHJNNFIKK..F. V99 B99 C99 E99 I99 K99 
13 5 8	...CVV..BCDEAABCDEHJB.F.HJNNFIKK..FI V96 B99 C98 K99 
13 6 7	.VVCD...BCDEAABCFEH.B.F.HJNNFI.JKK.I V99 B99 D99 J99 F99 K99 
13 7 6	VV..DE..BCDEAABCF..JBCF.HJNNFIH.KK.I B99 C99 D99 E99 H99 F99 K99 
13 7 6	.VVCDE..BCDEAABC.I.JB.FIHJNNF.H.KKF. V99 B99 D99 E99 H99 I98 K99 
13 6 7	.VV.....BCDEAABCDE..BCF.HJNNFIHJKKFI V99 B99 C99 H99 J99 K99 
13 8 5	VVB.D...BCDEAABC.EH..CF.HJNNFI.JKKFI C99 D99 E98 H98 J99 K99 
13 5 8	..B.VV..BCDEAABCDEHJ.CF.HJNNFIKK..FI V96 B98 C99 K99 
13 5 8	...VV...BCDEAABCDEHJBCFIHJNNFI..KKF. V97 B99 C99 I99 K99 
13 5 8	VV.C....BCD.AABCDE..B.FEHJNNFIHJKKFI B99 E99 H99 J99 K99 
13 6 7	..VVD...BCDEAABCFE.JBCF.HJNNFIHKK..I V98 B99 C99 D99 H99 F99 
13 7 6	.VVCD...BCDEAABC.E..B.FIHJNNFIHJKKF. V99 B99 D99 H99 J99 I99 K99 
13 5 8	..VV....BCDEAABCDE.JBCFIHJNNFIHKK.F. V98 B99 C99 H99 I99 
13 5 8	.VVC....BCD.AABCDEH.B.FEHJNNFI.JKKFI V99 B99 E99 J99 K99 
13 6 7	.VVC....BCDEAABCDEHJB.F.HJNNFI.KK.FI V99 B99 D98 K98 
13 6 7	VV......BCDEAABCDEHJBCF.HJNNFI.KK.FI B99 C99 D98 K98 
13 7 6	VV.CDE..BCDEAABCF.H.B.FIHJNNFI.JKK.. B99 D99 E99 J99 F99 I99 K99 
13 6 7	VVBC....BCDEAABCDEH...F.HJNNFI.JKKFI D98 H98 J99 K99 
13 7 6	.VVCDE..BCDEAABCF.HJB.FIHJNNFI..KK.. V99 B99 D99 E99 F99 I99 K99 
13 6 7	.VVC....BCDEAABCDEH.B.F.HJNNFI.JKKFI V99 B99 E98 J99 K99 
13 6 7	VVB.....BCDEAABCDE...CF.HJNNFIHJKKFI C99 D98 H99 J99 K99 
13 6 7	VV.C....BCDEAABCDE..B.F.HJNNFIHJKKFI B99 D98 H99 J99 K99 
13 7 6	..VVD...BCDEAABC.E.JBCFIHJNNFIH.KKF. V98 B99 C99 D99 H99 I99 K99 
13 7 6	VVB.DE..BCDEAABC.I.J.CFIHJNNF.H.KKF. C99 D99 E99 H99 I98 K99 
13 5 8	VVB.....BCDEAABCDE...CFIHJNNFIHJKKF. C99 H99 J99 I99 K99 
12 6 6	VVB..E..BCDEAABCD....CFIHJNNFIHJKKF. C99 E99 H99 J99 I99 K99 
13 7 6	..VVD...BCD.AABC.E.JBCFEHJNNFIH.KKFI V98 B99 C99 D99 E99 H99 K99 
13 6 7	.VVCD...BCDEAABCFEH.B.F.HJNNFI.J.KKI V99 B99 D99 J99 F99 K98 
13 5 8	VVBCD...BCD.AABCFEHJ..FEHJNNFI..KK.I D99 E97 F99 K99 
13 5 8	.VVC.E..BCDEAABCDIHJB.FIHJNNF...KKF. V99 B99 E99 I98 K99 
13 7 6	..VVDE..BCDEAABC.I.JBCFIHJNNF.HKK.F. V98 B99 C99 D99 E99 H99 I98 
13 7 6	VVB.DE..BCDEAABCF..J.CF.HJNNFIHKK..I B98 C99 D99 E99 H99 F99 
13 6 7	.VV.D...BCDEAABCFEHJBCF.HJNNFIKK...I V99 B99 C99 D99 F99 K99 
13 7 6	..VVDE..BCDEAABCF..JBCF.HJNNFIHKK..I V98 B99 C99 D99 E99 H99 F99 
13 7 6	VV..DE..BCDEAABC.IH.BCFIHJNNF..JKKF. B99 C99 D99 E99 J99 I98 K99 
13 7 6	..VVD...BCD.AABC.E.JBCFEHJNNFIHKK.FI V98 B99 C99 D99 E97 H99 
13 7 6	VV..D...BCDEAABC.E..BCFIHJNNFIHJKKF. B99 C99 D99 H99 J99 I99 K99 
13 7 6	..VV.E..BCDEAABCD..JBCF.HJNNFIHKK.FI V98 B99 C99 D98 E99 H99 
13 5 8	VV.C....BCDEAABCDE..B.FIHJNNFIHJKKF. B99 H99 J99 I99 K99 
12 6 6	VV.CD...BCDEAABC.E..B.FIHJNNFIHJKKF. B99 D99 H99 J99 I99 K99 
13 7 6	VVB.DE..BCDEAABCF....CF.HJNNFIHJ.KKI C99 D99 E99 H99 J99 F99 K98 
13 7 6	.VV.D...BCD.AABC.E.JBCFEHJNNFIHKK.FI V99 B99 C99 D99 E97 H99 
13 7 6	VV.CDE..BCDEAABCF...B.F.HJNNFIHJ.KKI B99 D99 E99 H99 J99 F99 K98 
13 7 6	.VVC.E..BCDEAABCD.HJB.F.HJNNFI.KK.FI V99 B99 D98 E99 K98 
13 7 6	.VVC.E..BCDEAABCD...B.FIHJNNFIHJKKF. V99 B99 E99 H99 J99 I99 K99 
13 7 6	..VV.E..BCDEAABCD..JBCF.HJNNFIH.KKFI V98 B99 C99 E99 H99 K97 
13 6 7	...VV...BCDEAABCDE.JBCF.HJNNFIHKK.FI V97 B99 C99 H99 I98 
13 7 6	..BVVE..BCDEAABCD.HJ.CF.HJNNFI.KK.FI V97 B98 C99 E99 I98 
13 7 6	.VVCDE..BCDEAABCF.H.B.F.HJNNFI.JKK.I V99 B99 D99 E99 J99 F99 K99 
13 6 7	VVB.D...BCDEAABCFE.J.CF.HJNNFIH.KK.I C99 D99 H99 F99 K97 
13 7 6	..VVD...BCD.AABC.EH.BCFEHJNNFI.JKKFI V98 B99 C99 D99 E99 J99 K99 
13 5 8	.VVC.E..BCDEAABCDIHJB.FIHJNNF.KK..F. V99 B99 E99 I98 K99 
13 7 6	.VVC.E..BCDEAABCD.H.B.F.HJNNFI.JKKFI V99 B99 D98 E99 J99 K99 
13 5 8	VV.CD...BCD.AABCFEHJB.FEHJNNFI..KK.I B99 D99 E99 F99 K99 
