4 0 4	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
11 7 4	S..C..SB.C...BAADEHHHGDE..VGDE..V.WW B99 S99 C99 D99 E99 A99 W99 
11 7 4	SB.C.ESB.C.E.AA.DE.HHHD...VGD...VGWW S99 C99 D99 E99 H99 G99 W99 
11 8 3	...CD.S..CDES.AADE.HHH.E.BVG...BVGWW B96 C99 D99 A99 H97 G99 W99 
11 7 4	SB.CDESB.CDE.AA.DE.HHH....VG....VGWW S99 C99 D99 E99 H99 G99 W99 
11 8 3	S..CD.S..CDE.BAADE.BHHHE..VG....VGWW B98 S99 C99 D99 A99 H98 G99 W99 
11 7 4	SB.CD.SB.CD..AA.DE.HHH.E..VG.E..VGWW S99 C99 D99 E99 H99 G99 W99 
11 6 5	SB....SB.C.EAA.CDE.HHHDE..VGD...VGWW S99 D99 A99 H99 G99 W99 
11 8 3	...CD.S..CDES.AADEHHH..E.BVG...BVGWW B96 C99 D99 A99 H96 G99 W99 
11 6 5	SB....SB.CD.AA.CDE.HHHDE..VG.E..VGWW S99 E99 A99 H99 G99 W99 
11 6 5	SB..D.SB.CDEAA.CDE..HHHE..VG....VGWW S99 D99 A99 H98 G99 W99 
11 7 4	...C..SB.C..SBAADEHHH.DE..VGDE..VGWW B99 C99 D99 E99 A99 G99 W99 
11 7 4	S..CDESB.CDE.BAADEHHHG....VG....V.WW B99 S99 C99 D99 E99 A99 W99 
11 6 5	SB...ESB.C.EAA.CDEHHH.D...VGD...VGWW S99 D99 E99 A99 G99 W99 
11 5 6	.B...ESB.C.ESAACDE.HHHD...VGD...VGWW D99 E99 H99 G99 W99 
11 7 4	...CD.SB.CD.SBAADEHHH..E..VG.E..VGWW B99 C99 D99 E99 A99 G99 W99 
11 5 6	.B..DESB.CDESAACDE..HHH...VG....VGWW D99 E99 H98 G99 W99 
11 5 6	.B..DESB.CDESAACDE.HHH....VG....VGWW D99 E99 H99 G99 W99 
11 8 3	...CD.S..CDESAA.DE.BHHHE.BVG....VGWW B97 C99 D99 A98 H98 G99 W99 
11 7 4	.B.CDE.B.CDESAA.DES..HHH..VG....VGWW S99 C99 D99 E99 H97 G99 W99 
11 7 4	.B.CDESB.CDESAA.DE..VHHH..VG.....GWW C99 D99 E99 H97 G99 V99 W99 
11 7 4	.B.CDE.B.CDE.AA.DES..HHHS.VG....VGWW S98 C99 D99 E99 H97 G99 W99 
11 7 4	.B.CDE.B.CDE.AA.DE...HHHS.VG..S.VGWW S97 C99 D99 E99 H97 G99 W99 
11 6 5	SB....SB...EAA.CDEHHHCDE..VGD...VGWW S99 C99 D99 A99 G99 W99 
11 6 5	SB..D.SB..DEAA.CDEHHHC.E..VG....VGWW S99 C99 D99 A99 G99 W99 
11 8 3	...CD.S..CDESAA.DE..HHHE.BVG...BVGWW B96 C99 D99 A98 H98 G99 W99 
11 8 3	...CD....CDES.AADES.HHHE.BVG...BVGWW B96 C99 D99 S99 A99 H98 G99 W99 
11 6 5	SB.C..SB.C.EAA.GDEHHHGDE..V.D...V.WW S99 C99 D99 A99 G99 W99 
11 8 3	...CD....CDES.AADESBHHHE.BVG....VGWW B97 C99 D99 S99 A99 H98 G99 W99 
11 8 3	...CD....CDE..AADE.BHHHESBVG..S.VGWW B97 C99 D99 S97 A99 H98 G99 W99 
11 6 5	SB..D.SB.CDEAA.CDE.HHH.E..VG....VGWW S99 D99 A99 H99 G99 W99 
11 6 5	SB..DESB.CDEAA.CDEHHH.....VG....VGWW S99 D99 E99 A99 G99 W99 
11 8 3	...CD....CDE..AADE..HHHESBVG..SBVGWW B96 C99 D99 S97 A99 H98 G99 W99 
11 7 4	.B.CD.SB.CD.S.AADE.HHH.E..VG.E..VGWW C99 D99 E99 A99 H99 G99 W99 
11 7 4	.B.C..SB.C..S.AADE.HHHDE..VGDE..VGWW C99 D99 E99 A99 H99 G99 W99 
11 6 5	SB....SB.C..AA.CDEHHH.DE..VGDE..VGWW S99 D99 E99 A99 G99 W99 
11 8 3	.B.C...B.C.EAA..DEHHH.DES.VGD.S.VGWW S97 C99 D99 A99 H98 G99 W99 
11 7 4	SB.C..SB.C..AA..DEHHH.DE..VGDE..VGWW S99 C99 D99 E99 A99 G99 W99 
11 7 4	S..CDESB.CDE.BAADEHHHG....VG....VWW. B99 S99 C99 D99 E95 A99 
11 7 4	.B.....B.C.EAA.CDEHHH.DES.VGD.S.VGWW S97 D99 A99 H98 G99 W99 
11 6 5	SB..D.SB.CD.AA.CDEHHH..E..VG.E..VGWW S99 D99 E99 A99 G99 W99 
11 9 2	...C..S..CDES.AADEHHH.DE.BVG...BVGWW B96 C99 D98 A99 H96 G99 W99 
11 6 5	SB.C.ESB.CDEAA.GDEHHHGD...V.....V.WW S99 C99 E99 A99 G99 W99 
11 8 3	S..CD.SB.CDE.BAADE..HHHE..VG....VGWW B99 S99 C99 D99 A99 H98 G99 W99 
11 6 5	.B.....B.C.EAA.CDESHHHDES.VGD...VGWW S98 D99 A99 H99 G99 W99 
11 6 5	SB....SB..D.AA.CDEHHHCDE..VG.E..VGWW S99 C99 E99 A99 G99 W99 
11 7 4	SB.C..SB.C...AA.DE.HHHDE..VGDE..VGWW S99 C99 D99 E99 H99 G99 W99 
11 9 2	...C..S..CDES.AADE.HHHDE.BVG...BVGWW B96 C99 D98 A99 H97 G99 W99 
11 9 2	.B.C...B.CDEAA..DEHHHGDES.VG..S.VWW. S97 C99 A99 H98 G98 W98 
11 7 4	SB.CDESB.CDEAA..DEHHH.....VG....VGWW S99 C99 D99 E99 A99 G99 W99 
11 8 3	...CD....CDESBAADESBHHHE..VG....VGWW B98 C99 D99 S99 A99 H98 G99 W99 
11 8 3	...CD....CDE.BAADE.BHHHES.VG..S.VGWW B98 C99 D99 S97 A99 H98 G99 W99 
11 7 4	SB.CD.SB.CD.AA..DEHHH..E..VG.E..VGWW S99 C99 D99 E99 A99 G99 W99 
11 8 3	...CD..B.CDESBAADES.HHHE..VG....VGWW B99 C99 D99 S99 A99 H98 G99 W99 
11 6 5	SB..D.SB..DE.AACDEHHHC.E..VG....VGWW S99 C97 D99 G99 W99 
11 7 4	.B.C...B.CDE.AAGDEHHHGDES.V...S.V.WW S97 C99 H98 G97 W99 
11 9 2	.B.C...B.CD..AA.DEHHHGDES.VG.ES.VWW. S97 C99 E99 H98 G98 W98 
11 10 1	.B.C...B.CD.AA..D.HHHGDES.VG.ES.VWWE S97 C99 E98 A99 H98 G98 W98 
11 9 2	...C...B.CDE.BAADEHHHGDES.VG..S.V.WW B99 C99 A99 H98 G98 S97 W99 
11 10 1	.B.C...B.CD...AAD.HHHGDES.VG.ES.VWWE S97 C99 E98 A99 H98 G98 W98 
11 8 3	.B.CD..B.CDEAA..DEHHH..ES.VG..S.VGWW S97 C99 D99 A99 H98 G99 W99 
11 7 4	.B...E.B.CDE.AACDEHHH.D.S.VG..S.VGWW S97 E97 H98 G99 W99 
11 7 4	.B.....B.CD.AA.CDEHHH.DES.VG.ES.VGWW S97 E99 A99 H98 G99 W99 
11 7 4	.B.CDE.B.CDE.AA.DES.HHH.S.VG....VGWW S98 C99 D99 E99 H98 G99 W99 
11 7 4	.B..D..B.CDEAA.CDEHHH..ES.VG..S.VGWW S97 D99 A99 H98 G99 W99 
11 8 3	.B.C.E.B.CDEAA..DEHHH.D.S.VG..S.VGWW S97 C99 E99 A99 H98 G99 W99 
11 5 6	.B.C..SB.C..SAAGDEHHHGDE..V.DE..V.WW C99 D99 E99 G99 W99 
11 7 4	.B.....B.C.E.AACDEHHH.DES.VGD.S.VGWW S97 D97 H98 G99 W99 
11 6 5	.B.....B.CD.AA.CDE.HHHDES.VG.ES.VGWW S97 E99 A99 H99 G99 W99 
11 8 3	.B.....B.CDEAA.CDEHHH.DES.VG..S.VGWW S97 C98 A99 H98 G99 W99 
11 6 5	SB.CD.SB.CDEAA.GDEHHHG.E..V.....V.WW S99 C99 D99 A99 G99 W99 
11 7 4	.B.CDE.B.CDE.AA.DE..HHH.S.VG..S.VGWW S97 C99 D99 E99 H98 G99 W99 
11 7 4	.B.CD..B.CD..AA.DE..HHHES.VG.ES.VGWW S97 C99 D99 E99 H98 G99 W99 
11 6 5	SB...ESB.CDEAA.CDE.HHHD...VG....VGWW S99 E99 A99 H99 G99 W99 
11 8 3	...CD..B.CDE.BAADE..HHHES.VG..S.VGWW B99 C99 D99 S97 A99 H98 G99 W99 
11 5 6	.B.C.ESB.C.ESAAGDEHHHGD...V.D...V.WW C99 D99 E99 G99 W99 
11 7 4	.B.C.ESB.C.ES.AADE.HHHD...VGD...VGWW C99 D99 E99 A99 H99 G99 W99 
11 8 3	...C...B.CD..BAADESHHHDES.VG.E..VGWW B99 C99 E99 A99 S98 H99 G99 W99 
11 8 3	...CD..B.CDE.BAADESHHH.ES.VG....VGWW B99 C99 D99 A99 S98 H99 G99 W99 
11 8 3	...C...B.C.E.BAADESHHHDES.VGD...VGWW B99 C99 D99 A99 S98 H99 G99 W99 
11 5 6	.B....SB.C..SAACDE.HHHDE..VGDE..VGWW D99 E99 H99 G99 W99 
11 8 3	.B.C...B.CD...AADEHHH.DES.VG.ES.VGWW S97 C99 E99 A99 H98 G99 W99 
11 7 4	.B.CD..B.CD..AA.DES.HHHES.VG.E..VGWW S98 C99 D99 E99 H98 G99 W99 
11 8 3	.B.CD..B.CDE..AADEHHH..ES.VG..S.VGWW S97 C99 D99 A99 H98 G99 W99 
11 8 3	.B.C...B.C.E..AADEHHH.DES.VGD.S.VGWW S97 C99 D99 A99 H98 G99 W99 
11 5 6	.B..D.SB.CD.SAACDE.HHH.E..VG.E..VGWW D99 E99 H99 G99 W99 
11 5 6	SB...ESB.C.EAA.CDEHHHGD...VGD...V.WW S99 D99 E99 A99 W99 
11 8 3	.B.C...B.CD.AA..DEHHH.DES.VG.ES.VGWW S97 C99 E99 A99 H98 G99 W99 
11 8 3	...C...B.CD.SBAADESHHHDE..VG.E..VGWW B99 C99 E99 S99 A99 H99 G99 W99 
12 8 4	S..CDESB.CDE.BAADEHHH.....VG....VGWW B99 S99 C99 D99 E99 A99 G99 W99 
12 8 4	SB.CD.SB.CD...AADE..HHHE..VG.E..VGWW S99 C99 D99 E99 A99 H98 G99 W99 
12 9 3	...C.E.B.CDE.BAADEHHH.D.S.VG..S.VGWW B99 C99 E99 A99 H98 S97 G99 W99 
12 10 2	.B.C...B.CD...AADEHHHGDES.VG.ES.VWW. S97 C99 E99 A99 H98 G98 W98 
12 9 3	...CD....CDEAA..DES.HHHESBVG...BVGWW B96 C99 D99 A97 S98 H98 G99 W99 
12 8 4	.B.....B.CDE.AACDEHHHGDES.VG..S.V.WW S97 C98 H98 G98 W99 
12 8 4	S..C.ESB.C.E.BAADEHHH.D...VGD...VGWW B99 S99 C99 D99 E99 A99 G99 W99 
12 8 4	S..C..SB.C...BAADEHHH.DE..VGDE..VGWW B99 S99 C99 D99 E99 A99 G99 W99 
12 8 4	.B.CDE.B.CDEAA..DESHHH..S.VG....VGWW S98 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CDESB.CDES.AADE..VHHH..VG.....GWW C99 D99 E99 A99 H97 G99 V99 W99 
12 7 5	.B..D..B.CDE.AACDEHHHG.ES.VG..S.V.WW S97 D99 H98 G98 W99 
12 8 4	S..CD.SB.CD..BAADEHHH..E..VG.E..VGWW B99 S99 C99 D99 E99 A99 G99 W99 
12 6 6	.B..D..B.CD..AACDE..HHHES.VG.ES.VGWW S97 D99 E99 H98 G99 W99 
12 6 6	SB..DESB.CDE.AACDE.HHH....VG....VGWW S99 D99 E99 H99 G99 W99 
12 6 6	.B...E.B.C.E.AACDE.HHHD.S.VGD.S.VGWW S97 D99 E99 H99 G99 W99 
12 7 5	.B.....B.CD..AACDEHHHGDES.VG.ES.V.WW S97 E99 H98 G98 W99 
12 6 6	SB..D.SB.CD..AACDE.HHH.E..VG.E..VGWW S99 D99 E99 H99 G99 W99 
12 6 6	SB.CD.SB.CD..AAGDEHHHG.E..V..E..V.WW S99 C99 D99 E99 G99 W99 
12 8 4	.B.CDE.B.CDES.AADESHHH....VG....VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 8 4	...CD.SB.CD.SBAADE.HHH.E..VG.E..VGWW B99 C99 D99 E99 A99 H99 G99 W99 
12 9 3	.B.C...B.C.EAA..DEHHHGDES.VGD.S.V.WW S97 C99 D99 A99 H98 G98 W99 
12 6 6	.B..D..B.CD..AACDES.HHHES.VG.E..VGWW S98 D99 E99 H98 G99 W99 
12 10 2	.B.C...B.C...AA.D.HHHGDES.VGDES.VWWE S97 C99 D99 E98 H98 G98 W98 
12 6 6	SB.C..SB.C...AAGDEHHHGDE..V.DE..V.WW S99 C99 D99 E99 G99 W99 
12 9 3	.B.CD..B.CDEAA..DEHHHG.ES.VG..S.V.WW S97 C99 D99 A99 H98 G98 W99 
12 6 6	.B..D..B.CD.SAACDES.HHHE..VG.E..VGWW S99 D99 E99 H98 G99 W99 
12 8 4	SB.CDESB.CDE..AADE...HHH..VG....VGWW S99 C99 D99 E99 A99 H97 G99 W99 
12 8 4	.B.C.E.B.C.E..AADESHHHD.S.VGD...VGWW S98 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.C.E.B.C.ES.AADESHHHD...VGD...VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CD..B.CD...AADESHHH.ES.VG.E..VGWW S98 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CDE.B.CDE..AADE.HHH..S.VG..S.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.C...B.C....AADE.HHHDES.VGDES.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CDE.B.CDE..AADESHHH..S.VG....VGWW S98 C99 D99 E99 A99 H99 G99 W99 
12 9 3	.B.C.E.B.CDEAA..DEHHHGD.S.VG..S.V.WW S97 C99 E99 A99 H98 G98 W99 
12 8 4	.B.CD..B.CD...AADE.HHH.ES.VG.ES.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
12 9 3	.B.C...B.CD.AA..DEHHHGDES.VG.ES.V.WW S97 C99 E99 A99 H98 G98 W99 
12 8 4	SB.CDESB.CDEAA..DE.HHH....VG....VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CDE.B.CDE..AADES.HHH.S.VG....VGWW S98 C99 D99 E99 A99 H98 G99 W99 
12 6 6	.B..DE.B.CDESAACDESHHH....VG....VGWW S99 D99 E99 H99 G99 W99 
12 8 4	.B.C.E.B.C.E..AADE.HHHD.S.VGD.S.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
12 8 4	SB.C.ESB.C.E..AADE.HHHD...VGD...VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 9 3	...CD....CDE..AADESHHH.ESBVG...BVGWW B96 C99 D99 A99 S98 H97 G99 W99 
12 8 4	SB.CDESB.CDE..AADE.HHH....VG....VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 8 4	SB.C..SB.C....AADE.HHHDE..VGDE..VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 6 6	.B.....B.C..SAACDESHHHDE..VGDE..VGWW S99 D99 E99 H99 G99 W99 
12 8 4	SB.C.ESB.C.EAA..DE.HHHD...VGD...VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 6 6	.B..D..B.CD.SAACDESHHH.E..VG.E..VGWW S99 D99 E99 H99 G99 W99 
12 10 2	...C...B.CDE.BAADEHHHGDES.VG..S.VWW. B99 C99 A99 H98 G98 S97 W98 
12 8 4	SB.CD.SB.CD...AADE.HHH.E..VG.E..VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CDE.B.CDE..AADE...HHHS.VG..S.VGWW S97 C99 D99 E99 A99 H97 G99 W99 
12 8 4	SB.CDESB.CDE..AADE..HHH...VG....VGWW S99 C99 D99 E99 A99 H98 G99 W99 
12 6 6	.B...E.B.C.ESAACDESHHHD...VGD...VGWW S99 D99 E99 H99 G99 W99 
12 8 4	.B.C...B.CDEAA.GDEHHHGDES.V...S.V.WW S97 C99 A99 H98 G97 W99 
12 8 4	.B.CD..B.CD.AA..DE.HHH.ES.VG.ES.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
12 6 6	.B....SB....SAACDEHHHCDE..VGDE..VGWW C97 D99 E99 G99 W99 
12 8 4	SB.CD.SB.CD.AA..DE.HHH.E..VG.E..VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CD..B.CD.AA..DESHHH.ES.VG.E..VGWW S98 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CDE.B.CDE..AADES..HHHS.VG....VGWW S98 C99 D99 E99 A99 H97 G99 W99 
12 8 4	SB.C..SB.C..AA..DE.HHHDE..VGDE..VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 8 4	...CDES..CDES.AADE.B.HHH.BVG....VGWW B97 C99 D99 E99 A99 H97 G99 W99 
12 9 3	...C...B.C.E.BAADEHHH.DES.VGD.S.VGWW B99 C99 D99 A99 H98 S97 G99 W99 
12 8 4	.B.CDE.B.CDEAA..DE.HHH..S.VG..S.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.C.E.B.C.EAA..DE.HHHD.S.VGD.S.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
12 8 4	SB.CDESB.CDEAA..DE..HHH...VG....VGWW S99 C99 D99 E99 A99 H98 G99 W99 
12 10 2	...C.....CDE..AADE.HHHDESBVG..SBVGWW B96 C99 D98 S97 A99 H97 G99 W99 
12 8 4	.B.C...B.C..AA..DESHHHDES.VGDE..VGWW S98 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CDE.B.CDES.AADES..HHH..VG....VGWW S99 C99 D99 E99 A99 H97 G99 W99 
12 8 4	...CDES..CDES.AADE...HHH.BVG...BVGWW B96 C99 D99 E99 A99 H97 G99 W99 
12 8 4	SB.CD.SB.CD.AA..DE..HHHE..VG.E..VGWW S99 C99 D99 E99 A99 H98 G99 W99 
12 6 6	SB.C.ESB.C.EAA.GDEHHHGD...V.D...VWW. S99 C99 D99 E99 A99 G99 
12 8 4	...CDES..CDESBAADE.B.HHH..VG....VGWW B98 C99 D99 E99 A99 H97 G99 W99 
12 8 4	...CDESB.CDESBAADE...HHH..VG....VGWW B99 C99 D99 E99 A99 H97 G99 W99 
12 9 3	...CD..B.CDE.BAADEHHH..ES.VG..S.VGWW B99 C99 D99 A99 H98 S97 G99 W99 
12 9 3	...C...B.CD..BAADEHHH.DES.VG.ES.VGWW B99 C99 E99 A99 H98 S97 G99 W99 
12 9 3	...CD....CDEAA..DESBHHHESBVG....VGWW B97 C99 D99 A97 S98 H98 G99 W99 
12 8 4	.B.CD..B.CD...AADES.HHHES.VG.E..VGWW S98 C99 D99 E99 A99 H98 G99 W99 
12 9 3	...CD....CDE.AA.DESBHHHESBVG....VGWW B97 C99 D99 A98 S98 H98 G99 W99 
12 6 6	SB.CDESB.CDE.AAGDEHHHG....V.....V.WW S99 C99 D99 E99 G99 W99 
12 8 4	...C.ESB.C.ESBAADE.HHHD...VGD...VGWW B99 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.....B..DEAA.CDEHHHCDES.VG..S.VGWW S97 C97 A99 H98 G99 W99 
12 8 4	SB.CDESB.CDE.AA.DE..VHHH..VG.....GWW S99 C99 D99 E99 H97 G99 V99 W99 
12 6 6	.B...E.B.C.E.AACDESHHHD.S.VGD...VGWW S98 D99 E99 H99 G99 W99 
12 9 3	...CD....CDE.AA.DES.HHHESBVG...BVGWW B96 C99 D99 A98 S98 H98 G99 W99 
12 8 4	.B.CD..B.CD.AA..DE..HHHES.VG.ES.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
12 8 4	...CDESB.CDESBAADE.HHH....VG....VGWW B99 C99 D99 E99 A99 H99 G99 W99 
12 6 6	.B..D.SB..D.SAACDEHHHC.E..VG.E..VGWW C97 D99 E99 G99 W99 
12 6 6	.B..DE.B.CDE.AACDES..HHHS.VG....VGWW S98 D99 E99 H97 G99 W99 
12 6 6	.B..DESB.CDESAACDE..VHHH..VG.....GWW D99 E99 H97 G99 V99 W99 
12 6 6	.B..DE.B.CDE.AACDE...HHHS.VG..S.VGWW S97 D99 E99 H97 G99 W99 
12 6 6	SB.CDESB.CDEAA.GDEHHHG....V.....VWW. S99 C99 D99 E99 A99 G99 
12 6 6	.B..DE.B.CDESAACDES..HHH..VG....VGWW S99 D99 E99 H97 G99 W99 
12 9 3	S..CD.S..CDE.AA.DE.BHHHE.BVG....VGWW B97 S99 C99 D99 A98 H98 G99 W99 
12 8 4	SB.CDESB.CDEAA..DE...HHH..VG....VGWW S99 C99 D99 E99 A99 H97 G99 W99 
12 9 3	S..CD.S..CDE..AADEHHH..E.BVG...BVGWW B96 S99 C99 D99 A99 H96 G99 W99 
12 9 3	S..CD.S..CDEAA..DE.BHHHE.BVG....VGWW B97 S99 C99 D99 A97 H98 G99 W99 
12 9 3	S..CD.S..CDE..AADE.HHH.E.BVG...BVGWW B96 S99 C99 D99 A99 H97 G99 W99 
12 6 6	.B...ESB...ESAACDEHHHCD...VGD...VGWW C97 D99 E99 G99 W99 
12 8 4	.B...E.B.CDEAA.CDEHHH.D.S.VG..S.VGWW S97 E97 A99 H98 G99 W99 
12 6 6	SB.C.ESB.C.E.AAGDEHHHGD...V.D...V.WW S99 C99 D99 E99 G99 W99 
12 9 3	...CD.S..CDESAA.DE.HHH.E.BVG...BVGWW B96 C99 D99 A98 H97 G99 W99 
12 8 4	...CDES..CDES.AADE.BHHH..BVG....VGWW B97 C99 D99 E99 A99 H98 G99 W99 
12 8 4	.B.C...B.C..AA..DE.HHHDES.VGDES.VGWW S97 C99 D99 E99 A99 H99 G99 W99 
12 6 6	.B..DE.B.CDE.AACDES.HHH.S.VG....VGWW S98 D99 E99 H98 G99 W99 
12 11 1	...C...B.CD..BAAD.HHHGDES.VG.ES.VWWE B99 C99 A99 H98 G98 E98 S97 W98 
12 9 3	...CD.S..CDES.AADEHHHG.E.BVG...BV.WW B96 C99 D99 A99 H96 G98 W99 
12 9 3	...CD.S..CDESAA.DEHHH..E.BVG...BVGWW B96 C99 D99 A98 H96 G99 W99 
12 6 6	.B..DE.B.CDE.AACDE..HHH.S.VG..S.VGWW S97 D99 E99 H98 G99 W99 
12 10 2	.B.C...B.CD.AA..DEHHHGDES.VG.ES.VWW. S97 C99 E99 A99 H98 G98 W98 
12 9 3	...C..S..C.ES.AADEHHH.DE.BVGD..BVGWW B96 C99 D97 A99 H96 G99 W99 
12 10 2	...C..S..CDESAA.DE.HHHDE.BVG...BVGWW B96 C99 D98 A98 H97 G99 W99 
12 8 4	...CD.S..CD.S.AADE.BHHHE.BVG.E..VGWW B97 C99 D99 E99 A99 H98 G99 W99 
12 8 4	.B.CDE.B.CDESAA.DES.VHHH..VG.....GWW S99 C99 D99 E99 H97 G99 V99 W99 
12 10 2	...C..S..CDES.AADEHHHGDE.BVG...BV.WW B96 C99 D98 A99 H96 G98 W99 
12 10 2	S..C..S..CDE..AADE.HHHDE.BVG...BVGWW B96 C99 D98 S99 A99 H97 G99 W99 
12 10 2	...C.....CDE..AADESHHHDESBVG...BVGWW B96 C99 D98 S98 A99 H97 G99 W99 
12 8 4	.B.CDE.B.CDE.AA.DE..VHHHS.VG..S..GWW S97 C99 D99 E99 H97 G99 V99 W99 
12 8 4	.B.CDE.B.CDEAA..DE...HHHS.VG..S.VGWW S97 C99 D99 E99 A99 H97 G99 W99 
12 10 2	...C.....CDES.AADESHHHDE.BVG...BVGWW B96 C99 D98 S99 A99 H97 G99 W99 
12 8 4	.B.CDE.B.CDEAA..DES..HHHS.VG....VGWW S98 C99 D99 E99 A99 H97 G99 W99 
12 10 2	S..C..S..CDE..AADEHHH.DE.BVG...BVGWW B96 C99 D98 S99 A99 H96 G99 W99 
12 8 4	...CDES..CDES.AADE..HHH..BVG...BVGWW B96 C99 D99 E99 A99 H98 G99 W99 
12 9 3	...CD....CDEAA..DE.BHHHESBVG..S.VGWW B97 C99 D99 S97 A97 H98 G99 W99 
12 8 4	...CD.S..CD.S.AADE..HHHE.BVG.E.BVGWW B96 C99 D99 E99 A99 H98 G99 W99 
12 9 3	...CD....CDE.AA.DE..HHHESBVG..SBVGWW B96 C99 D99 S97 A98 H98 G99 W99 
12 9 3	...CD....CDESAA.DES.HHHE.BVG...BVGWW B96 C99 D99 S99 A98 H98 G99 W99 
12 6 6	.B..DE.B.CDE.AACDESHHH..S.VG....VGWW S98 D99 E99 H99 G99 W99 
12 9 3	...CD....CDE..AADEHHH..ESBVG..SBVGWW B96 C99 D99 S97 A99 H96 G99 W99 
12 6 6	.B..DESB..DESAACDEHHHC....VG....VGWW C97 D99 E99 G99 W99 
12 8 4	.B.CDE.B.CDE.AA.DES.VHHHS.VG.....GWW S98 C99 D99 E99 H97 G99 V99 W99 
12 6 6	.B.....B.C...AACDESHHHDES.VGDE..VGWW S98 D99 E99 H99 G99 W99 
12 9 3	...CD....CDE.AA.DE.BHHHESBVG..S.VGWW B97 C99 D99 S97 A98 H98 G99 W99 
12 9 3	...CD....CDESAA.DESBHHHE.BVG....VGWW B97 C99 D99 S99 A98 H98 G99 W99 
12 8 4	.B.CDE.B.CDEAA..DE..HHH.S.VG..S.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
12 9 3	...CD....CDEAA..DE..HHHESBVG..SBVGWW B96 C99 D99 S97 A97 H98 G99 W99 
12 6 6	.B..D..B.CD..AACDESHHH.ES.VG.E..VGWW S98 D99 E99 H99 G99 W99 
12 9 3	...CD....CDE..AADE.HHH.ESBVG..SBVGWW B96 C99 D99 S97 A99 H97 G99 W99 
12 9 3	...CD....CDES.AADESHHH.E.BVG...BVGWW B96 C99 D99 S99 A99 H97 G99 W99 
12 10 2	...C..S..CDESAA.DEHHH.DE.BVG...BVGWW B96 C99 D98 A98 H96 G99 W99 
12 9 3	...C..S..C.ES.AADE.HHHDE.BVGD..BVGWW B96 C99 D97 A99 H97 G99 W99 
12 9 3	S..CD.S..CDEAA..DE..HHHE.BVG...BVGWW B96 S99 C99 D99 A97 H98 G99 W99 
12 9 3	S..CD.S..CDE.AA.DE..HHHE.BVG...BVGWW B96 S99 C99 D99 A98 H98 G99 W99 
12 10 2	.B.CD..B.CD..AA.D.HHHG.ES.VG.ES.VWWE S97 C99 D99 E98 H98 G98 W98 
12 8 4	.B.CD..B.CD...AADE..HHHES.VG.ES.VGWW S97 C99 D99 E99 A99 H98 G99 W99 
12 9 3	.B.C...B.C.E.AA.DEHHHGDES.VGD.S.VWW. S97 C99 D99 H98 G98 W98 
12 6 6	SB....SB.C...AACDE.HHHDE..VGDE..VGWW S99 D99 E99 H99 G99 W99 
12 8 4	.B.C...B.C....AADESHHHDES.VGDE..VGWW S98 C99 D99 E99 A99 H99 G99 W99 
12 8 4	...CDES..CDESBAADE.BHHH...VG....VGWW B98 C99 D99 E99 A99 H98 G99 W99 
12 8 4	.B.C...B.C..S.AADESHHHDE..VGDE..VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 8 4	.B.CD..B.CD.S.AADESHHH.E..VG.E..VGWW S99 C99 D99 E99 A99 H99 G99 W99 
12 9 3	.B.C.E.B.CDE..AADEHHHGD.S.VG..S.V.WW S97 C99 E99 A99 H98 G98 W99 
12 9 3	.B.C...B.CD...AADEHHHGDES.VG.ES.V.WW S97 C99 E99 A99 H98 G98 W99 
12 9 3	.B.C.E.B.CDE.AA.DEHHHGD.S.VG..S.VWW. S97 C99 E99 H98 G98 W98 
12 9 3	.B.CD..B.CDE..AADEHHHG.ES.VG..S.V.WW S97 C99 D99 A99 H98 G98 W99 
