0 0 0	VVBC....BCDEAABCDEHJ..F.HJNNFI.KK.FI 
5 5 0	VVBCDE..BCDEAABCF.HJ..FIHJNNFI....KK D99 E99 F99 I99 K97 
5 5 0	VVBCDE..BCDEAABCFIHJ..FIHJNNF.KK.... D99 E99 F99 I98 K99 
5 5 0	VVBCDE..BCDEAABCFIHJ..FIHJNNF...KK.. D99 E99 F99 I98 K99 
5 5 0	VVBCDE..BCDEAABCFIHJ..FIHJNNF....KK. D99 E99 F99 I98 K98 
5 5 0	VVBCDE..BCDEAABCFIHJ..FIHJNNF.....KK D99 E99 F99 I98 K97 
5 5 0	VVBCDE..BCDEAABCF.H...F.HJNNFI.JKK.I D99 E99 J99 F99 K99 
5 5 0	VVBCDE..BCDEAABCF.H...F.HJNNFI.J.KKI D99 E99 J99 F99 K98 
5 5 0	VVBCDE..BCDEAABC..H...FIHJNNFI.JKKF. D99 E99 J99 I99 K99 
5 5 0	VVBCDE..BCDEAABC.IH...FIHJNNF..JKKF. D99 E99 J99 I98 K99 
5 5 0	VVBCD...BCDEAABCFE.J..FIHJNNFIH.KK.. D99 H99 F99 I99 K99 
5 5 0	VVBCD...BCDEAABCFE.J..FIHJNNFIH..KK. D99 H99 F99 I99 K98 
5 5 0	VVBCD...BCDEAABCFE.J..FIHJNNFIH...KK D99 H99 F99 I99 K97 
5 5 0	VVBCD...BCDEAABCFE....F.HJNNFIHJKK.I D99 H99 J99 F99 K99 
5 5 0	VVBCD...BCDEAABCFE....F.HJNNFIHJ.KKI D99 H99 J99 F99 K98 
5 5 0	VVBCD...BCDEAABC.E....FIHJNNFIHJKKF. D99 H99 J99 I99 K99 
5 5 0	VVBCD...BCDEAABCFEH...FIHJNNFI.JKK.. D99 J99 F99 I99 K99 
5 5 0	VVBCD...BCDEAABCFEH...FIHJNNFI.J.KK. D99 J99 F99 I99 K98 
5 5 0	VVBCD...BCDEAABCFEH...FIHJNNFI.J..KK D99 J99 F99 I99 K97 
5 5 0	VVBC.E..BCDEAABCD.....FIHJNNFIHJKKF. E99 H99 J99 I99 K99 
5 5 0	VVBC.E..BCDEAABCDI....FIHJNNF.HJKKF. E99 H99 J99 I98 K99 
6 6 0	.VV.D...BCD.AABC.E.JBCFEHJNNFIHKK.FI V99 B99 C99 D99 E99 H99 
6 6 0	.VV.D...BCD.AABCFEHJBCFEHJNNFI.KK..I V99 B99 C99 D99 E99 F99 
6 6 0	.VV.D...BCD.AABC.EHJBCFEHJNNFIKK..FI V99 B99 C99 D99 E99 K99 
6 6 0	.VV.D...BCD.AABC.EHJBCFEHJNNFI..KKFI V99 B99 C99 D99 E99 K99 
6 6 0	.VV.DE..BCDEAABC...JBCF.HJNNFIHKK.FI V99 B99 C99 D99 E99 H99 
6 6 0	.VV.DE..BCDEAABCF.HJBCF.HJNNFI.KK..I V99 B99 C99 D99 E99 F99 
6 6 0	.VV.DE..BCDEAABC..HJBCFIHJNNFI.KK.F. V99 B99 C99 D99 E99 I99 
6 6 0	.VV.DE..BCDEAABC.IHJBCFIHJNNF..KK.F. V99 B99 C99 D99 E99 I98 
6 6 0	.VV.DE..BCDEAABC..HJBCF.HJNNFIKK..FI V99 B99 C99 D99 E99 K99 
6 6 0	.VV.DE..BCDEAABC..HJBCF.HJNNFI..KKFI V99 B99 C99 D99 E99 K99 
6 6 0	.VV.D...BCDEAABCFE.JBCF.HJNNFIHKK..I V99 B99 C99 D99 H99 F99 
6 6 0	.VV.D...BCDEAABC.E.JBCFIHJNNFIHKK.F. V99 B99 C99 D99 H99 I99 
6 6 0	.VV.D...BCDEAABC.E.JBCF.HJNNFIH.KKFI V99 B99 C99 D99 H99 K99 
6 6 0	.VV.D...BCDEAABCFEHJBCFIHJNNFI.KK... V99 B99 C99 D99 F99 I99 
6 6 0	.VV.D...BCDEAABCFEHJBCF.HJNNFIKK...I V99 B99 C99 D99 F99 K99 
6 6 0	.VV.D...BCDEAABCFEHJBCF.HJNNFI..KK.I V99 B99 C99 D99 F99 K99 
6 6 0	.VV.D...BCDEAABCFEHJBCF.HJNNFI...KKI V99 B99 C99 D99 F99 K98 
6 6 0	.VV.D...BCDEAABC.EHJBCFIHJNNFIKK..F. V99 B99 C99 D99 I99 K99 
6 6 0	.VV.D...BCDEAABC.EHJBCFIHJNNFI..KKF. V99 B99 C99 D99 I99 K99 
6 6 0	.VV.D...BCDEAABC.EH.BCF.HJNNFI.JKKFI V99 B99 C99 D99 J99 K99 
6 6 0	.VV.....BCD.AABCDE.JBCFEHJNNFIH.KKFI V99 B99 C99 E99 H99 K99 
6 6 0	.VV.....BCD.AABCDEH.BCFEHJNNFI.JKKFI V99 B99 C99 E99 J99 K99 
6 6 0	.VV..E..BCDEAABCD..JBCFIHJNNFIHKK.F. V99 B99 C99 E99 H99 I99 
6 6 0	.VV..E..BCDEAABCDI.JBCFIHJNNF.HKK.F. V99 B99 C99 E99 H99 I98 
6 6 0	.VV..E..BCDEAABCD..JBCF.HJNNFIH.KKFI V99 B99 C99 E99 H99 K99 
6 6 0	.VV..E..BCDEAABCD.HJBCFIHJNNFIKK..F. V99 B99 C99 E99 I99 K99 
6 6 0	.VV..E..BCDEAABCD.HJBCFIHJNNFI..KKF. V99 B99 C99 E99 I99 K99 
6 6 0	.VV..E..BCDEAABCDIHJBCFIHJNNF.KK..F. V99 B99 C99 E99 I98 K99 
6 6 0	.VV..E..BCDEAABCDIHJBCFIHJNNF...KKF. V99 B99 C99 E99 I98 K99 
6 6 0	.VV..E..BCDEAABCD.H.BCF.HJNNFI.JKKFI V99 B99 C99 E99 J99 K99 
6 6 0	.VV.....BCDEAABCDE.JBCFIHJNNFIH.KKF. V99 B99 C99 H99 I99 K99 
6 6 0	.VV.....BCDEAABCDE..BCF.HJNNFIHJKKFI V99 B99 C99 H99 J99 K99 
6 6 0	.VV.....BCDEAABCDEH.BCFIHJNNFI.JKKF. V99 B99 C99 J99 I99 K99 
6 6 0	.VVCD...BCD.AABCFE.JB.FEHJNNFIHKK..I V99 B99 D99 E99 H99 F99 
6 6 0	.VVCD...BCD.AABC.E.JB.FEHJNNFIH.KKFI V99 B99 D99 E99 H99 K99 
6 6 0	.VVCD...BCD.AABCFEHJB.FEHJNNFIKK...I V99 B99 D99 E99 F99 K99 
6 6 0	.VVCD...BCD.AABCFEHJB.FEHJNNFI..KK.I V99 B99 D99 E99 F99 K99 
6 6 0	.VVCD...BCD.AABCFEHJB.FEHJNNFI...KKI V99 B99 D99 E99 F99 K98 
6 6 0	.VVCD...BCD.AABC.EH.B.FEHJNNFI.JKKFI V99 B99 D99 E99 J99 K99 
6 6 0	.VVCDE..BCDEAABCF..JB.F.HJNNFIHKK..I V99 B99 D99 E99 H99 F99 
6 6 0	.VVCDE..BCDEAABC...JB.FIHJNNFIHKK.F. V99 B99 D99 E99 H99 I99 
6 6 0	.VVCDE..BCDEAABC.I.JB.FIHJNNF.HKK.F. V99 B99 D99 E99 H99 I98 
6 6 0	.VVCDE..BCDEAABC...JB.F.HJNNFIH.KKFI V99 B99 D99 E99 H99 K99 
6 6 0	.VVCDE..BCDEAABCF.HJB.FIHJNNFI.KK... V99 B99 D99 E99 F99 I99 
6 6 0	.VVCDE..BCDEAABCFIHJB.FIHJNNF..KK... V99 B99 D99 E99 F99 I98 
6 6 0	.VVCDE..BCDEAABCF.HJB.F.HJNNFIKK...I V99 B99 D99 E99 F99 K99 
6 6 0	.VVCDE..BCDEAABCF.HJB.F.HJNNFI..KK.I V99 B99 D99 E99 F99 K99 
6 6 0	.VVCDE..BCDEAABCF.HJB.F.HJNNFI...KKI V99 B99 D99 E99 F99 K98 
6 6 0	.VVCDE..BCDEAABC..HJB.FIHJNNFIKK..F. V99 B99 D99 E99 I99 K99 
6 6 0	.VVCDE..BCDEAABC..HJB.FIHJNNFI..KKF. V99 B99 D99 E99 I99 K99 
6 6 0	.VVCDE..BCDEAABC.IHJB.FIHJNNF.KK..F. V99 B99 D99 E99 I98 K99 
6 6 0	.VVCDE..BCDEAABC.IHJB.FIHJNNF...KKF. V99 B99 D99 E99 I98 K99 
6 6 0	.VVCDE..BCDEAABC..H.B.F.HJNNFI.JKKFI V99 B99 D99 E99 J99 K99 
6 6 0	.VVCD...BCDEAABCFE.JB.FIHJNNFIHKK... V99 B99 D99 H99 F99 I99 
6 6 0	.VVCD...BCDEAABCFE.JB.F.HJNNFIH.KK.I V99 B99 D99 H99 F99 K99 
6 6 0	.VVCD...BCDEAABCFE.JB.F.HJNNFIH..KKI V99 B99 D99 H99 F99 K98 
6 6 0	.VVCD...BCDEAABC.E.JB.FIHJNNFIH.KKF. V99 B99 D99 H99 I99 K99 
6 6 0	.VVCD...BCDEAABC.E..B.F.HJNNFIHJKKFI V99 B99 D99 H99 J99 K99 
6 6 0	.VVCD...BCDEAABCFEHJB.FIHJNNFIKK.... V99 B99 D99 F99 I99 K99 
6 6 0	.VVCD...BCDEAABCFEHJB.FIHJNNFI..KK.. V99 B99 D99 F99 I99 K99 
6 6 0	.VVCD...BCDEAABCFEHJB.FIHJNNFI...KK. V99 B99 D99 F99 I99 K98 
6 6 0	.VVCD...BCDEAABCFEHJB.FIHJNNFI....KK V99 B99 D99 F99 I99 K97 
6 6 0	.VVCD...BCDEAABCFEH.B.F.HJNNFI.JKK.I V99 B99 D99 J99 F99 K99 
6 6 0	.VVCD...BCDEAABCFEH.B.F.HJNNFI.J.KKI V99 B99 D99 J99 F99 K98 
6 6 0	.VVCD...BCDEAABC.EH.B.FIHJNNFI.JKKF. V99 B99 D99 J99 I99 K99 
6 6 0	.VVC....BCD.AABCDE..B.FEHJNNFIHJKKFI V99 B99 E99 H99 J99 K99 
6 6 0	.VVC.E..BCDEAABCD..JB.FIHJNNFIH.KKF. V99 B99 E99 H99 I99 K99 
6 6 0	.VVC.E..BCDEAABCDI.JB.FIHJNNF.H.KKF. V99 B99 E99 H99 I98 K99 
6 6 0	.VVC.E..BCDEAABCD...B.F.HJNNFIHJKKFI V99 B99 E99 H99 J99 K99 
6 6 0	.VVC.E..BCDEAABCD.H.B.FIHJNNFI.JKKF. V99 B99 E99 J99 I99 K99 
6 6 0	.VVC.E..BCDEAABCDIH.B.FIHJNNF..JKKF. V99 B99 E99 J99 I98 K99 
6 6 0	.VVC....BCDEAABCDE..B.FIHJNNFIHJKKF. V99 B99 H99 J99 I99 K99 
6 6 0	..VVD...BCD.AABC.E.JBCFEHJNNFIHKK.FI V98 B99 C99 D99 E99 H99 
6 6 0	..VVD...BCD.AABCFEHJBCFEHJNNFI.KK..I V98 B99 C99 D99 E99 F99 
6 6 0	..VVD...BCD.AABC.EHJBCFEHJNNFIKK..FI V98 B99 C99 D99 E99 K99 
6 6 0	..VVD...BCD.AABC.EHJBCFEHJNNFI..KKFI V98 B99 C99 D99 E99 K99 
6 6 0	..VVDE..BCDEAABC...JBCF.HJNNFIHKK.FI V98 B99 C99 D99 E99 H99 
6 6 0	..VVDE..BCDEAABCF.HJBCF.HJNNFI.KK..I V98 B99 C99 D99 E99 F99 
6 6 0	..VVDE..BCDEAABC..HJBCFIHJNNFI.KK.F. V98 B99 C99 D99 E99 I99 
6 6 0	..VVDE..BCDEAABC.IHJBCFIHJNNF..KK.F. V98 B99 C99 D99 E99 I98 
6 6 0	..VVDE..BCDEAABC..HJBCF.HJNNFIKK..FI V98 B99 C99 D99 E99 K99 
6 6 0	..VVDE..BCDEAABC..HJBCF.HJNNFI..KKFI V98 B99 C99 D99 E99 K99 
6 6 0	..VVD...BCDEAABCFE.JBCF.HJNNFIHKK..I V98 B99 C99 D99 H99 F99 
6 6 0	..VVD...BCDEAABC.E.JBCFIHJNNFIHKK.F. V98 B99 C99 D99 H99 I99 
6 6 0	..VVD...BCDEAABC.E.JBCF.HJNNFIH.KKFI V98 B99 C99 D99 H99 K99 
6 6 0	..VVD...BCDEAABCFEHJBCFIHJNNFI.KK... V98 B99 C99 D99 F99 I99 
6 6 0	..VVD...BCDEAABCFEHJBCF.HJNNFIKK...I V98 B99 C99 D99 F99 K99 
6 6 0	..VVD...BCDEAABCFEHJBCF.HJNNFI..KK.I V98 B99 C99 D99 F99 K99 
6 6 0	..VVD...BCDEAABCFEHJBCF.HJNNFI...KKI V98 B99 C99 D99 F99 K98 
6 6 0	..VVD...BCDEAABC.EHJBCFIHJNNFIKK..F. V98 B99 C99 D99 I99 K99 
6 6 0	..VVD...BCDEAABC.EHJBCFIHJNNFI..KKF. V98 B99 C99 D99 I99 K99 
6 6 0	..VVD...BCDEAABC.EH.BCF.HJNNFI.JKKFI V98 B99 C99 D99 J99 K99 
6 6 0	..VV....BCD.AABCDE.JBCFEHJNNFIH.KKFI V98 B99 C99 E99 H99 K99 
6 6 0	..VV....BCD.AABCDEH.BCFEHJNNFI.JKKFI V98 B99 C99 E99 J99 K99 
6 6 0	..VV.E..BCDEAABCD..JBCFIHJNNFIHKK.F. V98 B99 C99 E99 H99 I99 
6 6 0	..VV.E..BCDEAABCDI.JBCFIHJNNF.HKK.F. V98 B99 C99 E99 H99 I98 
6 6 0	..VV.E..BCDEAABCD..JBCF.HJNNFIH.KKFI V98 B99 C99 E99 H99 K99 
6 6 0	..VV.E..BCDEAABCD.HJBCFIHJNNFIKK..F. V98 B99 C99 E99 I99 K99 
6 6 0	..VV.E..BCDEAABCD.HJBCFIHJNNFI..KKF. V98 B99 C99 E99 I99 K99 
6 6 0	..VV.E..BCDEAABCDIHJBCFIHJNNF.KK..F. V98 B99 C99 E99 I98 K99 
6 6 0	..VV.E..BCDEAABCDIHJBCFIHJNNF...KKF. V98 B99 C99 E99 I98 K99 
6 6 0	..VV.E..BCDEAABCD.H.BCF.HJNNFI.JKKFI V98 B99 C99 E99 J99 K99 
6 6 0	..VV....BCDEAABCDE.JBCFIHJNNFIH.KKF. V98 B99 C99 H99 I99 K99 
6 6 0	..VV....BCDEAABCDE..BCF.HJNNFIHJKKFI V98 B99 C99 H99 J99 K99 
6 6 0	..VV....BCDEAABCDEH.BCFIHJNNFI.JKKF. V98 B99 C99 J99 I99 K99 
6 6 0	..BVV...BCD.AABCDE.J.CFEHJNNFIHKK.FI V97 B98 C99 E99 H99 
6 6 0	..BVV...BCD.AABCDEHJ.CFEHJNNFIKK..FI V97 B98 C99 E99 K99 
6 6 0	..BVV...BCD.AABCDEHJ.CFEHJNNFI..KKFI V97 B98 C99 E99 K99 
6 6 0	..BVVE..BCDEAABCD..J.CF.HJNNFIHKK.FI V97 B98 C99 E99 H99 
6 6 0	..BVVE..BCDEAABCD.HJ.CFIHJNNFI.KK.F. V97 B98 C99 E99 I99 
6 6 0	..BVVE..BCDEAABCDIHJ.CFIHJNNF..KK.F. V97 B98 C99 E99 I98 
6 6 0	..BVVE..BCDEAABCD.HJ.CF.HJNNFIKK..FI V97 B98 C99 E99 K99 
6 6 0	..BVVE..BCDEAABCD.HJ.CF.HJNNFI..KKFI V97 B98 C99 E99 K99 
6 6 0	..BVV...BCDEAABCDE.J.CFIHJNNFIHKK.F. V97 B98 C99 H99 I99 
6 6 0	..BVV...BCDEAABCDE.J.CF.HJNNFIH.KKFI V97 B98 C99 H99 K99 
6 6 0	..BVV...BCDEAABCDEHJ.CFIHJNNFIKK..F. V97 B98 C99 I99 K99 
6 6 0	..BVV...BCDEAABCDEHJ.CFIHJNNFI..KKF. V97 B98 C99 I99 K99 
6 6 0	..BVV...BCDEAABCDEH..CF.HJNNFI.JKKFI V97 B98 C99 J99 K99 
6 6 0	...VV...BCD.AABCDE.JBCFEHJNNFIH.KKFI V97 B99 C99 E99 H99 K99 
6 6 0	...VV...BCD.AABCDEH.BCFEHJNNFI.JKKFI V97 B99 C99 E99 J99 K99 
6 6 0	...VVE..BCDEAABCD..JBCFIHJNNFIHKK.F. V97 B99 C99 E99 H99 I99 
6 6 0	...VVE..BCDEAABCDI.JBCFIHJNNF.HKK.F. V97 B99 C99 E99 H99 I98 
6 6 0	...VVE..BCDEAABCD..JBCF.HJNNFIH.KKFI V97 B99 C99 E99 H99 K99 
6 6 0	...VVE..BCDEAABCD.HJBCFIHJNNFIKK..F. V97 B99 C99 E99 I99 K99 
6 6 0	...VVE..BCDEAABCD.HJBCFIHJNNFI..KKF. V97 B99 C99 E99 I99 K99 
6 6 0	...VVE..BCDEAABCDIHJBCFIHJNNF.KK..F. V97 B99 C99 E99 I98 K99 
6 6 0	...VVE..BCDEAABCDIHJBCFIHJNNF...KKF. V97 B99 C99 E99 I98 K99 
6 6 0	...VVE..BCDEAABCD.H.BCF.HJNNFI.JKKFI V97 B99 C99 E99 J99 K99 
6 6 0	...VV...BCDEAABCDE.JBCFIHJNNFIH.KKF. V97 B99 C99 H99 I99 K99 
6 6 0	...VV...BCDEAABCDE..BCF.HJNNFIHJKKFI V97 B99 C99 H99 J99 K99 
6 6 0	...VV...BCDEAABCDEH.BCFIHJNNFI.JKKF. V97 B99 C99 J99 I99 K99 
6 6 0	..BCVV..BCD.AABCDEHJ..FEHJNNFI.KK.FI V96 B98 C98 E99 
6 6 0	..BCVV..BCDEAABCDE.J..F.HJNNFIHKK.FI V96 B98 C98 H99 
6 6 0	..BCVV..BCDEAABCDEHJ..FIHJNNFI.KK.F. V96 B98 C98 I99 
6 6 0	..BCVV..BCDEAABCDEHJ..F.HJNNFIKK..FI V96 B98 C98 K99 
6 6 0	..BCVV..BCDEAABCDEHJ..F.HJNNFI..KKFI V96 B98 C98 K99 
6 6 0	..B.VV..BCD.AABCDE.J.CFEHJNNFIHKK.FI V96 B98 C99 E99 H99 
6 6 0	..B.VV..BCD.AABCDEHJ.CFEHJNNFIKK..FI V96 B98 C99 E99 K99 
6 6 0	..B.VV..BCD.AABCDEHJ.CFEHJNNFI..KKFI V96 B98 C99 E99 K99 
6 6 0	..B.VV..BCDEAABCDE.J.CFIHJNNFIHKK.F. V96 B98 C99 H99 I99 
6 6 0	..B.VV..BCDEAABCDE.J.CF.HJNNFIH.KKFI V96 B98 C99 H99 K99 
6 6 0	..B.VV..BCDEAABCDEHJ.CFIHJNNFIKK..F. V96 B98 C99 I99 K99 
6 6 0	..B.VV..BCDEAABCDEHJ.CFIHJNNFI..KKF. V96 B98 C99 I99 K99 
6 6 0	..B.VV..BCDEAABCDEH..CF.HJNNFI.JKKFI V96 B98 C99 J99 K99 
6 6 0	...CVV..BCD.AABCDE.JB.FEHJNNFIHKK.FI V96 B99 C98 E99 H99 
6 6 0	...CVV..BCD.AABCDEHJB.FEHJNNFIKK..FI V96 B99 C98 E99 K99 
6 6 0	...CVV..BCD.AABCDEHJB.FEHJNNFI..KKFI V96 B99 C98 E99 K99 
6 6 0	...CVV..BCDEAABCDE.JB.FIHJNNFIHKK.F. V96 B99 C98 H99 I99 
6 6 0	...CVV..BCDEAABCDE.JB.F.HJNNFIH.KKFI V96 B99 C98 H99 K99 
6 6 0	...CVV..BCDEAABCDEHJB.FIHJNNFIKK..F. V96 B99 C98 I99 K99 
6 6 0	...CVV..BCDEAABCDEHJB.FIHJNNFI..KKF. V96 B99 C98 I99 K99 
6 6 0	...CVV..BCDEAABCDEH.B.F.HJNNFI.JKKFI V96 B99 C98 J99 K99 
6 6 0	....VV..BCD.AABCDE.JBCFEHJNNFIH.KKFI V96 B99 C99 E99 H99 K99 
6 6 0	....VV..BCD.AABCDEH.BCFEHJNNFI.JKKFI V96 B99 C99 E99 J99 K99 
6 6 0	....VV..BCDEAABCDE.JBCFIHJNNFIH.KKF. V96 B99 C99 H99 I99 K99 
6 6 0	....VV..BCDEAABCDE..BCF.HJNNFIHJKKFI V96 B99 C99 H99 J99 K99 
6 6 0	....VV..BCDEAABCDEH.BCFIHJNNFI.JKKF. V96 B99 C99 J99 I99 K99 
6 6 0	VV..D...BCD.AABCFE.JBCFEHJNNFIHKK..I B99 C99 D99 E99 H99 F99 
6 6 0	VV..D...BCD.AABC.E.JBCFEHJNNFIH.KKFI B99 C99 D99 E99 H99 K99 
6 6 0	VV..D...BCD.AABCFEHJBCFEHJNNFIKK...I B99 C99 D99 E99 F99 K99 
6 6 0	VV..D...BCD.AABCFEHJBCFEHJNNFI..KK.I B99 C99 D99 E99 F99 K99 
6 6 0	VV..D...BCD.AABCFEHJBCFEHJNNFI...KKI B99 C99 D99 E99 F99 K98 
6 6 0	VV..D...BCD.AABC.EH.BCFEHJNNFI.JKKFI B99 C99 D99 E99 J99 K99 
6 6 0	VV..DE..BCDEAABCF..JBCF.HJNNFIHKK..I B99 C99 D99 E99 H99 F99 
6 6 0	VV..DE..BCDEAABC...JBCFIHJNNFIHKK.F. B99 C99 D99 E99 H99 I99 
6 6 0	VV..DE..BCDEAABC.I.JBCFIHJNNF.HKK.F. B99 C99 D99 E99 H99 I98 
6 6 0	VV..DE..BCDEAABC...JBCF.HJNNFIH.KKFI B99 C99 D99 E99 H99 K99 
6 6 0	VV..DE..BCDEAABCF.HJBCFIHJNNFI.KK... B99 C99 D99 E99 F99 I99 
6 6 0	VV..DE..BCDEAABCFIHJBCFIHJNNF..KK... B99 C99 D99 E99 F99 I98 
6 6 0	VV..DE..BCDEAABCF.HJBCF.HJNNFIKK...I B99 C99 D99 E99 F99 K99 
6 6 0	VV..DE..BCDEAABCF.HJBCF.HJNNFI..KK.I B99 C99 D99 E99 F99 K99 
6 6 0	VV..DE..BCDEAABCF.HJBCF.HJNNFI...KKI B99 C99 D99 E99 F99 K98 
6 6 0	VV..DE..BCDEAABC..HJBCFIHJNNFIKK..F. B99 C99 D99 E99 I99 K99 
6 6 0	VV..DE..BCDEAABC..HJBCFIHJNNFI..KKF. B99 C99 D99 E99 I99 K99 
6 6 0	VV..DE..BCDEAABC.IHJBCFIHJNNF.KK..F. B99 C99 D99 E99 I98 K99 
6 6 0	VV..DE..BCDEAABC.IHJBCFIHJNNF...KKF. B99 C99 D99 E99 I98 K99 
6 6 0	VV..DE..BCDEAABC..H.BCF.HJNNFI.JKKFI B99 C99 D99 E99 J99 K99 
6 6 0	VV..D...BCDEAABCFE.JBCFIHJNNFIHKK... B99 C99 D99 H99 F99 I99 
6 6 0	VV..D...BCDEAABCFE.JBCF.HJNNFIH.KK.I B99 C99 D99 H99 F99 K99 
6 6 0	VV..D...BCDEAABCFE.JBCF.HJNNFIH..KKI B99 C99 D99 H99 F99 K98 
6 6 0	VV..D...BCDEAABC.E.JBCFIHJNNFIH.KKF. B99 C99 D99 H99 I99 K99 
6 6 0	VV..D...BCDEAABC.E..BCF.HJNNFIHJKKFI B99 C99 D99 H99 J99 K99 
6 6 0	VV..D...BCDEAABCFEHJBCFIHJNNFIKK.... B99 C99 D99 F99 I99 K99 
6 6 0	VV..D...BCDEAABCFEHJBCFIHJNNFI..KK.. B99 C99 D99 F99 I99 K99 
6 6 0	VV..D...BCDEAABCFEHJBCFIHJNNFI...KK. B99 C99 D99 F99 I99 K98 
6 6 0	VV..D...BCDEAABCFEHJBCFIHJNNFI....KK B99 C99 D99 F99 I99 K97 
6 6 0	VV..D...BCDEAABCFEH.BCF.HJNNFI.JKK.I B99 C99 D99 J99 F99 K99 
6 6 0	VV..D...BCDEAABCFEH.BCF.HJNNFI.J.KKI B99 C99 D99 J99 F99 K98 
6 6 0	VV..D...BCDEAABC.EH.BCFIHJNNFI.JKKF. B99 C99 D99 J99 I99 K99 
6 6 0	VV......BCD.AABCDE..BCFEHJNNFIHJKKFI B99 C99 E99 H99 J99 K99 
6 6 0	VV...E..BCDEAABCD..JBCFIHJNNFIH.KKF. B99 C99 E99 H99 I99 K99 
6 6 0	VV...E..BCDEAABCDI.JBCFIHJNNF.H.KKF. B99 C99 E99 H99 I98 K99 
6 6 0	VV...E..BCDEAABCD...BCF.HJNNFIHJKKFI B99 C99 E99 H99 J99 K99 
6 6 0	VV...E..BCDEAABCD.H.BCFIHJNNFI.JKKF. B99 C99 E99 J99 I99 K99 
6 6 0	VV...E..BCDEAABCDIH.BCFIHJNNF..JKKF. B99 C99 E99 J99 I98 K99 
6 6 0	VV......BCDEAABCDE..BCFIHJNNFIHJKKF. B99 C99 H99 J99 I99 K99 
6 6 0	VV.CD...BCD.AABCFE.JB.FEHJNNFIH.KK.I B99 D99 E99 H99 F99 K99 
6 6 0	VV.CD...BCD.AABCFE.JB.FEHJNNFIH..KKI B99 D99 E99 H99 F99 K98 
6 6 0	VV.CD...BCD.AABC.E..B.FEHJNNFIHJKKFI B99 D99 E99 H99 J99 K99 
6 6 0	VV.CD...BCD.AABCFEH.B.FEHJNNFI.JKK.I B99 D99 E99 J99 F99 K99 
6 6 0	VV.CD...BCD.AABCFEH.B.FEHJNNFI.J.KKI B99 D99 E99 J99 F99 K98 
6 6 0	VV.CDE..BCDEAABCF..JB.FIHJNNFIHKK... B99 D99 E99 H99 F99 I99 
6 6 0	VV.CDE..BCDEAABCFI.JB.FIHJNNF.HKK... B99 D99 E99 H99 F99 I98 
6 6 0	VV.CDE..BCDEAABCF..JB.F.HJNNFIH.KK.I B99 D99 E99 H99 F99 K99 
6 6 0	VV.CDE..BCDEAABCF..JB.F.HJNNFIH..KKI B99 D99 E99 H99 F99 K98 
6 6 0	VV.CDE..BCDEAABC...JB.FIHJNNFIH.KKF. B99 D99 E99 H99 I99 K99 
6 6 0	VV.CDE..BCDEAABC.I.JB.FIHJNNF.H.KKF. B99 D99 E99 H99 I98 K99 
6 6 0	VV.CDE..BCDEAABC....B.F.HJNNFIHJKKFI B99 D99 E99 H99 J99 K99 
6 6 0	VV.CDE..BCDEAABCF.HJB.FIHJNNFIKK.... B99 D99 E99 F99 I99 K99 
6 6 0	VV.CDE..BCDEAABCF.HJB.FIHJNNFI..KK.. B99 D99 E99 F99 I99 K99 
6 6 0	VV.CDE..BCDEAABCF.HJB.FIHJNNFI...KK. B99 D99 E99 F99 I99 K98 
6 6 0	VV.CDE..BCDEAABCF.HJB.FIHJNNFI....KK B99 D99 E99 F99 I99 K97 
6 6 0	VV.CDE..BCDEAABCFIHJB.FIHJNNF.KK.... B99 D99 E99 F99 I98 K99 
6 6 0	VV.CDE..BCDEAABCFIHJB.FIHJNNF...KK.. B99 D99 E99 F99 I98 K99 
6 6 0	VV.CDE..BCDEAABCFIHJB.FIHJNNF....KK. B99 D99 E99 F99 I98 K98 
6 6 0	VV.CDE..BCDEAABCFIHJB.FIHJNNF.....KK B99 D99 E99 F99 I98 K97 
6 6 0	VV.CDE..BCDEAABCF.H.B.F.HJNNFI.JKK.I B99 D99 E99 J99 F99 K99 
6 6 0	VV.CDE..BCDEAABCF.H.B.F.HJNNFI.J.KKI B99 D99 E99 J99 F99 K98 
6 6 0	VV.CDE..BCDEAABC..H.B.FIHJNNFI.JKKF. B99 D99 E99 J99 I99 K99 
6 6 0	VV.CDE..BCDEAABC.IH.B.FIHJNNF..JKKF. B99 D99 E99 J99 I98 K99 
6 6 0	VV.CD...BCDEAABCFE.JB.FIHJNNFIH.KK.. B99 D99 H99 F99 I99 K99 
6 6 0	VV.CD...BCDEAABCFE.JB.FIHJNNFIH..KK. B99 D99 H99 F99 I99 K98 
6 6 0	VV.CD...BCDEAABCFE.JB.FIHJNNFIH...KK B99 D99 H99 F99 I99 K97 
6 6 0	VV.CD...BCDEAABCFE..B.F.HJNNFIHJKK.I B99 D99 H99 J99 F99 K99 
6 6 0	VV.CD...BCDEAABCFE..B.F.HJNNFIHJ.KKI B99 D99 H99 J99 F99 K98 
6 6 0	VV.CD...BCDEAABC.E..B.FIHJNNFIHJKKF. B99 D99 H99 J99 I99 K99 
6 6 0	VV.CD...BCDEAABCFEH.B.FIHJNNFI.JKK.. B99 D99 J99 F99 I99 K99 
6 6 0	VV.CD...BCDEAABCFEH.B.FIHJNNFI.J.KK. B99 D99 J99 F99 I99 K98 
6 6 0	VV.CD...BCDEAABCFEH.B.FIHJNNFI.J..KK B99 D99 J99 F99 I99 K97 
