0 0 0	.B....SB.CDESAACDEHHHGDE..VG....VWW. 
13 13 0	S...DES.VCDEAAVCDE..HHH..B.G...B.GWW B96 S99 C98 D99 E99 A97 H96 G99 V97 W99 
13 13 0	S...DES.VCDEAAVCDE.HHH...B.G...B.GWW B96 S99 C98 D99 E99 A97 H95 G99 V97 W99 
13 13 0	S...DES.VCDEAAVCDEHHH....B.G...B.GWW B96 S99 C98 D99 E99 A97 H94 G99 V97 W99 
13 13 0	S.V.DES.VCDEAA.CDE..HHH..B.G...B.GWW B96 S99 C98 D99 E99 A97 H96 G99 V96 W99 
13 13 0	S.V.DES.VCDEAA.CDE.HHH...B.G...B.GWW B96 S99 C98 D99 E99 A97 H95 G99 V96 W99 
13 13 0	S.V.DES.VCDEAA.CDEHHH....B.G...B.GWW B96 S99 C98 D99 E99 A97 H94 G99 V96 W99 
13 13 0	S..CD.S.VCDEAAV.DE..HHHE.B.G...B.GWW B96 S99 C99 D99 E98 A97 H96 G99 V97 W99 
13 13 0	S..CD.S.VCD.AAV.DE..HHHE.B.G.E.B.GWW B96 S99 C99 D99 E97 A97 H96 G99 V97 W99 
13 13 0	S..C.ES.VCDEAAV.DE.HHHD..B.G...B.GWW B96 S99 C99 D98 E99 A97 H95 G99 V97 W99 
13 13 0	S..C.ES.VC.EAAV.DE.HHHD..B.GD..B.GWW B96 S99 C99 D97 E99 A97 H95 G99 V97 W99 
13 13 0	S..CD.S.VCDEAAV.DE.HHH.E.B.G...B.GWW B96 S99 C99 D99 E98 A97 H95 G99 V97 W99 
13 13 0	S..CD.S.VCD.AAV.DE.HHH.E.B.G.E.B.GWW B96 S99 C99 D99 E97 A97 H95 G99 V97 W99 
13 13 0	S...DES.V.DEAAVCDEHHHC...B.G...B.GWW B96 S99 C97 D99 E99 A97 H94 G99 V97 W99 
13 13 0	S..C.ES.VCDEAAV.DEHHH.D..B.G...B.GWW B96 S99 C99 D98 E99 A97 H94 G99 V97 W99 
13 13 0	S..C.ES.VC.EAAV.DEHHH.D..B.GD..B.GWW B96 S99 C99 D97 E99 A97 H94 G99 V97 W99 
13 13 0	S..CD.S.VCDEAAV.DEHHH..E.B.G...B.GWW B96 S99 C99 D99 E98 A97 H94 G99 V97 W99 
13 13 0	S..CD.S.VCD.AAV.DEHHH..E.B.G.E.B.GWW B96 S99 C99 D99 E97 A97 H94 G99 V97 W99 
13 13 0	S..CDES.VCDEAAV.DEHHHG...B.G...B..WW B96 S99 C99 D99 E99 A97 H94 G98 V97 W99 
13 13 0	S..CDES.VCDEAAVGDEHHHG...B.....B..WW B96 S99 C99 D99 E99 A97 H94 G97 V97 W99 
13 13 0	S.VCD.S.VCDEAA..DE..HHHE.B.G...B.GWW B96 S99 C99 D99 E98 A97 H96 G99 V96 W99 
13 13 0	S.VCD.S.VCD.AA..DE..HHHE.B.G.E.B.GWW B96 S99 C99 D99 E97 A97 H96 G99 V96 W99 
13 13 0	S.VC.ES.VCDEAA..DE.HHHD..B.G...B.GWW B96 S99 C99 D98 E99 A97 H95 G99 V96 W99 
13 13 0	S.VC.ES.VC.EAA..DE.HHHD..B.GD..B.GWW B96 S99 C99 D97 E99 A97 H95 G99 V96 W99 
13 13 0	S.VCD.S.VCDEAA..DE.HHH.E.B.G...B.GWW B96 S99 C99 D99 E98 A97 H95 G99 V96 W99 
13 13 0	S.VCD.S.VCD.AA..DE.HHH.E.B.G.E.B.GWW B96 S99 C99 D99 E97 A97 H95 G99 V96 W99 
13 13 0	S.V.DES.V.DEAA.CDEHHHC...B.G...B.GWW B96 S99 C97 D99 E99 A97 H94 G99 V96 W99 
13 13 0	S.VC.ES.VCDEAA..DEHHH.D..B.G...B.GWW B96 S99 C99 D98 E99 A97 H94 G99 V96 W99 
13 13 0	S.VC.ES.VC.EAA..DEHHH.D..B.GD..B.GWW B96 S99 C99 D97 E99 A97 H94 G99 V96 W99 
13 13 0	S.VCD.S.VCDEAA..DEHHH..E.B.G...B.GWW B96 S99 C99 D99 E98 A97 H94 G99 V96 W99 
13 13 0	S.VCD.S.VCD.AA..DEHHH..E.B.G.E.B.GWW B96 S99 C99 D99 E97 A97 H94 G99 V96 W99 
13 13 0	S.VCDES.VCDEAA..DEHHHG...B.G...B..WW B96 S99 C99 D99 E99 A97 H94 G98 V96 W99 
13 13 0	S.VCDES.VCDEAA.GDEHHHG...B.....B..WW B96 S99 C99 D99 E99 A97 H94 G97 V96 W99 
13 13 0	S.....S..CDE.AACDEHHHGDE.BVG...BV.WW B96 S99 C98 D98 A98 H96 G98 W99 
13 13 0	S.....S..C.E.AACDEHHHGDE.BVGD..BV.WW B96 S99 C98 D97 A98 H96 G98 W99 
13 13 0	S...D.S..CDE.AACDEHHHG.E.BVG...BVWW. B96 S99 C98 D99 A98 H96 G98 W98 
13 13 0	S..C..S..CDE.AA.DEHHHGDE.BVG...BVWW. B96 S99 C99 D98 A98 H96 G98 W98 
13 13 0	S..C..S..CDE.AAGDEHHHGDE.BV....BVWW. B96 S99 C99 D98 A98 H96 G97 W98 
13 13 0	S..C..S..C.E.AA.DEHHHGDE.BVGD..BVWW. B96 S99 C99 D97 A98 H96 G98 W98 
13 13 0	S..C..S..C.E.AAGDEHHHGDE.BV.D..BVWW. B96 S99 C99 D97 A98 H96 G97 W98 
13 13 0	S..CD.S..CD..AA.D.HHHG.E.BVG.E.BVWWE B96 S99 C99 D99 E98 A98 H96 G98 W98 
13 13 0	S..CD.S..CD..AAGD.HHHG.E.BV..E.BVWWE B96 S99 C99 D99 E98 A98 H96 G97 W98 
13 13 0	S.....S..CDEAA.CDEHHHGDE.BVG...BV.WW B96 S99 C98 D98 A97 H96 G98 W99 
13 13 0	S.....S..C.EAA.CDEHHHGDE.BVGD..BV.WW B96 S99 C98 D97 A97 H96 G98 W99 
13 13 0	S...D.S..CDEAA.CDEHHHG.E.BVG...BVWW. B96 S99 C98 D99 A97 H96 G98 W98 
13 13 0	S..C..S..CDEAA..DEHHHGDE.BVG...BVWW. B96 S99 C99 D98 A97 H96 G98 W98 
13 13 0	S..C..S..CDEAA.GDEHHHGDE.BV....BVWW. B96 S99 C99 D98 A97 H96 G97 W98 
13 13 0	S..C..S..C.EAA..DEHHHGDE.BVGD..BVWW. B96 S99 C99 D97 A97 H96 G98 W98 
13 13 0	S..C..S..C.EAA.GDEHHHGDE.BV.D..BVWW. B96 S99 C99 D97 A97 H96 G97 W98 
13 13 0	S..CD.S..CD.AA..D.HHHG.E.BVG.E.BVWWE B96 S99 C99 D99 E98 A97 H96 G98 W98 
13 13 0	S..CD.S..CD.AA.GD.HHHG.E.BV..E.BVWWE B96 S99 C99 D99 E98 A97 H96 G97 W98 
13 13 0	S..C..S..CD...AAD.HHHGDE.BVG.E.BVWWE B96 S99 C99 D98 E98 A99 H96 G98 W98 
13 13 0	S..C..S..C....AAD.HHHGDE.BVGDE.BVWWE B96 S99 C99 D97 E98 A99 H96 G98 W98 
13 13 0	SB....SBVCDEAAVCDEHHHGDE...G.....WW. S99 D98 E98 A99 H94 G98 V97 W98 
13 13 0	SB....SBVCDEAAVCDEHHHGDE...G....WW.. S99 D98 E98 A99 H94 G98 V97 W97 
13 13 0	SB....SBVCDEAAVCDEHHHGDE...G...WW... S99 D98 E98 A99 H94 G98 V97 W96 
13 13 0	SB....SBVCDEAAVCDEHHHGDE...G..WW.... S99 D98 E98 A99 H94 G98 V97 W95 
13 13 0	SB....SBVCD.AAVCDEHHHGDE...G.E...WW. S99 D98 E97 A99 H94 G98 V97 W98 
13 13 0	SB....SBVCD.AAVCDEHHHGDE...G.E..WW.. S99 D98 E97 A99 H94 G98 V97 W97 
13 13 0	SB....SBVCD.AAVCDEHHHGDE...G.E.WW... S99 D98 E97 A99 H94 G98 V97 W96 
13 13 0	SB....SBVCD.AAVCDEHHHGDE...G.EWW.... S99 D98 E97 A99 H94 G98 V97 W95 
13 13 0	SB....SBVCD.AAVCD.HHHGDE...G.E...WWE S99 D98 E96 A99 H94 G98 V97 W98 
13 13 0	SB....SBVCD.AAVCD.HHHGDE...G.E..WW.E S99 D98 E96 A99 H94 G98 V97 W97 
13 13 0	SB....SBVCD.AAVCD.HHHGDE...G.E.WW..E S99 D98 E96 A99 H94 G98 V97 W96 
13 13 0	SB...ESBVCDEAAVCDEHHH.D....G...WWG.. S99 D98 E99 A99 H94 G97 V97 W96 
13 13 0	SB....SBVCD.AAVCD.HHHGDE...G.EWW...E S99 D98 E96 A99 H94 G98 V97 W95 
13 13 0	SB...ESBVCDEAAVCDEHHH.D....G..WW.G.. S99 D98 E99 A99 H94 G97 V97 W95 
13 13 0	SB....SBVC.EAAVCDEHHHGDE...GD....WW. S99 D97 E98 A99 H94 G98 V97 W98 
13 13 0	SB....SBVC.EAAVCDEHHHGDE...GD...WW.. S99 D97 E98 A99 H94 G98 V97 W97 
13 13 0	SB....SBVC.EAAVCDEHHHGDE...GD..WW... S99 D97 E98 A99 H94 G98 V97 W96 
13 13 0	SB....SBVC.EAAVCDEHHHGDE...GD.WW.... S99 D97 E98 A99 H94 G98 V97 W95 
13 13 0	SB....SBVC..AAVCDEHHHGDE...GDE...WW. S99 D97 E97 A99 H94 G98 V97 W98 
13 13 0	SB....SBVC..AAVCDEHHHGDE...GDE..WW.. S99 D97 E97 A99 H94 G98 V97 W97 
13 13 0	SB....SBVC..AAVCDEHHHGDE...GDE.WW... S99 D97 E97 A99 H94 G98 V97 W96 
13 13 0	SB....SBVC..AAVCDEHHHGDE...GDEWW.... S99 D97 E97 A99 H94 G98 V97 W95 
13 13 0	SB....SBVC..AAVCD.HHHGDE...GDE...WWE S99 D97 E96 A99 H94 G98 V97 W98 
13 13 0	SB....SBVC..AAVCD.HHHGDE...GDE..WW.E S99 D97 E96 A99 H94 G98 V97 W97 
13 13 0	SB....SBVC..AAVCD.HHHGDE...GDE.WW..E S99 D97 E96 A99 H94 G98 V97 W96 
13 13 0	SB...ESBVC.EAAVCDEHHH.D....GD..WWG.. S99 D97 E99 A99 H94 G97 V97 W96 
13 13 0	SB....SBVC..AAVCD.HHHGDE...GDEWW...E S99 D97 E96 A99 H94 G98 V97 W95 
13 13 0	SB...ESBVC.EAAVCDEHHH.D....GD.WW.G.. S99 D97 E99 A99 H94 G97 V97 W95 
13 13 0	SB....SBVC.EAAVC.EHHHGDE...GD...WWD. S99 D96 E98 A99 H94 G98 V97 W97 
13 13 0	SB....SBVC.EAAVC.EHHHGDE...GD..WW.D. S99 D96 E98 A99 H94 G98 V97 W96 
13 13 0	SB..D.SBVCDEAAVCDEHHH..E...G...WWG.. S99 D99 E98 A99 H94 G97 V97 W96 
13 13 0	SB....SBVC.EAAVC.EHHHGDE...GD.WW..D. S99 D96 E98 A99 H94 G98 V97 W95 
13 13 0	SB..D.SBVCDEAAVCDEHHH..E...G..WW.G.. S99 D99 E98 A99 H94 G97 V97 W95 
13 13 0	SB....SBVC..AAVC.EHHHGDE...GDE..WWD. S99 D96 E97 A99 H94 G98 V97 W97 
13 13 0	SB....SBVC..AAVC.EHHHGDE...GDE.WW.D. S99 D96 E97 A99 H94 G98 V97 W96 
13 13 0	SB..D.SBVCD.AAVCDEHHH..E...G.E.WWG.. S99 D99 E97 A99 H94 G97 V97 W96 
13 13 0	SB....SBVC..AAVC.EHHHGDE...GDEWW..D. S99 D96 E97 A99 H94 G98 V97 W95 
13 13 0	SB..D.SBVCD.AAVCDEHHH..E...G.EWW.G.. S99 D99 E97 A99 H94 G97 V97 W95 
13 13 0	SB....SBVC..AAVC..HHHGDE...GDE..WWDE S99 D96 E96 A99 H94 G98 V97 W97 
13 13 0	SB....SBVC..AAVC..HHHGDE...GDE.WW.DE S99 D96 E96 A99 H94 G98 V97 W96 
13 13 0	SB...ESBVC.EAAVC.EHHH.D....GD..WWGD. S99 D96 E99 A99 H94 G97 V97 W96 
13 13 0	SB..D.SBVCD.AAVCD.HHH..E...G.E.WWG.E S99 D99 E96 A99 H94 G97 V97 W96 
13 13 0	SB..DESBV.DEAAVCDEHHHC.....G...WWG.. S99 C99 D99 E99 A99 H94 G97 V97 W96 
13 13 0	SB..DESBVCDEAAVCDE.HHH.....G...WWG.. S99 D99 E99 A99 H93 G97 V97 W96 
13 13 0	SB..DESBVCDEAAVCDE..HHH....G...WWG.. S99 D99 E99 A99 H92 G97 V97 W96 
13 13 0	SB..DESBVCDEAAVCDE...HHH...G...WWG.. S99 D99 E99 A99 H91 G97 V97 W96 
13 13 0	SB....SBVC..AAVC..HHHGDE...GDEWW..DE S99 D96 E96 A99 H94 G98 V97 W95 
13 13 0	SB...ESBVC.EAAVC.EHHH.D....GD.WW.GD. S99 D96 E99 A99 H94 G97 V97 W95 
13 13 0	SB..D.SBVCD.AAVCD.HHH..E...G.EWW.G.E S99 D99 E96 A99 H94 G97 V97 W95 
13 13 0	SB..DESBV.DEAAVCDEHHHC.....G..WW.G.. S99 C99 D99 E99 A99 H94 G97 V97 W95 
13 13 0	SB..DESBVCDEAAVCDE.HHH.....G..WW.G.. S99 D99 E99 A99 H93 G97 V97 W95 
13 13 0	SB..DESBVCDEAAVCDE..HHH....G..WW.G.. S99 D99 E99 A99 H92 G97 V97 W95 
13 13 0	SB..DESBVCDEAAVCDE...HHH...G..WW.G.. S99 D99 E99 A99 H91 G97 V97 W95 
13 13 0	.BV...SBVCDESAACDE.HHHDE...G.....GWW S98 V96 D98 E98 A98 H95 G99 W99 
13 13 0	.BV...SBVCD.SAACDE.HHHDE...G.E...GWW S98 V96 D98 E97 A98 H95 G99 W99 
13 13 0	.BV...SBVC.ESAACDE.HHHDE...GD....GWW S98 V96 D97 E98 A98 H95 G99 W99 
13 13 0	.BV...SBVC..SAACDE.HHHDE...GDE...GWW S98 V96 D97 E97 A98 H95 G99 W99 
13 13 0	.BV...SBVCDESAACDEHHH.DE...G.....GWW S98 V96 D98 E98 A98 H94 G99 W99 
13 13 0	.BV...SBVCD.SAACDEHHH.DE...G.E...GWW S98 V96 D98 E97 A98 H94 G99 W99 
13 13 0	.BV..ESBV.DESAACDEHHHCD....G.....GWW S98 V96 D98 E99 C99 A98 H94 G99 W99 
13 13 0	.BV..ESBVCDESAACDEHHHGD....G......WW S98 V96 D98 E99 A98 H94 G98 W99 
13 13 0	.BV...SBVC.ESAACDEHHH.DE...GD....GWW S98 V96 D97 E98 A98 H94 G99 W99 
13 13 0	.BV...SBVC..SAACDEHHH.DE...GDE...GWW S98 V96 D97 E97 A98 H94 G99 W99 
13 13 0	.BV..ESBV..ESAACDEHHHCD....GD....GWW S98 V96 D97 E99 C99 A98 H94 G99 W99 
13 13 0	.BV..ESBVC.ESAACDEHHHGD....GD.....WW S98 V96 D97 E99 A98 H94 G98 W99 
13 13 0	.BV.D.SBV.DESAACDEHHHC.E...G.....GWW S98 V96 D99 E98 C99 A98 H94 G99 W99 
13 13 0	.BV.D.SBVCDESAACDEHHHG.E...G......WW S98 V96 D99 E98 A98 H94 G98 W99 
13 13 0	.BV.D.SBV.D.SAACDEHHHC.E...G.E...GWW S98 V96 D99 E97 C99 A98 H94 G99 W99 
13 13 0	.BV.D.SBVCD.SAACDEHHHG.E...G.E....WW S98 V96 D99 E97 A98 H94 G98 W99 
13 13 0	.BV.DESBVCDESAACDEHHHG.....G.....WW. S98 V96 D99 E99 A98 H94 G98 W98 
13 13 0	.BV.DESBVCDESAACDEHHHG.....G....WW.. S98 V96 D99 E99 A98 H94 G98 W97 
13 13 0	.BV.DESBVCDESAACDEHHHG.....G...WW... S98 V96 D99 E99 A98 H94 G98 W96 
13 13 0	.BV.DESBVCDESAACDEHHHG.....G..WW.... S98 V96 D99 E99 A98 H94 G98 W95 
13 13 0	.BV....BVCDESAACDESHHHDE...G.....GWW S97 V96 D98 E98 A98 H95 G99 W99 
13 13 0	.BV....BVCD.SAACDESHHHDE...G.E...GWW S97 V96 D98 E97 A98 H95 G99 W99 
13 13 0	.BV....BVC.ESAACDESHHHDE...GD....GWW S97 V96 D97 E98 A98 H95 G99 W99 
13 13 0	.BV....BVC..SAACDESHHHDE...GDE...GWW S97 V96 D97 E97 A98 H95 G99 W99 
13 13 0	SBV...SBV.DE.AACDEHHHCDE...G.....GWW S99 C99 D98 E98 A98 H94 G99 V96 W99 
13 13 0	SBV...SBVCDE.AACDEHHHGDE...G......WW S99 D98 E98 A98 H94 G98 V96 W99 
13 13 0	SBV...SBV.D..AACDEHHHCDE...G.E...GWW S99 C99 D98 E97 A98 H94 G99 V96 W99 
13 13 0	SBV...SBVCD..AACDEHHHGDE...G.E....WW S99 D98 E97 A98 H94 G98 V96 W99 
13 13 0	SBV..ESBVCDE.AACDEHHHGD....G.....WW. S99 D98 E99 A98 H94 G98 V96 W98 
13 13 0	SBV..ESBVCDE.AACDEHHHGD....G....WW.. S99 D98 E99 A98 H94 G98 V96 W97 
13 13 0	SBV..ESBVCDE.AACDEHHHGD....G...WW... S99 D98 E99 A98 H94 G98 V96 W96 
13 13 0	SBV..ESBVCDE.AACDEHHHGD....G..WW.... S99 D98 E99 A98 H94 G98 V96 W95 
13 13 0	SBV...SBV..E.AACDEHHHCDE...GD....GWW S99 C99 D97 E98 A98 H94 G99 V96 W99 
13 13 0	SBV...SBVC.E.AACDEHHHGDE...GD.....WW S99 D97 E98 A98 H94 G98 V96 W99 
13 13 0	SBV...SBV....AACDEHHHCDE...GDE...GWW S99 C99 D97 E97 A98 H94 G99 V96 W99 
13 13 0	SBV...SBVC...AACDEHHHGDE...GDE....WW S99 D97 E97 A98 H94 G98 V96 W99 
13 13 0	SBV..ESBVC.E.AACDEHHHGD....GD....WW. S99 D97 E99 A98 H94 G98 V96 W98 
13 13 0	SBV..ESBVC.E.AACDEHHHGD....GD...WW.. S99 D97 E99 A98 H94 G98 V96 W97 
13 13 0	SBV..ESBVC.E.AACDEHHHGD....GD..WW... S99 D97 E99 A98 H94 G98 V96 W96 
13 13 0	SBV..ESBVC.E.AACDEHHHGD....GD.WW.... S99 D97 E99 A98 H94 G98 V96 W95 
13 13 0	SBV.D.SBVCDE.AACDEHHHG.E...G.....WW. S99 D99 E98 A98 H94 G98 V96 W98 
13 13 0	SBV.D.SBVCDE.AACDEHHHG.E...G....WW.. S99 D99 E98 A98 H94 G98 V96 W97 
13 13 0	SBV.D.SBVCDE.AACDEHHHG.E...G...WW... S99 D99 E98 A98 H94 G98 V96 W96 
13 13 0	SBV.D.SBVCDE.AACDEHHHG.E...G..WW.... S99 D99 E98 A98 H94 G98 V96 W95 
13 13 0	SBV.D.SBVCD..AACDEHHHG.E...G.E...WW. S99 D99 E97 A98 H94 G98 V96 W98 
13 13 0	SBV.D.SBVCD..AACDEHHHG.E...G.E..WW.. S99 D99 E97 A98 H94 G98 V96 W97 
13 13 0	SBV.D.SBVCD..AACDEHHHG.E...G.E.WW... S99 D99 E97 A98 H94 G98 V96 W96 
13 13 0	SBV.D.SBVCD..AACDEHHHG.E...G.EWW.... S99 D99 E97 A98 H94 G98 V96 W95 
13 13 0	SBV.D.SBVCD..AACD.HHHG.E...G.E...WWE S99 D99 E96 A98 H94 G98 V96 W98 
13 13 0	SBV..ESBVC.E.AAC.EHHHGD....GD...WWD. S99 D96 E99 A98 H94 G98 V96 W97 
13 13 0	SBV.D.SBVCD..AACD.HHHG.E...G.E..WW.E S99 D99 E96 A98 H94 G98 V96 W97 
13 13 0	SBV..ESBVC.E.AAC.EHHHGD....GD..WW.D. S99 D96 E99 A98 H94 G98 V96 W96 
13 13 0	SBV.D.SBVCD..AACD.HHHG.E...G.E.WW..E S99 D99 E96 A98 H94 G98 V96 W96 
13 13 0	SBV.DESBVCDE.AACDEHHH......G...WWG.. S99 D99 E99 A98 H94 G97 V96 W96 
13 13 0	SBV..ESBVC.E.AAC.EHHHGD....GD.WW..D. S99 D96 E99 A98 H94 G98 V96 W95 
13 13 0	SBV.D.SBVCD..AACD.HHHG.E...G.EWW...E S99 D99 E96 A98 H94 G98 V96 W95 
13 13 0	SBV.DESBVCDE.AACDEHHH......G..WW.G.. S99 D99 E99 A98 H94 G97 V96 W95 
13 13 0	SBV...SBVCDEAA.CDEHHHGDE...G.....WW. S99 D98 E98 A99 H94 G98 V96 W98 
13 13 0	SBV...SBVCDEAA.CDEHHHGDE...G....WW.. S99 D98 E98 A99 H94 G98 V96 W97 
13 13 0	SBV...SBVCDEAA.CDEHHHGDE...G...WW... S99 D98 E98 A99 H94 G98 V96 W96 
13 13 0	SBV...SBVCDEAA.CDEHHHGDE...G..WW.... S99 D98 E98 A99 H94 G98 V96 W95 
13 13 0	SBV...SBVCD.AA.CDEHHHGDE...G.E...WW. S99 D98 E97 A99 H94 G98 V96 W98 
13 13 0	SBV...SBVCD.AA.CDEHHHGDE...G.E..WW.. S99 D98 E97 A99 H94 G98 V96 W97 
13 13 0	SBV...SBVCD.AA.CDEHHHGDE...G.E.WW... S99 D98 E97 A99 H94 G98 V96 W96 
13 13 0	SBV...SBVCD.AA.CDEHHHGDE...G.EWW.... S99 D98 E97 A99 H94 G98 V96 W95 
13 13 0	SBV...SBVCD.AA.CD.HHHGDE...G.E...WWE S99 D98 E96 A99 H94 G98 V96 W98 
13 13 0	SBV...SBVCD.AA.CD.HHHGDE...G.E..WW.E S99 D98 E96 A99 H94 G98 V96 W97 
13 13 0	SBV...SBVCD.AA.CD.HHHGDE...G.E.WW..E S99 D98 E96 A99 H94 G98 V96 W96 
13 13 0	SBV..ESBVCDEAA.CDEHHH.D....G...WWG.. S99 D98 E99 A99 H94 G97 V96 W96 
13 13 0	SBV...SBVCD.AA.CD.HHHGDE...G.EWW...E S99 D98 E96 A99 H94 G98 V96 W95 
13 13 0	SBV..ESBVCDEAA.CDEHHH.D....G..WW.G.. S99 D98 E99 A99 H94 G97 V96 W95 
13 13 0	SBV...SBVC.EAA.CDEHHHGDE...GD....WW. S99 D97 E98 A99 H94 G98 V96 W98 
13 13 0	SBV...SBVC.EAA.CDEHHHGDE...GD...WW.. S99 D97 E98 A99 H94 G98 V96 W97 
13 13 0	SBV...SBVC.EAA.CDEHHHGDE...GD..WW... S99 D97 E98 A99 H94 G98 V96 W96 
13 13 0	SBV...SBVC.EAA.CDEHHHGDE...GD.WW.... S99 D97 E98 A99 H94 G98 V96 W95 
13 13 0	SBV...SBVC..AA.CDEHHHGDE...GDE...WW. S99 D97 E97 A99 H94 G98 V96 W98 
13 13 0	SBV...SBVC..AA.CDEHHHGDE...GDE..WW.. S99 D97 E97 A99 H94 G98 V96 W97 
13 13 0	SBV...SBVC..AA.CDEHHHGDE...GDE.WW... S99 D97 E97 A99 H94 G98 V96 W96 
13 13 0	SBV...SBVC..AA.CDEHHHGDE...GDEWW.... S99 D97 E97 A99 H94 G98 V96 W95 
13 13 0	SBV...SBVC..AA.CD.HHHGDE...GDE...WWE S99 D97 E96 A99 H94 G98 V96 W98 
13 13 0	SBV...SBVC..AA.CD.HHHGDE...GDE..WW.E S99 D97 E96 A99 H94 G98 V96 W97 
13 13 0	SBV...SBVC..AA.CD.HHHGDE...GDE.WW..E S99 D97 E96 A99 H94 G98 V96 W96 
13 13 0	SBV..ESBVC.EAA.CDEHHH.D....GD..WWG.. S99 D97 E99 A99 H94 G97 V96 W96 
13 13 0	SBV...SBVC..AA.CD.HHHGDE...GDEWW...E S99 D97 E96 A99 H94 G98 V96 W95 
13 13 0	SBV..ESBVC.EAA.CDEHHH.D....GD.WW.G.. S99 D97 E99 A99 H94 G97 V96 W95 
13 13 0	SBV...SBVC.EAA.C.EHHHGDE...GD...WWD. S99 D96 E98 A99 H94 G98 V96 W97 
13 13 0	SBV...SBVC.EAA.C.EHHHGDE...GD..WW.D. S99 D96 E98 A99 H94 G98 V96 W96 
13 13 0	SBV.D.SBVCDEAA.CDEHHH..E...G...WWG.. S99 D99 E98 A99 H94 G97 V96 W96 
13 13 0	SBV...SBVC.EAA.C.EHHHGDE...GD.WW..D. S99 D96 E98 A99 H94 G98 V96 W95 
13 13 0	SBV.D.SBVCDEAA.CDEHHH..E...G..WW.G.. S99 D99 E98 A99 H94 G97 V96 W95 
13 13 0	SBV...SBVC..AA.C.EHHHGDE...GDE..WWD. S99 D96 E97 A99 H94 G98 V96 W97 
13 13 0	SBV...SBVC..AA.C.EHHHGDE...GDE.WW.D. S99 D96 E97 A99 H94 G98 V96 W96 
13 13 0	SBV.D.SBVCD.AA.CDEHHH..E...G.E.WWG.. S99 D99 E97 A99 H94 G97 V96 W96 
13 13 0	SBV...SBVC..AA.C.EHHHGDE...GDEWW..D. S99 D96 E97 A99 H94 G98 V96 W95 
13 13 0	SBV.D.SBVCD.AA.CDEHHH..E...G.EWW.G.. S99 D99 E97 A99 H94 G97 V96 W95 
13 13 0	SBV...SBVC..AA.C..HHHGDE...GDE..WWDE S99 D96 E96 A99 H94 G98 V96 W97 
13 13 0	SBV...SBVC..AA.C..HHHGDE...GDE.WW.DE S99 D96 E96 A99 H94 G98 V96 W96 
13 13 0	SBV..ESBVC.EAA.C.EHHH.D....GD..WWGD. S99 D96 E99 A99 H94 G97 V96 W96 
13 13 0	SBV.D.SBVCD.AA.CD.HHH..E...G.E.WWG.E S99 D99 E96 A99 H94 G97 V96 W96 
13 13 0	SBV.DESBV.DEAA.CDEHHHC.....G...WWG.. S99 C99 D99 E99 A99 H94 G97 V96 W96 
13 13 0	SBV.DESBVCDEAA.CDE.HHH.....G...WWG.. S99 D99 E99 A99 H93 G97 V96 W96 
13 13 0	SBV.DESBVCDEAA.CDE..HHH....G...WWG.. S99 D99 E99 A99 H92 G97 V96 W96 
13 13 0	SBV.DESBVCDEAA.CDE...HHH...G...WWG.. S99 D99 E99 A99 H91 G97 V96 W96 
13 13 0	SBV...SBVC..AA.C..HHHGDE...GDEWW..DE S99 D96 E96 A99 H94 G98 V96 W95 
13 13 0	SBV..ESBVC.EAA.C.EHHH.D....GD.WW.GD. S99 D96 E99 A99 H94 G97 V96 W95 
13 13 0	SBV.D.SBVCD.AA.CD.HHH..E...G.EWW.G.E S99 D99 E96 A99 H94 G97 V96 W95 
13 13 0	SBV.DESBV.DEAA.CDEHHHC.....G..WW.G.. S99 C99 D99 E99 A99 H94 G97 V96 W95 
13 13 0	SBV.DESBVCDEAA.CDE.HHH.....G..WW.G.. S99 D99 E99 A99 H93 G97 V96 W95 
13 13 0	SBV.DESBVCDEAA.CDE..HHH....G..WW.G.. S99 D99 E99 A99 H92 G97 V96 W95 
13 13 0	SBV.DESBVCDEAA.CDE...HHH...G..WW.G.. S99 D99 E99 A99 H91 G97 V96 W95 
13 13 0	.........CD.SAACDESHHHDE.BVG.E.BVGWW D98 C98 S99 A98 E99 H97 B96 G99 W99 
13 13 0	.........C..SAACDESHHHDE.BVGDE.BVGWW D97 C98 S99 A98 E99 H97 B96 G99 W99 
13 13 0	.........CD..AACDESHHHDESBVG.E.BVGWW D98 C98 A98 E99 S98 H97 B96 G99 W99 
13 13 0	.........C...AACDESHHHDESBVGDE.BVGWW D97 C98 A98 E99 S98 H97 B96 G99 W99 
13 13 0	.........CD.AA.CDESHHHDESBVG.E.BVGWW D98 C98 A97 E99 S98 H97 B96 G99 W99 
13 13 0	.........C..AA.CDESHHHDESBVGDE.BVGWW D97 C98 A97 E99 S98 H97 B96 G99 W99 
13 13 0	.........CD..AACDE.HHHDESBVG.ESBVGWW D98 C98 A98 E99 H97 S97 B96 G99 W99 
13 13 0	.........C...AACDE.HHHDESBVGDESBVGWW D97 C98 A98 E99 H97 S97 B96 G99 W99 
13 13 0	.........CD..AACDEHHH.DESBVG.ESBVGWW D98 C98 A98 E99 H96 S97 B96 G99 W99 
13 13 0	.........C...AACDEHHH.DESBVGDESBVGWW D97 C98 A98 E99 H96 S97 B96 G99 W99 
