6 0 6	..DII...DCLLAABC.OJ.B.POJFFFPOJ..... 
20 15 5	.II.POLLDCPOAADC.OJ.B...J.BFFFJ..... I98 L96 C98 O98 D97 P95 B97 F98 
20 12 8	...IIOLL.CPOAADCPOJ.D...J.BFFFJ.B... D98 L96 O98 C98 P96 B98 F98 
19 13 6	II...OLL.CPOAADCPOJ.D...J.BFFFJ.B... I97 O98 L96 C98 P96 D98 B98 F98 
19 14 5	II.C.OLL.CPOAAD.POJ.D...J.BFFFJ.B... I97 O98 L96 C97 P96 D98 B98 F98 
19 14 5	II...OLLDCPOAADCPOJ.....J.BFFFJ.B... I97 O98 L96 C98 P96 D97 B98 F98 
20 16 4	IID.POLLD.PO.AAC.OJ.BC..J.BFFFJ..... I97 L96 D96 O98 A99 C99 P95 B97 F98 
20 13 7	..II.OLL.CPOAADCPOJ.D...J.BFFFJ.B... I99 O98 L96 C98 P96 D98 B98 F98 
20 17 3	IIDC..LLDCPO.AA.POJ.B..OJ.BFFFJ..... I97 L96 O99 A99 D96 C97 P94 B97 F98 
20 18 2	.IICP.LLDCPO..DAAOJ.B..OJ.BFFFJ..... I96 L96 O99 A97 D95 C97 P95 B97 F98 
20 14 6	II....LLD.POAADCPOJ..C.OJ.BFFFJ.B... I97 L96 O99 D97 C99 P94 B98 F98 
20 15 5	.II.POLLDCPOAADC.OJ.....J.BFFFJ.B... I96 L96 D97 O98 C98 P95 B98 F98 
20 15 5	.II.P.LLDCPOAADC.OJ.B..OJ.BFFFJ..... I98 L96 O99 D97 C98 P95 B97 F98 
20 18 2	IIDCPOLLDCPOJAA..OJ.B...J.BFFF...... I97 L96 O98 A99 D96 C97 P95 J99 B97 F98 
20 14 6	..IIPOLL.CPOAADC.OJ.D...J.BFFFJ.B... I99 O98 L96 C98 P95 D98 B98 F98 
20 17 3	IIDC..LLDCPOJ.AAPOJ....OJ.BFFF..B... I97 L96 O99 A98 D96 C97 P94 J99 B98 F98 
20 14 6	...CIILL.CPOAAD.POJ.D..OJ.BFFFJ.B... D94 C97 I99 L96 P96 O99 B98 F98 
20 16 4	IIDC..LLDC.OAA..POJ.B.POJ.BFFFJ..... I97 L96 O99 D96 C97 P93 B97 F98 
20 14 6	II...O.LLCPOAADCPOJ.D...J.BFFFJ.B... I97 O98 L97 C98 P96 D98 B98 F98 
20 14 6	.II...LLDCPOAADCPOJ....OJ.BFFFJ.B... I98 L96 O99 D97 C98 P96 B98 F98 
20 14 6	II.C..LL.C.OAAD.POJ.D.POJ.BFFFJ.B... I97 L96 O99 D98 C97 P93 B98 F98 
20 18 2	II.CPOLLDCPO..DAAOJ.B...J.BFFFJ..... I97 L96 O98 A97 D95 C97 P95 B97 F98 
20 18 2	II.CP.LLDCPOJ.DAAOJ.B..OJ.BFFF...... I97 L96 O99 A97 D95 C97 P95 J99 B97 F98 
20 18 2	.IICP.LL.CPOJ.DAAOJ.D..OJ.BFFF..B... I96 L96 O99 A97 D94 C97 P95 J99 B98 F98 
20 12 8	...II.LLDC.OAADCPOJ.B.POJ.BFFFJ..... D97 L96 O99 C98 P97 B97 F98 
20 12 8	...IIO.LL.POAADCPOJ.DC..J.BFFFJ.B... D98 L97 O98 C99 P96 B98 F98 
20 18 2	II.CPOLLDCPO..DAAOJ.....J.BFFFJ.B... I97 L96 O98 A97 D93 C97 P95 B98 F98 
20 16 4	..DCIILLDCPOJ.AAPOJ.B..OJ.BFFF...... D96 I99 L96 O99 A98 C97 P96 J99 B97 F98 
20 12 8	II...O...LLOAADCPOJ.DCP.J.BFFFJ.B... I97 O98 L97 D98 C99 P97 B98 F98 
20 16 4	..DCIILLDC.OJAA.POJ.B.POJ.BFFF...... D96 I99 L96 O99 A97 C97 P97 J99 B97 F98 
20 13 7	.II...LLDC.OAADCPOJ.B.POJ.BFFFJ..... I98 L96 D97 C98 O99 P97 B97 F98 
20 16 4	IID...LLDCPOAA.CPOJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C98 P94 B97 F98 
20 14 6	.IIC.OLLDC.OAAD.POJ...P.J.BFFFJ.B... I98 L96 C97 O98 D97 P97 B98 F98 
20 14 6	..DIIOLLDC.OJAACPOJ...P.J.BFFF..B... D96 L96 O98 A99 C98 P97 J99 B98 F98 
20 16 4	..DCIILLDCPOJAA.POJ....OJ.BFFF..B... D96 I99 L96 O99 A97 C97 P96 J99 B98 F98 
20 14 6	.IIC..LLDC.OAAD.POJ.B.POJ.BFFFJ..... I98 L96 D97 C97 O99 P97 B97 F98 
20 13 7	..II.O.LLCPOAADCPOJ.D...J.BFFFJ.B... I99 L97 O98 D98 C98 P96 B98 F98 
20 14 6	..DII.LLDCPO.AACPOJ.B..OJ.BFFFJ..... D96 L96 O99 A99 C98 P96 B97 F98 
20 17 3	IIDC..LLDCPOAA..POJ.B..OJ.BFFFJ..... I97 L96 O99 D96 C97 P94 B97 F98 
20 12 8	II...O..LL.OAADCPOJ.DCP.J.BFFFJ.B... I97 O98 L98 D98 C99 P97 B98 F98 
20 14 6	..IIP.LLDCPOAADC.OJ....OJ.BFFFJ.B... I95 L96 D97 O99 C98 P95 B98 F98 
20 13 7	II...OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I97 O98 L96 C98 D98 P97 B98 F98 
20 13 7	II....LLDC.OAADCPOJ.B.POJ.BFFFJ..... I97 L96 D97 O99 C98 P97 B97 F98 
20 14 6	.IIC.O.LLC.OAAD.POJ.D.P.J.BFFFJ.B... I98 L97 O98 D98 C97 P95 B98 F98 
20 12 8	....II.LL.POAADCPOJ.DC.OJ.BFFFJ.B... I95 L97 O99 D98 C99 P96 B98 F98 
20 13 7	....II.LLCPOAADCPOJ.D..OJ.BFFFJ.B... I95 L97 O99 D98 C98 P96 B98 F98 
20 14 6	II.C..LLDC.OAAD.POJ.B.POJ.BFFFJ..... I97 L96 D97 O99 C97 P97 B97 F98 
20 14 6	II...O.LLCPOAADCPOJ.D...J.BFFFJ.B... I97 L97 C98 P96 O98 D98 B98 F98 
20 15 5	II.C.O.LLCPOAAD.POJ.D...J.BFFFJ.B... I97 C97 O98 L97 P94 D98 B98 F98 
20 16 4	IID.POLLD.POAA.C.OJ..C..J.BFFFJ.B... I97 L96 O98 D96 C95 P95 B98 F98 
20 12 8	IID..O..DLLOAABCPOJ.BCP.JFFF..J..... I97 O98 D98 L99 C99 P97 B96 F96 
19 13 6	IID..O..DLLOAABC.OJ.BCP.JFFFP.J..... I97 O98 D98 L99 C99 P96 B96 F96 
20 13 7	.II..OLL..POAADCPOJ.DC..J.BFFFJ.B... I98 L96 O98 D98 C99 P96 B98 F98 
19 14 5	.IIC.OLL.CPOAAD.POJ.D...J.BFFFJ.B... I98 L96 O98 D98 C97 P96 B98 F98 
20 12 8	IID..O..DLLOAABCPOJ.BCP.J.FFF.J..... I97 O98 D98 L99 C99 P97 B96 F97 
19 13 6	IID.....DLL.AABCP.J.BCPOJ.FFFOJ....O I97 O95 D98 L99 C99 P97 B96 F97 
20 18 2	IIDCPOLLDCPOJ.BAAOJ.B...J..FFF...... I97 L96 O98 A97 D96 C97 P95 J99 B96 F98 
20 14 6	.II.POLL..POAADC.OJ.DC..J.BFFFJ.B... I98 L96 O98 D98 C99 P95 B98 F98 
20 12 8	..II.OLL.C.OAADCPOJ.D.P.J.BFFFJ.B... I99 L96 O98 D98 C98 P97 B98 F98 
20 15 5	.IIC.OLLDCPOAAD.POJ.....J.BFFFJ.B... I98 L96 O98 D97 C97 P96 B98 F98 
20 13 7	IID.....DLLOAABCPOJ.BCPOJ.FFF.J..... I97 O97 D98 L99 C99 P97 B96 F97 
20 13 7	IID.....DLL.AABCPOJ.BCPOJ.FFFOJ..... I97 O96 D98 L99 C99 P97 B96 F97 
20 14 6	IID.....D.LLAABCP.J.BCPOJ.FFFOJ....O I97 O95 D98 L98 C99 P97 B96 F97 
19 15 4	IIDC....DCLLAAB.P.J.B.POJ.FFFOJ....O I97 O95 D98 L98 C97 P97 B96 F97 
20 14 6	..IIPOLLDCPOAADC.OJ.....J.BFFFJ.B... I99 L96 O98 D97 C98 P95 B98 F98 
20 14 6	II.C.OLL.C.OAAD.POJ.D.P.J.BFFFJ.B... I97 C97 L96 O98 D98 P97 B98 F98 
20 13 7	II...O..LLPOAADCPOJ.DC..J.BFFFJ.B... I97 L98 O98 D98 C99 P94 B98 F98 
20 17 3	IIDC.OLLDCPO..AAPOJ.....J.BFFFJ.B... I97 L96 O98 A98 D96 C97 P94 B98 F98 
20 14 6	..D.IILLD.PO.AACPOJ.BC.OJ.BFFFJ..... D96 I99 L96 O99 A99 C99 P96 B97 F98 
20 15 5	IID.....DCLLAABCP.J.B.POJ.FFFOJ....O I97 O95 D98 L98 C98 P97 B96 F97 
20 16 4	IIDC....DCLLAAB.P.J.B.POJFFF.OJ....O I97 O95 D98 L98 C97 P97 B96 F96 
19 17 2	IIDC....DCLLAAB...J.B.POJFFFPOJ....O I97 O95 D98 L98 C97 P96 B96 F96 
19 17 2	IIDC....DCLLAAB...J.B..OJFFFPOJ...PO I97 O95 D98 L98 C97 P95 B96 F96 
20 12 8	...II..LL.POAADCPOJ.DC.OJ.BFFFJ.B... I96 L97 O99 D98 C99 P96 B98 F98 
20 15 5	IID...LLDC.O.AACPOJ.B.POJ.BFFFJ..... I95 L96 C98 O99 A99 D96 P97 B97 F98 
19 16 3	IID.P.LLDCPO.AAC.OJ.B..OJ.BFFFJ..... I95 L96 C98 O99 A99 D96 P95 B97 F98 
20 16 4	IID...LLDCPO.AACPOJ.B..OJ.BFFFJ..... I95 L96 C98 O99 A99 D96 P96 B97 F98 
20 15 5	IID...LLD.POAA.CPOJ.BC.OJ.BFFFJ..... I97 L96 D96 P96 O99 C99 B97 F98 
20 19 1	IIDCP.LLDCPOJ.BAAOJ.B..OJ.FFF....... I97 L96 O99 A97 D96 C97 P95 J99 B96 F95 
20 14 6	...CIILLDC.OAAD.POJ.B.POJ.BFFFJ..... D95 C97 I99 L96 O99 P97 B97 F98 
20 12 8	..II.O..LL.OAADCPOJ.DCP.J.BFFFJ.B... I99 L96 O98 D98 C99 P97 B98 F98 
20 14 6	....IILLDCPOAADCPOJ....OJ.BFFFJ.B... D95 I99 L96 C98 P96 O99 B98 F98 
20 13 7	.II...LLD.POAADCPOJ..C.OJ.BFFFJ.B... I98 L96 O99 D97 C99 P96 B98 F98 
19 14 5	.IIC..LLDCPOAAD.POJ....OJ.BFFFJ.B... I98 L96 O99 D97 C97 P96 B98 F98 
20 13 7	...IIOLLDCPOAADCPOJ.....J.BFFFJ.B... D97 L96 O98 C98 P96 B98 F98 
20 19 1	IIDCP.LLDCPO..BAAOJ.B..OJFFF..J..... I97 L96 O99 A97 D96 C97 P95 J98 B96 F96 
20 14 6	.II..OLLDCPOAADCPOJ.....J.BFFFJ.B... I98 O98 L96 D97 C98 P96 B98 F98 
20 12 8	.II...LLD..OAADCPOJ.BCPOJ.BFFFJ..... I98 L96 D97 O99 C99 P97 B97 F98 
19 13 6	.II.P.LLD.POAADC.OJ.BC.OJ.BFFFJ..... I98 L96 D97 O99 C99 P95 B97 F98 
20 13 7	.II...LLD.POAADCPOJ.BC.OJ.BFFFJ..... I98 L96 D97 O99 C99 P96 B97 F98 
19 14 5	.IIC..LLDCPOAAD.POJ.B..OJ.BFFFJ..... I98 L96 D97 O99 C97 P96 B97 F98 
20 15 5	II.C..LLDCPOAAD.POJ.B..OJ.BFFFJ..... I97 C97 L96 D97 P96 O99 B97 F98 
20 15 5	.IIC.OLLDCPOAAD.POJ.B...J.BFFFJ..... I98 L96 D97 O98 C97 P96 B97 F98 
20 14 6	..D.IILLD.POAA.CPOJ..C.OJ.BFFFJ.B... D96 I99 L96 O99 C97 P96 B98 F98 
20 17 3	IIDC..LLDCPOJAA.POJ....OJ.BFFF..B... I97 L96 O99 A99 D96 C97 P94 J99 B98 F98 
20 15 5	..D.IILLDC.OAABC.OJ.B.POJFFFP.J..... D96 I99 L96 O99 C98 P96 B96 F96 
20 16 4	..DCIILLDC.OAAB..OJ.B.POJFFFP.J..... D96 I99 L96 O99 C97 P96 B96 F96 
20 17 3	IIDC..LLDCPO..AAPOJ....OJ.BFFFJ.B... I97 L96 O99 A98 D96 C97 P94 B98 F98 
20 17 3	..DCIILLDC..AAB..OJ.B.POJFFFPOJ..... D96 I99 L96 O98 C97 P96 B96 F96 
20 13 7	...II.LLD.POAADCPOJ..C.OJ.BFFFJ.B... I98 L96 D97 P96 O99 C99 B98 F98 
20 15 5	.IIC..LLDCPOAAD.POJ....OJ.BFFFJ.B... I98 L96 O99 D97 C97 P94 B98 F98 
20 17 3	..D.IILLDC..AABC..J.B.POJFFFPOJ....O D96 I99 L96 O97 C98 P94 B96 F96 
20 16 4	..DII.LLDC..AABC..J.B.POJFFFPOJ....O D96 L96 O97 C98 P94 B96 F96 
20 15 5	..D.IILLDCPO.AACPOJ.B..OJ.BFFFJ..... D96 I99 L96 O99 A99 C98 P96 B97 F98 
20 15 5	..D.IILLDCPOJAACPOJ....OJ.BFFF..B... D96 I99 L96 O99 A99 C98 P96 J99 B98 F98 
20 16 4	IID.P.LLD.POAA.C.OJ.BC.OJ.BFFFJ..... I97 L96 O99 D96 C95 P95 B97 F98 
20 15 5	..DII.LLDC..AABC.OJ.B..OJFFFPOJ...P. D96 L96 O98 C98 P95 B96 F96 
20 16 4	..D.IILLDC..AABC.OJ.B..OJFFFPOJ...P. D96 I99 L96 O98 C98 P95 B96 F96 
20 12 8	..II..LL.C.OAADCPOJ.D.POJ.BFFFJ.B... I97 L96 C98 O99 D98 P97 B98 F98 
20 14 6	..DII.LLD.POJAACPOJ.BC.OJ.BFFF...... D96 L96 O99 A99 C99 P96 J99 B97 F98 
20 15 5	..D.IILLD...AABC.OJ.BCPOJFFFPOJ..... D96 I99 L96 O98 C99 P96 B96 F96 
20 12 8	.II..OLLD..OAADCPOJ..CP.J.BFFFJ.B... I98 L96 D97 O98 C99 P97 B98 F98 
20 14 6	..DII.LLDCPOJAACPOJ....OJ.BFFF..B... D96 L96 O99 A99 C98 P96 J99 B98 F98 
20 13 7	.II..OLLD.POAADCPOJ..C..J.BFFFJ.B... I98 L96 D97 O98 C99 P96 B98 F98 
20 14 6	..DIIOLLD.POJAACPOJ..C..J.BFFF..B... D96 L96 O98 A99 C99 P96 J99 B98 F98 
20 13 7	..II....LLPOAADCPOJ.DC.OJ.BFFFJ.B... I99 O97 L98 P96 D98 C99 B98 F98 
20 14 6	..DII.LLD..OJAACPOJ..CPOJ.BFFF..B... D96 L96 O99 A99 C99 P95 J99 B98 F98 
20 14 6	..D.IILLD.POJAACPOJ..C.OJ.BFFF..B... D96 I99 L96 O99 A99 C99 P96 J99 B98 F98 
20 16 4	IID.P.LLD.PO.AAC.OJ..C.OJ.BFFFJ.B... I97 L96 O99 A99 D96 C95 P95 B98 F98 
20 12 8	...II...LLPOAADCPOJ.DC.OJ.BFFFJ.B... D98 L98 O97 C99 P96 B98 F98 
20 13 7	.II.....LLPOAADCPOJ.DC.OJ.BFFFJ.B... I98 L98 P96 O97 D98 C99 B98 F98 
20 17 3	..DCIILLDC..AAB..OJ.B..OJFFFPOJ...P. D96 I99 L96 O96 C97 P95 B96 F96 
20 12 8	..D.IILLD..OAABCPOJ.BCPOJ..FFFJ..... D96 I99 L96 O99 C99 P97 B96 F98 
20 14 6	II.C.O.LLC.OAAD.POJ.D.P.J.BFFFJ.B... I97 L97 O98 D98 C97 P93 B98 F98 
20 16 4	IIDC..LLDC.O..AAPOJ...POJ.BFFFJ.B... I97 L96 O99 A98 D96 C97 P93 B98 F98 
20 14 6	..DIIOLLD.POAA.CPOJ..C..J.BFFFJ.B... D96 L96 O98 C99 P96 B96 F98 
20 14 6	..DIIOLLD.PO.AACPOJ.BC..J.BFFFJ..... D96 L96 O98 A99 C99 P96 B97 F98 
20 12 8	..II..LLD..OAADCPOJ.BCPOJ.BFFFJ..... I99 L96 D97 O99 C99 P97 B97 F98 
20 12 8	...IIOLLD..OAADCPOJ.BCP.J.BFFFJ..... D97 L96 O98 C99 P97 B97 F98 
20 20 0	IIDCP.LLDCP.J.B.AAJ.B..OJFFF.O.....O I97 L96 O97 A96 D96 C97 P95 J99 B96 F96 
