12 0 12	VVBC....BCDEAABCDEHJ..F.HJNNFI.KK.FI 
16 7 9	VVB.DE..BCDEAABCF....CF.HJNNFIHJKK.I C99 D99 E99 H99 J99 F99 K99 
16 7 9	VVB.D...BCD.AABC.E...CFEHJNNFIHJKKFI C99 D99 E97 H99 J99 K99 
16 7 9	VVB.D...BCDEAABC.E...CF.HJNNFIHJKKFI C99 D99 E98 H99 J99 K99 
16 7 9	VVB..E..BCDEAABCD....CF.HJNNFIHJKKFI C99 D98 E99 H99 J99 K99 
16 7 9	VV.CDE..BCDEAABC.I..B.FIHJNNF.HJKKF. B99 D99 E99 H99 J99 I98 K99 
16 7 9	VV..DE..BCDEAABCF.H.BCF.HJNNFI.JKK.I B99 C99 D99 E99 J99 F99 K99 
16 7 9	VV..D...BCD.AABC.EH.BCFEHJNNFI.JKKFI B99 C99 D99 E97 J99 K99 
16 7 9	VV..D...BCDEAABC.EH.BCF.HJNNFI.JKKFI B99 C99 D99 E98 J99 K99 
16 7 9	VV...E..BCDEAABCD.H.BCF.HJNNFI.JKKFI B99 C99 D98 E99 J99 K99 
16 7 9	.VV.DE..BCDEAABC.IHJBCFIHJNNF...KKF. V99 B99 C99 D99 E99 I98 K99 
16 7 9	.VVCDE..BCDEAABCF.H.B.F.HJNNFI.JKK.I V99 B99 D99 E99 J99 F99 K99 
16 7 9	.VVCDE..BCDEAABCF.HJB.FIHJNNFI....KK V99 B99 D99 E99 F99 I99 K97 
16 7 9	.VVCDE..BCDEAABCF.HJB.FIHJNNFIKK.... V99 B99 D99 E99 F99 I99 K99 
16 7 9	.VVCD...BCD.AABC.EH.B.FEHJNNFI.JKKFI V99 B99 D99 E97 J99 K99 
16 7 9	VVB.DE..BCDEAABCF.H..CFIHJNNFI.JKK.. C99 D99 E99 J99 F99 I99 K99 
16 7 9	.VVCD...BCDEAABC.EH.B.F.HJNNFI.JKKFI V99 B99 D99 E98 J99 K99 
16 7 9	.VVC.E..BCDEAABCD.H.B.F.HJNNFI.JKKFI V99 B99 D98 E99 J99 K99 
16 7 9	VV.CDE..BCDEAABCF.H.B.FIHJNNFI.JKK.. B99 D99 E99 J99 F99 I99 K99 
16 7 9	.VV.DE..BCDEAABC.IHJBCFIHJNNF.KK..F. V99 B99 C99 D99 E99 I98 K99 
16 7 9	VV.CD...BCDEAABC.E.JB.FIHJNNFIH.KKF. B99 D99 E98 H99 I99 K99 
16 7 9	VV.C.E..BCDEAABCD..JB.FIHJNNFIH.KKF. B99 D98 E99 H99 I99 K99 
16 7 9	VV..DE..BCDEAABCF..JBCF.HJNNFIH.KK.I B99 C99 D99 E99 H99 F99 K99 
16 7 9	.VVCDE..BCDEAABCF.HJB.FIHJNNFI..KK.. V99 B99 D99 E99 F99 I99 K99 
16 4 12	..BVV...BCDEAABCDEHJ.CF.HJNNFI.KK.FI V97 B98 C99 
16 7 9	VV..D...BCD.AABC.E.JBCFEHJNNFIH.KKFI B99 C99 D99 E97 H99 K99 
16 7 9	VV..D...BCDEAABC.E.JBCF.HJNNFIH.KKFI B99 C99 D99 E98 H99 K99 
16 7 9	VV...E..BCDEAABCD..JBCF.HJNNFIH.KKFI B99 C99 D98 E99 H99 K99 
16 7 9	VVB.D...BCDEAABC.E.J.CFIHJNNFIH.KKF. C99 D99 E98 H99 I99 K99 
17 8 9	..VVDE..BCDEAABCF..JBCFIHJNNFIHKK... V98 B99 C99 D99 E99 H99 F99 I99 
17 8 9	.VV.DE..BCDEAABCF.HJBCFIHJNNFI....KK V99 B99 C99 D99 E99 F99 I99 K97 
17 5 12	...VV...BCDEAABCDE.JBCF.HJNNFIH.KKFI V97 B99 C99 H99 K99 
17 8 9	VV..DE..BCDEAABCF...BCF.HJNNFIHJ.KKI B99 C99 D99 E99 H99 J99 F99 K98 
17 5 12	.VVC....BCDEAABCDEH.B.FIHJNNFI.JKKF. V99 B99 J99 I99 K99 
17 5 12	...VV...BCDEAABCDEHJBCFIHJNNFI..KKF. V97 B99 C99 I99 K99 
17 5 12	..BVV...BCDEAABCDEHJ.CF.HJNNFI..KKFI V97 B98 C99 K99 
17 5 12	.VV.....BCD.AABCDEHJBCFEHJNNFI..KKFI V99 B99 C99 E99 K99 
17 5 12	VVBC....BCD.AABCDEHJ..FEHJNNFIKK..FI D98 E97 K99 
17 5 12	....VV..BCDEAABCDE.JBCF.HJNNFIH.KKFI V96 B99 C99 H99 K99 
17 5 12	.VVC....BCD.AABCDEH.B.FEHJNNFI.JKKFI V99 B99 E99 J99 K99 
17 5 12	VV......BCD.AABCDEH.BCFEHJNNFI.JKKFI B99 C99 E99 J99 K99 
17 8 9	...VVE..BCDEAABCD..JBCFIHJNNFIHKK.F. V97 B99 C99 D98 E99 H99 I99 
17 5 12	....VV..BCD.AABCDEHJBCFEHJNNFI..KKFI V96 B99 C99 E99 K99 
17 5 12	..VV....BCD.AABCDEHJBCFEHJNNFI..KKFI V98 B99 C99 E99 K99 
17 8 9	...VVE..BCDEAABCD.HJBCFIHJNNFIKK..F. V97 B99 C99 D98 E99 I99 K99 
17 5 12	....VV..BCD.AABCDEHJBCFEHJNNFIKK..FI V96 B99 C99 E99 K99 
17 8 9	.VVCDE..BCDEAABCF.H.B.FIHJNNFI.J.KK. V99 B99 D99 E99 J99 F99 I99 K98 
17 8 9	...VVE..BCDEAABCD.HJBCFIHJNNFI..KKF. V97 B99 C99 D98 E99 I99 K99 
17 5 12	..BVV...BCDEAABCDEHJ.CF.HJNNFIKK..FI V97 B98 C99 K99 
17 8 9	VVB.DE..BCDEAABCF....CFIHJNNFIHJ.KK. C99 D99 E99 H99 J99 F99 I99 K98 
17 8 9	.VV.DE..BCDEAABCF.H.BCF.HJNNFI.J.KKI V99 B99 C99 D99 E99 J99 F99 K98 
17 5 12	...VV...BCDEAABCDEHJBCFIHJNNFIKK..F. V97 B99 C99 I99 K99 
17 8 9	VV..DE..BCDEAABCF.H.BCFIHJNNFI.J.KK. B99 C99 D99 E99 J99 F99 I99 K98 
17 5 12	..VV....BCDEAABCDEHJBCFIHJNNFIKK..F. V98 B99 C99 I99 K99 
17 5 12	..VV....BCD.AABCDEHJBCFEHJNNFIKK..FI V98 B99 C99 E99 K99 
17 8 9	VV.CDE..BCDEAABCF...B.FIHJNNFIHJ..KK B99 D99 E99 H99 J99 F99 I99 K97 
17 5 12	VVBCDE..BCDEAABCFIHJ..FIHJNNF.KK.... D99 E99 F99 I98 K99 
17 8 9	.VVCDE..BCDEAABCF..JB.FIHJNNFIH...KK V99 B99 D99 E99 H99 F99 I99 K97 
17 8 9	VV..DE..BCDEAABCF.H.BCFIHJNNFI.J..KK B99 C99 D99 E99 J99 F99 I99 K97 
17 5 12	...VV...BCD.AABCDEHJBCFEHJNNFIKK..FI V97 B99 C99 E99 K99 
17 8 9	VV..DE..BCDEAABCF..JBCFIHJNNFIH...KK B99 C99 D99 E99 H99 F99 I99 K97 
17 8 9	..VVDE..BCDEAABCF.HJBCFIHJNNFI....KK V98 B99 C99 D99 E99 F99 I99 K97 
17 5 12	.VV.....BCD.AABCDEHJBCFEHJNNFIKK..FI V99 B99 C99 E99 K99 
17 5 12	...VV...BCDEAABCDE.JBCFIHJNNFIHKK.F. V97 B99 C99 H99 I99 
17 5 12	...VV...BCD.AABCDE.JBCFEHJNNFIHKK.FI V97 B99 C99 E99 H99 
17 8 9	..VVDE..BCDEAABCF..JBCF.HJNNFIH..KKI V98 B99 C99 D99 E99 H99 F99 K98 
17 5 12	.VV.....BCDEAABCDE.JBCF.HJNNFIH.KKFI V99 B99 C99 H99 K99 
17 5 12	..BVV...BCDEAABCDE.J.CF.HJNNFIHKK.FI V97 B98 C99 H99 
17 5 12	....VV..BCDEAABCDE.JBCFIHJNNFIHKK.F. V96 B99 C99 H99 I99 
17 5 12	....VV..BCD.AABCDE.JBCFEHJNNFIHKK.FI V96 B99 C99 E99 H99 
17 8 9	..VVDE..BCDEAABCF.HJBCFIHJNNFI...KK. V98 B99 C99 D99 E99 F99 I99 K98 
17 5 12	...CVV..BCDEAABCDE.JB.F.HJNNFIHKK.FI V96 B99 C98 H99 
17 5 12	..B.VV..BCDEAABCDE.J.CF.HJNNFIHKK.FI V96 B98 C99 H99 
17 8 9	.VVCDE..BCDEAABCF..JB.FIHJNNFIH..KK. V99 B99 D99 E99 H99 F99 I99 K98 
17 5 12	VV.C....BCD.AABCDE..B.FEHJNNFIHJKKFI B99 E99 H99 J99 K99 
17 8 9	.VVCDE..BCDEAABCF...B.F.HJNNFIHJ.KKI V99 B99 D99 E99 H99 J99 F99 K98 
17 8 9	.VV.DE..BCDEAABCF..JBCF.HJNNFIH..KKI V99 B99 C99 D99 E99 H99 F99 K98 
17 8 9	.VV.DE..BCDEAABCF.HJBCFIHJNNFI...KK. V99 B99 C99 D99 E99 F99 I99 K98 
17 5 12	...VV...BCDEAABCDEH.BCF.HJNNFI.JKKFI V97 B99 C99 J99 K99 
17 8 9	VV..DE..BCDEAABCF..JBCFIHJNNFIH.KK.. B99 C99 D99 E99 H99 F99 I99 K99 
17 5 12	VV......BCDEAABCDE..BCF.HJNNFIHJKKFI B99 C99 H99 J99 K99 
17 5 12	.VV.....BCDEAABCDEHJBCFIHJNNFIKK..F. V99 B99 C99 I99 K99 
17 5 12	.VVC....BCD.AABCDE.JB.FEHJNNFIH.KKFI V99 B99 E99 H99 K99 
17 5 12	VV......BCDEAABCDE.JBCFIHJNNFIH.KKF. B99 C99 H99 I99 K99 
17 5 12	.VV.....BCDEAABCDEHJBCFIHJNNFI..KKF. V99 B99 C99 I99 K99 
17 5 12	.VV.....BCD.AABCDE.JBCFEHJNNFIHKK.FI V99 B99 C99 E99 H99 
17 5 12	.VV.....BCDEAABCDE.JBCFIHJNNFIHKK.F. V99 B99 C99 H99 I99 
17 5 12	..VV....BCDEAABCDE.JBCFIHJNNFIHKK.F. V98 B99 C99 H99 I99 
17 5 12	VV.C....BCDEAABCDE..B.FIHJNNFIHJKKF. B99 H99 J99 I99 K99 
17 5 12	VVB.....BCDEAABCDE...CFIHJNNFIHJKKF. C99 H99 J99 I99 K99 
17 8 9	..BVVE..BCDEAABCD.HJ.CFIHJNNFI.KK.F. V97 B98 C99 D98 E99 I99 
17 5 12	....VV..BCDEAABCDEHJBCFIHJNNFI..KKF. V96 B99 C99 I99 K99 
17 5 12	VVB.....BCD.AABCDE...CFEHJNNFIHJKKFI C99 E99 H99 J99 K99 
17 5 12	VV......BCDEAABCDEH.BCFIHJNNFI.JKKF. B99 C99 J99 I99 K99 
17 5 12	....VV..BCDEAABCDEH.BCF.HJNNFI.JKKFI V96 B99 C99 J99 K99 
17 8 9	..VVDE..BCDEAABCF.HJBCFIHJNNFI..KK.. V98 B99 C99 D99 E99 F99 I99 K99 
17 5 12	..VV....BCDEAABCDEH.BCF.HJNNFI.JKKFI V98 B99 C99 J99 K99 
17 8 9	...VVE..BCDEAABCD..JBCF.HJNNFIH.KKFI V97 B99 C99 D98 E99 H99 K99 
17 8 9	..VVDE..BCDEAABC.IH.BCFIHJNNF..JKKF. V98 B99 C99 D99 E99 J99 I98 K99 
17 5 12	VVBC....BCD.AABCDE.J..FEHJNNFIHKK.FI D98 E97 H99 
17 5 12	VV.CDE..BCDEAABCFIHJB.FIHJNNF..KK... B99 D99 E99 F99 I98 
17 5 12	..VV....BCDEAABCDEHJBCFIHJNNFI..KKF. V98 B99 C99 I99 K99 
17 8 9	VV..DE..BCDEAABCF.H.BCFIHJNNFI.JKK.. B99 C99 D99 E99 J99 F99 I99 K99 
17 8 9	.VVCDE..BCDEAABCF.H.B.FIHJNNFI.J..KK V99 B99 D99 E99 J99 F99 I99 K97 
17 8 9	..BVVE..BCDEAABCD..J.CF.HJNNFIHKK.FI V97 B98 C99 D98 E99 H99 
17 8 9	.VV.DE..BCDEAABCF..JBCF.HJNNFIH.KK.I V99 B99 C99 D99 E99 H99 F99 K99 
17 8 9	.VV.D...BCD.AABC.E.JBCFEHJNNFIH.KKFI V99 B99 C99 D99 E97 H99 K99 
17 8 9	.VV.D...BCDEAABC.E.JBCF.HJNNFIH.KKFI V99 B99 C99 D99 E98 H99 K99 
17 5 12	VVB.DE..BCDEAABCFIHJ.CFIHJNNF..KK... C99 D99 E99 F99 I98 
17 8 9	.VV..E..BCDEAABCD..JBCF.HJNNFIH.KKFI V99 B99 C99 D98 E99 H99 K99 
17 8 9	VVB.D...BCDEAABC.E...CFIHJNNFIHJKKF. C99 D99 E98 H99 J99 I99 K99 
17 8 9	VVB..E..BCDEAABCD....CFIHJNNFIHJKKF. C99 D98 E99 H99 J99 I99 K99 
17 5 12	VVBC....BCD.AABCDEHJ..FEHJNNFI..KKFI D98 E97 K99 
17 5 12	....VV..BCDEAABCDEHJBCFIHJNNFIKK..F. V96 B99 C99 I99 K99 
17 8 9	VV..DE..BCDEAABCF...BCF.HJNNFIHJKK.I B99 C99 D99 E99 H99 J99 F99 K99 
17 8 9	VV..D...BCD.AABC.E..BCFEHJNNFIHJKKFI B99 C99 D99 E97 H99 J99 K99 
17 8 9	VV..D...BCDEAABC.E..BCF.HJNNFIHJKKFI B99 C99 D99 E98 H99 J99 K99 
17 8 9	VV...E..BCDEAABCD...BCF.HJNNFIHJKKFI B99 C99 D98 E99 H99 J99 K99 
17 8 9	.VVCD...BCDEAABC.E.JB.FIHJNNFIH.KKF. V99 B99 D99 E98 H99 I99 K99 
17 8 9	.VVC.E..BCDEAABCD..JB.FIHJNNFIH.KKF. V99 B99 D98 E99 H99 I99 K99 
17 8 9	VV.CD...BCDEAABC.E..B.FIHJNNFIHJKKF. B99 D99 E98 H99 J99 I99 K99 
17 8 9	VV.C.E..BCDEAABCD...B.FIHJNNFIHJKKF. B99 D98 E99 H99 J99 I99 K99 
17 8 9	VVB.DE..BCDEAABCF....CFIHJNNFIHJKK.. C99 D99 E99 H99 J99 F99 I99 K99 
17 8 9	VV..DE..BCDEAABC.I..BCFIHJNNF.HJKKF. B99 C99 D99 E99 H99 J99 I98 K99 
17 5 12	VVBCD...BCD.AABCFEHJ..FEHJNNFI...KKI D99 E97 F99 K98 
17 5 12	VVBCD...BCDEAABCFEHJ..F.HJNNFI...KKI D99 E98 F99 K98 
17 8 9	.VV.DE..BCDEAABCF.H.BCF.HJNNFI.JKK.I V99 B99 C99 D99 E99 J99 F99 K99 
17 8 9	.VV.D...BCD.AABC.EH.BCFEHJNNFI.JKKFI V99 B99 C99 D99 E97 J99 K99 
17 8 9	.VV.D...BCDEAABC.EH.BCF.HJNNFI.JKKFI V99 B99 C99 D99 E98 J99 K99 
17 8 9	.VV..E..BCDEAABCD.H.BCF.HJNNFI.JKKFI V99 B99 C99 D98 E99 J99 K99 
17 8 9	.VV.DE..BCDEAABC.I.JBCFIHJNNF.H.KKF. V99 B99 C99 D99 E99 H99 I98 K99 
17 8 9	.VVCD...BCDEAABC.EH.B.FIHJNNFI.JKKF. V99 B99 D99 E98 J99 I99 K99 
17 8 9	.VVC.E..BCDEAABCD.H.B.FIHJNNFI.JKKF. V99 B99 D98 E99 J99 I99 K99 
17 8 9	.VVCDE..BCDEAABCF...B.F.HJNNFIHJKK.I V99 B99 D99 E99 H99 J99 F99 K99 
17 8 9	.VVCD...BCD.AABC.E..B.FEHJNNFIHJKKFI V99 B99 D99 E97 H99 J99 K99 
17 8 9	.VVCD...BCDEAABC.E..B.F.HJNNFIHJKKFI V99 B99 D99 E98 H99 J99 K99 
17 8 9	.VVC.E..BCDEAABCD...B.F.HJNNFIHJKKFI V99 B99 D98 E99 H99 J99 K99 
17 8 9	..VV.E..BCDEAABCD.HJBCFIHJNNFI..KKF. V98 B99 C99 D98 E99 I99 K99 
17 8 9	..VVDE..BCDEAABCF.H.BCF.HJNNFI.JKK.I V98 B99 C99 D99 E99 J99 F99 K99 
17 8 9	..VVD...BCD.AABC.EH.BCFEHJNNFI.JKKFI V98 B99 C99 D99 E97 J99 K99 
17 8 9	..VVD...BCDEAABC.EH.BCF.HJNNFI.JKKFI V98 B99 C99 D99 E98 J99 K99 
17 8 9	..VV.E..BCDEAABCD.H.BCF.HJNNFI.JKKFI V98 B99 C99 D98 E99 J99 K99 
17 8 9	.VV.DE..BCDEAABCF.HJBCFIHJNNFIKK.... V99 B99 C99 D99 E99 F99 I99 K99 
17 8 9	..VVDE..BCDEAABCF..JBCF.HJNNFIH.KK.I V98 B99 C99 D99 E99 H99 F99 K99 
17 8 9	..VVD...BCD.AABC.E.JBCFEHJNNFIH.KKFI V98 B99 C99 D99 E97 H99 K99 
17 8 9	..VVDE..BCDEAABC.I.JBCFIHJNNF.H.KKF. V98 B99 C99 D99 E99 H99 I98 K99 
17 5 12	VVBCDE..BCDEAABCFIHJ..FIHJNNF...KK.. D99 E99 F99 I98 K99 
17 8 9	...VVE..BCDEAABCD.H.BCF.HJNNFI.JKKFI V97 B99 C99 D98 E99 J99 K99 
17 8 9	..VVD...BCDEAABC.E.JBCF.HJNNFIH.KKFI V98 B99 C99 D99 E98 H99 K99 
17 8 9	..VV.E..BCDEAABCD..JBCF.HJNNFIH.KKFI V98 B99 C99 D98 E99 H99 K99 
17 8 9	..VVD...BCDEAABC.E.JBCFIHJNNFIHKK.F. V98 B99 C99 D99 E98 H99 I99 
17 8 9	..VV.E..BCDEAABCD..JBCFIHJNNFIHKK.F. V98 B99 C99 D98 E99 H99 I99 
17 5 12	VV.CD...BCD.AABCFEHJB.FEHJNNFI.KK..I B99 D99 E97 F99 
17 5 12	VV.C.E..BCDEAABCDIHJB.FIHJNNF..KK.F. B99 D98 E99 I98 
17 8 9	VV..D...BCDEAABC.E.JBCFIHJNNFIH.KKF. B99 C99 D99 E98 H99 I99 K99 
17 5 12	...CVV..BCDEAABCDEHJB.F.HJNNFIKK..FI V96 B99 C98 K99 
17 5 12	..B.VV..BCDEAABCDEHJ.CF.HJNNFIKK..FI V96 B98 C99 K99 
17 8 9	VV...E..BCDEAABCD..JBCFIHJNNFIH.KKF. B99 C99 D98 E99 H99 I99 K99 
17 8 9	.VV.D...BCDEAABC.EHJBCFIHJNNFI..KKF. V99 B99 C99 D99 E98 I99 K99 
17 8 9	.VV..E..BCDEAABCD.HJBCFIHJNNFI..KKF. V99 B99 C99 D98 E99 I99 K99 
17 8 9	VV..D...BCDEAABC.EH.BCFIHJNNFI.JKKF. B99 C99 D99 E98 J99 I99 K99 
17 8 9	VV...E..BCDEAABCD.H.BCFIHJNNFI.JKKF. B99 C99 D98 E99 J99 I99 K99 
17 5 12	VV.C....BCD.AABCDEHJB.FEHJNNFI.KK.FI B99 D98 E97 
17 8 9	VV..DE..BCDEAABCF..JBCFIHJNNFIH..KK. B99 C99 D99 E99 H99 F99 I99 K98 
17 8 9	..VVD...BCDEAABC.EHJBCFIHJNNFIKK..F. V98 B99 C99 D99 E98 I99 K99 
17 8 9	..VV.E..BCDEAABCD.HJBCFIHJNNFIKK..F. V98 B99 C99 D98 E99 I99 K99 
17 8 9	.VV.DE..BCDEAABCF..JBCFIHJNNFIHKK... V99 B99 C99 D99 E99 H99 F99 I99 
17 8 9	.VV.D...BCDEAABC.E.JBCFIHJNNFIHKK.F. V99 B99 C99 D99 E98 H99 I99 
17 8 9	.VV..E..BCDEAABCD..JBCFIHJNNFIHKK.F. V99 B99 C99 D98 E99 H99 I99 
17 8 9	..BVVE..BCDEAABCD.HJ.CF.HJNNFI..KKFI V97 B98 C99 D98 E99 K99 
17 8 9	.VV.D...BCDEAABC.EHJBCFIHJNNFIKK..F. V99 B99 C99 D99 E98 I99 K99 
17 8 9	.VV..E..BCDEAABCD.HJBCFIHJNNFIKK..F. V99 B99 C99 D98 E99 I99 K99 
17 5 12	VVBCD...BCD.AABCFEHJ..FEHJNNFIKK...I D99 E97 F99 K99 
17 8 9	..BVVE..BCDEAABCD.HJ.CF.HJNNFIKK..FI V97 B98 C99 D98 E99 K99 
17 5 12	VVB..E..BCDEAABCDIHJ.CFIHJNNF..KK.F. C99 D98 E99 I98 
17 5 12	VVBC.E..BCDEAABCDIHJ..FIHJNNF.KK..F. D98 E99 I98 K99 
17 5 12	VVBCD...BCD.AABCFEHJ..FEHJNNFI..KK.I D99 E97 F99 K99 
17 8 9	.VVCDE..BCDEAABCF..JB.FIHJNNFIH.KK.. V99 B99 D99 E99 H99 F99 I99 K99 
17 5 12	...VV...BCD.AABCDEHJBCFEHJNNFI..KKFI V97 B99 C99 E99 K99 
17 5 12	..BVV...BCDEAABCDEHJ.CFIHJNNFI.KK.F. V97 B98 C99 I99 
17 5 12	...CVV..BCDEAABCDEHJB.FIHJNNFI.KK.F. V96 B99 C98 I99 
17 5 12	..B.VV..BCDEAABCDEHJ.CFIHJNNFI.KK.F. V96 B98 C99 I99 
17 8 9	VVB.DE..BCDEAABCF....CFIHJNNFIHJ..KK C99 D99 E99 H99 J99 F99 I99 K97 
17 5 12	VVB.D...BCD.AABCFEHJ.CFEHJNNFI.KK..I C99 D99 E97 F99 
17 5 12	..BCVV..BCDEAABCDEHJ..F.HJNNFI.KK.FI V96 B98 C98 
17 5 12	...CVV..BCD.AABCDEHJB.FEHJNNFI.KK.FI V96 B99 C98 E99 
17 5 12	..B.VV..BCDEAABCDEHJ.CF.HJNNFI..KKFI V96 B98 C99 K99 
17 5 12	...CVV..BCDEAABCDEHJB.F.HJNNFI..KKFI V96 B99 C98 K99 
17 8 9	VV.CDE..BCDEAABCF...B.FIHJNNFIHJKK.. B99 D99 E99 H99 J99 F99 I99 K99 
17 5 12	VVBC.E..BCDEAABCDI.J..FIHJNNF.HKK.F. D98 E99 H99 I98 
17 5 12	VVBC.E..BCDEAABCDIHJ..FIHJNNF...KKF. D98 E99 I98 K99 
17 8 9	.VV.DE..BCDEAABCF.HJBCFIHJNNFI..KK.. V99 B99 C99 D99 E99 F99 I99 K99 
17 8 9	..VVDE..BCDEAABCF.HJBCFIHJNNFIKK.... V98 B99 C99 D99 E99 F99 I99 K99 
17 8 9	..VVDE..BCDEAABCF.H.BCF.HJNNFI.J.KKI V98 B99 C99 D99 E99 J99 F99 K98 
17 5 12	VVBCD...BCD.AABCFE.J..FEHJNNFIHKK..I D99 E97 H99 F99 
17 5 12	VVBCDE..BCDEAABCFIHJ..FIHJNNF....KK. D99 E99 F99 I98 K98 
17 8 9	..VVD...BCDEAABC.EHJBCFIHJNNFI..KKF. V98 B99 C99 D99 E98 I99 K99 
17 5 12	VVBCDE..BCDEAABCFI.J..FIHJNNF.HKK... D99 E99 H99 F99 I98 
17 8 9	.VV.DE..BCDEAABC.IH.BCFIHJNNF..JKKF. V99 B99 C99 D99 E99 J99 I98 K99 
17 5 12	.VVC....BCDEAABCDE.JB.FIHJNNFIH.KKF. V99 B99 H99 I99 K99 
17 5 12	.VV.....BCDEAABCDEH.BCF.HJNNFI.JKKFI V99 B99 C99 J99 K99 
17 5 12	..VV....BCDEAABCDE.JBCF.HJNNFIH.KKFI V98 B99 C99 H99 K99 
17 5 12	.VVC....BCDEAABCDE..B.F.HJNNFIHJKKFI V99 B99 H99 J99 K99 
17 8 9	.VVCDE..BCDEAABC.I..B.FIHJNNF.HJKKF. V99 B99 D99 E99 H99 J99 I98 K99 
17 8 9	VV.CDE..BCDEAABCF...B.FIHJNNFIHJ.KK. B99 D99 E99 H99 J99 F99 I99 K98 
17 5 12	VV......BCD.AABCDE.JBCFEHJNNFIH.KKFI B99 C99 E99 H99 K99 
17 5 12	..B.VV..BCD.AABCDEHJ.CFEHJNNFI.KK.FI V96 B98 C99 E99 
17 8 9	.VVCDE..BCDEAABCF.H.B.FIHJNNFI.JKK.. V99 B99 D99 E99 J99 F99 I99 K99 
18 9 9	..VVD...BCDEAABC.EH.BCFIHJNNFI.JKKF. V98 B99 C99 D99 E98 J99 I99 K99 
18 6 12	VVB.D...BCD.AABCFEHJ.CFEHJNNFI..KK.I C99 D99 E97 F99 K99 
18 6 12	..BVV...BCDEAABCDEH..CF.HJNNFI.JKKFI V97 B98 C99 J99 K99 
18 6 12	...CVV..BCDEAABCDE.JB.F.HJNNFIH.KKFI V96 B99 C98 H99 K99 
18 6 12	..B.VV..BCDEAABCDE.J.CF.HJNNFIH.KKFI V96 B98 C99 H99 K99 
18 6 12	.VVC....BCDEAABCDE..B.FIHJNNFIHJKKF. V99 B99 H99 J99 I99 K99 
18 6 12	..BCVV..BCDEAABCDEHJ..F.HJNNFIKK..FI V96 B98 C98 K99 
18 6 12	..BVV...BCD.AABCDEHJ.CFEHJNNFI..KKFI V97 B98 C99 E99 K99 
18 9 9	..VVDE..BCDEAABCF..JBCFIHJNNFIH...KK V98 B99 C99 D99 E99 H99 F99 I99 K97 
18 9 9	VV..DE..BCDEAABCF...BCFIHJNNFIHJ.KK. B99 C99 D99 E99 H99 J99 F99 I99 K98 
18 6 12	...VV...BCDEAABCDE.JBCFIHJNNFIH.KKF. V97 B99 C99 H99 I99 K99 
18 9 9	..VVDE..BCDEAABCF...BCF.HJNNFIHJ.KKI V98 B99 C99 D99 E99 H99 J99 F99 K98 
18 9 9	.VV.DE..BCDEAABCF...BCF.HJNNFIHJ.KKI V99 B99 C99 D99 E99 H99 J99 F99 K98 
18 6 12	...VV...BCDEAABCDE..BCF.HJNNFIHJKKFI V97 B99 C99 H99 J99 K99 
18 6 12	..BVV...BCDEAABCDE.J.CF.HJNNFIH.KKFI V97 B98 C99 H99 K99 
18 6 12	...VV...BCDEAABCDEH.BCFIHJNNFI.JKKF. V97 B99 C99 J99 I99 K99 
18 9 9	.VV.DE..BCDEAABCF..JBCFIHJNNFIH...KK V99 B99 C99 D99 E99 H99 F99 I99 K97 
18 9 9	..VVDE..BCDEAABCF..JBCFIHJNNFIH..KK. V98 B99 C99 D99 E99 H99 F99 I99 K98 
18 6 12	.VVC....BCD.AABCDE..B.FEHJNNFIHJKKFI V99 B99 E99 H99 J99 K99 
18 6 12	VV......BCD.AABCDE..BCFEHJNNFIHJKKFI B99 C99 E99 H99 J99 K99 
18 6 12	..BCVV..BCDEAABCDEHJ..FIHJNNFI.KK.F. V96 B98 C98 I99 
18 9 9	...VVE..BCDEAABCD..JBCFIHJNNFIH.KKF. V97 B99 C99 D98 E99 H99 I99 K99 
18 6 12	...CVV..BCD.AABCDEHJB.FEHJNNFI..KKFI V96 B99 C98 E99 K99 
18 6 12	..VV....BCD.AABCDE.JBCFEHJNNFIH.KKFI V98 B99 C99 E99 H99 K99 
18 9 9	...VVE..BCDEAABCD.H.BCFIHJNNFI.JKKF. V97 B99 C99 D98 E99 J99 I99 K99 
18 9 9	..VVDE..BCDEAABCF.H.BCFIHJNNFI.J.KK. V98 B99 C99 D99 E99 J99 F99 I99 K98 
18 6 12	VV.CDE..BCDEAABCFIHJB.FIHJNNF...KK.. B99 D99 E99 F99 I98 K99 
18 6 12	VVB.DE..BCDEAABCFIHJ.CFIHJNNF...KK.. C99 D99 E99 F99 I98 K99 
18 6 12	..BVV...BCD.AABCDE.J.CFEHJNNFIHKK.FI V97 B98 C99 E99 H99 
18 6 12	..BVV...BCDEAABCDE.J.CFIHJNNFIHKK.F. V97 B98 C99 H99 I99 
18 6 12	..VV....BCDEAABCDE.JBCFIHJNNFIH.KKF. V98 B99 C99 H99 I99 K99 
18 6 12	...CVV..BCDEAABCDE.JB.FIHJNNFIHKK.F. V96 B99 C98 H99 I99 
18 6 12	..B.VV..BCD.AABCDE.J.CFEHJNNFIHKK.FI V96 B98 C99 E99 H99 
18 6 12	VV.CD...BCDEAABCFEHJB.F.HJNNFI..KK.I B99 D99 E98 F99 K99 
18 6 12	..BCVV..BCDEAABCDE.J..F.HJNNFIHKK.FI V96 B98 C98 H99 
18 6 12	...CVV..BCD.AABCDE.JB.FEHJNNFIHKK.FI V96 B99 C98 E99 H99 
